,NCT_ID,Any_women,Enrolls.18.45,Reason,Either,official_title,summary,gender,minimum_age,maximum_age,criteria,Check
130,NCT01452789,1,0,"The trial enrolls neonates only, thus excluding adults aged 18-45.",TRUE,"A Randomized, Active-Control, Double-Blind, Double-Dummy Clinical Trial Comparing Sublingual Buprenorphine And Morphine Solution For The Treatment Of Neonatal Opioid Abstinence Syndrome","The opioid neonatal abstinence syndrome (NAS) is a condition of withdrawal symptoms after utero exposure to opioids. In an open label Phase 1 trial sublingual buprenorphine was associated with a ~30% reduction length of treatment compared to standard of care morphine. Due to the subjective nature of the scoring instrument, efficacy in a blinded trial is needed to unequivocally establish the superiority of buprenorphine over morphine. The primary objective of the trial is to compare length of treatment using sublingual buprenorphine or oral morphine solution in the pharmacologic treatment of the NAS.",All,N/A,N/A,"Inclusion Criteria:~≥ 37 weeks gestation~Exposure to opiates in utero~Demonstration of signs and symptoms of neonatal abstinence syndrome requiring treatment~Exclusion Criteria:~Major congenital malformations and/or intrauterine growth retardation~Medical illness requiring intensification of medical therapy. This includes, but is not limited to suspected sepsis requiring antibiotic therapy.~Hypoglycemia requiring treatment with intravenous dextrose.~Bilirubin >20 mg/dL (The need for phototherapy is not exclusionary)~Concomitant benzodiazepine or severe alcohol abuse , self-report of regular use of alcohol or of benzodiazepines use in the past 30 days, and/or receipt of benzodiazepines by prescription (as determined by self-report or intake urine) by the mother 30 days prior to birth,~Concomitant use of Cytrochrom (CYP) 3A inhibitors (erythromycin, clarithromycin, ketoconazole, itraconazole, HIV protease inhibitors) or inducers (rifampin, carbamazepine, phenobarbital) prior to initiation of NAS treatment~Seizure activity or other neurologic abnormality~Breast feeding~Inability of mother to give informed consent due to co-morbid psychiatric diagnosis",1
131,NCT01394523,1,0,"The trial enrolls pediatric patients only, but it does not exclude women based on gender.",TRUE,"A Prospective, Double-blinded, Randomized Comparison of Caudal Analgesia Versus Ultrasound Guided Rectus Sheath Blocks for Umbilical Herniorrhaphy in the Pediatric Population","The literature has clearly demonstrated that the effective treatment of postoperative pain in infants and children is challenging. In an effort to improve postoperative analgesia while limiting opioid-related adverse effects, there continues to be an increased use of regional anesthetic techniques in infants and children. Although the pediatric caudal remains the most commonly used pediatric regional anesthetic technique, it has been demonstrated that effective analgesia can be provided with the use of peripheral nerve blockade even in the pediatric-aged patient. The purpose of this study is to prospectively compare post-operative pain relief in pediatric patients undergoing umbilical hernia repair who have received either a caudal block or bilateral rectus sheath blocks for analgesia",All,N/A,N/A,"Inclusion Criteria:~ASA physical status I or II~Weight less than or equal to 20 kg~Presenting for repair of umbilical hernia~Exclusion Criteria:~ASA physical status > II~Weight greater than 20 kg~Co-morbid diseases (cardiac, pulmonary, neurological disease)~Patients having concomitant procedures (circumcision, orchiopexy, etc.)",1
132,NCT02413008,1,0,"The trial enrolls postmenopausal women only, which excludes women aged 18-45.",TRUE,"A Phase II Prospective, Randomized, Double-Blind, Placebo-Controlled and Multi-Centre Clinical Trial to Assess the Safety of 0.005 % Estriol Vaginal Gel in Hormone Receptor-Positive Postmenopausal Women With Early Stage Breast Cancer in Treatment With Aromatase Inhibitor in the Adjuvant Setting","This is a phase II, prospective, randomized, double-blind, placebo-controlled, international (Spain and Sweden) and multicentre study to explore the safety of 0.005% estriol vaginal gel in women with early stage breast cancer in treatment with Non-Steroidal Aromatase Inhibitors (NSAIs) in the adjuvant setting and symptoms of vaginal atrophy.",Female,N/A,N/A,"Inclusion Criteria:~Written informed consent prior to beginning specific protocol procedures.~Patients must have histological confirmation of breast adenocarcinoma with stage I-IIIA, documented at a local pathology department.~The breast tumors must be estrogen-receptor positive and/or progesterone receptor positive (≥1% of stained tumor cells by Immunohistochemistry (IHC) as determined by the local laboratory) with any Human Epidermal Growth Factor Receptor 2(HER2) status.~Postmenopausal status defined as: 12 months of spontaneous amenorrhea or 6 months of spontaneous amenorrhea with serum FSH levels > 40 Milli-international units per milliliter (mIU/ml) or 6 weeks postsurgical bilateral oophorectomy with or without hysterectomy.~Patient must be receiving the non-steroidal aromatase inhibitors anastrozole or letrozole as breast cancer treatment in the adjuvant setting for a minimum of 6 months.~Women suffering from moderate to severe vaginal dryness according to the FDA guidelines for drug development in postmenopausal women (Center for Drug Evaluation and Research, (CDER) Jan 2003). A moderate symptom will be considered if the symptom is present, bothersome and annoying, and a severe symptom will be considered if the symptom is present, bothersome and annoying, and interferes with the normal patient activity.~Eastern Cooperative Oncology Group Performance Status (ECOG PS) of 0 or 1.~Adequate bone marrow as defined by the following laboratory values:~Absolute Neutrophil Count (ANC) ≥ 1.5 x 109/L.~Platelets (plt) ≥ 100 x 109/L.~Hemoglobin (Hgb) ≥ 10 g/dl.~Patient has adequate organ function as defined by the following laboratory values:~Serum creatinine ≤ 1.5 x Upper Limit of Normal (ULN).~Bilirubin ≤ 1.5 × ULN.~Alkaline phosphatase ≤ 2 × ULN.~Aspartate Aminotransferase (AST) and Alanine Aminotransferase (ALT) ≤ 2 × ULN.~Willingness and ability to comply with scheduled visits, treatment plan, laboratory tests and other study procedures.~Exclusion Criteria:~Stage IIIB-IV breast cancer or bilateral breast cancer.~Treatment with any other current anti-tumoral therapy (chemotherapy, anti-Her2…etc) besides the NSAI. Pamidronate or Alendronate are permitted.~Prior history of other malignancy within 5 years of study entry, aside from non-melanoma skin cancer or carcinoma-in-situ of the uterine cervix adequately treated.~Postmenopausal uterine bleeding. Vaginal bleeding of unknown etiology.~Patients with endometrial thickness equal to or greater than 4 mm measured by transvaginal ultrasound.~Patients who have received any type of vulvovaginal treatment in the 15 days prior to the start of the study.~Use of any hormone, natural (phytoestrogens) or herbal products for the treatment of menopausal symptoms within the last 3 months.~Current or previous history of thromboembolic disease or coagulopathies.~Severe cardiovascular or respiratory diseases in the previous 6 months.~Renal Impairment.~Hepatitis B and/or hepatitis C carriers (unless with normal hepatic function).~Known human immunodeficiency virus infection.~Known hypersensitivity to NSAI.~Other severe acute or chronic medical or psychiatric condition, or laboratory abnormality that would impart, in the judgment of the investigator, excess risk associated with study participation or study drug administration, or which, in the judgment of the investigator, would make the patient inappropriate for entry into this study.~Previous investigational treatment for any condition or participation in any clinical trial within 4 weeks of inclusion date.",1
133,NCT00000570,1,0,"The trial enrolls both boy and girl preterm infants, but does not include individuals aged 18-45.",TRUE,NA,To determine if surfactant administration at birth in infants at high risk for respiratory distress syndrome (RDS) modified the clinical course of the syndrome.,All,N/A,1 Year,Boy and girl preterm infants 24-29 weeks of gestational age and 500-1400 grams birthweight.,1
134,NCT00414310,1,0,The trial excludes only pregnant and nursing women but allows other women to enroll. The age restriction is for patients aged 60 or older.,TRUE,Phase II Randomized Study of Low-Dose Decitabine (5-AZA-2'-Deoxycytidine) With or Without Valproic Acid in Myelodysplastic Syndrome (MDS) and Acute Myelogenous Leukemia -SPORE,"The goal of this clinical research study is to find out if decitabine, given with or without valproic acid, can help to control AML or MDS. The safety of both treatments will also be studied.",All,N/A,N/A,"Inclusion Criteria:~Patients with MDS and > 5% blasts or IPSS risk intermediate or high; patients with CMML; patients with AML who are age 60 or older. No prior intensive chemotherapy or high-dose ara-C (> 1g/m2). No prior azacytidine for 3 cycles or more or prior decitabine for 2 cycles or more. Prior biologic therapies, targeted therapies, or single agent chemotherapy allowed.Patients must have been off chemotherapy for 2 weeks prior to entering this study and recovered from the toxic effects of that therapy, unless there is evidence of rapidly progressive disease.~Continued from #1: Hydroxyurea is permitted for control of counts prior to treatment. Procrit, granulocyte colony-stimulating factor (GCSF) are allowed before therapy. Procrit, GCSF or other growth factors are permitted on therapy. Use of hydroxyurea with rapidly proliferative disease is allowed for the first two weeks on therapy.~Performance 0-2 (ECOG). Adequate liver function (bilirubin of < 2mg/dl) and renal function (creatinine < 2mg/dl). Adequate cardiac functions (NYHA cardiac III-IV excluded). ALT < 2.5x institutional upper limit of normal.~Signed informed consent.~Exclusion Criteria:~Nursing and pregnant females. Patients of childbearing potential should practice effective methods of contraception. Should a woman become pregnant or suspect she is pregnant while participating in this study, she should inform her treating physician immediately.~Active and uncontrolled infections.~Uncontrolled intercurrent illness including, but not limited to, ongoing or active infection, symptomatic congestive heart failure, unstable angina pectoris, or psychiatric illness/social situations that would limit compliance with study requirements.~Known ornithine transcarbamylase disorder.~Patients requiring continuous valproic acid treatment for the control of seizure disorders.",1
135,NCT00515333,1,0,"The trial allows both sexes to participate, but it does not specify an age range that includes 18-45. The inclusion criteria focus on patients with mild or moderate dementia of the Alzheimer type, which typically affects older adults.",TRUE,"An Exploratory Placebo-Controlled, Dose-Ranging Study of the Effects of TRx0014 30 MG TID, 60 MG TID AND 100 MG TID in Patients With Mild or Moderate Dementia of the Alzheimer Type","The primary objective of the study is to investigate the effects of oral TRx0014 at three doses (30, 60 and 100 mg tid) compared with placebo on cognitive ability in patients with mild or moderate dementia of the Alzheimer type. Cognitive ability will be measured by the Alzheimer's Disease Assessment Scale - cognitive subscale (ADAS-cog). The primary evaluation will be made at 24 weeks.",All,N/A,N/A,"Inclusion Criteria:~Patient may be of either sex and must be supervised by a carer who is competent to ensure compliance with the medication and who is willing to participate in completing the various assessments.~Patients must be able to give written informed consent to participate in this study. Patients who lack capacity to consent may not be entered.~Competent carer must be available and must provide written consent to his or her own participation in the study.~Clinical diagnosis of dementia of the Alzheimer type determined by Diagnostic and Statistical Manual of Mental Disorders (DSM-IV) criteria and a diagnosis of Probable Alzheimer's Disease determined by the National Institute of Neurological and Communicative Disorders and Stroke - Alzheimer's Disease and Related Disorders Association (NINCDS-ADRDA) criteria. Information to support the diagnosis will include that derived from:~an abbreviated Cambridge Mental Disorders of the Elderly Examination (short CAMDEX) schedule, performed within six weeks prior to the baseline visit (Visit 0).~Computerised tomography (CT) or magnetic resonance imaging (MRI), with no time limit on previous scans. In centres conducting SPECT/PET scans as part of their routine practice or as part of the study these may be used to inform the NINCDS-ADRDA diagnosis.~Patient must have mild or moderate dementia as determined by:~Mini-Mental State Examination (MMSE) value at screening of between 10 and 26 inclusive.~Clinical Dementia Rating (CDR) at screening of Stage 1 or Stage 2.~Exclusion Criteria:~Patient has a known sensitivity to TRx0014, similar agents or any of the excipients used.~Screening blood sample shows that the patient has glucose-6-phosphate dehydrogenase deficiency.~Patient has known hereditary methaemoglobinaemia, has been known to have suffered an attack of acquired methaemoglobinaemia or has a blood level of methaemoglobin at screening which is above the upper limit of normal for age and laboratory.~Patient has significant impairment of renal, hepatic or haematological function for the age of the patient.~Patient is currently taking other anti-dementia drugs (e.g. memantine, cholinesterase inhibitors) or has taken these within the previous six weeks.~It is anticipated that there will be a definite indication for the commencement of other licensed anti-dementia drug treatment within the 24 week treatment period of the trial.~Patient has started taking other medication known to have an effect on mood or cognition (e.g. anticholinergics, hypnotics, sedatives, anxiolytics, neuroleptics, antidepressants, antiepileptics) within the previous six weeks; or has changed their dose of these medications within the previous six weeks.~Patient has started taking 'alternative therapy' for AD e.g. vitamin E, folic acid, hormone replacement therapy (HRT), ginkgo biloba within the previous six weeks; or has changed their dose of these treatments within the previous six weeks.~Patient is receiving warfarin or digitalis or any other medication that has a narrow margin between effective dose and toxic dose or between effective dose and ineffective dose, where the subject would be at risk if the levels were elevated or fell due to interaction with TRx0014.~Patients who are unlikely to comply with trial visit schedule or with trial medication.~Significant intercurrent illness which may compromise safety of the patient/validity of the data.~Females with the potential of childbearing and are not using adequate contraception or females who are breastfeeding.~Patients with a history of alcohol and/or drug abuse, defined as meeting DSM-IV criteria for substance dependence. This applies to alcohol and/or any illicit drug, including cannabis within the last six months.~Patient has participated in a clinical investigation of a medication or device within the previous three months.",1
136,NCT00002646,1,0,"The trial enrolls postmenopausal women only, which excludes women aged 18-45.",TRUE,"PHASE III DOUBLE-BLIND, PLACEBO-CONTROLLED, PROSPECTIVE RANDOMIZED COMPARISON OF ADJUVANT THERAPY WITH TAMOXIFEN VS. TAMOXIFEN AND FENRETINIDE IN POSTMENOPAUSAL WOMEN WITH INVOLVED AXILLARY LYMPH NODES AND POSITIVE RECEPTORS",RATIONALE: Estrogen can stimulate the growth of breast cancer cells. Hormone therapy using tamoxifen may fight breast cancer by blocking the uptake of estrogen. Combining chemotherapy with hormone therapy may kill more tumor cells. Chemoprevention therapy is the use of certain drugs to try to prevent the development or recurrence of cancer. The use of fenretinide may be an effective way to prevent the recurrence of breast cancer. It is not yet known whether tamoxifen plus fenretinide is more effective than tamoxifen alone for breast cancer.~PURPOSE: Randomized phase III trial to compare the effectiveness of tamoxifen plus fenretinide with tamoxifen alone in treating postmenopausal women who have stage II or stage III breast cancer that is estrogen receptor positive and/or progesterone receptor positive.,Female,N/A,N/A,"DISEASE CHARACTERISTICS: Histologically confirmed adenocarcinoma of the breast Pathologic stage T1-3, N1-2, M0 No clinical or pathologic T4 disease No primary tumor fixed to chest wall No axillary nodes fixed to chest wall or neurovascular bundle No preoperative arm edema No clinical skin involvement (microscopic focal dermal invasion or dermal lymphatic involvement eligible) No clinical N2 disease Modified radical mastectomy or lumpectomy required prior to entry Sentinel node biopsy allowed Randomization required within 12 weeks from definitive surgery Surgery dated from mastectomy or axillary dissection for lumpectomy No positive deep mastectomy margins Radiotherapy planned within 12 weeks following axillary node dissection for lumpectomy patients Synchronous bilateral breast cancer eligible If tumor is at least 2 cm, then nodes not involved If no tumor is at least 2 cm, then at least 1 node must be involved Both invasive primaries receptor-positive Previously treated, noninvasive breast cancer eligible No prior invasive breast cancer No adenoid cystic, squamous, or sarcomatous histology Hormone receptor status: Estrogen- or progesterone-receptor positive, i.e.: At least 10 fmole/mg cytosol protein by ligand-binding assay OR Receptor positive by immunocytochemistry~PATIENT CHARACTERISTICS: Age: 65 and over OR Postmenopausal and ineligible/inappropriate for or declined other active node positive adjuvant studies Sex: Female Menopausal status: Postmenopausal, defined as: At least 1 year since last menstrual period Hysterectomized with bilateral oophorectomy Hysterectomized with 1 or both ovaries remaining and either: Over 60 FSH in postmenopausal range Not surgically castrated, under 60, and on HRT FSH elevated 2 weeks after HRT discontinued Performance status: Not specified Life expectancy: At least 7 years except for breast cancer Hematopoietic: WBC greater than 3,000/mm3 Platelet count at least 100,000/mm3 Hemoglobin at least 10 g/dL Hepatic: Bilirubin no greater than 1.5 mg/dL AST less than 2 times normal Renal: Creatinine no greater than 2.0 mg/dL BUN no greater than 25.0 mg/dL Other: No extensive macular degeneration on exam within 1 year of entry, e.g.: No exudative or atrophic macular lesions that reduce corrected vision to less than 20/40 Health adequate for protocol treatment No nutritional supplementation except single daily multivitamin No other vitamin A supplements Gynecologic exam within the past year required of women who retain a uterus No second malignancy within the past 10 years except: Inactive nonmelanomatous skin cancer Carcinoma in situ of the cervix Prior noninvasive contralateral breast cancer~PRIOR CONCURRENT THERAPY: No prior chemotherapy or hormonal therapy for breast cancer except: Up to 1 month of tamoxifen if started by a non participating physician At least 2 weeks since hormone replacement therapy No concurrent megestrol",1
137,NCT01047436,0,0,"The trial only enrolls children that weigh between 5 and 15 kg, which typically excludes women and individuals aged 18-45.",TRUE,"An Open Label Randomised Comparative Trial to Establish the Efficacy of 3 mg/kg ArTiMist™ When Compared to Intravenous Quinine in Children With Severe or Complicated Falciparum Malaria, or Uncomplicated Falciparum Malaria With Gastrointestinal Complications","The purpose of this study is to compare the efficacy of Artemether Sublingual Spray (ArTiMist™) with intravenous quinine in children with severe or complicated falciparum malaria, or children with uncomplicated malaria with gastrointestinal complications.",All,N/A,N/A,"Inclusion Criteria:~The patient's parent or attendant relative has provided informed consent and the patient has assented (where relevant) to participation in the trial~The patient is a child that weighs between 5 and 15 kg (kilogram)~The patient has falciparum malaria as evidenced by~Thick or thin blood smears of > 500 P falciparum per mcl (microlitre)(patients with mixed infections may be included provided >500 P Falciparum /mcl) and /or~Positive RDT (rapid diagnostic test)for malaria~The patient has either~severe or complicated malaria as determined by the Investigator based on the WHO criteria for severity, or~the patient has uncomplicated malaria but is unable to tolerate oral medication as a result of gastrointestinal complications such as vomiting or diarrhoea.~Exclusion Criteria:~Attending relative or parent does not provide informed consent for participation, or the child if capable does not assent to participation in the trial.~Ability to tolerate oral therapy~Patient has received any treatment with an artemisinin or quinine in the last 24 hours~Patient has evidence of significant co-infections (this does not include mixed Plasmodium infections).~Patient is allergic or intolerant to artemisinins.",1
138,NCT06007547,1,0,"The trial enrolls preterm infants with gestational age <30 weeks, thus excluding adults aged 18-45.",TRUE,Prophylactic Minimally Invasive Surfactant Evaluation,"The purpose of this study is to explore the question: Does prophylactic administration of exogenous surfactant in the delivery room, using a minimally-invasive technique, improve outcome in preterm infants 22-29 weeks' gestation compared to rescue treatment using the same technique?",All,N/A,15 Minutes,Inclusion Criteria:~Gestational age <30 weeks~Antenatal consent from Parent~Exclusion Criteria:~Congenital anomalies~Alternate cause of respiratory distress,1
139,NCT03062449,1,0,"The trial does not specify any gender restrictions, so women can enroll. However, it is for early-stage Alzheimer's disease patients, who are typically older than 45.",TRUE,"A Phase IIa Proof of Concept, Randomized, Double-blind, Placebo-controlled Study of the Effects of L-serine on Early Stage Alzheimer's Disease Patients","This is a Phase IIa, randomized, double-blind, placebo controlled trial. Subjects for participation in this study will be identified by the Investigator based on their Clinical Dementia Rating score which will be completed as part of standard practice. Patients meeting the criteria for early Alzheimer's disease will be considered for study participation, with the Investigator taking the additional inclusion/exclusion criteria into consideration. Up to 40 subjects will be enrolled. Subjects participating in the study will be randomized to receive either gummies containing L-Serine or placebo gummies, with the Investigator and study staff blinded to the group assignments.",All,N/A,N/A,"Inclusion Criteria:~Diagnosis of early stage Alzheimer's disease as scored by the ClinicalDementia Rating Scale score of 0.5 -1.0 within the 6 months prior to study enrollment.~Participants able to provide informed consent.~Participants taking NMDA receptor antagonist medications or acetylcholinesterase inhibitor medications must be on a stable dose of these medications for at least 30 days prior to enrolling in this clinical trial.~Participants able to consume study gummy chews throughout the course of the clinical trial.~Exclusion Criteria:~Diagnosis or previous history of ischemic stroke, astrocytoma, meningioma or oligodendroma.~Diagnosis or previous history of any other comorbid diagnosis of neurodegenerative disease including amyotrophic lateral sclerosis, Parkinson's disease, Lewy Body Disease, Pick's Disease, Huntington's Disease, or Progressive Supra Nuclear Palsy.~Undergoing any chemotherapy or radiation therapy for any tumor or carcinoma.~Diagnosis or previous history of type I or type II diabetes. Potential subjects with no history of diabetes will be referred to their PCP for a hemoglobin A1C test if they have not had one in the year prior to enrollment.~Diagnosis or previous history of psychiatric illness that in the investigator's opinion would affect the subject's ability to successfully participate in the study.~In the Investigator's opinion, subject would be unable to successfully participate in the study for any reason.",1
140,NCT01002950,1,0,"The trial does not specify gender restrictions, so women can enroll. However, it is for subjects with geographic atrophy, which typically affects older adults, not those aged 18-45.",TRUE,"Multicenter, Randomized, Double-Masked, Placebo-Controlled, Dose Escalation, Multiple-Dose Study of the Safety, Tolerability, Pharmacokinetics, and Pharmacodynamics of ACU-4429 in Subjects With Dry Age-Related Macular Degeneration (Geographic Atrophy)","The purpose of this study is to evaluate the safety, tolerability, pharmacokinetics and pharmacodynamics of the investigational drug ACU-4429 in subjects with geographic atrophy.",All,N/A,N/A,"Inclusion Criteria:~Have a clinical diagnosis of geographic atrophy, as defined in the protocol~Exclusion Criteria:~Currently receiving or has received a medication prohibited by the protocol",1
141,NCT01437371,1,0,The trial enrolls patients over 80 years old only.,TRUE,Is There a Benefit to Optimize HF (Heart Failure) Treatment in Aged Over 80 Year's Old Patients?,The purpose of this study is to determine if there is an interest to optimize HF (heart failure) management in patients over 80 years old. The primary objective is to assess the effect of HF (heart failure) optimized management (guidelines of the European society of Cardiology (ESC) on Quality of Life (QOL) in aged over 80 year's old at 6 months.,All,N/A,N/A,"Inclusion Criteria:~Aged over 80 year's old subjects~Hospitalized for an acute heart failure~Left Ventricle Ejection Fraction ≤ 35%~Evaluated life expectancy (Seattle HF score) > 1 year~Exclusion Criteria:~Dementia~Does not understand French language~Followed with an optimized management~With reduced mobility~Recruited in another clinical trial or in a HF management network~AHF with curable aetiology : cardiovascular surgery for CABG or valvular replacement, angioplasty~MDRD < 30 ml/min/1.73m²",1
142,NCT06113016,1,0,"The trial enrolls only postmenopausal women, which excludes women under 50 unless they have chemically induced menopause.",TRUE,A Phase II Randomized Placebo-Controlled Study of Fisetin and Exercise to Prevent Frailty in Breast Cancer Survivors,"This phase II trial tests how well fisetin and exercise works in preventing frailty in breast cancer survivors. Fisetin is a natural substance found in strawberries and other foods and is available as a nutritional supplement. Nutritional supplements may be useful in eliminating cells that have undergone a process called senescence. Senescence is when a cell ages and permanently stops dividing but does not die. Over time, large numbers of these cells build up in tissues throughout the body and can release harmful substances that cause inflammation and damage nearby healthy cells. Giving fisetin may eliminate senescent cells in patients with breast cancer undergoing physical activity.",Female,N/A,N/A,"Inclusion Criteria:~Women who are postmenopausal at the start of study treatment~Postmenopausal status will be established as follows: Women who are 50 years or older and who are not menstruating for greater than 12 months will be considered postmenopausal. Women who are less than 50 years with an intact uterus and ovaries must have chemically induced menopause (e.g., ovarian suppression) to be considered postmenopausal~Women with a diagnosis of early-stage breast cancer (stage I, II, III) treated with neo/adjuvant chemotherapy within 12 months of starting study treatment~No evidence of active/recurrent breast cancer or other serious chronic illnesses~Have evidence of pre-frail health, defined as a 6-minute walk distance (400-480m) at baseline~Platelets > 60,000/mm^3~White blood cell count > 2,000/mm^3~Absolute neutrophil count > 500/mm^3~Hemoglobin ≥ 8.0 g/dL~Total bilirubin ≤ 3.0 X upper limit of normal (ULN)~Aspartate aminotransferase (AST) ≤ 4.0 x ULN~Alanine aminotransferase (ALT) ≤ 4.0 x ULN~Estimated glomerular filtration rate (eGFR) of ≥ 30mL/min/1.73m^2 per the Modification of Diet in Renal Disease (MDRD) calculation~Ability to understand and the willingness to sign a written informed consent document~Exclusion Criteria:~Cancer-directed chemotherapy, biological therapy, or immunotherapy within 30 days prior to the start of study treatment. Exceptions include: trastuzumab, pertuzumab, pembrolizumab, tamoxifen, and aromatase inhibitors~Surgery and/or radiation within the last 30 days of starting study treatment (Exception: invasive non-major procedures such as an outpatient biopsy)~Subjects taking medications that are considered prohibited~Exception: Subjects taking any of the medications under Temporary medication adjustment required may participate if they are otherwise eligible AND the medication can be safely withheld (from immediately before the 1st study agent administration until at least 10 hours after the last study agent administration, for each dosing interval)~On herbal and natural medications with possible senolytic properties (i.e., curcumin, kava kava, St. John's wort) and are unable or unwilling to hold its administration 2 days prior to and during study treatment dosing. Exceptions include cannabidiol (CBD), vitamins, probiotics, and fish oil. Other herbal and natural medications may be permitted or prohibited per clinician discretion~Subjects taking potentially senolytic agents within the last year: fisetin, quercetin, luteolin, dasatinib or imatinib (or other tyrosine kinase inhibitors), piperlongumine, or navitoclax~Subjects on therapeutic doses of anticoagulants (e.g., warfarin, heparin, low molecular weight heparin, factor Xa inhibitors, etc.)~Issues with tolerating oral medication (such as but not limited to, inability to swallow pills (gastrostomy [g]-tubes not allowed), malabsorption issues, ongoing nausea or vomiting during screening, history of Crohn's, gastric bypass/reduction, or celiac disease)~Any other condition that would, in the investigator's judgment, contraindicate the patient's participation in the clinical study due to safety concerns with clinical study procedures~Currently participating in another intervention research study seeking to improve functional status, alleviate frailty, muscle strength, exhaustion/fatigue, or cognitive function",1
143,NCT05514340,1,0,"The trial enrolls neonates of either sex, which includes female neonates. However, it does not include individuals aged 18-45 as it is specifically for neonates.",TRUE,"A Multicenter, Randomized, Double-blind, Placebo-controlled, Phase-II Trial to Assess Safety, and Efficacy of Sovateltide in the Treatment of Hypoxic-ischemic Encephalopathy in Neonates","Sovateltide (PMZ-1620; IRL-1620) is targeted to be used as a Treatment for hypoxic-ischemic encephalopathy in neonates, which is a life-threatening condition. Sovateltide augments neuronal progenitor cell differentiation and better mitochondrial morphology and biogenesis to activate a regenerative response in the central nervous system. The only treatment for HIE is therapeutic hypothermia with limited success, and studies indicate that sovateltide may be beneficial in these patients.",All,N/A,N/A,"Inclusion Criteria:~Either sex with ≥ 36 weeks of gestational age~Receiving supportive management for perinatal asphyxia~Perinatal depression, based on at least one of the following:~Apgar score of <5 at 10 minutes~Need for resuscitation (chest compressions or mechanical ventilation) at birth~pH <7.00 or base deficit ≥ 16 mmol/liter in the cord or arterial blood within 60 minutes of birth~Moderate/severe encephalopathy evident by at least 3 of 6 modified Sarnat criteria, present between 1 to 6 hours of birth.~Informed consent by one of the parents or a legal representative~Exclusion Criteria:~Gestational age <36 weeks~Admitted to hospital 12-hours after birth~A genetic or congenital condition that affects neuronal development~TORCH infection~Neonatal sepsis~Complex congenital heart disease~Severe dysmorphic feature~Microcephaly (head circumference < 2 Standard Deviations below mean for gestational age)",1
144,NCT00427635,1,0,"The trial enrolls neonatal patients only, which excludes the age group 18-45.",TRUE,"A Randomized, Double-blind, Placebo Controlled, Study to Evaluate the Efficacy and Safety of Esomeprazole Once Daily for the Treatment of Gastroesophageal Reflux Disease (GERD) in Neonatal Patients, Including Premature and up to 1 Month Corrected Age",The purpose of this study is to assess the difference between esomeprazole and placebo in the treatment of signs and symptoms as observed by 8-hour video and cardiorespiratory monitoring in neonatal patients.,All,N/A,1 Month,"Inclusion Criteria:~Full-term or gestational age >/= 28 to 44 weeks~In-patient in Neonatal Intensive Care Unit, special care nursery, or equivalent~Patient must be on a stable mode of feeding or with minimal variations for at least 2 days prior to randomization~Exclusion Criteria:~Patients with a need for resectional or reconstructive surgery of the gastrointestinal tract~Patients with any condition that may require surgery during the course of the study~Patients with acute respiratory distress within 72 hours prior to enrollment",1
145,NCT00560924,1,0,"The trial enrolls post-menopausal women only, which excludes the 18-45 age group.",TRUE,Preventive Effect of Treatment With Estradiol Vaginal Tablets on Recurrent Urinary Tract Infections in Post-menopausal Women (RUTI) in Post-menopausal Women With Signs of Urogenital Ageing (UGA),This trial is conducted in Europe. The aim of this trial is to investigate the preventive effect of treatment with estradiol vaginal tablets on recurrent urinary tract infections (RUTI) in post-menopausal women with signs of urogenital ageing (UGA).,Female,N/A,N/A,Inclusion Criteria:~Post-menopausal woman with Urogenital ageing (UGA)~Recurrent urinary tract infections defined as three or more urinary tract infections within the past twelve months~Exclusion Criteria:~Known or suspected allergy to trial product or related products~Present UTI~History of RUTI during fertile period of life,1
