NCT_ID,Any_women,Enrolls 18-45,Reason,Either
NCT02474069,1,1,"The trial includes men and women aged 18 years and older, excluding only pregnant or breastfeeding women.",FALSE
NCT00003179,1,1,"The trial enrolls women with atypical endometrial hyperplasia and does not specify an age restriction, thus it includes women aged 18-45.",FALSE
NCT02357576,1,0,"The trial enrolls neonates and infants, which includes both male and female participants, but does not include individuals aged 18-45.",TRUE
NCT02462759,1,0,"The trial includes infants and young children with SMA, specifically those with onset of clinical signs and symptoms consistent with SMA at ≤6 months of age and up to ≤18 months of age at screening.",TRUE
NCT00792168,1,1,"The trial does not specify any gender restrictions and includes adults with depression, which typically includes the age range 18-45.",FALSE
NCT00323557,1,1,"The trial does not specify any gender restrictions and includes adults with CLL, which can include individuals aged 18-45.",FALSE
NCT00941499,1,1,"The trial includes both men and women, excluding only pregnant women. It also includes adults with no specific age restrictions, thus enrolling people aged 18-45.",FALSE
NCT00298571,1,1,"The trial enrolls pregnant women, who are female and typically within the age range of 18-45.",FALSE
NCT03656198,1,1,"The trial enrolls veterinary students, which includes both men and women, and the age range for students in the specified programs typically includes individuals aged 18-45.",FALSE
NCT02207491,1,1,The trial includes women who are not pregnant or breastfeeding and includes participants aged 18 years and older.,FALSE
NCT00671060,1,1,"The trial enrolls women with spontaneous fetal death between 14-28 weeks of pregnancy. There are no age restrictions mentioned, so it includes women aged 18-45.",FALSE
NCT00305695,1,1,The trial enrolls premenopausal women who are undergoing surgery to remove both ovaries. Premenopausal status typically includes women aged 18-45.,FALSE
NCT01740388,1,1,"The trial does not exclude women and includes participants from 1 year old, which encompasses the age range of 18-45.",FALSE
NCT00309725,1,0,"The trial does not specify gender restrictions, so it enrolls any women. However, it is for patients with Alzheimer's disease, which typically affects older adults, and does not specify inclusion of people aged 18-45.",TRUE
NCT00293293,1,1,"The trial enrolls women with newly diagnosed epithelial ovarian, primary peritoneal, or fallopian tube cancer. There are no age restrictions specified, so it includes people aged 18-45.",FALSE
NCT01567852,1,1,"The trial does not specify any gender restrictions and includes all patients eligible for ECT with a primary mood disorder, which typically includes adults aged 18-45.",FALSE
NCT03478787,1,1,"The trial enrolls adult subjects (18 years and older) with moderate to severe plaque psoriasis, without gender restrictions.",FALSE
NCT01575028,1,0,"The trial enrolls pediatric patients only, specifically those older than 4 years and weighing less than or equal to 60 kg.",TRUE
NCT01473732,1,1,The trial excludes pregnant women but does not exclude all women. There are no age restrictions that exclude individuals aged 18-45.,FALSE
NCT01529632,1,0,"The trial includes both male and female adults aged ≥ 40 years, but does not include individuals aged 18-45.",TRUE
NCT00622908,1,1,"The trial includes both males and females of childbearing potential who are not pregnant or nursing, and it enrolls participants aged 1 year and older, which includes the 18-45 age range.",FALSE
NCT01430754,1,1,The trial includes women who are not pregnant or breastfeeding and includes adults without specifying an upper age limit.,FALSE
NCT00953901,1,1,The trial enrolls consenting hospitalized adults over 18 years old without any gender restrictions.,FALSE
NCT01598090,1,1,The trial enrolls men and women aged 18-70 years.,FALSE
NCT00265759,1,1,"The trial enrolls postmenopausal women with breast cancer, which can include women aged 18-45 who are postmenopausal.",FALSE
NCT00317330,1,1,"The study includes males and females of all ages, including those aged 18-45. Pregnant females are excluded, but non-pregnant females can participate.",FALSE
NCT04998136,1,1,"The trial includes adults aged 18 and older and does not exclude women except for those who are pregnant, breastfeeding, or planning to get pregnant.",FALSE
NCT03067181,1,1,"The trial includes both male and female participants, and the age range for standard risk 2 patients includes individuals aged 18-45.",FALSE
NCT02042443,1,1,"The trial does not exclude women except for those who are pregnant or nursing, and it includes adults with no upper age limit specified.",FALSE
NCT02059291,1,1,"The trial includes both male and female patients at least 2 years of age, with no upper age limit specified.",FALSE
NCT00081510,1,0,"The trial enrolls only postmenopausal women, which typically excludes women aged 18-45.",TRUE
NCT00888342,1,1,"The trial does not exclude women except for those who are pregnant. The inclusion criteria do not specify an age range, so it is assumed that adults of all ages, including those aged 18-45, can participate.",FALSE
NCT00543309,0,0,"The trial enrolls only children undergoing Fontan surgery, with no mention of including adults or specifying gender restrictions.",TRUE
NCT00331916,1,1,"The trial enrolls all individuals over 1 month of age, including women and people aged 18-45.",FALSE
NCT03665454,1,0,"The trial does not specify gender restrictions, so women can enroll. However, it requires a disease duration of more than 15 years since diagnosis, which implies that participants are likely older than 45.",TRUE
NCT02998554,1,1,"The trial includes participants of any age and does not exclude women based on gender, only excluding pregnant or lactating women.",FALSE
NCT01926366,0,1,The trial only enrolls male subjects.,TRUE
NCT00336791,1,1,"The trial enrolls women with stage I-III breast cancer and includes women of childbearing potential who are not pregnant or lactating. There are no age restrictions mentioned, so it includes people aged 18-45.",FALSE
NCT00537771,1,0,"The trial enrolls postmenopausal women only, which excludes women aged 18-45.",TRUE
NCT03693430,1,1,The study includes both males and females aged 18 years and older.,FALSE
NCT01400698,1,0,"The study enrolls children with serious intra-uterine growth retardation (IUGR) and does not specify any gender restrictions. However, it does not include individuals aged 18-45 as it focuses on children.",TRUE
NCT00421031,1,0,"The trial enrolls only postmenopausal women, which excludes women aged 18-45.",TRUE
NCT04936529,1,1,"The trial does not exclude women except for those who are pregnant, and it includes adults aged 18-45.",FALSE
NCT01705587,1,0,"The trial enrolls postmenopausal women only, which excludes the age group 18-45.",TRUE
NCT00230802,1,1,"The trial enrolls women who are pregnant and have a history of hypothyroidism, which includes women aged 18-45.",FALSE
NCT00344370,1,1,"The trial does not specify gender restrictions and includes adults with Type II diabetes mellitus and combined dyslipidemia, which typically includes the age range 18-45.",FALSE
NCT06273462,1,1,"The trial does not specify any gender or age restrictions, so it includes women and people aged 18-45.",FALSE
NCT00467844,1,0,The trial enrolls postmenopausal women and men over 45 years of age only.,TRUE
NCT00439374,1,1,"The trial enrolls pregnant women, who are typically within the age range of 18-45.",FALSE
NCT01688973,1,1,"The trial does not exclude women based on gender, and it includes adults with no upper age limit specified.",FALSE
NCT01767194,1,0,"The trial enrolls children with neuroblastoma, which typically affects younger patients. There are no gender restrictions other than excluding pregnant or breastfeeding women.",TRUE
NCT04434092,1,1,"The trial includes women of childbearing potential who agree to use contraception or remain abstinent. The inclusion criteria specify a body weight >= 40 kg, which typically includes adults aged 18-45.",FALSE
NCT03128866,1,1,"The trial includes both male and female patients, excluding only pregnant or nursing women. It also includes both pediatric and adult patients, which covers the age range of 18-45.",FALSE
NCT02337829,1,1,The trial enrolls men and women aged 18 years and older.,FALSE
NCT00560508,1,1,"The trial includes both male and female patients with Parkinson's Disease, including juvenile Parkinsonism, with onset at the age of forty or younger. It excludes only pregnant or breastfeeding women and those not using birth control.",FALSE
NCT05654090,1,1,The trial includes healthy adult male or female subjects between 20-45 years of age. It excludes only pregnant or breastfeeding women but allows other women to enroll.,FALSE
NCT05567796,1,1,The trial includes both males and females aged 18 years and older.,FALSE
NCT00186901,1,0,"The trial includes survivors of childhood acute lymphoblastic leukemia, which implies it enrolls children and not adults aged 18-45. It excludes only pregnant or lactating females, allowing other women to enroll.",TRUE
NCT02518594,1,1,"The trial enrolls women with twin gestation and a short cervix, and the inclusion criteria specify gestational age at randomization between 16 weeks 0 days and 23 weeks 6 days, which implies that the participants are of reproductive age, typically 18-45.",FALSE
NCT00011986,1,1,The trial enrolls women with stage III or IV ovarian cancer or primary peritoneal cancer. There are no age restrictions mentioned that would exclude individuals aged 18-45.,FALSE
NCT02094560,1,1,"The trial does not exclude women except for those who are pregnant or breastfeeding. There are no age restrictions mentioned, so it includes people aged 18-45.",FALSE
NCT04639674,1,1,"The trial includes both men and women aged 20 to less than 100. It excludes only pregnant or nursing women, but allows other women to enroll.",FALSE
NCT02959476,1,1,"The trial enrolls women undergoing Cesarean delivery, which includes women aged 18-45.",FALSE
NCT00656448,1,1,"The trial does not exclude women except for those who are pregnant or lactating. The inclusion criteria do not specify an age range, so it is assumed that adults, including those aged 18-45, are eligible.",FALSE
NCT00748410,1,1,"The trial includes both men and women aged 18-65. Pregnant or lactating women are excluded, but non-pregnant women can enroll.",FALSE
NCT00790062,1,1,"The trial enrolls women who are pregnant and does not specify any age restrictions, thus including women aged 18-45.",FALSE
NCT00990288,1,1,"The trial does not specify any gender restrictions and does not exclude women. The age range is not restricted, so it includes people aged 18-45.",FALSE
NCT03467789,1,1,The trial does not exclude women except for those who are pregnant or nursing. There are no age restrictions that exclude individuals aged 18-45.,FALSE
NCT00460733,1,0,"The trial enrolls only postmenopausal women, which excludes women under 45.",TRUE
NCT00569127,1,1,The trial does not exclude women except for those who are pregnant or nursing. There are no age restrictions that exclude individuals aged 18-45.,FALSE
NCT01094574,1,1,"The trial includes both men and women aged 18-65, excluding only pregnant or breastfeeding women.",FALSE
NCT00491595,1,0,"The trial enrolls only post-menopausal women, excluding pre-menopausal or pregnant women.",TRUE
NCT03180463,1,1,"The trial excludes pregnant or breastfeeding women but allows other women to enroll. There are no specific age restrictions mentioned, so it is assumed that adults, including those aged 18-45, can participate.",FALSE
NCT00259090,1,0,"The trial enrolls postmenopausal women only, which typically excludes women aged 18-45.",TRUE
NCT01521117,1,1,"The study does not specify any gender restrictions and does not exclude women. The age range is not specified, but there are no exclusions that would prevent individuals aged 18-45 from participating.",FALSE
NCT00500565,1,1,The trial enrolls women undergoing TRAM flap for breast reconstruction and does not exclude based on age within the 18-45 range.,FALSE
NCT00354484,1,1,"The trial enrolls postpartum female patients, which includes women aged 18-45.",FALSE
NCT00396292,1,1,"The trial enrolls postpartum women, which includes women aged 18-45.",FALSE
NCT00422032,1,1,The trial excludes only pregnant or breastfeeding women but allows other women to enroll. There are no age restrictions that exclude people aged 18-45.,FALSE
NCT01452789,1,0,"The trial enrolls neonates only, thus excluding adults aged 18-45.",TRUE
NCT00548860,1,1,"The trial enrolls women with iron deficiency anemia due to heavy uterine bleeding or postpartum state, and includes adults of reproductive age.",FALSE
NCT01394523,1,0,"The trial enrolls pediatric patients only, but it does not exclude women based on gender.",TRUE
NCT01825837,1,1,"The trial includes women of childbearing potential who are not pregnant and uses double-barrier contraception. There are no age restrictions mentioned, so it includes people aged 18-45.",FALSE
NCT01376778,1,1,"The trial enrolls pregnant women, which includes women aged 18-45.",FALSE
NCT06010173,1,1,"The trial includes both adult and pediatric patients, with no gender restrictions other than pregnancy-related exclusions. Adult patients must be 18 years or older, and pediatric patients can be from birth to 17 years, thus including the age range 18-45.",FALSE
NCT01814371,1,1,"The trial does not specify any gender or age restrictions, so it includes women and people aged 18-45.",FALSE
NCT02037516,1,1,"The study includes all patients scheduled for bariatric surgery, with no gender or age restrictions specified.",FALSE
NCT02413008,1,0,"The trial enrolls postmenopausal women only, which excludes women aged 18-45.",TRUE
NCT05790252,1,1,"The trial enrolls pregnant women, who are typically within the age range of 18-45.",FALSE
NCT02500602,1,1,"The trial includes both male and female participants and does not exclude women except for those who are pregnant or nursing. The age criteria are not explicitly stated, but the inclusion of adults with PTSD and substance use disorders implies that individuals aged 18-45 are eligible.",FALSE
NCT00245050,1,1,"The trial enrolls female patients with recurrent ovarian, fallopian tube, or peritoneal cancer, metastatic breast cancer, or advanced endometrial cancer. There are no specific age restrictions mentioned, so it includes women aged 18-45.",FALSE
NCT00074412,1,1,The trial enrolls HIV-infected women who are 18 years of age or older and their infants.,FALSE
NCT00809146,1,1,"The trial includes all individuals who meet the inclusion criteria and does not exclude women except for known pregnancy. The age criteria are not specified, but the inclusion of individuals with an estimated weight equal to or greater than 13 kg suggests that adults aged 18-45 can be included.",FALSE
NCT01752985,1,1,"The trial does not specify any gender restrictions and includes adults with type 2 diabetes mellitus, which typically includes the age range of 18-45.",FALSE
NCT00516399,1,1,"The trial includes all individuals older than 1 month, without any gender restrictions.",FALSE
NCT00105469,1,1,The trial enrolls both male and female subjects who are at least 1 year of age. It excludes only pregnant or nursing females but allows other women to enroll. The age range includes individuals aged 18-45.,FALSE
NCT03338556,1,1,The trial includes both men and women aged 18 to 55 years. Women of childbearing potential are allowed to participate if they use effective contraception and are not pregnant or breastfeeding.,FALSE
NCT03822078,1,1,"The trial enrolls postmenopausal women aged 40-64, which includes women and people aged 18-45.",FALSE
NCT00545532,1,1,"The trial includes women who are not pregnant or breastfeeding and includes participants aged 1 year and older, which encompasses the 18-45 age range.",FALSE
NCT00528918,1,1,"The trial includes both men and women, and there are no age restrictions that exclude individuals aged 18-45.",FALSE
NCT00000570,1,0,"The trial enrolls both boy and girl preterm infants, but does not include individuals aged 18-45.",TRUE
NCT00414310,1,0,The trial excludes only pregnant and nursing women but allows other women to enroll. The age restriction is for patients aged 60 or older.,TRUE
NCT00515333,1,0,"The trial allows both sexes to participate, but it does not specify an age range that includes 18-45. The inclusion criteria focus on patients with mild or moderate dementia of the Alzheimer type, which typically affects older adults.",TRUE
NCT00002568,1,1,"The trial enrolls women with ovarian epithelial cancer of any age, and there are no age restrictions that exclude individuals aged 18-45.",FALSE
NCT00002646,1,0,"The trial enrolls postmenopausal women only, which excludes women aged 18-45.",TRUE
NCT00002976,1,1,"The trial enrolls women with stage I or II endometrial adenocarcinoma, and there are no age restrictions specified, so it includes women aged 18-45.",FALSE
NCT00003078,1,1,"The trial enrolls women with carcinoma of the cervix and does not specify any age restrictions, thus including women aged 18-45.",FALSE
NCT00003414,1,1,The trial does not specify any gender restrictions and includes patients of any age.,FALSE
NCT01047436,0,0,"The trial only enrolls children that weigh between 5 and 15 kg, which typically excludes women and individuals aged 18-45.",TRUE
NCT03248297,1,1,"The trial enrolls women in labor, which includes women aged 18-45.",FALSE
NCT06007547,1,0,"The trial enrolls preterm infants with gestational age <30 weeks, thus excluding adults aged 18-45.",TRUE
NCT02591953,1,1,No gender or age restrictions specified in the inclusion or exclusion criteria.,FALSE
NCT01673997,1,1,"The trial includes healthy adult human subjects between 18 and 45 years of age, including females of childbearing potential practicing acceptable birth control methods.",FALSE
NCT03062449,1,0,"The trial does not specify any gender restrictions, so women can enroll. However, it is for early-stage Alzheimer's disease patients, who are typically older than 45.",TRUE
NCT04432584,1,1,"The trial includes women of childbearing potential who agree to use contraception or remain abstinent. The age criteria are not explicitly restricted, and the body weight requirement suggests adults, including those aged 18-45, can enroll.",FALSE
NCT01401946,1,1,"The trial enrolls menopausal women, which typically includes women aged 18-45.",FALSE
NCT01410201,1,1,The trial does not specify any gender or age restrictions that would exclude women or individuals aged 18-45.,FALSE
NCT00412984,1,1,The trial includes males and females aged 18 and older with atrial fibrillation and risk factors for stroke.,FALSE
NCT01002950,1,0,"The trial does not specify gender restrictions, so women can enroll. However, it is for subjects with geographic atrophy, which typically affects older adults, not those aged 18-45.",TRUE
NCT01437371,1,0,The trial enrolls patients over 80 years old only.,TRUE
NCT01437982,1,1,"The trial does not specify any gender or age restrictions, so it includes women and people aged 18-45.",FALSE
NCT00050167,1,1,The trial enrolls women with operable breast cancer and does not exclude based on age within the 18-45 range.,FALSE
NCT00811421,1,1,"The trial specifically targets pregnant women, who are necessarily female and within the reproductive age range, which includes ages 18-45.",FALSE
NCT06113016,1,0,"The trial enrolls only postmenopausal women, which excludes women under 50 unless they have chemically induced menopause.",TRUE
NCT06333054,1,1,"The trial includes both male and female participants aged ≥ 1 year, including those aged 18-45. Pregnant or breastfeeding women are excluded, but non-pregnant and non-breastfeeding women can enroll.",FALSE
NCT04279054,1,1,"The trial enrolls women for scheduled cesarean delivery, which typically includes women aged 18-45.",FALSE
NCT05402345,1,1,"The trial excludes only pregnant, nursing, or postpartum women but allows other women to enroll. There are no age restrictions that exclude individuals aged 18-45.",FALSE
NCT02100540,1,1,"The trial specifically targets menopausal and perimenopausal women, which includes women aged 18-45.",FALSE
NCT05016882,1,1,The trial excludes only pregnant or breastfeeding women but allows other women to enroll. The age criteria include individuals aged 18 and above.,FALSE
NCT03568383,1,1,"The trial includes men and women aged 18 years and older as index cases and household contacts of various ages, including adults, adolescents, and children.",FALSE
NCT05514340,1,0,"The trial enrolls neonates of either sex, which includes female neonates. However, it does not include individuals aged 18-45 as it is specifically for neonates.",TRUE
NCT03856827,1,1,The trial includes women of reproductive potential and enrolls adults between 18 and 64 years old.,FALSE
NCT00540384,1,1,The trial includes both men and women (excluding only pregnant or breastfeeding women) and enrolls adults aged 18 and older.,FALSE
NCT00449865,1,1,"The inclusion and exclusion criteria do not specify any gender restrictions, and the age range is not restricted to exclude people aged 18-45.",FALSE
NCT00427635,1,0,"The trial enrolls neonatal patients only, which excludes the age group 18-45.",TRUE
NCT01480336,1,1,The trial does not exclude women except for those who are pregnant or breastfeeding. There are no age restrictions mentioned that would exclude individuals aged 18-45.,FALSE
NCT00347932,1,1,"The trial includes females of childbearing potential who are not pregnant or nursing, and there are no age restrictions that exclude people aged 18-45.",FALSE
NCT00618449,1,1,"The trial does not specify any gender restrictions and includes community-wide treatment, which implies inclusion of both men and women. The age range is not restricted, so it includes individuals aged 18-45.",FALSE
NCT02477696,1,1,The trial includes men and women aged 18 years and older.,FALSE
NCT00445796,1,1,"The trial excludes pregnant or breastfeeding women but allows other women to enroll. The inclusion criteria do not specify an upper age limit, and the exclusion criteria do not exclude adults aged 18-45.",FALSE
NCT01523054,1,1,"The trial includes male and female patients aged 18 years or older, excluding only those with pregnancy or childbearing potential without adequate contraception.",FALSE
NCT02205528,1,1,The trial includes participants aged 18 to 70 years and does not exclude women except those who are pregnant or lactating.,FALSE
NCT02586857,1,1,"The trial includes men and women aged 18 years and older, excluding only pregnant or breastfeeding women.",FALSE
NCT01825980,1,1,The trial includes both male and female subjects aged 18-60 years.,FALSE
NCT00540410,1,1,"The trial includes adults and children weighing more than 5 kg, and it specifically mentions a negative urinary pregnancy test for women of childbearing age, indicating that non-pregnant women can enroll.",FALSE
NCT02851407,1,1,"The trial includes both adult and pediatric patients, and women of childbearing potential are allowed to participate if they use contraception. The age criteria include patients above 1 month, which encompasses the 18-45 age range.",FALSE
NCT04710719,1,1,"The trial enrolls subjects of any age and excludes only pregnant or breastfeeding women, allowing non-pregnant and non-breastfeeding women to participate.",FALSE
NCT02172534,1,1,"The trial includes both male and female patients aged 12 years and older, which includes the age range 18-45.",FALSE
NCT00560924,1,0,"The trial enrolls post-menopausal women only, which excludes the 18-45 age group.",TRUE
NCT00470418,1,1,"The inclusion and exclusion criteria do not specify any gender restrictions, and the age range for Alzheimer's patients typically includes adults aged 18-45.",FALSE
NCT01532336,1,1,"The trial enrolls adults and children one year of age and older, which includes women and people aged 18-45.",FALSE
NCT05402384,1,1,"The trial does not exclude women except for those who are pregnant. There are no age restrictions mentioned, so it includes people aged 18-45.",FALSE
NCT02048007,0,0,The trial only enrolls children aged 1-60 months and a random sample of individuals aged 7-12 years. It explicitly excludes pregnant women and does not include any adults aged 18-45.,TRUE
NCT02806947,1,1,The trial includes patients of all ages and does not exclude women except for those who are pregnant or breastfeeding.,FALSE
NCT00338884,1,1,The trial does not specify any gender or age restrictions that would exclude women or individuals aged 18-45.,FALSE
NCT00348348,1,1,"The trial excludes pregnant or nursing females but allows other women to enroll. There are no age restrictions mentioned, so it includes people aged 18-45.",FALSE
NCT04452318,1,1,"The trial includes adult subjects 18 years of age and above, as well as adolescent and pediatric participants. There are no gender restrictions mentioned.",FALSE
NCT06169215,1,1,The trial includes women of childbearing potential with specific contraception requirements and includes adults with no upper age limit specified.,FALSE
NCT06136624,0,1,"The trial is for metastatic castration-resistant prostate cancer, which is a male-specific condition. The age criteria are not explicitly restricted, so it includes people aged 18-45.",TRUE
NCT04303702,1,1,"The trial enrolls nulliparous pregnant women, which includes women aged 18-45.",FALSE
NCT00412737,1,1,"The trial does not specify any gender restrictions and includes immunocompromised participants, which can include adults aged 18-45.",FALSE
NCT05794425,1,1,"The trial excludes pregnant or breastfeeding women but allows other women to enroll. There are no specific age restrictions mentioned, so it includes people aged 18-45.",FALSE
NCT02269176,1,1,"The trial does not specify any gender restrictions and includes adults with mild to moderate primary hypertension, which typically includes the age range 18-45.",FALSE
NCT02604550,1,1,"The trial excludes only pregnant or lactating women but allows other women to enroll. The inclusion criteria do not specify age restrictions, so it is assumed that adults, including those aged 18-45, can participate.",FALSE
NCT01552291,1,1,"The trial includes both men and women aged 18 and older, excluding only pregnant women.",FALSE
NCT02972788,1,1,"The trial excludes only pregnant or breastfeeding women but allows other women to enroll. The inclusion criteria do not specify age restrictions, so it is assumed that adults, including those aged 18-45, can participate.",FALSE
NCT01352182,1,0,"The trial enrolls adolescents aged 12 to 17 years, including both male and female participants. It excludes pregnant women but allows non-pregnant women to enroll. The age range does not include individuals aged 18-45.",TRUE
NCT04232683,1,1,"The trial enrolls females undergoing surgery for pelvic floor disorders, which typically includes women aged 18-45.",FALSE
NCT03677830,0,0,The trial exclusively enrolls neonates (≥ 28 weeks of gestation and <44 weeks of gestation) and does not include any adults or women of reproductive age.,TRUE
NCT01562574,0,0,The trial only enrolls children with congenital heart disease requiring corrective surgery with cardiopulmonary bypass (CPB).,TRUE
NCT01381120,1,1,"The trial does not specify any gender restrictions and includes adults post-ureteroscopy for stone management, which typically includes the age range 18-45.",FALSE
NCT01051401,1,1,"The trial enrolls women with breast cancer undergoing chemotherapy, and there are no age restrictions specified that would exclude individuals aged 18-45.",FALSE
NCT01526356,1,1,The trial includes women who are not pregnant or nursing and does not have age restrictions that exclude people aged 18-45.,FALSE
NCT05580562,1,1,"The trial does not exclude women except for those who are pregnant or breastfeeding. The age criteria are not explicitly restricted, allowing for the inclusion of participants aged 18-45.",FALSE
NCT04573023,1,1,"The trial does not exclude women based on gender, and it includes patients aged 6 years and older, which encompasses the 18-45 age range.",FALSE
NCT01175590,1,1,The trial does not exclude women and includes participants aged 1 year and older.,FALSE
NCT03794349,1,0,"The trial enrolls children with neuroblastoma, which includes both boys and girls, but does not include adults aged 18-45.",TRUE
NCT01609348,1,0,"The study includes women who are at least 2 years post menopause or surgically sterilized, but does not include individuals aged 18-45 as it focuses on Alzheimer's disease, which primarily affects older adults.",TRUE
NCT02780583,1,1,"The trial includes both pediatric and adult patients, and there are no gender restrictions other than excluding pregnant or breastfeeding women. The age range includes individuals aged 1 year and older, which encompasses the 18-45 age group.",FALSE
NCT00004230,1,1,No gender or age restrictions specified.,FALSE
NCT03821415,1,0,"The trial enrolls only postmenopausal women, which excludes women under the age of 45.",TRUE
NCT01126957,1,1,"The trial includes healthy individuals from 1 year of age and up, excluding only pregnant women and those with specific medical conditions.",FALSE
NCT01928446,1,1,"The trial includes both men and women, excluding only those who are pregnant or breastfeeding. It also includes adults with bipolar disorder or depression, which typically includes the age range of 18-45.",FALSE
NCT00157014,1,1,"The trial includes males and females from birth, excluding only pregnant or lactating women.",FALSE
NCT05574296,1,0,"The trial excludes pregnant women but allows other women to enroll. The age range is primarily birth to 18 years, with occasional patients over 18, but it does not explicitly include people aged 18-45.",TRUE
NCT01250145,1,0,"The study enrolls only healthy postmenopausal women, which excludes women aged 18-45.",TRUE
NCT03911739,1,1,"The trial enrolls caretakers of infants, which can include women and people aged 18-45.",FALSE
NCT04349410,1,1,"The trial does not specify any gender or age restrictions, only excluding those who decide not to participate.",FALSE
NCT04604275,1,1,"The trial includes both adult and pediatric patients of all ages, including women and individuals aged 18-45.",FALSE
NCT04435834,1,0,"The trial includes patients from birth up to 1 year of age, thus excluding the 18-45 age group.",TRUE
NCT03254628,1,1,"The trial includes women in labor and delivery, which implies that women of reproductive age (18-45) are included.",FALSE
