"","var"
"270","NCT04662073 Pregnant individuals are explicitly excluded from the trial as participants must yield a negative urine pregnancy test at screening and adhere to contraceptive measures. Participant yields a positive urine pregnancy test at screening."
"271","NCT00803712 Pregnant individuals are explicitly excluded from the trial as indicated by the exclusion criteria requiring a negative pregnancy test and the use of contraceptives. Subject is pregnant (eg, positive HCG test) or is breast-feeding~Refusal to use highly effective contraceptive measures (as determined by the investigator) throughout the study (screening and post enrollment)"
"272","NCT04397458 The study explicitly excludes pregnant individuals as it only includes those who have undergone a cesarean delivery. The intervention is evaluated for its effectiveness in the postpartum period. Inclusion Criteria: elective or non-elective cesarean delivery on prior day"
"273","NCT00208299 Pregnant or breast-feeding individuals are explicitly excluded from the trial. Pregnant or breast-feeding, or (if pre-menopausal), not practicing acceptable method of birth control"
"274","NCT00204230 Pregnant and lactating individuals are explicitly excluded from the trial. Exclusion Criteria: Gravidity or Lactation"
"275","NCT05744687 Pregnant or lactating women are explicitly excluded from the trial. Pregnant or lactating women."
"276","NCT00229437 Pregnant and lactating individuals are explicitly excluded from the trial as female subjects of childbearing potential must be nonpregnant, nonlactating, and on an acceptable form of contraception. Female subjects of childbearing potential must be nonpregnant, nonlactating and on an acceptable form of contraception."
"277","NCT02596074 Pregnant and breastfeeding individuals are explicitly excluded from the trial. Pregnant, breast feeding or trying to conceive"
"278","NCT02977286 Pregnant or actively lactating females are explicitly excluded from the trial. Pregnant or actively lactating females"
"279","NCT03757351 The study explicitly excludes women of childbearing potential, indicating that pregnant individuals are not eligible to participate. Women of non-childbearing potential and men, aged 21-80 years"
"280","NCT00240513 Pregnant, breast-feeding, or lactating individuals are explicitly excluded from the trial. Exclusion Criteria:~Pregnancy, breast-feeding or lactating"
"281","NCT02638207 Pregnant and breastfeeding women are explicitly excluded from the trial. Participants must use effective birth control methods. Women who are breast feeding, pregnant, or planning to become pregnant, or are unwilling to use an effective birth control method (such as implants, injectables, combined oral contraceptives, some intrauterine devices (IUDs), sexual abstinence or vasectomized partner) while on study"
"282","NCT00367783 The study explicitly excludes women of childbearing potential, indicating that pregnant individuals are excluded from the trial. Exclusion Criteria: Women of childbearing potential"
"283","NCT00588731 Pregnant and nursing women are explicitly excluded from the trial, and participants must use appropriate birth control measures. Exclusion Criteria: Women who are pregnant, nursing or unwilling to use appropriate birth control measures during study participation."
"284","NCT04615351 The trial explicitly excludes pregnant individuals as it focuses on postpartum females who had gestational diabetes and cannot tolerate metformin. Exclusion Criteria:~Cannot tolerate metformin gestational diabetes"
"285","NCT04970654 The trial is focused on children with growth hormone deficiency and explicitly includes only prepubertal children aged 2-11 years. Pregnant individuals are not mentioned, and the study is clearly not designed for them. Prepubertal children: a) Boys: Age more than or equal to 2 years and 26 weeks and less than or equal to 11.0 years at the time of signing informed consent. b) Girls: Age more than or equal to 2 years and 26 weeks and less than or equal to 10.0 years at the time of signing informed consent."
"286","NCT00414687 Pregnant individuals are explicitly excluded from the trial. The exclusion criteria mention 'Pregnancy, female patients of child-bearing potential without adequate contraception and nursing mothers.' Pregnancy, female patients of child-bearing potential without adequate contraception and nursing mothers."
"287","NCT05828485 Pregnant or lactating women are explicitly excluded from the trial. Additionally, participants must take contraceptives to participate. Pregnant or lactating women; Or having unprotected sex within 2 weeks before using the study drug; Or oral contraceptive use within 30 days or long-acting estrogen or progestin injectable or implant use within 6 months before use of the study drug;"
"288","NCT00236457 Pregnant or nursing females, or those lacking adequate contraception, are explicitly excluded from the trial. Pregnant or nursing females, or those lacking adequate contraception"
"289","NCT00737282 Pregnant or lactating females or women who are attempting or expecting to become pregnant at any time during the study are explicitly excluded. Pregnant or lactating females or women who are attempting or expecting to become pregnant at any time during the study;"
"290","NCT03353753 Pregnant and lactating individuals are explicitly excluded from the trial. Female patients of childbearing potential must have a negative pregnancy test at screening and agree to follow contraception requirements. If female, the patient is pregnant or lactating."
"291","NCT00852696 Pregnant individuals are excluded from the trial as it involves sub-urethral sling procedures and anti-muscarinic medications, which are not suitable for pregnant individuals. Patient is appropriate for sub-urethral sling procedure"
"292","NCT02578472 Pregnant individuals are explicitly excluded from the trial as women of childbearing potential must have a negative pregnancy test and practice a highly effective method of birth control. A woman of childbearing potential must have a negative serum pregnancy test at screening and a negative urine pregnancy test pre-dose on Day 1 of each period."
"293","NCT02404870 Pregnant individuals are explicitly excluded from the trial as indicated by the requirement for a negative pregnancy test and the use of effective contraceptive methods. Positive urine pregnancy test and/or planning to become pregnant during the course of the study. You are unwilling to use effective contraceptive methods for duration of study (hormonal or barrier)."
"294","NCT00788229 Pregnant and lactating individuals are explicitly excluded from the trial. Additionally, females of childbearing potential who are not using systemic contraception, are not postmenopausal, or are not surgically sterilized are also excluded. Exclusion Criteria: Pregnancy or lactation. Females of childbearing potential who are not using systemic contraception, are not postmenopausal (≥ 1 year), or are not surgically sterilized."
"295","NCT03301298 The trial explicitly excludes female subjects of childbearing potential, which includes pregnant individuals. Female subject of childbearing potential."
"296","NCT00802815 Pregnant individuals are explicitly excluded from the trial as women of childbearing potential must have a negative pregnancy test and use adequate birth control. Women of childbearing potential (not postmenopausal or surgically sterile) must have a negative pregnancy test at screening and be using adequate birth control."
"297","NCT05635084 Pregnant or nursing women are explicitly excluded from the trial. Additionally, women of childbearing potential must use highly effective contraception. Pregnant or nursing (lactating) women. Women of childbearing potential, defined as all women physiologically capable of becoming pregnant UNLESS the subject agrees to comply with highly effective, double barrier contraception for the entire duration of the study and for a period of 30 days after the dose of study drug."
"298","NCT00272766 Pregnant individuals are explicitly excluded from the trial as participants must have limited childbearing potential and a negative pregnancy test. Limited child bearing potential and a negative pregnancy test"
"299","NCT04982913 Pregnant and lactating individuals are explicitly excluded from the trial. Participants must take effective contraceptive measures. Female subjects who are not pregnant or lactating and male subjects whose female partners are fertile shall voluntarily take effective contraceptive measures from the date of signing the informed consent form to 3 months after the medication."
"300","NCT01200602 The trial explicitly excludes pregnant individuals as it requires a negative pregnancy test for women of childbearing potential. Negative pregnancy test done =< 7 days prior to registration for women of childbearing potential only"
"301","NCT03621085 Pregnant and breastfeeding individuals are explicitly excluded from the trial. Exclusion Criteria:~Pregnancy or breast feeding"
"302","NCT00790478 Pregnant and breastfeeding women are explicitly excluded from the trial. Female participants must have a negative pregnancy test and practice acceptable contraception. Women who are pregnant, breast-feeding, attempting conception, or planning to attempt conception over the following 6 months, or are currently taking hormone replacement therapy (HRT)."
"303","NCT00250952 Pregnant individuals are explicitly excluded from the trial. The inclusion criteria require a negative pregnancy test and reliable contraception, and the exclusion criteria explicitly exclude pregnant and breastfeeding individuals. Subjects who are pregnant, are planning a pregnancy during the study period, have an infant they are breast feeding, or who are of childbearing potential and not practicing a reliable method of birth control."
"304","NCT01367561 The trial explicitly excludes females, which includes pregnant individuals. Exclusion Criteria: Females"
"305","NCT00861406 Pregnant and lactating women are explicitly excluded from the trial. Women of childbearing potential must have a negative pregnancy test and use contraception. Women of childbearing potential (WOCBP) must not be pregnant (negative urine human chorionic gonadotropin (HCG) within 2 weeks of treatment) or lactating."
"306","NCT00416442 Pregnant individuals are excluded as the study requires female subjects to be surgically sterilized or postmenopausal. Female subjects must have been surgically sterilized at least 6 months prior to screening, with supportive clinical documentation OR Postmenopausal women must have no regular menstrual bleeding for at least 1 year prior to inclusion."
"307","NCT00947791 Pregnant and breastfeeding women are explicitly excluded from the trial. Exclusion Criteria:~Women who plan to become pregnant, are pregnant or are breast-feeding;"
"308","NCT02579603 Pregnant and nursing women are explicitly excluded from the trial. Additionally, women of childbearing potential must use highly effective methods of birth control. Women who are pregnant, nursing, or who plan to become pregnant while in the trial. Women of childbearing potential not willing or able to use highly effective methods of birth control per ICH M3 (R2) that result in a low failure rate of less than 1% per year when used consistently and correctly for 28 days prior to and 3 months after nintedanib administration."
"309","NCT00000451 Pregnant and nursing females are explicitly excluded from the study, and participants must use a reliable method of birth control. Females who are pregnant, nursing, or not using a reliable method of birth control."
"310","NCT00817713 Pregnant and lactating women in the first week of lactation are explicitly excluded from the trial. Exclusion Criteria: Pregnant and lactating women in the first week of lactation"
"311","NCT04360135 The study explicitly excludes pregnant individuals as it involves participants undergoing hysterectomy, which is a surgical procedure to remove the uterus, making pregnancy impossible. Undergoing minimally invasive hysterectomy for benign indications"
"312","NCT00261599 Pregnant and lactating individuals are explicitly excluded from the trial. The inclusion criteria require female patients to be surgically sterile, postmenopausal, or not pregnant or lactating, and to have a negative pregnancy test result at screening and pre-dose. If female, patient must be surgically sterile, postmenopausal, or not pregnant or lactating and must have been using an acceptable method of birth control for at least 1 month prior to dosing, with a negative urine pregnancy test result at screening and pre-dose."
"313","NCT05873062 The study explicitly excludes pregnant individuals as it requires women of childbearing potential to have a negative urine pregnancy test and to comply with contraceptive requirements. Women of childbearing potential must have a negative urine pregnancy test on Visit 2. Willing to comply with contraceptive requirements."
"314","NCT00865215 Pregnant individuals are explicitly excluded from the trial as female volunteers must have a negative pregnancy screen and cannot be currently pregnant or breastfeeding. Female volunteers must have a negative pregnancy screen. Volunteers who demonstrate a positive pregnancy screen (females only). Volunteers who are currently pregnant or breastfeeding (females only)."
"315","NCT03992365 Pregnant, lactating women or women of childbearing potential without an effective method of birth control are explicitly excluded from the trial. Subjects is pregnant, lactating women or women of childbearing potential without an effective method of birth control (e.g. oral contraceptive, intrauterine device, surgical sterilization, hysterectomy)."
"316","NCT04045795 Pregnant individuals are excluded from the trial as indicated by the requirement for contraceptive use by men or women. Male or female: Contraceptive use by men or women"
"317","NCT00956098 Pregnant or lactating individuals are explicitly excluded from the trial. pregnancy or lactation, unwillingness of contraception during the study period"
"318","NCT02542943 Pregnant or breastfeeding women are explicitly excluded from the trial. Exclusion Criteria: Pregnant or breast feeding women"
"319","NCT02044848 Pregnant or lactating individuals are explicitly excluded from the trial. Pregnancy or lactation."
"320","NCT01641939 Pregnant and lactating individuals are explicitly excluded from the trial. For female participants, current pregnancy or lactation"
"321","NCT02981069 Pregnant individuals are explicitly excluded from the trial. The exclusion criteria mention suspected pregnancy, desiring pregnancy in the next 6 months, breastfeeding, or known pregnancy in the last 2 months. Additionally, participants must use two barrier methods of contraception during the study period unless sterilized or have an IUD. Suspected pregnancy (documented negative serum β-hCG test), desiring pregnancy in next 6 months, breastfeeding, or known pregnancy in last 2 months~Patient not willing to use two barrier method contraception during study period (unless sterilized or have an IUD)"
"322","NCT03560349 The study explicitly includes women who have developed a post-dural puncture headache after labor, indicating that participants are postpartum. Pregnant individuals are excluded as the study focuses on the postpartum period. onset of HA within 72 hours of delivery."
"323","NCT02379091 Pregnant or lactating individuals are explicitly excluded from the trial. If female, the participant is pregnant or lactating or intends to become pregnant before, during, or within 18 weeks after the last treatment visit; or intends to donate ova during such time periods."
"324","NCT04530747 Pregnant and breastfeeding individuals are explicitly excluded from the trial. Additionally, women of child-bearing potential must agree to use appropriate contraception to avoid pregnancy throughout the study. Exclusion Criteria: Pregnancy, breast feeding or planning pregnancy in the coming 4 months."
"325","NCT02158533 Pregnant individuals are explicitly excluded from the trial as stated in the exclusion criteria. Are pregnant, planning to become pregnant, or breastfeeding"
"326","NCT00971152 The study explicitly excludes individuals with any contraindication to being pregnant and carrying a pregnancy to term. It focuses on IVF and fertility treatments. Any contraindication to being pregnant and carrying a pregnancy to term"
"327","NCT02519231 Pregnant individuals are explicitly excluded from the trial. The study focuses on new users of the TCu380A IUD and includes criteria that exclude known or suspected pregnancy, as well as postpartum individuals within the past 4 weeks. Exclusion Criteria: Known or suspected pregnancy. Postpartum in the past 4 weeks."
"328","NCT02474069 Pregnant and breastfeeding women are explicitly excluded from the trial. Additionally, women capable of becoming pregnant must practice a medically approved method of contraception and have a negative pregnancy test before inclusion. Women who are pregnant or breast feeding (pregnancy defined as the state of a female after conception and until the termination of gestation, confirmed by a positive hCG laboratory test (> 5 mIU/ml)) who are menstruating and capable of becoming pregnant* and not practicing a medically approved method of contraception (Pearl Index <1**) during and up to at least 4 weeks after the end of treatment. A negative pregnancy test (serum) for all women and for girls entering menarche is required with sufficient lead time before inclusion"
"329","NCT02058849 Pregnant women are explicitly excluded from the study due to the potential teratogenic or abortifacient effects of chemo-radiation. Additionally, breastfeeding should be discontinued due to potential risks to nursing infants. Pregnant women are excluded from this study because chemo-radiation has the potential for teratogenic or abortifacient effects. Because there is an unknown but potential risk for adverse events in nursing infants secondary to treatment of the mother with chemoradiation, breastfeeding should be discontinued."
"330","NCT01353508 The trial explicitly excludes women of childbearing potential, which includes pregnant individuals. Exclusion Criteria:~Women of childbearing potential"
"331","NCT00797706 The study explicitly excludes pregnant individuals by requiring participants to be clinically sterile females. Inclusion criteria (Run-in period): Caucasian male or clinically sterile female subjects"
"332","NCT00293969 Pregnant and breastfeeding individuals are explicitly excluded from the trial. Exclusion Criteria: pregnancy or breast-feeding"
"333","NCT03976401 The study explicitly excludes pregnant and lactating females as part of the inclusion criteria. Key Inclusion Criteria:~Males and non-pregnant, non-lactating females between 18 - 80 years of age inclusive, based on the date of the screening visit."
"334","NCT00417872 Pregnant and breastfeeding women are explicitly excluded from the trial. Women of childbearing potential must use birth control and have a negative pregnancy test. Females of child bearing age who are either pregnant, breast-feeding or not using birth control. A double barrier method, oral birth control pills administered for at least 2 monthly cycles prior to study drug administration, an IUD, or medroxyprogesterone acetate administered intramuscularly for a minimum of one month prior to study drug administration are acceptable methods of birth control for inclusion into the study. In addition, female patients of child-bearing potential should have a baseline pregnancy test and should agree to continue an acceptable method of birth control for the duration of the study (including follow-up)."
"335","NCT00338455 Pregnant individuals are excluded from the trial as participants must agree to use two highly effective methods of birth control for the duration of the study. male and female subjects of childbearing potential agree to use two highly effective methods of birth control for the duration of the study."
"336","NCT02296190 Pregnant individuals are explicitly excluded from the trial. The inclusion criteria require females of childbearing potential to have a negative pregnancy test and use contraception, and the exclusion criteria state that females who are pregnant or planning to become pregnant during the study period are excluded. Is a female who is breast feeding, pregnant, or planning to become pregnant during the study period"
"337","NCT02263508 Pregnant individuals are explicitly excluded from the trial as participants must not be pregnant or breastfeeding. Subjects must not be pregnant or breastfeeding."
"338","NCT04105270 Pregnant and breastfeeding individuals are explicitly excluded from the trial. The exclusion criteria state that participants must not be pregnant or breastfeeding and must provide evidence of post-menopausal status or a negative pregnancy test. Not pregnant or breast feeding. Evidence of post-menopausal status, or negative urine or serum pregnancy test for female pre-menopausal patients."
"339","NCT02330146 Pregnant and nursing women are explicitly excluded from the trial. Additionally, women of childbearing potential must use highly-effective methods of birth control during the study. Women who are pregnant or nursing"
"340","NCT01537432 Pregnant or nursing (lactating) women are explicitly excluded from the trial. Pregnant or nursing (lactating) women"
"341","NCT00274261 The study explicitly excludes pregnant individuals as participants must have a negative urine pregnancy test prior to enrollment and must not be pregnant or have a suspected pregnancy during the course of the study. Additionally, participants must be willing to accept a risk of pregnancy and use the study product as the primary method of contraception. Have a negative urine pregnancy test prior to enrollment. Be pregnant, have a suspected pregnancy or desire to become pregnant during the course of the study."
"342","NCT02139644 Pregnant and lactating individuals are explicitly excluded from the trial. The exclusion criteria state that female patients may not be pregnant, breastfeeding, or attempting to become pregnant. Female patients may not be pregnant, breastfeeding, or attempting to become pregnant."
"343","NCT00964665 Pregnant individuals are explicitly excluded as participants must be of non-childbearing potential or use two forms of birth control. Inclusion Criteria: Male or female, aged 18-75 years of either non-child bearing potential or if of child bearing potential on two adequate forms of birth control"
"344","NCT03485157 Pregnant individuals are explicitly excluded from the trial as stated in the exclusion criteria. Subject is pregnant or plans to become pregnant within 365 days of treatment"
"345","NCT05952557 Pregnant individuals are explicitly excluded from the trial as participants must not be currently pregnant or breastfeeding. Currently pregnant (confirmed with positive serum pregnancy test) or breastfeeding."
"346","NCT00511342 The trial explicitly excludes pregnant and breastfeeding individuals, as well as those within 12 months after a pregnancy or stopping breastfeeding. The study focuses on evaluating the effects of a combined oral contraceptive on bone mineral density in healthy young women. Within 12 months after a pregnancy prior to the start of trial medication; Breastfeeding or within 12 months after stopping breastfeeding prior to the start of trial medication."
"347","NCT06124573 Pregnant individuals are explicitly excluded from the trial as indicated by the requirement for a negative pregnancy test and the exclusion of those who are pregnant or likely to become pregnant during the study. Female subject, who is currently breast feeding or a who is pregnant or who is likely to become pregnant during the study. Female subject has a positive pregnancy test result."
"348","NCT05171179 Pregnant individuals are explicitly excluded from the trial as stated in the exclusion criteria. Subjects who are pregnant at the date of surgery."
"349","NCT00235495 Pregnant and breastfeeding individuals are explicitly excluded from the trial. Women of childbearing age must have a negative pregnancy test prior to ALB administration. Pregnancy, breastfeeding or positive pregnancy test. (Women of childbearing age must have a negative pregnancy test prior to ALB administration.)"
"350","NCT02074267 Pregnant, lactating individuals, or those of childbearing potential not using effective contraceptives are explicitly excluded from the trial. Subjects who are pregnant, lactating or of childbearing potential not using effective contraceptives."
"351","NCT00084318 Pregnant individuals are explicitly excluded from the trial as participants must have a negative pregnancy test and use effective contraception during and for 3 months after study participation. Not pregnant or nursing~Negative pregnancy test~Fertile patients must use effective contraception during and for 3 months after study participation"
"352","NCT05581758 The study explicitly excludes females of childbearing potential, indicating that pregnant individuals are not included. Females of nonchildbearing potential."
"353","NCT01803711 Pregnant and breastfeeding individuals are explicitly excluded from the trial. Pregnant patients, breastfeeding or those planning to become pregnant during the study."
"354","NCT04665115 Pregnant and breastfeeding individuals are explicitly excluded from the trial. Female subjects who are pregnant, or breastfeeding, or planning to become pregnant while enrolled in this study or within 1 month of last dose of study drug."
"355","NCT01989455 The trial explicitly excludes pregnant individuals as it requires a negative result on a serum pregnancy test for female participants. For females, negative result on a serum pregnancy test."
"356","NCT02972502 Pregnant and breastfeeding women are explicitly excluded from the trial. Exclusion Criteria:~Known pregnancy~Breast-feeding women"
"357","NCT03508440 Pregnant individuals are explicitly excluded from the trial as stated in the exclusion criteria. Exclusion Criteria: Pregnancy"
"358","NCT00350168 Pregnant or nursing women are explicitly excluded from the trial. Additionally, women of child-bearing potential must use acceptable methods of contraception. Pregnant or nursing (lactating) women"
"359","NCT04020718 Pregnant individuals are explicitly excluded from the trial as stated in the exclusion criteria. Exclusion Criteria: Pregnant, planning to become pregnant in the next 3 months, or breastfeeding."
"360","NCT00442897 Pregnant women are explicitly excluded from the trial. Exclusion Criteria:~Pregnant women"
"361","NCT00412074 The study explicitly excludes pregnant individuals as it focuses on lactating mothers and their infants. The inclusion criteria specify that the mother must plan to breastfeed exclusively for at least six months, indicating that the study is for postpartum individuals. Mother plans to breastfeed exclusively for at least six months"
"362","NCT00468936 Pregnant individuals are explicitly excluded from the trial as stated in the exclusion criteria. Exclusion Criteria:~Pregnancy heart transplant patients"
"363","NCT05461131 Pregnant individuals are explicitly excluded from the trial as participants must not reside in the same home, work regularly with, or have contact with pregnant women. Resides in the same home, works regularly with, or has contact (face to face <2 meters), with infants less than 1 year of age, partially immunised infants or pregnant women, adults >65 years of age who have not received a dose of acellular pertussis vaccine (e.g. Tdap) within the past 10 years from study vaccination to challenge and for 1 week after exiting the challenge unit"
"364","NCT03971383 Pregnant or lactating women are explicitly excluded from the trial. Pregnant or lactating women or those who are planning to conceive during the study period;"
"365","NCT01888003 Pregnant or lactating individuals are explicitly excluded from the trial. Pregnancy or lactation"
"366","NCT02843386 Pregnant and/or breastfeeding women are explicitly excluded from the trial. Pregnant and/or breastfeeding women."
"367","NCT00493636 Pregnant and breastfeeding women are explicitly excluded from the trial. Additionally, women of childbearing potential must have a negative serum pregnancy test and agree to use contraception. Women of childbearing potential must have a negative serum pregnancy test performed within 7 days prior to randomization, and must agree to use adequate contraception prior to study entry, for the duration of study participation and 28 days after the last study drug dosing. Women who are pregnant or breast-feeding."
"368","NCT02864082 Pregnant individuals are explicitly excluded from the trial as stated in the exclusion criteria. The study does not focus on nonviable pregnancies or postpartum interventions. Patient is pregnant or breast feeding, or is planning to become pregnant during the study."
"369","NCT00437684 Pregnant individuals are explicitly excluded from the trial as stated in the exclusion criteria. Subject is pregnant or wishes to become so"
"370","NCT00586482 Pregnant or lactating females are explicitly excluded from the trial. Females who are pregnant or lactating"
"371","NCT06179888 Pregnant individuals are explicitly excluded from the trial due to the potential genotoxic, mutagenic, and teratogenic effects of the investigational agent iberdomide. The study requires females of childbearing potential to use contraception and have a negative pregnancy test before starting the treatment. Not pregnant and not nursing, because this study involves an investigational agent whose genotoxic, mutagenic and teratogenic effect on the developing fetus and newborn are unknown."
"372","NCT04372121 Pregnant and breastfeeding individuals are explicitly excluded from the trial. The study focuses on women with endometriosis-associated pain and requires participants to not plan a pregnancy during the study. The subject will be excluded if she: is pregnant or breast feeding or is planning a pregnancy within the duration of the of the study (including the Follow-up Period)"
"373","NCT00489528 Pregnant and breastfeeding women are explicitly excluded from the trial. If female, be neither pregnant or breast feeding."
"374","NCT00490113 Pregnant individuals are explicitly excluded from the trial as stated in the exclusion criteria. Exclusion Criteria:~Pregnancy"
"375","NCT01366001 Pregnant and lactating individuals are explicitly excluded from the trial. If female, be currently pregnant or lactating or planning to become pregnant within 60 days of last study drug administration."
"376","NCT01542372 Pregnant individuals are explicitly excluded from the trial as stated in the exclusion criteria. Exclusion Criteria: Pregnant"
"377","NCT01240187 The study explicitly excludes pregnant women by requiring women to use two methods of contraception. Women who do not agree to use two methods of contraception."
"378","NCT00487994 Pregnant individuals are excluded from the trial as females of child-bearing age must have undergone surgical sterilization, hysterectomy, tubal ligation, or bilateral oophorectomy. Females of child-bearing age must have undergone surgical sterilization, hysterectomy, tubal ligation, or bilateral oophorectomy; other female subjects must have been postmenopausal."
"379","NCT05839639 Pregnant and lactating individuals are explicitly excluded from the trial. Females who are pregnant or lactating at screening;"
"380","NCT01729494 Pregnant individuals are explicitly excluded from the trial as indicated by the requirement for a negative pregnancy test and the use of reliable contraception. Female patients of child bearing potential must have a negative urine or serum pregnancy test within the past 48 hours prior to study inclusion. Patient is pregnant, where pregnancy is defined as the state of a female after conception and until the termination of gestation, confirmed by positive human Chorionic Gonadotropin (hCG) laboratory test. Women of childbearing potential must use reliable contraception simultaneously, unless they are status post bilateral tubal ligation, bilateral oophorectomy, or hysterectomy."
"381","NCT05001854 Pregnant or nursing women are explicitly excluded from the trial. Pregnant or nursing woman"
"382","NCT06019936 Pregnant and lactating individuals are explicitly excluded from the trial. Participants must have a negative pregnancy test or use effective contraceptive methods. Patients are under the gestation, lactation, or patients have the pregnancy planning during the study period and 90 days after the end of the clinical trial"
"383","NCT04534153 Pregnant and breastfeeding individuals are explicitly excluded from the trial. Participants must also practice birth control during the study. Subjects who are pregnant, breastfeeding, or unwilling to practice birth control during participation in the study."
"384","NCT01827384 Pregnant and breastfeeding women are explicitly excluded from the trial. The study requires the use of highly effective contraception for women of childbearing potential and men, and breastfeeding must be discontinued during the trial and for 30 days after the last dose of the study drug. Women who are pregnant or breastfeeding"
"385","NCT04515576 Pregnant individuals are excluded as the study only includes males and females not of childbearing potential. Are male or female not of childbearing potential"
"386","NCT01976988 Pregnant patients are explicitly excluded from the trial. Exclusion Criteria: Pregnant patients"
"387","NCT02239770 Pregnant and nursing women are explicitly excluded from the trial. Participants must use medically acceptable forms of birth control if they are trying to become pregnant. Women who are pregnant (verified by urine pregnancy test at visit), trying to become pregnant (not using a medically acceptable form of birth control for at least one month prior to visit i.e., oral contraceptives, intrauterine device, double barrier), or nursing."
"388","NCT00446134 Pregnant individuals are explicitly excluded from the trial as indicated by the requirement for a negative pregnancy test and the exclusion of breastfeeding females. Female patients who are breast-feeding or have a positive pregnancy test at any time during the study"
"389","NCT00747214 Pregnant and lactating individuals were explicitly excluded from the trial. Additionally, females of childbearing potential not using acceptable methods of birth control were also excluded. Female subject is pregnant or lactating or of child bearing potential not using acceptable methods of birth control (barriers or abstinence). Female subjects using hormonal birth control are not to be enrolled."
"390","NCT05301530 The trial explicitly excludes pregnant and lactating individuals, as well as those intending to get pregnant. Pregnancy, intend to get pregnant, lactation"
"391","NCT02155634 Pregnant or lactating females are explicitly excluded from the trial. Additionally, females of childbearing potential must have two negative pregnancy tests and agree to ongoing pregnancy testing and effective contraception. Pregnant or lactating females."
"392","NCT01248494 The trial explicitly includes only postmenopausal patients, which excludes pregnant individuals. The inclusion criteria specify that participants must be postmenopausal, and there is no mention of pregnancy or lactation in the inclusion or exclusion criteria. Post-menopausal female subjects should be defined prior to protocol enrollment by any of the following: Subjects at least 55 years of age; Subjects under 55 years of age and amenorrheic for at least 12 months or follicle-stimulating hormone (FSH) values >/= 40 IU/L and estradiol levels </= 20 IU/L; Prior bilateral oophorectomy; Prior radiation castration with amenorrhea for at least 6 months; Current use of an LHRH agonist for more than 12 months."
"393","NCT04497987 Pregnant individuals are explicitly excluded as the inclusion criteria specify 'non-pregnant women who agree to contraceptive requirements'. Are men or non-pregnant women who agree to contraceptive requirements"
"394","NCT00960141 Pregnant individuals are excluded as the study explicitly excludes women who are less than 8 weeks postpartum or breastfeeding. Patient is a woman who is <8 weeks postpartum or is breast feeding"
"395","NCT01949051 Pregnant individuals are explicitly excluded from the trial as it requires a negative pregnancy test and the use of contraception. A female subject is eligible to participate if she is of: Non-childbearing potential defined as pre-menopausal females with a documented tubal ligation or hysterectomy...; child-bearing potential with negative pregnancy test as determined by urine human chorionic gonadotropin (hCG) test at screening or prior to dosing and agrees to use one of the contraception methods..."
"396","NCT00869206 Pregnant and nursing individuals are explicitly excluded from the trial. Not pregnant and not nursing"
"397","NCT00982566 Pregnant and breastfeeding women are explicitly excluded from the trial. Female subjects must be surgically sterile, postmenopausal, or have negative pregnancy test results. Non-surgically sterile or non-postmenopausal women must use birth control methods. Female subject is pregnant or breast-feeding."
"398","NCT02130804 Pregnant and lactating women are explicitly excluded from the trial as indicated by the exclusion criteria requiring a negative pregnancy test and excluding current lactation. A positive pregnancy test or current lactation"
"399","NCT01725100 The trial explicitly excludes pregnant and lactating women as participants must have a negative pregnancy test and agree to use effective contraception. Additionally, lactating or actively breastfeeding women are excluded. Women of childbearing potential must have a negative serum pregnancy test within 14 days of first dose of study treatment and agree to use effective contraception, during the study and for 4 months following the last dose of study treatment. Female Subjects: Lactating or actively breastfeeding."
"400","NCT03673605 Pregnant individuals are explicitly excluded from the trial as stated in the exclusion criteria. Exclusion Criteria:~Pregnancy"
"401","NCT00372216 Pregnant or nursing (lactating) women and women with childbearing potential are explicitly excluded from the trial. Pregnant or nursing (lactating) women~Women with childbearing potential"
"402","NCT01721694 Pregnant or lactating women are explicitly excluded from the trial. Women of childbearing age may participate if they use contraception and have a negative urine pregnancy test. Pregnant or lactating. (Women of childbearing age may be admitted if they use contraception and submit urine pregnancy test negative)"
"403","NCT06023459 Pregnant and breastfeeding individuals are explicitly excluded from the trial. Be currently pregnant or breastfeeding or planning on conception"
"404","NCT01225640 Pregnant or nursing females are explicitly excluded from the trial. Females of childbearing potential must adhere to contraception guidelines. Pregnant or nursing females; females of childbearing potential unwilling or unable to adhere to contraception guidelines."
"405","NCT05891886 Pregnant individuals are explicitly excluded from the trial as stated in the exclusion criteria. Known pregnancy"
"406","NCT02914353 Pregnant individuals are explicitly excluded from the trial as indicated by the requirement for a negative pregnancy test at screening or check-in. Positive pregnancy test at screening or check-in (Day -1)."
"407","NCT01289782 Pregnant individuals are explicitly excluded from the trial as stated in the exclusion criteria. Exclusion Criteria: Pregnant or planning to become pregnant"
"408","NCT00984152 The trial explicitly excludes pregnant individuals by requiring a negative pregnancy test and the use of contraception for women of reproductive potential. Negative serum or urine pregnancy test within 48 hours prior to initiating study medications unless otherwise specified by product labeling. Contraception requirements for women who have not undergone surgical sterilization."
"409","NCT01423032 Pregnant individuals are explicitly excluded from the trial as it requires a negative pregnancy test or adequate contraception. negative pregnancy test/ adequate method of contraception"
