NCT_ID,ChatGPT_Check,Explanation
NCT04105270,Excluded,The exclusion criteria explicitly state that participants must not be pregnant or breastfeeding and must provide evidence of post-menopausal status or a negative pregnancy test. This clearly indicates that pregnant and breastfeeding individuals are excluded from the trial.
NCT02330146,Excluded,"The justification clearly states that pregnant and nursing women are explicitly excluded from the trial. Additionally, it mentions that women of childbearing potential must use highly-effective methods of birth control during the study, which further supports the exclusion of pregnant and nursing women."
NCT01537432,Excluded,The quote 'Pregnant or nursing (lactating) women are explicitly excluded from the trial' clearly indicates that pregnant or nursing women are not allowed to participate in the trial.
NCT00274261,Excluded,"The study explicitly excludes pregnant individuals as it requires participants to have a negative urine pregnancy test prior to enrollment and not be pregnant or have a suspected pregnancy during the course of the study. Additionally, participants must be willing to accept a risk of pregnancy and use the study product as the primary method of contraception."
NCT02139644,Excluded,"The exclusion criteria clearly state that female patients may not be pregnant, breastfeeding, or attempting to become pregnant. This explicitly excludes pregnant and lactating individuals from the trial."
NCT00964665,Excluded,"The inclusion criteria explicitly state that participants must be of non-childbearing potential or, if of childbearing potential, must use two forms of birth control. This clearly excludes pregnant individuals, as they would not meet the criteria of being on birth control."
NCT03485157,Excluded,"The exclusion criteria explicitly state that pregnant individuals are excluded from the trial, as it mentions that the subject is pregnant or plans to become pregnant within 365 days of treatment."
NCT05952557,Excluded,"The evidence clearly states that participants must not be currently pregnant or breastfeeding, and it specifies that currently pregnant individuals are confirmed with a positive serum pregnancy test. This explicitly excludes pregnant and breastfeeding individuals from the trial."
NCT00511342,Excluded,"The trial explicitly states that it excludes pregnant and breastfeeding individuals, as well as those within 12 months after a pregnancy or stopping breastfeeding. This is clearly mentioned in the provided quote."
NCT06124573,Excluded,"The evidence clearly states that pregnant individuals are excluded from the trial. This is indicated by the requirement for a negative pregnancy test and the explicit exclusion of those who are pregnant, likely to become pregnant, or currently breastfeeding."
NCT05171179,Excluded,The exclusion criteria explicitly state that subjects who are pregnant at the date of surgery are excluded from the trial.
NCT00235495,Excluded,"The evidence explicitly states that pregnant and breastfeeding individuals are excluded from the trial. It also specifies that women of childbearing age must have a negative pregnancy test prior to ALB administration, which further supports the exclusion of pregnant individuals."
NCT02074267,Excluded,"The justification clearly states that pregnant, lactating individuals, or those of childbearing potential not using effective contraceptives are explicitly excluded from the trial. This directly indicates that these groups are not allowed to participate."
NCT00084318,Excluded,"The evidence clearly states that participants must have a negative pregnancy test and use effective contraception during and for 3 months after study participation, which explicitly excludes pregnant individuals."
NCT05581758,Excluded,"The study explicitly excludes females of childbearing potential, which implies that pregnant individuals are not included in the trial."
NCT01803711,Excluded,"The quote explicitly states that pregnant and breastfeeding individuals are excluded from the trial, as it mentions 'Pregnant patients, breastfeeding or those planning to become pregnant during the study.'"
NCT04665115,Excluded,"The quote explicitly states that pregnant and breastfeeding individuals are excluded from the trial. It mentions that female subjects who are pregnant, breastfeeding, or planning to become pregnant while enrolled in the study or within 1 month of the last dose of the study drug are not eligible."
NCT01989455,Excluded,"The trial explicitly requires a negative result on a serum pregnancy test for female participants, which indicates that pregnant individuals are excluded."
NCT02972502,Excluded,"The exclusion criteria explicitly mention 'Known pregnancy' and 'Breast-feeding women,' which clearly indicates that pregnant and breastfeeding women are excluded from the trial."
NCT03508440,Excluded,"The exclusion criteria explicitly mention 'Pregnancy,' which clearly indicates that pregnant individuals are excluded from the trial."
NCT00350168,Excluded,"The justification clearly states that pregnant or nursing women are explicitly excluded from the trial. Additionally, it mentions that women of child-bearing potential must use acceptable methods of contraception, further supporting the exclusion of pregnant or lactating women."
NCT04020718,Excluded,"The exclusion criteria explicitly state that pregnant individuals, those planning to become pregnant in the next 3 months, or those breastfeeding are excluded from the trial."
NCT00442897,Excluded,"The justification clearly states that pregnant women are explicitly excluded from the trial, and this is supported by the quote from the exclusion criteria."
NCT00412074,Excluded,"The study explicitly focuses on lactating mothers and their infants, and the inclusion criteria specify that the mother must plan to breastfeed exclusively for at least six months. This indicates that the study is for postpartum individuals, thereby excluding pregnant individuals."
NCT00468936,Excluded,"The exclusion criteria explicitly mention 'Pregnancy' as a condition for exclusion, indicating that pregnant individuals are not allowed to participate in the trial."
NCT05461131,Excluded,"The evidence explicitly states that participants must not reside in the same home, work regularly with, or have contact with pregnant women, which clearly indicates that pregnant individuals are excluded from the trial."
NCT03971383,Excluded,The quote explicitly states that 'Pregnant or lactating women or those who are planning to conceive during the study period' are excluded from the trial. This clearly indicates that pregnant or lactating women are not allowed to participate.
NCT01888003,Excluded,"The justification explicitly states that pregnant or lactating individuals are excluded from the trial, as indicated by the phrase 'Pregnancy or lactation'."
NCT02843386,Excluded,The quote 'Pregnant and/or breastfeeding women are explicitly excluded from the trial' clearly indicates that pregnant and/or breastfeeding women are not allowed to participate in the trial.
NCT00493636,Excluded,"The provided quote explicitly states that pregnant and breastfeeding women are excluded from the trial. It also specifies that women of childbearing potential must have a negative serum pregnancy test and agree to use contraception, further confirming the exclusion of pregnant and breastfeeding women."
NCT02864082,Excluded,"The evidence clearly states that pregnant individuals are explicitly excluded from the trial as mentioned in the exclusion criteria. The quote 'Patient is pregnant or breast feeding, or is planning to become pregnant during the study' directly supports this."
NCT00437684,Excluded,"The exclusion criteria explicitly state that pregnant individuals are excluded from the trial, as it mentions 'Subject is pregnant or wishes to become so.'"
NCT00586482,Excluded,The justification clearly states that pregnant or lactating females are explicitly excluded from the trial. The quote 'Females who are pregnant or lactating' supports this exclusion.
NCT06179888,Excluded,"The evidence clearly states that pregnant individuals are explicitly excluded from the trial due to potential genotoxic, mutagenic, and teratogenic effects of the investigational agent iberdomide. Additionally, the study requires females of childbearing potential to use contraception and have a negative pregnancy test before starting the treatment, further confirming the exclusion of pregnant individuals."
NCT04372121,Excluded,"The evidence clearly states that pregnant and breastfeeding individuals are explicitly excluded from the trial. The criteria mention that participants will be excluded if they are pregnant, breastfeeding, or planning a pregnancy during the study."
NCT00489528,Excluded,"The quote 'If female, be neither pregnant or breast feeding' explicitly states that pregnant and breastfeeding women are excluded from the trial."
NCT00490113,Excluded,"The exclusion criteria explicitly mention 'Pregnancy,' which clearly indicates that pregnant individuals are excluded from the trial."
NCT01366001,Excluded,"The quote explicitly states that pregnant and lactating individuals are excluded from the trial by mentioning that females who are currently pregnant or lactating, or planning to become pregnant within 60 days of the last study drug administration, are not eligible."
NCT01542372,Excluded,The exclusion criteria explicitly mention that pregnant individuals are excluded from the trial.
NCT01240187,Excluded,"The requirement for women to use two methods of contraception implies that pregnant women are excluded from the trial. This is because the use of contraception is a measure to prevent pregnancy, indicating that the study does not include pregnant women."
NCT00487994,Excluded,"The evidence clearly states that females of child-bearing age must have undergone surgical sterilization, hysterectomy, tubal ligation, or bilateral oophorectomy, which implies that pregnant individuals are excluded from the trial."
NCT05839639,Excluded,The quote 'Females who are pregnant or lactating at screening;' explicitly states that pregnant and lactating individuals are excluded from the trial.
NCT01729494,Excluded,"The evidence clearly states that pregnant individuals are excluded from the trial. This is indicated by the requirement for a negative pregnancy test and the use of reliable contraception. Additionally, the trial specifies that pregnancy is confirmed by a positive hCG laboratory test, and women of childbearing potential must use reliable contraception unless they have undergone specific surgical procedures."
NCT05001854,Excluded,The quote 'Pregnant or nursing women are explicitly excluded from the trial' clearly indicates that pregnant or nursing women are not allowed to participate in the trial.
NCT06019936,Excluded,"The evidence clearly states that pregnant and lactating individuals are explicitly excluded from the trial. It mentions the requirement for a negative pregnancy test, the use of effective contraceptive methods, and the exclusion of patients who are pregnant, lactating, or planning pregnancy during the study period and 90 days after."
NCT04534153,Excluded,"The evidence clearly states that pregnant and breastfeeding individuals are explicitly excluded from the trial. Additionally, participants must practice birth control during the study, which further supports the exclusion of pregnant and breastfeeding individuals."
NCT01827384,Excluded,"The justification clearly states that pregnant and breastfeeding women are explicitly excluded from the trial. It also mentions the requirement for highly effective contraception and the discontinuation of breastfeeding during the trial and for 30 days after the last dose of the study drug, which supports the exclusion."
NCT04515576,Excluded,"The quote 'Are male or female not of childbearing potential' clearly indicates that the study only includes individuals who cannot conceive, which excludes pregnant individuals."
NCT01976988,Excluded,The quote 'Pregnant patients are explicitly excluded from the trial. Exclusion Criteria: Pregnant patients' clearly states that pregnant patients are not allowed to participate in the trial.
NCT02239770,Excluded,The evidence explicitly states that pregnant and nursing women are excluded from the trial. It also specifies the requirement for participants to use medically acceptable forms of birth control if they are trying to become pregnant.
NCT00446134,Excluded,The evidence provided clearly states that pregnant individuals are explicitly excluded from the trial. This is indicated by the requirement for a negative pregnancy test and the exclusion of breastfeeding females. The statement 'Female patients who are breast-feeding or have a positive pregnancy test at any time during the study' further supports this exclusion.
NCT00747214,Excluded,"The evidence explicitly states that pregnant and lactating individuals were excluded from the trial. It also specifies that females of childbearing potential not using acceptable methods of birth control were excluded, further supporting the exclusion of pregnant and lactating individuals."
NCT05301530,Excluded,"The justification and quote provided clearly state that pregnant and lactating individuals, as well as those intending to get pregnant, are explicitly excluded from the trial."
NCT02155634,Excluded,"The evidence explicitly states that pregnant or lactating females are excluded from the trial. It also mentions specific requirements for females of childbearing potential, such as negative pregnancy tests and effective contraception, further supporting the exclusion."
NCT01248494,Excluded,"The trial explicitly includes only postmenopausal patients, which inherently excludes pregnant individuals. The inclusion criteria specify that participants must be postmenopausal, and there is no mention of pregnancy or lactation in the inclusion or exclusion criteria."
NCT04497987,Excluded,"The inclusion criteria specify 'non-pregnant women who agree to contraceptive requirements', which explicitly excludes pregnant individuals."
NCT00960141,Excluded,"The study explicitly states that women who are less than 8 weeks postpartum or breastfeeding are excluded, which clearly indicates that pregnant or lactating individuals are not eligible to participate."
NCT01949051,Excluded,The evidence clearly states that pregnant individuals are excluded from the trial as it requires a negative pregnancy test and the use of contraception. This indicates that the trial explicitly excludes pregnant individuals.
NCT00869206,Excluded,The quote 'Not pregnant and not nursing' explicitly states that pregnant and nursing individuals are excluded from the trial.
NCT00982566,Excluded,"The evidence clearly states that pregnant and breastfeeding women are explicitly excluded from the trial. It specifies that female subjects must be surgically sterile, postmenopausal, or have negative pregnancy test results, and that non-surgically sterile or non-postmenopausal women must use birth control methods. Additionally, it explicitly mentions that a female subject who is pregnant or breastfeeding is excluded."
NCT02130804,Excluded,The justification clearly states that pregnant and lactating women are explicitly excluded from the trial. This is supported by the requirement for a negative pregnancy test and the exclusion of current lactation.
NCT01725100,Excluded,"The trial explicitly excludes pregnant and lactating women as it requires participants to have a negative pregnancy test and agree to use effective contraception. Additionally, it specifically states that lactating or actively breastfeeding women are excluded."
NCT03673605,Excluded,"The exclusion criteria explicitly mention 'Pregnancy,' which clearly indicates that pregnant individuals are excluded from the trial."
NCT00372216,Excluded,The justification clearly states that pregnant or nursing (lactating) women and women with childbearing potential are explicitly excluded from the trial. The quote provided directly supports this exclusion.
NCT01721694,Excluded,"The evidence explicitly states that pregnant or lactating women are excluded from the trial. It also specifies that women of childbearing age may participate only if they use contraception and have a negative urine pregnancy test, further confirming the exclusion of pregnant or lactating women."
NCT06023459,Excluded,The quote 'Be currently pregnant or breastfeeding or planning on conception' explicitly states that individuals who are currently pregnant or breastfeeding are excluded from the trial.
NCT01225640,Excluded,"The provided quote explicitly states that pregnant or nursing females are excluded from the trial. It also mentions that females of childbearing potential must adhere to contraception guidelines, reinforcing the exclusion of pregnant or nursing females."
NCT05891886,Excluded,"The justification clearly states that pregnant individuals are explicitly excluded from the trial as per the exclusion criteria, specifically mentioning 'Known pregnancy'."
NCT02914353,Excluded,The requirement for a negative pregnancy test at screening or check-in clearly indicates that pregnant individuals are excluded from the trial.
NCT01289782,Excluded,"The exclusion criteria explicitly state that pregnant individuals are excluded from the trial, as it mentions 'Pregnant or planning to become pregnant'."
NCT00984152,Excluded,The trial explicitly excludes pregnant individuals by requiring a negative pregnancy test and the use of contraception for women of reproductive potential. This clearly indicates that pregnant individuals are not allowed to participate in the trial.
NCT01423032,Excluded,The requirement for a negative pregnancy test or adequate contraception explicitly indicates that pregnant individuals are excluded from the trial.
NCT00759551,Excluded,"The study explicitly states that female patients of childbearing potential must be nonpregnant and nonlactating, and must use an acceptable method of contraception. This clearly indicates that pregnant and lactating women are excluded from the trial."
NCT02932020,Excluded,"The justification states that pregnant individuals are explicitly excluded from the trial, and the quote 'Patient is pregnant' confirms this exclusion criterion."
NCT00905606,Excluded,The evidence clearly states that pregnant individuals are excluded from the trial. This is indicated by the requirement for a negative urine pregnancy test at screening and the inclusion criteria specifying only post-menopausal or surgically sterilized females.
NCT03848793,Excluded,"The exclusion criteria clearly state that pregnant individuals, those planning a pregnancy, and those who are breastfeeding are not eligible for the trial. This explicitly excludes pregnant and lactating individuals."
NCT01945775,Unspecified,"The provided exclusion criteria mention cytotoxic chemotherapy within 14 days before randomization but do not explicitly state that pregnant or lactating individuals are excluded. Therefore, it is not clear from the given information whether pregnant/lactating people are excluded."
NCT00835640,Excluded,The evidence clearly states that pregnant individuals are explicitly excluded from the trial as female volunteers must demonstrate a negative pregnancy screen and practice acceptable birth control methods.
NCT00596206,Excluded,"The provided quote explicitly states that pregnant and breastfeeding women are excluded from the trial. Additionally, it mentions that women of childbearing potential must meet specific conditions to participate, further supporting the exclusion of pregnant and breastfeeding women."
NCT01449799,Excluded,"The evidence clearly states that pregnant and lactating females are explicitly excluded from the trial. The inclusion criteria require contraception for females of childbearing potential, and the exclusion criteria specifically mention that pregnant females (determined by a positive serum hCG test) and lactating females are not eligible."
NCT00805415,Excluded,"The study explicitly requires participants to use non-hormonal methods of contraception, which implies that pregnant individuals are excluded from the trial."
NCT00829790,Excluded,"The evidence clearly states that pregnant and breastfeeding individuals are explicitly excluded from the trial. It mentions that female participants must use contraception if sexually active and must have a negative pregnancy test result. Additionally, it specifies that subjects must be male or non-pregnant, non-breast-feeding females."
NCT05501327,Excluded,"The evidence explicitly states that pregnant and breastfeeding women are excluded from the trial. The quote mentions that female subjects who are pregnant or breastfeeding are not included, which clearly indicates exclusion."
NCT05295121,Excluded,"The evidence clearly states that pregnant and breastfeeding individuals are explicitly excluded from the trial. Additionally, a positive urine pregnancy test is listed as an exclusion criterion, which further supports the exclusion of pregnant individuals."
NCT02284256,Excluded,"The evidence clearly states that participants must have a negative pregnancy test and agree to use contraception, and it explicitly mentions that subjects must not be breast-feeding. This indicates that pregnant and lactating individuals are excluded from the trial."
NCT00583154,Excluded,"The justification clearly states that pregnant and lactating individuals are explicitly excluded from the trial. It also mentions that participants must use acceptable forms of birth control and have a negative pregnancy test at screening, which further supports the exclusion of pregnant and lactating individuals."
NCT03335488,Excluded,"The justification clearly states that pregnant or breast-feeding patients are explicitly excluded from the trial. Additionally, it mentions that women of childbearing potential must have a pregnancy test performed at the Baseline Visit prior to the start of the study drug, which further supports the exclusion of pregnant individuals."
NCT04182997,Excluded,"The requirement for qualitative human chorionic gonadotropin (hCG) testing prior to enrollment indicates that pregnant individuals are explicitly excluded from the trial. This is because hCG testing is typically used to detect pregnancy, and its requirement suggests that those who test positive (i.e., are pregnant) would not be allowed to participate."
NCT03446612,Excluded,"The trial explicitly states that pregnant and breastfeeding women are excluded. Additionally, it specifies that women of childbearing potential must use contraception, further supporting the exclusion of pregnant and breastfeeding women."
NCT04235322,Excluded,"The provided quote explicitly states that pregnant or breastfeeding women are excluded from the trial. Additionally, it mentions that women of childbearing age must be under effective contraception, further supporting the exclusion of pregnant or breastfeeding women."
NCT01480310,Excluded,"The provided quote explicitly states that pregnant or lactating women are excluded from the trial. The exclusion criteria clearly mention 'Pregnant or lactating women,' confirming their exclusion."
NCT01885559,Excluded,The exclusion criteria explicitly state that pregnant individuals or those intending to become pregnant within 4-6 years are excluded from the trial.
NCT05174065,Excluded,"The justification clearly states that female participants of childbearing potential with a positive pregnancy test are not allowed to participate, which explicitly excludes pregnant individuals from the trial."
NCT02896101,Excluded,"The inclusion criteria explicitly state that only non-pregnant, non-lactating female subjects are eligible, which clearly excludes pregnant and lactating individuals."
NCT01955616,Excluded,"The evidence explicitly states that pregnant and lactating individuals are excluded from the trial. It mentions that female participants must have a negative pregnancy test and must not be lactating. Additionally, it specifies the use of contraception for females able to bear children."
NCT03279081,Excluded,"The evidence explicitly states that pregnant or breastfeeding women are excluded from the trial. Additionally, it specifies that women of childbearing potential must have a negative pregnancy test and use contraception, further supporting the exclusion of pregnant or breastfeeding women."
NCT00543647,Excluded,"The justification clearly states that pregnant and breastfeeding women are explicitly excluded from the trial. Additionally, it mentions that women of childbearing potential must use a reliable method of contraception, further supporting the exclusion of pregnant and breastfeeding women."
NCT05334485,Excluded,"The justification clearly states that pregnant or breastfeeding females are explicitly excluded from the trial due to the potential teratogenic or abortifacient effects of pyridostigmine. The medication is classified by the FDA as a pregnancy risk category C, indicating potential risks, and it is also noted to be secreted into breastmilk with potential risks for nursing infants."
NCT04934475,Excluded,"The trial explicitly excludes pregnant and breastfeeding women, as stated in the provided quote. Additionally, it requires women of childbearing potential to have a negative pregnancy test and use contraception, further supporting the exclusion of pregnant and lactating individuals."
NCT00882635,Excluded,"The exclusion criteria explicitly state that pregnancy, lactation, or parturition within the previous 30 days are grounds for exclusion. Additionally, the requirement for women of childbearing potential to use a medically accepted method of birth control further supports the exclusion of pregnant and lactating individuals."
NCT01565018,Excluded,The justification clearly states that pregnant or nursing individuals are explicitly excluded from the trial as part of the exclusion criteria.
NCT00568074,Excluded,"The trial explicitly states that pregnant and breastfeeding individuals are excluded. The exclusion criteria clearly mention pregnancy, breast-feeding, and the intention of becoming pregnant, along with the requirement for adequate contraceptive measures."
NCT03131336,Excluded,The quote 'Pregnant or breast-feeding subjects are explicitly excluded from the trial' clearly indicates that pregnant or breast-feeding individuals are not allowed to participate in the trial.
NCT00577161,Excluded,"The evidence explicitly states that pregnant or lactating women are excluded from the trial. Additionally, it mentions the requirement for potentially fertile men and women and their sexual partners to use adequate contraception, which further supports the exclusion of pregnant or lactating women."
NCT01082081,Unspecified,"The justification provided does not explicitly mention the exclusion of pregnant individuals. The age range and specific dental conditions are mentioned, but there is no direct statement about pregnancy or lactation status."
NCT01085630,Excluded,"The evidence clearly states that pregnant and nursing women are explicitly excluded from the trial. Additionally, it specifies that participants must use effective contraception and have a negative pregnancy test, which further supports the exclusion of pregnant and nursing women."
NCT00404547,Excluded,"The justification clearly states that pregnant and breastfeeding individuals are explicitly excluded from the trial. Additionally, it mentions the exclusion of those intending to become pregnant or lacking safe contraception, which further supports the exclusion of pregnant/lactating individuals."
NCT00904085,Excluded,"The justification clearly states that participants must have a negative pregnancy test, which explicitly excludes pregnant individuals from the trial."
NCT00568061,Excluded,"The justification clearly states that pregnant and lactating women, as well as women of childbearing potential, are explicitly excluded from the trial. The quote provided directly supports this by listing 'Pregnancy, lactating, and women of childbearing potential' as exclusion criteria."
NCT00491504,Excluded,"The evidence clearly states that pregnant individuals are excluded from the trial. Participants must use contraception and have negative pregnancy tests during the study, which explicitly excludes pregnant individuals."
NCT06090539,Excluded,"The trial explicitly requires participants to accept and follow a pregnancy prevention plan, which indicates that pregnant individuals are excluded from participating."
NCT03382717,Excluded,"The evidence explicitly states that pregnant and nursing women are excluded from the trial. It also mentions that female subjects of childbearing potential are required to use contraceptives, and that women who are pregnant, nursing, or planning a pregnancy during the study are excluded."
NCT04853134,Excluded,The statement 'Pregnant or breastfeeding individuals are explicitly excluded from the trial' clearly indicates that pregnant or breastfeeding individuals are not allowed to participate in the trial.
NCT00400179,Excluded,The statement 'Pregnant or lactating females are explicitly excluded from the trial' clearly indicates that pregnant or lactating females are not allowed to participate in the trial.
NCT01523184,Excluded,"The evidence clearly states that females of childbearing potential must complete a negative pregnancy test prior to receiving any radioisotopes, which implies that pregnant individuals are explicitly excluded from the trial."
NCT01221246,Excluded,The exclusion criteria explicitly state that women of childbearing potential who are pregnant or breastfeeding are not eligible for the trial. This clearly indicates that pregnant and breastfeeding women are excluded.
NCT00840216,Excluded,"The evidence explicitly states that pregnant and lactating females are excluded from the study. It mentions that female subjects must have a negative pregnancy test prior to each study period check-in, confirming that pregnant or lactating females cannot participate."
NCT05359653,Excluded,"The justification clearly states that pregnant and breastfeeding individuals are explicitly excluded from the trial. Additionally, it mentions that women must use appropriate contraception during the trial, which further supports the exclusion of pregnant individuals."
NCT04913610,Excluded,The evidence explicitly states that pregnant and breastfeeding women are excluded from the trial. It also mentions the requirement for women of child-bearing potential to use a highly effective form of birth control and undergo a pregnancy test prior to the first intake of the investigational medicinal product (IMP).
NCT01011452,Excluded,"The provided quote explicitly states that pregnant or breastfeeding individuals are excluded from the trial. It also mentions that those intending pregnancy or unable to take adequate precautions against conception are excluded, which further supports the exclusion of pregnant or lactating individuals."
NCT05509257,Excluded,The exclusion criteria explicitly mention that pregnant individuals are excluded by requiring a negative pregnancy test.
NCT02921256,Excluded,"The exclusion criteria explicitly state that pregnant women and nursing women who are unwilling to discontinue nursing are not eligible for the trial. Additionally, it requires men or women of childbearing potential to employ adequate contraception, indicating a clear exclusion of pregnant and lactating individuals."
NCT00279916,Excluded,"The exclusion criteria explicitly mention that individuals who are unwilling to discontinue breastfeeding are excluded, which implies that lactating individuals are excluded. Additionally, the mention of pregnancy in the exclusion criteria suggests that pregnant individuals are also excluded."
NCT01535014,Excluded,"The evidence explicitly states that pregnant and breastfeeding individuals are excluded from the trial. It also mentions the requirement for participants to comply with contraception methods during the trial and within 30 days after completion, which further supports the exclusion of pregnant and breastfeeding individuals."
NCT02893176,Excluded,"The evidence clearly states that females of childbearing age must use contraception and undergo monthly pregnancy tests, indicating that pregnant individuals are explicitly excluded from the trial."
NCT01705288,Excluded,The exclusion criteria explicitly state that pregnant individuals are excluded from the trial.
NCT01346774,Excluded,"The exclusion criteria explicitly mention 'Pregnancy,' which clearly indicates that pregnant individuals are excluded from the trial."
NCT02436707,Excluded,"The evidence explicitly states that pregnant or lactating females are excluded from the study. It also mentions the requirement for women of childbearing potential to use contraception and have a negative pregnancy test before participation, further confirming the exclusion."
NCT01751386,Excluded,"The justification clearly states that pregnant or breastfeeding women are explicitly excluded from the trial. Additionally, participants must use effective birth control and have a negative pregnancy test at each visit, which further supports the exclusion of pregnant or breastfeeding women."
NCT01313624,Excluded,"The provided quote explicitly states that pregnant and breastfeeding individuals were excluded from the trial, as it mentions 'Pregnant, breastfeeding, or unwilling to follow contraceptive measures for the study' under the exclusion criteria."
NCT02877979,Excluded,"The evidence explicitly states that pregnant and breastfeeding women are excluded from the trial. The criteria include 'Currently pregnant or had their last pregnancy outcome within 3 months prior to screening' and 'Currently breast-feeding', which clearly indicate exclusion."
NCT01104766,Excluded,"The justification explicitly states that pregnant and breastfeeding women are excluded from the trial, which is directly supported by the quote 'Women who are pregnant or breast feeding'."
NCT03571334,Excluded,"The evidence explicitly states that pregnant and breastfeeding women are excluded from the trial. It mentions that female participants who are pregnant, have an infant they are breastfeeding, or intend to become pregnant within 6 months are not eligible."
NCT01752023,Excluded,"The justification clearly states that pregnant women are explicitly excluded from the study due to the potential teratogenic or abortifacient effects of the drugs used. This is further supported by the classification of the drugs (itraconazole as Class C and both gemcitabine and cisplatin as Class D agents), which indicates a risk to pregnancy."
NCT01090492,Excluded,The quote 'Pregnant or breast feeding or considering pregnancy in next 4 months' explicitly states that pregnant or breastfeeding individuals are excluded from the trial.
NCT04524026,Excluded,"The study involves ovarian stimulation and oocyte donation, which inherently excludes pregnant individuals. The exclusion criteria also mention contraindications for ovarian stimulation, further supporting the exclusion of pregnant individuals."
NCT03268278,Excluded,"The exclusion criteria explicitly mention 'pregnancy,' which clearly indicates that pregnant individuals are excluded from the trial."
NCT03687827,Excluded,"The justification clearly states that pregnant and breastfeeding women are explicitly excluded from the trial. It specifies that women cannot take part if they are pregnant, breastfeeding, or plan to become pregnant during the study period."
NCT00463346,Excluded,"The justification clearly states that pregnant and nursing women are explicitly excluded from the trial. Additionally, it mentions that women of childbearing potential who are sexually active and do not use adequate contraception are also excluded. This directly indicates that pregnant and lactating women are not allowed to participate in the trial."
