,nct_id,official_title,summary,criteria,Postpartum_GPT,Postpartum_quote.x,Enrolls_postpartum,Postpartum_intervention,Postpartum_quote.y,Review
124,NCT03672487,Short-course Benznidazole Treatment to Reduce Trypanosoma Cruzi Parasitic Load in Women of Reproductive Age: A Non-inferiority Randomized Controlled Trial,"The investigators are proposing to perform a double-blinded, non-inferiority randomized controlled trial comparing a short 30-day treatment with BZN 150mg/day (30d/150mg) vs. a 60-day treatment with BZN 300 mg/day (60d/300mg). The investigators will recruit not previously treated T. cruzi seropositive women with a live birth during the postpartum period in Argentina, randomize them at six months postpartum, and follow them up with the following specific aims:~Specific Aim 1: To measure the effect of BZN 30d/150mg compared to 60d/300mg preconceptional treatment on parasitic load measured by the frequency of positive PCR (primary outcome) and by real-time quantitative PCR (qPCR), immediately (Specific Aim 1a) and 10 months (Specific Aim 1b) after treatment.~Hypothesis 1a: The frequency of positive PCR and the parasitic load measured by qPCR immediately after BZN 30d/150mg will be non-inferior (Non Inferiority [NI] margin for PCR: 10% absolute difference) to BZN 60d/300mg.~Hypothesis 1b: The frequency of positive PCR and the parasitic load measured by qPCR 10 months after BZN 30d/150mg will be non-inferior (NI margin for PCR: 9% absolute difference) to BZN 60d/300mg.~Specific Aim 2: To measure the frequency of serious adverse events leading to treatment interruption of BZN 30d/150mg compared to 60d/300mg.~Hypothesis 2: The frequency of serious adverse events leading to treatment interruption will be 50% lower with BZN 30d/150mg than with BZN 60d/300mg.~A 24-month recruitment period is planned in four hospitals with 23,436 deliveries in 2015 and frequencies of T. cruzi seropositive women varying from 1.5% to 4.8%. The investigators are planning to enroll 600 T. cruzi seropositive women.","Inclusion Criteria:~Written informed consent from the mother.~T. cruzi seropositivity confirmed by at least two positive tests.~Live birth.~Exclusion Criteria:~Women residing outside of the provinces of Chaco, Santiago del Estero, or Tucumán.~Previous trypanocide treatment (BZN or nifurtimox).~Female sterilization; no intention to use modern contraception methods during treatment.~Positive pregnancy test.~History of severe alcohol abuse within two years; renal insufficiency.",Enrolls postpartum,"The investigators will recruit not previously treated T. cruzi seropositive women with a live birth during the postpartum period in Argentina, randomize them at six months postpartum.",1,1,"The investigators will recruit not previously treated T. cruzi seropositive women with a live birth during the postpartum period in Argentina, randomize them at six months postpartum",
125,NCT02215395,"Phase 1, Open-label Study to Evaluate the Effects of Concurrent Administration of Vaginal Antimycotic Medication (Miconazole Nitrate) on the Pharmacokinetics of Nestorone and Ethinyl Estradiol Delivered by a Contraceptive Vaginal Ring Releasing a Daily Dose of 150 ug of NES and 15 ug of EE",To evaluate the pharmacokinetics (PK) of EE and NES released from the CVR in the presence of a single dose and multiple doses of antimycotic co-medication (miconazole nitrate suppository or cream).,"Inclusion Criteria:~Healthy women, inclusive of ages 18-35* years at the enrollment visit~Intact uterus and both ovaries~Prior history of regular menstrual cycles that usually occur every 28 ± 7 days when not using hormonal contraception; if postpartum or post-abortal, history of regular menstrual cycles of 21-35 days in length and resumption of at least one cycle with a cycle length consistent with her past cycles~In the opinion of the investigator, able to comply with the protocol, e.g. live within the study site catchment area or within a reasonable distance from the study site~May be sterilized or at risk of becoming pregnant~Willing to use a non-hormonal method of contraception for one month prior to the initial insertion of the NES/EE CVR and the one month washout period~Willing to abstain from sexual intercourse during the miconazole nitrate treatment period(s)~Signed informed consent prior to entry into the trial~Exclusion Criteria:~Known hypersensitivity to estrogens or progestins~Pregnant, trying to become pregnant, or breastfeeding~Known hypersensitivity to silicone rubber~Undiagnosed abnormal vaginal bleeding~Undiagnosed vaginal discharge, vaginal lesions or abnormalities. Subjects diagnosed at screening with a Chlamydia or gonococcus infection may be included in the trial following treatment; partner treatment is also recommended. Investigators should make a determination if subjects are at high risk for reinfection, e.g., multiple sex partners, untreated partner, and whether such subjects can be included~History of pelvic inflammatory disease since the subject's last pregnancy~History of toxic shock syndrome~In accordance with the Bethesda system of classification: Women with a current (within the last 20 months) abnormal Pap smear suggestive of high-grade pre-cancerous lesion (s), including HGSIL~Cystoceles or rectoceles or other anatomical abnormality that would preclude use of a vaginal ring~Women planning to undergo major surgery during the trial~Women who smoke 15 cigarettes or more per day must be evaluated by the PI for inclusion based on risk factors that would increase their risk for cardiovascular disease and thromboembolism, e.g., lipid levels, glucose level, BP, BMI, family history of cardiovascular disease at a young age~Current or past thrombophlebitis or thromboembolic disorders~History of venous thrombosis or embolism in a first-degree relative, <55 years of age suggesting a familial defect in the blood coagulation system, which in the opinion of the PI, suggests that use of a hormonal contraceptive could pose a significant risk~Cerebrovascular or cardiovascular disease~History of retinal vascular lesions, unexplained partial or complete loss of vision~Known or suspected carcinoma of the breast~Carcinoma of the endometrium or other known or suspected estrogen-dependent neoplasia~Past history of any other carcinoma unless in remission for more than five years~Current or history of medically diagnosed severe depression, which, in the opinion of the investigator, could be exacerbated by the use of a hormonal contraceptive~Headaches with focal neurological symptoms~Severe constipation in the opinion of the investigator~History of cholestatic jaundice of pregnancy or jaundice with prior steroid use~Benign or malignant liver tumors; active liver disease~Diastolic blood pressure (BP) >85 mm Hg and/or systolic BP >135 mm Hg after 5-10 minutes rest (at screening)~Known or suspected alcoholism or drug abuse within their lifetime~Elevated serum fasting clinical chemistry values or complete blood count (CBC) values designated clinically significant by the investigator and/or medically qualified sub-investigator~Screening hemoglobin levels less than 12.5 g/dL or hematocrit less than 38%.~Participation in another clinical trial involving an investigational drug within the last 30 days (prior to screening)~BMI >29~Use of liver enzyme inducers on a regular basis~Use of monthly injectable contraceptives, unless suspended 2 months before initiation of the treatment. Use of Depo-Provera [depo-medroxyprogesterone (DMPA)] unless suspended 6 months before treatment~Current use of implanted hormonal contraceptives, including Mirena [progestin containing intrauterine system (IUS)], Jadelle, Norplant, Implanon or Nexplanon (if now available in the USA).**~Known HIV, Hepatitis B or Hepatitis C infection~History of frequent vaginal infections in the opinion of the investigator",Neither,0,1,0,"if postpartum or post-abortal, history of regular menstrual cycles of 21-35 days in length and resumption of at least one cycle with a cycle length consistent with her past cycles",
126,NCT02211911,Investigation of the Pharmacokinetics of 10 mg Bisacodyl (Coated Tablets) or 10 mg Sodium Picosulfate (Drops) Administered Orally in Healthy Lactating Females,To investigate if bisacodyl (Dulcolax®) and sodium picosulfate (Laxoberal®) is excreted in breast milk of healthy lactating women after an oral administration of 10 mg once daily over a period of 8 days.,"Inclusion Criteria:~Women, age ≥18 and ≤50 years~Stopped with breast feeding their baby~Provided breast milk samples over a period of 10 days (including day -1)~Have been breast feeding for at least 14 days~Complied with the requirements of the protocol (e.g complete a diary)~Body Mass Index (BMI) ≤ 35 kg/m2~Medically acceptable method of contraception [i.e., double barrier method (e.g., diaphragm or condom and spermicide), hormonal therapy (subcutaneous, injectable, intra-vaginal, or oral contraceptive) or intrauterine device~Signed and dated a written informed consent prior to any study procedures study in accordance with Good Clinical practice (GCP) and the local legislation~Exclusion Criteria:~Findings during medical examination (including BP, pulse rate and ECG) deviating from normal and of clinical relevance~Evidence of clinically relevant concomitant diseases like renal insufficiency, cardiac insufficiency, myocardial infarction, other known cardiovascular disease including hypertension~Gastrointestinal, hepatic, renal, respiratory, cardiovascular, metabolic, immunological or hormonal disorders, that may interfere with the safety of the subject~Surgery of the gastrointestinal tract (except appendectomy) in the last 2 years~Metabolic disorders, neurological disorders, severe or psychiatric disorders, or any other significant disease or intercurrent illness (e.g. abdominal/gastrointestinal surgery) that would interfere with participation in the study~History of relevant orthostatic hypotension, fainting spells or blackouts~Chronic or relevant acute infections (e.g. HIV, Hepatitis)~Participated in another study with an investigational product within 1 month prior to enrolment into this study or during the study~Eating disorder~Hypersensitivity to bisacodyl, sodium picosulfate or any of the inactive ingredients~Any concomitant medication except for paracetamol or hormonal therapy.~Abnormal electrolyte values at the screening visit. The electrolyte values should be within the normal ranges~Alcohol abuse; subjects who report regular consumption of 40g/day = 5 units/day or more alcoholic drinks per day were excluded~Smoker (>10 cigarettes or > 3 cigars or > 3 pipes/day)~Drug abuse~Any laboratory value outside the reference range that is of clinical relevance~Mastitis~Less than 200 ml daily (24 hours) production of breast milk on day -1~A positive pregnancy test at screening",Enrolls postpartum,Stopped with breast feeding their baby,0,0,,
127,NCT05047211,A Feasibility Trial of Intravenous Iron vs. Oral Iron Supplementation for the Treatment of Postpartum Anemia (IVIRONMAN),This trial will be a comparative pragmatic open label feasibility randomized controlled trial of oral daily versus IV iron in anemic postpartum patients.~Two randomly assigned groups will be compared during the postpartum period:~Oral Iron group: Ferrous sulfate 325 mg (65 mg elemental iron) by mouth for a total of 6 weeks TID.~IV placebo in sodium chloride 0.9% 500mL IV infusion will be given before discharge home over 1 hour preceded by placebo test dose IV infusion of 100mL 0.9% sodium chloride.~IV Iron group: Low molecular weight iron dextran (infed) 1000mg in sodium chloride 0.9% 500mL IV infusion over 1 hour preceded by test dose 25 mg IV low molecular weight iron dextran infusion in 100mL 0.9% sodium chloride.~2.1 Oral placebo will be given by mouth for a total of 6 weeks TID.,"Inclusion Criteria:~Delivery at our institution~Hemoglobin below 9 g/dl in postpartum day 1~Singleton gestation~Exclusion Criteria:~Diagnosis of malabsorptive disorder or history of gastric bypass procedure~Known diagnosis of anemia other than iron deficiency (thalassemia, macrocytic anemia, sickle cell, etc.)~Significant cardiovascular disease, including but not limited to myocardial infarction or unstable angina within 6 months prior to study inclusion or current history of NYHA Class III or IV congestive heart failure~Patient has received blood transfusion or there is a plan to transfuse~Lactose intolerance",Enrolls postpartum,Inclusion Criteria: Delivery at our institution,1,1,anemic postpartum patients,
128,NCT03993314,Comparing 1% Spinal Chloroprocaine to Low-dose Bupivacaine Using the Epidural Volume Extension Technique for Post-Partum Tubal Ligation,"In this study, the investigators will compare CLOROTEKAL® (1% spinal chloroprocaine) to low-dose isobaric bupivacaine using the epidural volume extension (EVE) technique in patients undergoing post-partum tubal ligation (PPBTL). This will be a randomized, double-blinded study. Patients scheduled for PPBTL at the Women and Infants Center (WIC) will be eligible for enrollment in this study. Outcomes measured will include: ability to achieve an adequate level required for surgery (T6), rate of epidural activation, and duration of the block. The investigators hope to determine the usefulness of each drug using the EVE technique in the setting of PPBTL.",Inclusion Criteria:~Any patient scheduled for a postpartum tubal ligation at the Women and Infants Center will be eligible for the study~Exclusion Criteria:~age less than 18 years old~allergy to either local anesthetic class (amide or ester)~contraindication to spinal anesthesia,Postpartum intervention,Inclusion Criteria:~Any patient scheduled for a postpartum tubal ligation at the Women and Infants Center will be eligible for the study,1,1,Any patient scheduled for a postpartum tubal ligation at the Women and Infants Center will be eligible for the study,
129,NCT05457972,Postpartum Vaginal Estrogen for Sexual Function in Breastfeeding Patients: A Randomized Controlled Trial,Sexual dysfunction is very common in the postpartum period and is more common in people who breastfeed or pump. This research study was designed to help determine whether postpartum patients who use vaginal estrogen cream while breastfeeding have improved sexual function compared to postpartum patients who do not.,"Inclusion Criteria:~Age 18 or older~Sexually active~Singleton, term (37 weeks 0 days) birth~Planning to breastfeed or pump during the study period~History of successful breastfeeding or pumping after a prior pregnancy~Between 6 weeks and 6 months postpartum (patients may be recruited at any time during the postpartum period, but the study period will not start until 6 weeks postpartum)~Ability to consent in English~Not meeting any exclusion criteria~Exclusion Criteria:~Preterm delivery~Perinatal mortality~History of difficulty breastfeeding~3rd or 4th degree perineal laceration~Any contraindications to estrogen, including, but not limited to, breast cancer or a history of breast cancer, estrogen-dependent neoplasia, active deep vein thrombosis (DVT)/pulmonary embolism (PE) or a history of these conditions, active arterial thromboembolic disease (for example, stroke and MI) or a history of these conditions, known anaphylactic reaction, angioedema, or hypersensitivity to estrogen, hepatic impairment or disease, protein C, protein S, or antithrombin deficiency, or other known thrombophilic disorders.",Postpartum intervention,"Between 6 weeks and 6 months postpartum (patients may be recruited at any time during the postpartum period, but the study period will not start until 6 weeks postpartum)",1,1,This research study was designed to help determine whether postpartum patients who use vaginal estrogen cream while breastfeeding have improved sexual function compared to postpartum patients who do not.,
130,NCT02081391,An Evaluation of the Efficacy and Safety of Tapentadol Oral Solution in the Treatment of Post-operative Acute Pain Requiring Opioid Treatment in Pediatric Subjects Aged From Birth to Less Than 18 Years Old,"The purpose of the study was to evaluate the efficacy of tapentadol oral solution, based on the total amount of supplemental opioid analgesic used over 12 hours or 24 hours after initiation of investigational medicinal product (IMP) in children and adolescents who had undergone surgery that would produce moderate to severe pain during opioid treatment.","Inclusion Criteria:~Informed consent, and if applicable assent, given according to local regulations.~Male or female participant aged from birth (at least 37 weeks gestational age) to less than 18 years.~A female participant must be pre-menarchal, or surgically incapable of childbearing, or sexually abstinent, or if a female participant is sexually active, then she must be practicing an effective method of birth control (e.g., prescription hormonal contraceptives, intra-uterine devices used according to the product's instruction, double-barrier methods) before trial entry and throughout the trial.~A female participant must have a negative pregnancy test if aged 12 years or older, or is post-menarchal, or is sexually active.~Participant has undergone surgery (other than brain surgery or gastrointestinal surgery expected to affect the absorption of tapentadol [in the investigator's judgment]) that, in the investigator's opinion, would reliably produce moderate to severe pain requiring opioid treatment for at least 24 hours after first dose of IMP. Participants must remain hospitalized until the End of Treatment Visit.~Participant has received post-operative morphine or hydromorphone by NCA/PCA, with or without a background infusion of the same opioid, according to standard of care prior to allocation/randomization to IMP and participant is expected to require this morphine or hydromorphone by NCA/PCA after starting IMP.~Participant is able to tolerate liquids at the time of allocation/randomization to IMP.~Exclusion Criteria:~Participant, parent or the legal representative is an employee of the investigator or trial site, with direct involvement in the proposed trial or other trials under the direction of that investigator or trial site, or family member of the employees or the investigator.~Participant has been previously exposed to tapentadol.~Participant has received an experimental drug or used an experimental medical device within 28 days before allocation/randomization to IMP, or within a period less than 10 times the drug's half-life, whichever is longer.~Participant has a history or current condition of any one of the following:~Non-febrile seizure disorder.~Epilepsy.~Serotonin syndrome.~Traumatic or hypoxic brain injury, brain contusion, stroke, transient ischemic attack, intracranial hematoma, post-traumatic amnesia, brain neoplasm, or episode(s) of unconsciousness of more than 24 hours.~Participant has a history or current condition of any one of the following:~Moderate to severe renal or hepatic impairment.~Abnormal pulmonary function or clinically relevant respiratory disease (e.g., acute or severe bronchial asthma, hypercapnia).~Participant has a concomitant disease or disorder (e.g., endocrine, metabolic, neurological, psychiatric, infection, febrile seizure, paralytic ileus) that in the opinion of the investigator may affect or compromise participant safety during the study participation.~Participant has history of suicidal ideation or behavior.~Participant is obese in the investigator's judgment. Obesity can be determined based on appropriate body mass index (BMI) charts or tables; e.g., a BMI above the 97th percentile for children based on the World Health Organization growth charts or the participant's weight is less than 2500 grams.~Participant has a clinically relevant history of hypersensitivity, allergy, or contraindication to the supplemental opioid analgesic medication or tapentadol, or the excipients, or naloxone.~Participant is not able to understand and comply with the protocol as appropriate for the age of the participant or participant is cognitively impaired in the investigator's judgment such that they cannot comply with the protocol~Participant has a history of alcohol and/or substance abuse in the investigator's judgment based on participant's history and physical examination.~Participant is taking prohibited concomitant medication.~Participant has received a long-acting opioid for the treatment of pain following surgery within 6 hours of allocation/randomization to IMP.~Participant has clinically relevant (in the investigator's judgment) abnormal values for clinical chemistry or hematology (local laboratory sample taken after surgery).~A participant aged 6 months to less than 18 years old is excluded if the:~Aspartate transaminase or alanine transaminase is greater 3-times upper limit of normal.~Total bilirubin is greater 2-times upper limit of normal (except if the cause is due to Gilbert's syndrome).~Glomerular filtration rate less than 60 mL/min.~A participant aged from birth to less than 6 months old is excluded if:~Aspartate transaminase or alanine transaminase is >3-times upper limit of normal.~There is pathological jaundice in the opinion of the investigator.~Glomerular filtration rate (calculated according to Schwartz et al. 1984) is:~<20 mL/min/1.73 m2 for participants <1 week post-partum.~<30 mL/min/1.73 m2 for participants 1 week to 8 weeks post-partum.~<50 mL/min/1.73 m2 for participants >8 weeks postpartum to <6 months old.~Participant has:~Clinically relevant abnormal electrocardiogram (ECG).~Signs of pre-excitation syndrome.~Brugada's syndrome.~QT or corrected QT interval (QTc) interval >470 ms for children aged 6 years to less than 18 years old.~QT or QTc interval >460 ms for children aged from birth to less than 6 years old.~Peri- or post-operative analgesia supplied by a continuous regional technique (e.g., nerve block, wound infiltration catheter) or participant-controlled epidural analgesia that was terminated less than 6 hours before allocation/randomization to IMP.~Participant has post-operative clinically unstable systolic and diastolic blood pressure, heart rate, respiratory depression, or clinically unstable upper or lower airway conditions (in the investigator's judgment), or a saturation of peripheral oxygen (SpO2) <92% at the time of randomization (allocation/randomization to IMP).~Female participant is breast-feeding a child.~Participant requires continuous positive airway pressure or mechanical ventilation, at the time of allocation to IMP.~The mother of a newborn participant or the breastfeeding mother of a participant was administered a prohibited medication.",Neither,0,1,0,Participant aged from birth to less than 6 months old is excluded if: Glomerular filtration rate (calculated according to Schwartz et al. 1984) is: <20 mL/min/1.73 m2 for participants <1 week post-partum.,
131,NCT02872467,"Prenatal Cocaine, Nasal Oxytocin, and Maternal Psychophysiology","The purpose of this research is to study the effects of nasal oxytocin administration on maternal behaviors that may be influenced by cocaine use during pregnancy. 32 mothers with prenatal use of cocaine during the current pregnancy will be studied at 3-6 months postpartum, when they will complete 3 study visits, a 2-week double-blind trial of twice daily nasal spray (oxytocin or placebo) and 4 telephone interviews. All information collected is confidential.","Inclusion Criteria:~3-6 months postpartum at start of testing~Cocaine use during current pregnancy (by self-report or medical record of prenatal urine toxicology)~Exclusive Formula-feeding for all infant milk feedings (no infant feeds will be breast milk)~Healthy singleton pregnancy~English fluency that will allow informed consent~Exclusion Criteria:~Pregnancy or plans to become pregnant during participation in the study~Not using effective birth control methods to prevent pregnancy~Breastfeeding for any infant milk feedings~Mother is not currently living with the infant during the trial period~Multiple birth (twin, triplet or greater)",Enrolls postpartum,Inclusion Criteria: 3-6 months postpartum at start of testing,0,1,3-6 months postpartum at start of testing,
132,NCT00713193,"A Multi-Center, Randomized Study of Cyclosporine or Corticosteroids as an Adjunct to Plasma Exchange in the Initial Therapy of Thrombotic Thrombocytopenic Purpura (TTP)","This research involves the use of immune base therapy as an adjunct to plasma exchange, the present standard of care for thrombotic thrombocytopenic purpura (TTP). Funding source -FDA OOPD","Inclusion Criteria:~Patients with a clinical diagnosis of idiopathic TTP as defined by a microangiopathic hemolytic anemia and thrombocytopenia (<100 x 103)~Additional components of the pentad (fever, renal and neurologic abnormalities) need not be present.~Additional explanations for the microangiopathic changes including DIC and malignancy should be excluded.~Patients with pregnancy associated TTP will be permitted on this therapeutic trial if the child is delivered prior to the initiation of therapy for TTP. However, female patients that are breastfeeding and are unwilling to discontinue breastfeeding at the time of enrollment will be excluded from this study~Patients with a previous diagnosis of TTP are eligible to be enrolled provided they meet eligibility criteria and have not been treated for an TTP in the past 30 days~Given the potential for nephrotoxicity with CSA, all patients must have a serum creatinine of < 2.5 mg/dl prior to enrollment~Exclusion Criteria:~In light of concern for the prompt initiation of PE, all patients with suspected TTP may be enrolled on this trial. If it is subsequently found that the patient does not meet enrollment criteria, they will be removed and their spot replaced for study purposes. Patients removed from the study after enrollment will continue to be followed longitudinally for 6 months to be monitored for safety and will be included in the safety database.~Patients with TTP clinically categorized as secondary to stem cell transplant and solid organ, bloody diarrhea associated, malignancy associated, and drug associated will not be enrolled on this therapeutic study.~Incarcerated patients will be excluded from the study due to the inherent difficulties in maintaining close follow-up for study purposes in patients who are incarcerated.~Any patients already being treated chronically with corticosteroids or cyclosporine and taking these at the time of their presentation will be excluded from this study.~Female patients that are breastfeeding and are unwilling to discontinue breastfeeding at the time of enrollment will be excluded from this study~Patients taking any medications contraindicated in combination with CSA that cannot be safely discontinued will be excluded from this study.",Neither,0,1,0,Patients with pregnancy associated TTP will be permitted on this therapeutic trial if the child is delivered prior to the initiation of therapy for TTP.,
133,NCT06281665,Treatment With Aspirin After Preeclampsia: TAP Trial,"The objective of this research project is to conduct a single-site pilot trial to assess the feasibility and effect of low-dose aspirin to augment vascular recovery in the immediate postpartum period after preeclampsia through two specific aims: 1) to pilot test the feasibility of conducting a randomized controlled trial of postpartum low dose aspirin vs. placebo, and 2) to assess the effect of postpartum aspirin on endothelial function and blood pressure. Our central hypothesis is that postpartum administration of low-dose aspirin following preeclampsia will be feasible, improve endothelial function, and lower BP at 6 months postpartum. Subjects will undergo 3 study visits involving BP measurements, blood draws, questionnaires, and/or microiontophoresis. Up to 60 adult subjects will be enrolled at Magee-Women's Hospital.",Inclusion Criteria:~Postpartum individuals ≥18 years old~Preeclampsia diagnosis~Exclusion Criteria:~Fetal anomaly~Multiple gestation~Pre-pregnancy hypertension~Allergy or contraindication to low-dose aspirin~Aspirin use during pregnancy or planned aspirin use in the postpartum period.~Pre-pregnancy diabetes,Postpartum intervention,The objective of this research project is to conduct a single-site pilot trial to assess the feasibility and effect of low-dose aspirin to augment vascular recovery in the immediate postpartum period after preeclampsia.,1,1,The objective of this research project is to conduct a single-site pilot trial to assess the feasibility and effect of low-dose aspirin to augment vascular recovery in the immediate postpartum period after preeclampsia.,
134,NCT04815187,Repurposed Use of Allergic Rhinitis and Allergic Asthma Drug to Reduce Vertigo and Hearing Loss in Meniere's Disease,The purpose of this study is to evaluate a previously FDA-approved medication that is known to help with allergy symptoms to see if it can decrease symptoms in patients with Meniere's Disease.,"Inclusion Criteria:~Adults 18 years of age or older~Must meet all AAO-HNS 2020 criteria for definite Meniere's Disease~Must have a skin test positive for allergy~Is already a candidate for treatment with montelukast for allergic rhinitis/failed first line over-the-counter allergy treatments~Exclusion Criteria:~Had a previous surgical procedure for treatment of vertigo~Currently receiving any allergy immunotherapy or taking montelukast or a beta-blocker~Pregnant or recent pregnancy ((≤ 8 weeks postpartum), or lactation)~Current hospitalization for any reason~Any active, acute, or chronic pulmonary disorder other than asthma~History of intubation for asthma",Enrolls postpartum,"Pregnant or recent pregnancy ((≤ 8 weeks postpartum), or lactation)",0,0,,
135,NCT02235064,Prophylactic Use of Immediate Postpartum Sertraline to Prevent Postpartum Depression: A Double Blind Randomized Placebo Controlled Trial,The purpose of this project is to assess the effectiveness of preventative antidepressants immediately following delivery on postpartum depression rates in women at high risk due to prior history of depression or postpartum depression.,Inclusion Criteria:~Past history of depression or postpartum depression~Singleton gestation~Delivery > 34 weeks gestation~No current clinical evidence of depression~Able to read and understand written English language~Exclusion Criteria:~Multiple gestation~Delivery prior to 34 weeks~Delivery outside of Cooper University Hospital~Major fetal anomaly or fetal demise~Current use of antidepressants~Evidence of active depression at antepartum evaluation~Edinburgh Postpartum Depression scale of >12 prior to discharge from the hospital~Maternal age < 18 years~Infant in Neonatal Intensive Care Unit (NICU) at time of patient discharge from hospital~Known or suspected allergy to Sertraline,Postpartum intervention,The purpose of this project is to assess the effectiveness of preventative antidepressants immediately following delivery on postpartum depression rates in women at high risk due to prior history of depression or postpartum depression.,1,1,The purpose of this project is to assess the effectiveness of preventative antidepressants immediately following delivery on postpartum depression rates in women at high risk due to prior history of depression or postpartum depression.,
136,NCT01314911,A Randomized Double-Blind Study Comparing Oseltamivir Versus Placebo for the Treatment of Influenza in Low Risk Adults,"People who are infected with the influenza virus may develop respiratory illnesses, such as pneumonia, or other life-threatening complications. Currently, there are four antiviral medications that are used to treat influenza. This study will examine one of these medications, oseltamivir, to examine how it affects the shedding of influenza virus in infected people.","Inclusion Criteria:~Written informed consent prior to initiation of any study procedures~History of an influenza-like illness defined as:~1) One or more respiratory symptom (cough, sore throat, or nasal symptoms)~Onset of illness no more than 48 hours before screening, defined as when the participant experienced at least one respiratory symptom~Willing to have samples stored~Positive test for influenza (either rapid antigen or polymerase chain reaction [PCR]); randomization could proceed in cases of discrepant results (one positive and one negative)~Exclusion Criteria:~Hospitalization at the time of screening~Presence of a medical condition(s) that had been associated with increased risk of complications from influenza~Aged 65 years of age or older~Asthma~Neurological and neuro-developmental conditions (including disorders of the brain, spinal cord, peripheral nerve, and muscle, such as cerebral palsy, epilepsy [seizure disorders], stroke, moderate to severe developmental delay, muscular dystrophy, or spinal cord injury)~Chronic lung disease (such as chronic obstructive pulmonary disease [COPD] or cystic fibrosis)~Heart disease (such as congenital heart disease, congestive heart failure, or coronary artery disease)~Blood disorders~Endocrine disorders (such as diabetes mellitus)~Kidney disorders~Liver disorders~Metabolic disorders (such as inherited metabolic disorders or mitochondrial disorders)~Weakened immune system due to disease or medication (such as people with HIV/AIDS or cancer, or use of chronic steroids or other medications causing immune suppression)~Pregnant or 4 weeks postpartum~Body mass index (BMI) greater than or equal to 40~Breastfeeding~Inability to take oral medication or a history of gastrointestinal malabsorption that would preclude the use of oral medication~Received more than one dose of any antiviral influenza medication since onset of influenza symptoms~Known end stage kidney dysfunction (e.g., creatinine clearance less than 30 mL/min)~Known hypersensitivity to oseltamivir, peramivir, or zanamivir~Received live attenuated influenza virus vaccine within 3 weeks prior to study entry~Use of any investigational drug within 30 days or 5 half-lives (whichever was longer) prior to study entry~Participated in other research protocols that required more than 100mL of blood to be drawn in a 4-week period that overlapped with this study.",Enrolls postpartum,Pregnant or 4 weeks postpartum,0,0,,0
137,NCT01290315,"A Randomized, Controlled Study to Investigate the Safety and Oxidative Stress Potential of Intravenous Ferric Carboxymaltose (FCM) vs. IV Iron Sucrose or IV Iron Dextran in Treating Iron Deficiency Anemia in Women","The purpose of this study is to compare safety and the oxidative stress potential of two doses of an investigational IV iron, ferric carboxymaltose (FCM), compared to an equal single dose of IV iron sucrose or IV iron dextran in the treatment of Iron Deficiency Anemia (IDA) in female subjects.","Inclusion Criteria:~Female subjects 18-50 years of age and able to give informed consent.~If post-partum, at least 10 days post delivery at Day 0.~Screening Visit local laboratory Hgb < or = to 10 g/dL or < or = to 12 g/dL with symptoms (dizziness and/or fatigue).~Screening Visit ferritin < or = to 100 ng/mL or < or = to 300 when TSAT is < or = to 30%.~Documented unsatisfactory response or intolerance to oral iron.~Exclusion Criteria:~Previous participation in a ferric carboxymaltose (FCM) clinical trial.~Known hypersensitivity reaction to any component of ferric carboxymaltose, Venofer, or Dexferrum.~History of drug allergy or any history of rheumatoid arthritis or other autoimmune diseases.~Current anemia not attributed to iron deficiency.~During the 10 day period prior to screening has been treated with antibiotics.~During the 30 day period prior to screening or during the study period has or will be treated with erythropoiesis stimulating agents.~Active malignancy within 5 years. Basal or squamous cell skin cancer is not exclusionary.~During the 30 day period prior to screening or during the study period has or will require a surgical procedure that necessitates general anesthesia.~Current (acute or chronic) infection other than viral upper respiratory tract infection.~AST or ALT at screening greater than 1.5 times the upper limit of normal.~Known positive hepatitis B with evidence of active hepatitis.~Known positive HIV-1/HIV-2 antibodies (anti-HIV).~Patient has an active diagnosis of asthma and is currently using an anti- asthmatic therapy.~Received an investigational drug within 30 days of screening.~Alcohol or drug abuse within the past 6 months.~Hemochromatosis or other iron storage disorders.~Systolic blood pressure > or = to 180 or < 80 mmHg or diastolic blood pressure > or = to 100 or < 40 mmHg at screening or Day 0.~Chronic kidney disease.~Chronic inflammatory condition including but not limited to Lupus and Rheumatoid Arthritis.~Pre-term delivery < 32 weeks.~Emergent C-section delivery.~Significant cardiovascular disease, including but not limited to myocardial infarction or unstable angina within 6 months prior to study inclusion or current history of NYHA Class III or IV congestive heart failure.~Any other laboratory abnormality, medical condition or psychiatric disorder which in the opinion of the investigator puts the subject's disease management at risk or may result in the subject being unable to comply with study requirements.~Night shift workers.~Breastfeeding planned on or after Day 0.~Pregnant or sexually-active female subjects who are of childbearing potential and who don't use an acceptable form of contraception.",Enrolls postpartum,"If post-partum, at least 10 days post delivery at Day 0.",1,1,"If post-partum, at least 10 days post delivery at Day 0.",1
