,nct_id,official_title,summary,criteria,conditions,Nonviable_GPT,Nonviable_quote,Review,
46,NCT05322252,Simultaneous Mifepristone and Misoprostol Versus Misoprostol Alone for Induction of Labor of Nonviable Second Trimester Pregnancy: a Pilot Randomized Controlled Trial,"When time allows, administration of mifepristone prior to second trimester induction of labor decreases total labor time. However, in the setting of many pregnancy complications, decreasing time from diagnosis of nonviable pregnancy to delivery is of utmost importance to decrease risk of maternal complications. Previous data has shown that total abortion time is longer in the group receiving mifepristone owing to the delay between mifepristone administration and initiation of misoprostol induction of labor. Thus, the investigators aim to investigate whether simultaneous mifepristone and misoprostol has benefits over misoprostol alone when labor induction of a nonviable second trimester cannot be delayed.","Inclusion Criteria:~18 years or older~14 and 28 weeks' gestation~Singleton gestation~Nonviable fetus (i.e. fetal demise or previable gestational age/weight or lethal fetal anomaly)~Requires induction of labor~If fetal cardiac motion, abortion being performed for medical emergency per MO laws and consents completed~Exclusion Criteria:~Contraindication to mifepristone~Plan for surgical evacuation of uterus~Contraindication to vaginal delivery~Plan to initiate induction with any medication or device except misoprostol~Declines participation","abortion, second trimester~pprom~rupture, spontaneous~fetal demise~fetal death~fetal demise from miscarriage~fetal death before 22 weeks with retention of dead fetus~pregnancy loss~pregnancy complications",1,Nonviable fetus (i.e. fetal demise or previable gestational age/weight or lethal fetal anomaly),1,
47,NCT03057041,Intranasal Fentanyl for Pain Control During First-Trimester Uterine Aspiration: A Randomized Controlled Trial,"Intranasal fentanyl has been found to be safe and effective in the reduction of pain among pediatric and adult populations. The investigators hypothesize that patients who receive 100 mcg of intranasal fentanyl for pain control before first-trimester uterine aspiration will report lower pain scores than those who receive placebo. The investigators will test this hypothesis using a randomized, double-blind, placebo-controlled trial comparing pain reported during uterine aspiration between patients who receive either intranasal fentanyl or intranasal saline prior to the procedure.","Inclusion Criteria:~Seeking office based uterine aspiration~Gestational age at 14 weeks or less~Age 14 years or older with parental consent to participate in this research study if 14-17 years old~Able to read, speak, and understand English~Ability to understand materials and consent forms~Exclusion Criteria:~Seeking medical abortion, operating room based surgical abortion, or operating room based miscarriage management~Gestational age greater than 14 weeks~Age less than 14 years old~Inability to read, speak, and understand English~Current incarceration~Weight less than 40kg~Self-reported or documentation of significant cardiopulmonary disease~Self-reported or documentation of alcohol or substance dependence or abuse~Contraindications, relative contraindication to fentanyl use",pain uterus,1,"Exclusion Criteria:~Seeking medical abortion, operating room based surgical abortion, or operating room based miscarriage management",1,
48,NCT00269568,"A Multicenter, Randomized Comparison of Mifepristone and Misoprostol Administered Simultaneously Versus 24 Hours Apart for Abortion Through 63 Days","This is a multicenter, randomized study. 564 healthy women, age 18 years or older, with an intrauterine pregnancy, and requesting a medical abortion, will be recruited to participate in this prospective clinical trial. This study will provide an evaluation of oral mifepristone 200 mg and vaginal misoprostol 800 mcg administered simultaneously in women up to 63 days gestation. The aims of the study are to compare the complete abortion rates, at 7 and 14 days after misoprostol administration, when using mifepristone 200 mg orally and misoprostol 800 mcg vaginally are administered simultaneously and 24 hours apart in women up to 63 days gestation. Assessment of side effects (nausea, vomiting, pain) as well as acceptability will be done using pre and post-study questionnaires, and visual analogue scales. Complete abortion rate within 24 hours is expected to be 90%",Inclusion Criteria:pregnancy equal to or less than 63 days at enrollment -~Exclusion Criteria:abnormal pregnancy diagnosed by ultrasound~-,abortion seekers,1,This study will provide an evaluation of oral mifepristone 200 mg and vaginal misoprostol 800 mcg administered simultaneously in women up to 63 days gestation.,1,
49,NCT03202550,Oral Sedation During Cervical Dilator Placement: A Randomized Controlled Trial,"This will be a randomized, double-blind, placebo-controlled trial involving 2 arms. It will be comparing the effects of placebo compared to 1 mg oral lorazepam/5 mg oral oxycodone on pain scores during cervical dilator placement prior to dilation and evacuation (D&E).","Inclusion Criteria:~Women aged 18-50 years~English speaking~With an intrauterine pregnancy (either viable or non-viable) between the gestational ages of 17w0d and 23w6d~Have a support person present with participant~Have a cell phone capable of text messaging (optional)~Exclusion Criteria:~Non-English-speaking~Taking a daily benzodiazepine or opiate~Have a known allergy or contraindication to NSAIDs, opiates, or benzodiazepines",oral sedation and cervical dilator pain,1,With an intrauterine pregnancy (either viable or non-viable) between the gestational ages of 17w0d and 23w6d,1,
50,NCT03545893,A Pilot Randomized Trial of Opioids Versus Nonopioids for Pain Control After Osmotic Dilator Placement for Abortion Care,The purpose of this study is to compare maximum pain scores between patients seeking induced abortion and requiring cervical preparation with osmotic dilators. Patients will be randomized to receive prescription for ibuprofen alone or to receive prescription for ibuprofen + oxycodone for overnight pain management after cervical preparation with osmotic dilators. Data collected in-person and through a text-messaging platform.,Inclusion Criteria:~English-speaking women~18 years or older~Access to cell phone with text-messaging capability/data~Receiving cervical preparation for induced abortion~Able to complete baseline survey on smartphone/tablet at screening visit~Exclusion Criteria:~History of opioid or alcohol abuse~Contraindications or allergy to ibuprofen~Contraindications or allergy opioid medications~Seeking uterine evacuation for premature preterm rupture of membranes or advanced - cervical dilation or intrauterine fetal demise,abortion second trimester,1,Receiving cervical preparation for induced abortion,1,
51,NCT02279914,Misoprostol Dose and Timing Before Surgical Abortion at 13 to 16 Weeks' Gestation: a Randomized Trial,"This study is a blinded randomized trial to compare two different doses and intervals of buccal misoprostol for cervical preparation before surgical abortion at 13 to 16 weeks' gestation: 400 mcg administered 3 hours before D&E (dilation and extraction), and 600 mcg administered 1.5 hours before D&E.~Primary objective: To compare operative times after two different doses and intervals of misoprostol using a non-inferiority design.~Secondary objectives: To compare the doses and intervals of misoprostol for differences in: (1) initial cervical dilation; (2) need for mechanical dilation and ease of dilation if required; (3) ability to complete the abortion procedure without further cervical preparation; (4) complications; (5) provider variables including ease of procedure and satisfaction with cervical preparation; (6) patient variables including pre-operative side effects, post-operative pain, and acceptability","Inclusion Criteria:~18 years of age and older~Eligible for pregnancy termination at Planned Parenthood of NYC~Able to give informed consent~English speaking~Exclusion Criteria:~Reports active bleeding, severe pain, or symptoms of spontaneous labor at enrollment~Intrauterine fetal demise identified on pre-operative ultrasound~Allergy to misoprostol","abortion, induced",1,To compare two different doses and intervals of buccal misoprostol for cervical preparation before surgical abortion at 13 to 16 weeks' gestation,1,
52,NCT03774745,A Randomized Trial of Mifepristone Antagonization With High-Dose Progesterone to Prevent Medical Abortion,Double-blind randomized trial to evaluate the potential impact of progesterone treatment on early pregnancies exposed to mifepristone.,"Inclusion Criteria:~Pregnant females 18 years and older at enrollment.~Seeking surgical abortion at 44-63 days' gestation on Study day 1.~Have received counseling and signed informed consent per UCD standard procedures for surgical abortion.~Presence of embryonic gestational cardiac activity on transvaginal ultrasonography.~English-speaking~Willing to sign informed consent and follow study protocol.~Willing to experience potential expulsion of the pregnancy with mifepristone treatment.~Exclusion Criteria:~Medical contraindications to medical abortion.~Poorly controlled hypertension (systolic BP >160 or diastolic BP >95)~Significant anemia - known recent hemoglobin <9.5 gm/dL~Clinically significant cardiovascular disease (angina, valvular disease, arrhythmia, or congestive heart failure)~Breastfeeding~Coagulopathy or therapeutic coagulation~Ultrasound evidence of molar or ectopic pregnancy~Chronic systemic corticosteroid use~Adrenal disease~Sickle cell anemia with frequent/recent crises~Glaucoma~IUD in place during conception, even if removed.~Peanut allergy.~Known intolerance of mifepristone or progesterone.~Any other condition, that in the opinion of the clinician, would contraindicate mifepristone, progesterone or medical abortion.","pregnancy, unwanted",1,Seeking surgical abortion at 44-63 days' gestation on Study day 1.,1,
53,NCT03136068,"Intrafetal Digoxin as an Adjuvant for Dilation and Evacuation at 20 to 24 Weeks' Gestation: a Placebo-controlled, Double-blinded Randomized Controlled Trial","This is a research study to measure the effect of digoxin injection on Dilation and Evacuation (D&E) procedure duration. Digoxin is the most commonly used feticidal agent among family planning subspecialists, and is commonly used for a variety of reasons including provider preference, patient preference, and concerns over legal status of later D&E procedures. There have been several studies on digoxin administration, adverse effects, and impact on the D&E procedure, but doctors want to clarify how digoxin effects D&E procedure time, if at all.",Inclusion Criteria:~20 weeks 0 days-24 weeks 0 days gestation~English or Spanish speaking~18 years or older~Exclusion Criteria:~Under 18~Contraindications to digoxin,abortion,1,This is a research study to measure the effect of digoxin injection on Dilation and Evacuation (D&E) procedure duration. Digoxin is the most commonly used feticidal agent among family planning subspecialists.,1,
54,NCT00382538,"A Randomized, Placebo-Controlled, Double-Blinded Study of Mifepristone in Midtrimester Termination of Pregnancy","Mid-second trimester medical terminations of pregnancy require admission to the hospital for the length of time it takes a woman to abort. The current protocol at BMC uses intra-amniotic digoxin injection the day prior to admission. The following day, the woman is admitted and given sequential doses of misoprostol until delivery occurs. The average length of time between the first dose of misoprostol and delivery is 12 hours, requiring most women to stay overnight. This is a randomized, placebo-controlled, double-blinded study designed to determine whether adding mifepristone significantly reduces the induction interval time (time between starting the first misoprostol and delivery) required for a second trimester termination.",Inclusion Criteria:~16 years of age or over~able to give informed consent in English or Spanish~Requesting termination of pregnancy~Exclusion Criteria:~Under 16 years of age~rupture membranes or intrauterine death,"abortion, induced~abortion, second trimester",1,Mid-second trimester medical terminations of pregnancy require admission to the hospital for the length of time it takes a woman to abort.,1,
55,NCT06123026,Pharmacological Inhibition of Lactation After 16 to 20 Week Abortion: a Randomized Controlled Trial,"The goal of this clinical trial is to compare breast symptoms (lactation, engorgement, etc) of individuals who undergo a procedure for second trimester of pregnancy loss between 16 weeks and 20 weeks gestational age. The participants will be randomly placed in two groups, one with a placebo tablet and one with medication called cabergoline which are taken immediately after their procedure. Researchers will compare groups to see if there are any significant differences in breast symptoms.","Inclusion Criteria:~pregnant individuals seeking termination of pregnancy after 16w0d gestation and up to 19w6d gestation. this includes management of intrauterine demises~ages 18 to 50~con provide informed consent in English~Exclusion Criteria:~Age under 18 or above 50~gestational ages before 16 weeks 0 days or after 20 weeks 0 days~unable to provide written consent in English~hypertensive disorder~uncontrolled hypertension or known hypersensitivity to ergot derivatives~History of cardiac valvular disorders~history of pulmonary fibrosis~documented bipolar schizophrenia~documented allergy to medication, including lactose intolerance (placebo pill involves lactose)",lactation suppressed~second trimester abortion,1,pregnant individuals seeking termination of pregnancy after 16w0d gestation and up to 19w6d gestation. this includes management of intrauterine demises,1,
56,NCT04292171,Gabapentin for Perioperative Pain Relief in Surgical Abortion: a Double-blind Randomized Controlled Trial,Gabapentin preoperative use for evaluation of benefit to reduce pain during and after surgical office-based abortion.,"Inclusion Criteria:~Women seeking surgical abortion between 5 and 23 6/7 weeks of ultrasound age.~English or Spanish speaking~eligible for office-based surgical pregnancy termination~Exclusion Criteria:~present use of gabapentin or pregabalin,~renal disease~sensitivity or allergy to gabapentin~Missed abortion",pain control,1,eligible for office-based surgical pregnancy termination,1,
57,NCT01330459,An Evaluation of Hydrocodone/Acetaminophen for Pain Control in First Trimester Surgical Abortion,The purpose of this study is to determine whether preoperatively administered hydrocodone/acetaminophen (HC/APAP) reduces pain during a first trimester surgical abortion.,"Inclusion Criteria:~Aged 18 years or older~Voluntarily requesting surgical pregnancy termination~Pregnancy with intrauterine gestational sac up to 10 weeks 6 days gestation, dated by ultrasound~Eligible for suction curettage~English or Spanish speaking~Good general health~Able and willing to give informed consent and agree to terms of the study~Exclusion Criteria:~Gestational ages 11 weeks or more~Incomplete abortion~Premedication with misoprostol~Use of any opioid medication within the past 7 days~Use of heroin within the past 7 days~Requested opioids or IV sedation prior to start of the procedure~Patients who refuse ibuprofen or lorazepam~Contraindications or allergies to HC/APAP, lidocaine, ibuprofen, or lorazepam~Significant medical problem necessitating inpatient procedure~Adnexal mass or tenderness on pelvic exam consistent with pelvic inflammatory disease~Known hepatic disease",pain,1,The purpose of this study is to determine whether preoperatively administered hydrocodone/acetaminophen (HC/APAP) reduces pain during a first trimester surgical abortion.,1,
58,NCT00957346,Mifepristone and Misoprostol Versus Misoprostol Alone for Mid-trimester Termination of Pregnancy (14-21 Weeks LMP): A Randomized-controlled Double-blinded Trial,The primary goal of this study is to determine the clinical advantage of pre-treatment with mifepristone in second trimester misoprostol induction abortion. This will be a randomized controlled double-blinded trial of 20 women comparing misoprostol alone to mifepristone plus misoprostol for second trimester (14-21 weeks' LMP) medical abortion.,"Inclusion Criteria:~Meet legal criteria to obtain abortion~Present with closed cervical os and no vaginal bleeding~Live fetus at time of presentation for service~Have no contraindications to study procedures, according to provider~Be able to consent to procedure, either by reading consent document or by having consent document read to her~Be willing to follow study procedures~Exclusion Criteria:~Known previous transmural uterine incision~Known allergy to mifepristone or misoprostol/prostaglandin or other contraindications to the use of mifepristone or misoprostol~Any contraindications to vaginal delivery, including placenta previa~Presentation in active labor (defined as moderate to severe contractions every 10 minutes or less)","abortion, induced",1,The primary goal of this study is to determine the clinical advantage of pre-treatment with mifepristone in second trimester misoprostol induction abortion.,1,
59,NCT02447029,Self-Administered Lidocaine Gel for Pain Management With First Trimester Surgical Abortion: A Randomized Controlled Trial,"Despite global efforts to decrease discomfort during surgical abortion, pain remains a limiting factor in where and how procedures are performed. Several studies have investigated different methods of delivering cervical anesthesia prior to abortion, however to the best of the investigators' knowledge, there is no published data that 1) rigorously examines the effect of a time interval between local anesthetic administration and procedure initiation, or 2) explores whether adequate pain relief is possible through self-administered, non-invasive means alone. Research in this area has a significant public health impact, given the large number of women worldwide who seek abortions.~The investigators propose to explore the effect of a locally applied vaginal lidocaine gel in place of the traditional paracervical block prior to first trimester surgical abortion. They hypothesize that lidocaine gel is no worse than paracervical block at decreasing abortion related pain at a variety of time points throughout the procedure. This is a non-inferiority, open label, randomized controlled trial.~If self-administered vaginal gel is acceptable and effective, it would increase options for pain control during abortion and other gynecologic procedures.","Inclusion criteria:~Women ages 18 and older undergoing elective surgical abortion at 5 and 0/7 to 11 and 6/7 weeks gestational age~Use of IV sedation for pain management~English or Spanish speaking~Ability to give informed consent~Exclusion criteria:~Any pre-operative use of misoprostol (typically given at 12 weeks and above in this clinic)~Allergy to study medications: lidocaine, midazolam, fentanyl~Known uterine anomaly~Prior cervical surgery.","pregnancy, unwanted",1,The investigators propose to explore the effect of a locally applied vaginal lidocaine gel in place of the traditional paracervical block prior to first trimester surgical abortion.,1,
60,NCT01862991,Protocol Title: Reducing Complications and Patient Barriers in Second Trimester Abortion: Pre-Operative Effects of Mifepristone (POEM) on Dilatation and Evacuation Services,"This research study investigates the use of a drug, mifepristone, given before second trimester abortion. Mifepristone is a medication that is approved for medical abortion during the first trimester. It also has been used prior to abortion in the early seconds trimester (14-16 weeks gestation) and for medication abortion in the second trimester (also called induction abortion). This medication has effects on the uterus that may help dilate, or open, the cervix. Abortion requires opening of the cervix to safely remove the pregnancy. Cervical dilation, or opening, is essential to both ease of completion of procedure and reducing complications that can occur. These complications include laceration, or tearing, of the cervix and perforation of the uterus (a hole made unintentionally in the muscle wall of the uterus) and are not expected to be increased in the study. Dilation of the cervix is usually achieved by placing thin rods (cervical dilators) through the cervix. These rods then absorb the moisture of the vagina and slowly expand, opening the cervix. The standard method of dilation is performed at the clinic and involves the placement of cervical dilators the day before the procedure. This procedure can be uncomfortable. A prior study showed that mifepristone reduces the number of osmotic dilators that need to be placed prior to the procedure after 19 weeks gestation. We aim to investigate mifepristone as a potential adjunct to cervical dilation or used alone, without dilators, as method of cervical preparation with the hopes of reducing barriers imposed by painful procedures and time in clinic and away from work/home that the current approach involving dilators requires.","Inclusion Criteria:~>18 years old~Viable, Singleton pregnancy~Voluntarily seeking abortion between 19 and 24 wks gestation~Able to give informed consent and comply with study protocol~Fluent in English or Spanish~Exclusion Criteria:~Allergy to misoprostol or mifepristone",legally induced abortion without mention of complication,1,"This research study investigates the use of a drug, mifepristone, given before second trimester abortion.",1,
61,NCT00613821,A Comparison of Intrauterine Lidocaine Infusion and Paracervical Block for Pain Management in First Trimester Abortions,"The purpose of this study is to examine the effect of lidocaine (a numbing medication) inside the uterus on patient pain during an early abortion, compared to the paracervical block (lidocaine injected on either side of the cervix).","Inclusion Criteria:~Good general health~Age>18years~English speaking~Voluntarily requesting pregnancy termination~Have an estimated gestation of up to 76 days since the first day of the preceding menstrual period~Confirmed by ultrasound~Be able and willing to sign an informed consent~Agree to the terms of the study~All patients must be premedicated with Ibuprofen and Valium (per clinic protocols)~Exclusion Criteria:~Significant physical or mental health condition~A gestational age of 77 days or more~Adnexal mass or tenderness on pelvic exam consistent with pelvic inflammatory disease~Patients who require or request IV/intramuscular sedation~Patients who refuse Ibuprofen, Valium and/or paracervical blocks~Patients allergic to lidocaine~Patients with known hepatic disease~Patients weighing less than 100 lbs",pain,1,The purpose of this study is to examine the effect of lidocaine (a numbing medication) inside the uterus on patient pain during an early abortion,1,
62,NCT00324519,Randomized Trial Comparing Misoprostol and Foley Bulb for Pregnancy Termination in the Second Trimester,The purpose of this study is to compare two methods of pregnancy termination on the time to delivery in the second trimester.,"Inclusion Criteria:~indication for pregnancy termination, gestational age from 13-27 weeks~Exclusion Criteria:~multiple gestation, previous uterine surgery, rupture of membranes, latex allergy","pregnancy trimester, second~induced abortion",1,The purpose of this study is to compare two methods of pregnancy termination on the time to delivery in the second trimester.,1,
63,NCT00671060,"Misoprostol for Treatment of Fetal Death at 14-28 Weeks of Pregnancy, Inclusive, Not Accompanied by Complete Expulsion of the Contents of the Uterus","The purpose of the proposed study is to test - in a randomized, blinded trial - two different doses of the prostaglandin E1 analogue misoprostol administered buccally as a treatment for fetal death at 14 - 28 weeks, inclusive, of pregnancy. At such an advanced stage of pregnancy, the nonviable fetus is often not spontaneously evacuated, and yet timely evacuation is vital in order to avoid the possibility of, among other things, potentially life-threatening maternal coagulopathies. Current approaches to uterine evacuation in these cases include dilatation and evacuation (D&E) surgery (in less advanced pregnancies) and labor induction with a variety of products. Misoprostol has been demonstrated to be as effective as, or more effective than, either oxytocin or prostaglandin E2 analogues for this indication in a number of small, non-FDA-approved trials which have been published in the peer-reviewed literature. In the absence of more formal study of this treatment, however, dosages are not standardized, pathways of administration vary, and other uncertainties linger. The purpose of the protocol proposed herein is to formally establish, via a randomized, double-blinded study, the safety and effectiveness of misoprostol for this indication, and to compare the value of two distinct doses, so that providers may henceforward proceed with greater authority and confidence.",Inclusion Criteria:~Women presents with spontaneous fetal death~Gestational age of fetus between 14-28 weeks~Exclusion Criteria:~Transmural uterine scar;~Allergies or other contraindications to use of misoprostol;~Placental abruption with active hemorrhage;~Complete placenta previa;~Extreme uterine structural anomalies;~Or other contraindications to vaginal delivery of the fetus;~Presentation in active labor (moderate to severe contractions every 10 minutes); or~Four or more previous deliveries,intrauterine fetal demise,1,"The purpose of the proposed study is to test - in a randomized, blinded trial - two different doses of the prostaglandin E1 analogue misoprostol administered buccally as a treatment for fetal death at 14 - 28 weeks, inclusive, of pregnancy.",1,
64,NCT02012491,Comparative Effectiveness of Pregnancy Failure Management Regimens,The purpose of the study is to compare the effectiveness of combination treatment (mifepristone premedication plus single-dose misoprostol) to single-dose misoprostol (standard of care) for the management of early pregnancy failure.,"Inclusion Criteria:~between 5 and 12 completed weeks gestation~18 years or older~hemodynamically stable~confirmed diagnosis of intrauterine embryonic/fetal demise or anembryonic gestation (ultrasound examination demonstrates a fetal pole without cardiac activity measuring between 5.3 and 40 mm or an abnormal growth pattern diagnostic of early pregnancy failure)~willing and able to give informed consent~Exclusion Criteria:~diagnosis of incomplete or inevitable abortion (absent gestational sac and/or active bleeding, open cervical os)~contraindication to mifepristone (chronic corticosteroid administration, adrenal disease)~contraindication to misoprostol (glaucoma, mitral stenosis, sickle cell anemia, or known allergy to prostaglandin)~cardiovascular disease (angina, valvular disease, arrhythmia, or cardiac failure)~most recent hemoglobin <9.5 g/dL~diagnosis of porphyria~known clotting defect or receiving anticoagulants~pregnancy with an intrauterine device (IUD) in place~breastfeeding during the first 7 days of study participation~unwilling to comply with the study protocol and visit schedule~any evidence of viable pregnancy~possibility of ectopic pregnancy~known or suspected pelvic infection~concurrent participation in any other interventional trial",spontaneous abortion,1,confirmed diagnosis of intrauterine embryonic/fetal demise or anembryonic gestation (ultrasound examination demonstrates a fetal pole without cardiac activity measuring between 5.3 and 40 mm or an abnormal growth pattern diagnostic of early pregnancy failure),1,
65,NCT03635905,Gabapentin as an Adjunct for Pain Management During Dilation and Evacuation: A Double-blind Randomized Controlled Trial,"Justification. Pain control is still an issue for women undergoing second trimester abortion procedures. The investigators propose a randomized controlled double-blinded trial evaluating the use of adjunct gabapentin versus placebo in addition to moderate sedation during D&E. The investigators hypothesize that 600 mg oral gabapentin administered pre-operatively at the time of cervical preparation initiation will improve intra-operative pain control. The investigators also hypothesize that it will improve pre- and post-operative pain, anxiety, nausea, vomiting, and overall satisfaction with pain management during D&E.~To test the hypotheses the investigators plan to enroll 130 participants who will be randomized 1 to 1 to receive either 600 mg gabapentin or placebo at the initiation of cervical preparation.",Inclusion Criteria:~English proficiency~18 years of age or older~Gestational age 14 weeks or greater~Ability to provide informed consent~Desire to proceed with outpatient D&E under moderate sedation~Exclusion Criteria:~Contraindications to outpatient abortion or moderate sedation~Current use of gabapentin (Neurontin®) or pregabalin (Lyrica®)~Severe renal disease~Allergy or sensitivity to gabapentin or pregabalin,pain,1,Pain control is still an issue for women undergoing second trimester abortion procedures.,1,
66,NCT03080493,Gabapentin for Pain Control After Osmotic Dilator Insertion and Prior to D&E Procedure: a Randomized Controlled Trial,"Women having abortion procedures between 15 weeks 0 days and 23 weeks 6 days gestational age on the day of their procedure commonly have dilators placed in their cervix overnight before the abortion procedure. The dilators are put in during a pelvic exam in the clinic and after women go home they expand slowly overnight to open the cervix before the abortion procedure the next day. This can be a painful experience and health care providers often give women different kinds of pain medicine to help them.~The investigators are interested in whether a medicine called gabapentin, which is a non-narcotic medicine, could help. Gabapentin is approved by the U.S. Food and Drug Administration (FDA) for prevention of seizures and for treating nerve pain and doctors are also using it to decrease pain for people having surgical procedures.~The main goals of our study are to learn about:~Women's pain experience with dilators in their cervix overnight before the abortion procedure~How well gabapentin works to decrease women's pain while they have the dilators in their cervix~Women who enroll in the study will get a dose of either gabapentin or placebo (a pill with no medicine in it) before their dilators are placed in the clinic. The medication they get (gabapentin or placebo) will be chosen by chance, like flipping a coin. Neither the women in the study nor the doctors giving them the medication will know which medication they receive so the investigators can learn about their pain without being influenced by knowing which medication they take. Doctors will be able to find out which medication women got if there is an emergency or if it changes their medical care.~The investigators will communicate with women in real time overnight by text messaging to see how much pain they are having in the moment and how much pain medicine they are taking.~The investigators hypothesize that women who receive gabapentin will have a smaller increase in their pain with the dilators than women who receive placebo (a pill with no medicine in it).~The investigators' findings will help doctors understand women's pain experience with dilators better and possibly provide a new way of treating pain with gabapentin.","Inclusion Criteria:~15 weeks 0 days gestational age - 23 weeks 5 days gestational age at time of dilator insertion~Able to read and write in English~Active cell phone with text messaging capability~Ride home from dilator insertion clinic appointment~Exclusion Criteria:~Current use of gabapentin or pregabalin~Allergy to gabapentin, acetaminophen, codeine, or ibuprofen~Self reported renal disease (severe impaired renal function)~Self reported current or chronic narcotic use (typical daily use)~Women with any issue that, in the opinion of the investigator, would interfere with study participation or generating accurate study data","abortion, induced~cervical preparation~pain",1,Women having abortion procedures between 15 weeks 0 days and 23 weeks 6 days gestational age on the day of their procedure commonly have dilators placed in their cervix overnight before the abortion procedure.,1,
67,NCT00426491,Misoprostol for the Medical Management of Non-Viable First Trimester Pregnancies,"The purpose of this study is to examine the effectiveness of Misoprostol (Cytotec; GD Searle and Co., Chicago, IL) for the management of non-viable first trimester pregnancies. Specifically, Misoprostol (15-S-15-methyl PGE1) will be compared to a placebo with expectant management in who have documented non-viable gestations. We will examine the following outcome variables: time to resolution, number of patients requiring dilation and curettage, change in hematocrit, cost to the institution, patient satisfaction, and reported side effects.","Inclusion Criteria:~Pregnant patients with nonviable pregnancy document by ultrasound~Gestation at or less than 13 weeks by ultrasound measurements~Clinically stable as determined by provider~Afebrile~Hematocrit > 30~Over 18 years of age~Exclusion Criteria:~History of allergy to, or intolerance of, misoprostol~Refusal to abstain from intercourse for 72 hours~Significant vaginal bleeding (> 2 pad/hr)~History of inflammatory bowel disease","abortifacient agents, nonsteroidal~abortion, incomplete~misoprostol~pregnancy",1,"The purpose of this study is to examine the effectiveness of Misoprostol (Cytotec; GD Searle and Co., Chicago, IL) for the management of non-viable first trimester pregnancies.",1,
68,NCT06078501,Misoprostol Effect on Second Trimester Abortion Blood Loss,"Although serious complications from second trimester abortion are rare hemorrhage is the most common cause of procedural abortion related morbidity and mortality. Misoprostol is a prostaglandin E1 analogue that is used by 75% of clinicians prior to procedural abortion for the purpose of cervical preparation. Misoprostol is also known to decrease blood loss in first trimester abortion and is used to treat postpartum hemorrhage, however the effect of preprocedural misoprostol on procedural blood loss is not well described.~We will conduct a double blinded placebo-controlled gestational age stratified superiority trial of those undergoing procedural abortion between 18 and 23 weeks gestation at Stanford Health care. Participants will be randomized to either 400mcg buccal misoprostol or placebo on the day of the procedure. A quantified blood loss (QBL) will be measured during the procedure and participants will complete a survey to assess symptoms. Our primary outcome is quantified blood loss. Secondary outcomes include clinical interventions to manage excess bleeding, total procedure time, provider reported experience, patient reported experience.","Inclusion Criteria:~Pregnant people, 18 years of age or older; intrauterine pregnancy between 18/0-23/6 weeks of gestational age (by ultrasound dating performed prior to same day of enrollment visit) consented for an induced abortion; English or Spanish speaking, able to consent for a research study, literate in English or Spanish.~Exclusion Criteria:~known coagulopathy, suspected morbidly adherent placenta spectrum, multiple gestation, current infection, ruptured membranes, or fetal demise at time of enrollment.","blood loss, surgical~second trimester abortion",1,Misoprostol Effect on Second Trimester Abortion Blood Loss. We will conduct a double blinded placebo-controlled gestational age stratified superiority trial of those undergoing procedural abortion between 18 and 23 weeks gestation at Stanford Health care.,1,
69,NCT03134183,A Randomized Double-blinded Comparison of 24-hour Interval-Mifepristone and Buccal Misoprostol Versus Mifepristone and Vaginal Misoprostol for Cervical Preparation in Second-Trimester Surgical Abortion,This study aims to compare mifepristone and buccal misoprostol to mifepristone and vaginal misoprostol for cervical preparation for second trimester dilation and evacuation (D&E).,"Inclusion Criteria:~The study will enroll healthy English or Spanish-speaking women, over 18 years of age, eligible for non-urgent D&E at 16 0/7 weeks to 20 6/7 weeks gestation, confirmed by sonogram, and willing/able to undergo informed consent.~Exclusion Criteria:~Emergent need for D&E, intrauterine infection, fetal demise, molar pregnancy, intolerance, allergy or contraindication to mifepristone or misoprostol","abortion, second trimester",1,The study aims to compare mifepristone and buccal misoprostol to mifepristone and vaginal misoprostol for cervical preparation for second trimester dilation and evacuation (D&E).,1,
