,nct_id,official_title,summary,gender,minimum_age,maximum_age,criteria,AnyPregGPT_updated2,Summary.x,Summary_quote,Preg_Only_GPT.x,Nonviable_GPT,Nonviable_quote,Category,Secondary.category,Code,Summary.y,AnyPreg_Rev,Preg_Only_Rev,Postpartum_Rev,Category_Rev
155,NCT00398684,NA,The purpose of this study was to assess the efficacy of a single dose of the drug nevirapine (NVP) given to pregnant women at onset of labor and to their infant 48-72 hours after birth in addition to standard oral zidovudine (ZDV or AZT) prophylaxis for the prevention of mother-to-child transmission of HIV-1.,Female,N/A,N/A,"Pre-Entry Criteria~Women were eligible for the study if they:~have evidence of HIV infection (documented by two HIV antibody tests on two different dates);~were to be provided ZDV Prophylaxis (starting at 28 weeks or as soon as possible thereafter);~intended to carry the pregnancy to term;~intended to deliver at and bring their infant to a study site for at least 12 months after delivery; and~could provide informed consent.~Inclusion criteria~Women are eligible for the study if they:~met all pre-entry criteria;~agreed not to breastfeed;~consented to participate and to be followed for the duration of the study;~presented the following laboratory values within 14 days prior to randomization:~hemoglobin > 8.0 mg/dl~absolute neutrophil count > 1000 cells/mm3~platelets > 100,000 cells/mm3~serum creatinine < 1.5 mg/dl (women with a serum creatinine > 1.5 mg/dl must have a measured eight-hour urine creatinine clearance > 70 ml/min)~SGPT less than 10 times the upper limit of normal NOTE: Women with a Grade 2 or Grade 3 SGPT value (between 2.6 and 10 times the upper limit of normal) were allowed on study; they were monitored monthly until delivery. If at any point their SGPT value rose to a Grade 4 (more than 10 times the upper limit of normal), they should not be dosed with the Study Drug.~Exclusion Criteria:~evidence of pre-existing fetal anomalies incompatible with life;~known hypersensitivity to any benzodiazepine or to NVP;~receipt of antiretroviral agent other than ZDV;~receipt of non-allowed concomitant treatment;~uncontrolled hypertension;~concurrent participation in another clinical trial;~women with a CD4 count <200/µL or history of oral candidiasis if they were not receiving PCP prophylaxis.",Included,The study explicitly includes pregnant women as it assesses the efficacy of a drug given to pregnant women at the onset of labor for the prevention of mother-to-child transmission of HIV-1.,The purpose of this study was to assess the efficacy of a single dose of the drug nevirapine (NVP) given to pregnant women at onset of labor and to their infant 48-72 hours after birth in addition to standard oral zidovudine (ZDV or AZT) prophylaxis for the prevention of mother-to-child transmission of HIV-1.,1,0,0,"3. HIV (Prevention of Mother-to-Child Transmission / PMTCT, NO malaria)",None,HIV (PMTCT),"The study assesses the efficacy of nevirapine (NVP) in addition to standard zidovudine (ZDV) prophylaxis for preventing mother-to-child transmission of HIV-1. The trial exclusively enrolls pregnant women, making it a PMTCT study. There is no indication of pain management intervention.",1,1,0,
156,NCT02027272,Eclampsia and Posterior Reversible Encephalopathy Syndrome (PRES): A Randomized Clinical Trial Evaluating Corticosteroid Efficacy to Augment Standard Therapy and Shorten Recovery.,"This is a double blinded, placebo-controlled trial to determine if IV dexamethasone more quickly than placebo assists resolution of Posterior Reversible Encephalopathy Syndrome (PRES) encountered in eclamptic patients. All patients regardless of assignment to placebo or steroid will receive standard therapy to include magnesium sulfate, blood pressure medications and diuretics. We hypothesize that the addition of dexamethasone to standard therapy will accelerate CNS recovery more quickly than standard management without dexamethasone.",Female,18 Years,45 Years,Inclusion Criteria:~Currently 34 weeks pregnant or within 6 weeks postpartum~At least 18 years of age~Singleton or twin gestation~Patient or family sign informed consent~Diagnosis of eclampsia~Able to obtain MRI scanning within 24hours of hosp admit and/or seizure~Exclusion Criteria:~Neither pregnant nor within first 6 weeks postpartum~Patient or family unable to sign informed consent~Less than 18 years of age~Triplet or higher order gestation~Unable to obtain MRI scanning within 24 hours of hospital admission (~Diagnosis of cerebral hemorrhage~Patient in whom MRI is contraindicated,Included,"The trial includes pregnant individuals and those within 6 weeks postpartum, explicitly mentioning the inclusion of these groups.",Inclusion Criteria:~Currently 34 weeks pregnant or within 6 weeks postpartum,0,0,0,2. Hypertension/pre-eclampsia/eclampsia/HELLP syndrome,None,HTN/Pre-eclampsia/Eclampsia,"This trial evaluates the efficacy of IV dexamethasone in treating Posterior Reversible Encephalopathy Syndrome (PRES) in eclamptic patients. The inclusion criteria specify that participants must be currently pregnant or within 6 weeks postpartum, indicating that the trial is exclusively for pregnant or recently postpartum individuals. The primary condition being studied is eclampsia, which falls under the category of hypertension/pre-eclampsia/eclampsia/HELLP syndrome. There is no indication that the trial focuses on pain management.",1,0,0,
157,NCT00067340,Northwest Alaska Center to Reduce Oral Health Disparity Project 2: Caries Transmission Prevention in Alaska Native Infants,"The purpose of this study is to conduct a community based, randomized control trial to determine if the use of chlorhexidine mouth rinse and xylitol-sweetened chewing gum will reduce the vertical transmission of caries between Alaska Native mothers to their infants.",Female,N/A,N/A,"primiparous or multiparous pregnant Alaska Native mothers of all ages~in the last month of pregnancy~reside in the health service delivery area of the native health corporation, in one of the communities with the highest birth counts from 2002~eligible for obstetric care from the health corporation~plan to give birth to their infant in a specified city of Alaska",Included,The study explicitly includes pregnant Alaska Native mothers in the last month of pregnancy and evaluates a treatment (chlorhexidine mouth rinse and xylitol-sweetened chewing gum) to reduce caries transmission to their infants after birth.,primiparous or multiparous pregnant Alaska Native mothers of all ages~in the last month of pregnancy,1,0,0,29. Other - infant disease or injury,None,Infant disease/injury,"The trial focuses on preventing the transmission of dental caries from pregnant Alaska Native mothers to their infants using chlorhexidine mouth rinse and xylitol-sweetened chewing gum. The primary category is 'Other - infant disease or injury' because the intervention aims to prevent a condition (dental caries) in infants. Pregnant individuals are the only participants, so 'Preg_Only_GPT' is 1.",1,1,0,
158,NCT03476083,"Tenofovir Disoproxil Fumarate in Combination of Hepatitis B Vaccine With the Omission of Immune Globulin to Prevent Hepatitis B Transmission in Mother With High Viral Load: A Multi-Center, Prospective, Randomized and Open-Label Study","Immunoprophylaxis with two hepatitis B vaccinations following the hepatitis B immune globulin (HBIg) and hepatitis B vaccine at birth is largely effective in protecting infants from hepatitis B virus (HBV) infection. However, hepatitis B infection due to immunoprophylaxis failure often occurs in approximately 10% of infants who are born to highly viremic mothers with HBeAg-positive. Maternal HBV DNA > 200,000 IU/mL is the major independent risk for mother-to-child transmission (MTCT). A recent randomized controlled trial has shown that Tenofovir Disoproxil Fumarate (TDF) use during the third trimester of pregnancy could safely reduce the rate of MTCT with few adverse effects when combined with the administration of the standard immunoprophylaxis to the infants. However, HBIg is expensive and not available in many developing countries, resulting approximately 30% of infant infection when they received only HBV vaccination. The present study aims to investigate if highly viremic mothers who are treated with TDF from the second trimester to delivery in combination of infant's standard series of HBV vaccinations (omission of HBIg) have a comparable MTCT rates, when compared to those of mothers who receive TDF at the third trimester in combination of infant's standard HBV vaccinations and a birth dose of HBIg.",Female,20 Years,35 Years,"Inclusion Criteria:~HBeAg-positive CHB mothers~Age of 20-35 years old~Serum HBV DNA levels > 200,000 IU/mL~Gestational age between 12-14 weeks.~Both mother and father of the child have the ability to understand and are willing to consent to the study.~Exclusion Criteria:~Co-infection with (HIV)-1, or hepatitis A, C, D, E or sexual transmitted diseases (STD)~History of abortion or congenital malformation in a prior pregnancy~Treatment experience (except when antivirals were used for MTCT prevention in a previous pregnancy and discontinued >6 months prior to the current pregnancy)~History of renal dysfunction; evidence of liver cancer or decompensation~Estimated creatinine clearance (CLCr) <100 mL/min (using the Cockcroft-Gault method based on serum creatinine and ideal body weight)~Hypo-phosphoremia; hemoglobin <8 g/dL; neutrophil count <1,000//μL; alanine aminotransferase >5 times upper limit of the normal; total bilirubin >2 mg/dL; albumin <25gm/L;~Clinical signs of threatened miscarriage~Ultrasonographic evidence of fetal deformity~Concurrent treatment with nephrotoxic drugs, steroids, cytotoxic drugs, nonsteroidal anti-inflammatory drugs, or immune modulators;~Recipient of solid organ or bone marrow transplant~Significant renal, cardiovascular, pulmonary, neurological disease or other health conditions in the opinion of the investigator~Fetus's biological father had CHB infection",Included,The study explicitly includes pregnant women with high viral load of Hepatitis B and aims to prevent mother-to-child transmission of the virus. The intervention is given during pregnancy and not postpartum.,A recent randomized controlled trial has shown that Tenofovir Disoproxil Fumarate (TDF) use during the third trimester of pregnancy could safely reduce the rate of MTCT with few adverse effects when combined with the administration of the standard immunoprophylaxis to the infants.,1,0,0,"3. HIV (Prevention of Mother-to-Child Transmission / PMTCT, NO malaria)",None,HIV (PMTCT),"This study investigates the use of Tenofovir Disoproxil Fumarate (TDF) in combination with hepatitis B vaccination to prevent mother-to-child transmission (MTCT) of hepatitis B in highly viremic mothers. The trial exclusively enrolls pregnant individuals, aiming to reduce MTCT rates without the use of hepatitis B immune globulin (HBIg). The primary focus is on preventing infectious disease transmission from mother to child, fitting well under the category of HIV (Prevention of Mother-to-Child Transmission / PMTCT, NO malaria).",1,1,0,
159,NCT04299438,"Propranolol Rescue of Prolonged Labor (PROPEL): A Randomized, Double-blind, Placebo-controlled Multicenter Investigation of Propranolol's Effect on Cesarean Delivery Rate Among Women With Prolonged Labor",A double-blind placebo controlled randomized trial comparing cesarean delivery rates in women given IV propranolol versus placebo for treatment of prolonged labor.,Female,16 Years,N/A,"Inclusion Criteria:~English-speaking~>= 36 weeks gestation~Singleton pregnancy~Vertex presentation~No contraindication to a vaginal delivery~Meets at least one study criteria for prolonged labor:~cervical dilation <6 cm after ≥8 hours with ruptured membranes and receiving oxytocin OR~cervical dilation >=6 cm and <1 cm dilation change over ≥2 hours with ruptured membranes and receiving oxytocin~Exclusion Criteria:~Severe preeclampsia: as patients will be receiving magnesium and possibly labetalol for hypertension control~Receiving other beta blocker~Maternal heart rate < 70 beats per minute, systolic blood pressure <90 mmHg, or diastolic blood pressure <50 mmHg on two sets of vital signs in the 1 hour prior to study drug administration: given that bradycardia and hypotension are possible side effects of propranolol~History of any form of asthma: as this is a contraindication to beta blocker use~Diabetes requiring insulin in labor: given the potential risk of neonatal hypoglycemia in the neonate~Any cardiac condition for which β blockade is contraindicated (cardiogenic shock, sinus bradycardia, and greater than first degree heart block)~Known hypersensitivity to propranolol~Intrauterine fetal demise since different labor protocols are used in these women~Major fetal congenital anomaly since rate of cesarean may be inherently different in these women, unrelated to labor",Included,"The trial explicitly includes pregnant women with prolonged labor, as indicated by the inclusion criteria specifying women at >= 36 weeks gestation.",>= 36 weeks gestation,1,0,0,"16. Labor induction/Labor management/Other labor and delivery (NOT C-SECTION, NOT CAESAREAN)",15. C-section/caesarean,Labor induction/management (non-C-section),"The trial focuses on the management of prolonged labor using propranolol and compares cesarean delivery rates, which directly relates to labor management and delivery. The inclusion criteria specify pregnant individuals, making it a pregnancy-only trial. The secondary category is C-section/caesarean due to the focus on cesarean delivery rates.",1,1,0,
160,NCT00639938,A Phase III Randomized Clinical Trial of the Standard Two Dose Nevirapine (NVP) Regimen With the Addition of HIV Immune Globulin(HIVIGLOB) or Extended Infant NVP Dosing Compared With the Standard NVP Regimen Alone for the Prevention of Maternal-Infant HIV Transmission in Uganda,The increase in pediatric HIV infection has a substantial impact on childhood mortality in the developing world. A number of recent studies suggest that as many as half or more of mother-to-child HIV transmissions in developing countries occur in late pregnancy or during labor and delivery. Interventions targeted during the perinatal period have shown to be effective and to have a significant impact in reducing transmission. The purpose of this study is to investigate the effectiveness of nevirapine (NVP) plus immunoprophylaxis or extended NVP dosing regimens in HIV-infected pregnant women and their infants during the perinatal period.,Female,18 Years,N/A,"Inclusion Criteria:~Pregnant between 32-36 weeks estimated gestation~HIV Infected~Intent to breastfeed infant~Certain laboratory criteria. More information on this criterion can be found in the protocol.~Exclusion Criteria:~Sensitivity to immune globulin preparations or any benzodiazepine~Clinically significant disease, as determined by the investigator, that would compromise the ability of the participant to complete the study requirements~Currently receiving antiretroviral therapy (other than the intrapartum NVP or other peripartum regimens)~Participation in any HIV vaccine trials~History of cytotoxic chemotherapy within one month of study entry~Uncontrolled hypertension~Chronic alcohol or illicit drug use~History of non-compliance with visits or medication~Women who become pregnant again during study follow-up will not be eligible for re-enrollment in the trial",Included,The trial explicitly includes pregnant women between 32-36 weeks of gestation who are HIV-infected. The study investigates interventions during the perinatal period to prevent maternal-infant HIV transmission.,Inclusion Criteria: Pregnant between 32-36 weeks estimated gestation,1,0,0,"3. HIV (Prevention of Mother-to-Child Transmission / PMTCT, NO malaria)",None,HIV (PMTCT),"This trial investigates the effectiveness of nevirapine (NVP) plus immunoprophylaxis or extended NVP dosing regimens in HIV-infected pregnant women and their infants during the perinatal period. The primary focus is on preventing maternal-infant HIV transmission, which fits well under the category of 'HIV (Prevention of Mother-to-Child Transmission / PMTCT, NO malaria)'. Pregnant individuals are the only participants, and there is no mention of pain management.",1,1,0,
161,NCT01190163,"Phase IV, Multicenter, Open Label, Randomized Trial to Compare the Effectiveness and Safety of the Dinoprostone Vaginal Pessary vs. Oxytocin for Women Requiring Cervical Ripening Prior to Induction of Labor",This is a comparative trial between oxytocin alone and dinoprostone for cervical ripening in unfavorable cervix pregnant women with 38 or more weeks of gestational age.,Female,18 Years,N/A,Inclusion Criteria:~Singleton pregnancy~Gestational age ≥ 38 weeks~Fetal cephalic presentation~Bishop score < 6~Exclusion Criteria:~No uterine scar (no previous delivery by caesarean section)~No more than 3 previous vaginal births~No condition that disallows use of prostaglandins for induction of labor~Premature rupture of the membranes~Oligohydramnios,Included,The trial explicitly includes pregnant women with 38 or more weeks of gestational age for cervical ripening prior to induction of labor.,This is a comparative trial between oxytocin alone and dinoprostone for cervical ripening in unfavorable cervix pregnant women with 38 or more weeks of gestational age.,1,0,0,"16. Labor induction/Labor management/Other labor and delivery (NOT C-SECTION, NOT CAESAREAN)",None,Labor induction/management (non-C-section),"This trial compares the effectiveness and safety of dinoprostone vaginal pessary vs. oxytocin for cervical ripening in pregnant women requiring induction of labor. The inclusion criteria specify pregnant women at 38 or more weeks of gestation, indicating that the trial is focused on labor management. The trial does not involve pain management drugs or interventions.",1,1,0,
162,NCT01634854,Randomized Comparison of Vaginal Misoprostol and Intravenous Oxytocin for Labor Induction in Multiparous Women,This study will compare the effectiveness of vaginal misoprostol (Cytotec) and intravenous oxytocin (Pitocin) in multiparous women who present at term for labor induction.,Female,18 Years,N/A,Inclusion Criteria:~Clinical candidate for labor induction utilizing either misoprostol or oxytocin~Greater than or equal to 18 years of age~Multiparous~Singleton gestation;~Greater than 37 weeks gestation;~Cephalic presentation~Exclusion Criteria:~Any clinical contraindication to misoprostol as induction drug~Age less than 18 years~Contraindication to vaginal birth~Nonreassuring fetal heart rate tracing~Prior uterine surgery~Active labor~Active maternal bleeding~Chorioamnionitis (infection),Included,The study explicitly includes pregnant women who are candidates for labor induction at term.,This study will compare the effectiveness of vaginal misoprostol (Cytotec) and intravenous oxytocin (Pitocin) in multiparous women who present at term for labor induction.,1,0,0,"16. Labor induction/Labor management/Other labor and delivery (NOT C-SECTION, NOT CAESAREAN)",None,Labor induction/management (non-C-section),"The study compares the effectiveness of vaginal misoprostol and intravenous oxytocin for labor induction in multiparous women at term. It involves pregnant individuals exclusively, focusing on labor induction and management.",1,1,0,
163,NCT00074399,Nevirapine (NVP) Use to Prevent Maternal-Infant HIV Transmission: A Randomized Clinical Trial of Two Doses of NVP Compared to Six Weeks of NVP for the Prevention of Maternal-Infant HIV Transmission in the Breastfeeding Infant,HIV can be transmitted from an HIV infected mother to her infant through her breast milk. The purpose of this study is to determine whether giving infants of HIV infected mothers the anti-HIV drug nevirapine (NVP) for six weeks will reduce the risk of HIV transmission.~Study hypothesis: Six weeks of nevirapine prophylaxis provided to the infant will decrease HIV transmission through breastfeeding.,Female,N/A,N/A,"Inclusion Criteria:~HIV infection, documented on two separate specimens~Estimated gestational age at enrollment of 32 weeks or more as indicated by last menstrual cycle and fundal height~Permanent residency in Addis Ababa~Plan to deliver at a hospital affliated with the study (Tikur Anbessa Hospital, Gandhi hospital, or St. Paul's Hospital)~Hemoglobin >= 7.5 gm/dl within 4 weeks prior to study entry~Serum glutamic pyruvic transaminase (SGPT) < 5 times upper limit of normal within 4 weeks prior to study entry~Serum creatinine < 1.5 mg/dl within 4 weeks prior to study entry~Consent form signed by the mother and, when possible, by the father, prior to the onset of labor",Included,The study explicitly includes pregnant women as it requires an estimated gestational age of 32 weeks or more. The intervention is given to infants after birth to prevent HIV transmission through breastfeeding.,Estimated gestational age at enrollment of 32 weeks or more as indicated by last menstrual cycle and fundal height,1,0,0,"3. HIV (Prevention of Mother-to-Child Transmission / PMTCT, NO malaria)",None,HIV (PMTCT),"The trial focuses on preventing maternal-infant HIV transmission through breastfeeding by administering nevirapine to infants of HIV-infected mothers. Pregnant individuals can enroll, but the trial is not exclusively for pregnant individuals. The primary category is HIV (Prevention of Mother-to-Child Transmission / PMTCT, NO malaria) as it aims to reduce HIV transmission from mother to child.",1,1,0,
164,NCT02726490,Glyburide vs Glucovance in the Treatment of Gestational Diabetes,A randomized comparison of glyburide to glucovance (metformin -glyburide) in the management of diabetes in pregnancy.,Female,18 Years,N/A,Inclusion Criteria:~Gestational diabetes~Pregnancy > 12 weeks gestation~Ability to give consent~Exclusion Criteria:~Inability to consent to the study~Pre-existing diabetes~Glucose-6-phosphate dehydrogenase (G6PD) deficiency~Serum creatinine >1~Liver disease~Allergy to sulfa;~Allergy to glyburide;~Allergy to metformin;~Fetal anomalies,Included,The trial explicitly includes pregnant individuals with gestational diabetes and excludes those with pre-existing diabetes or other specific conditions.,Inclusion Criteria:~Gestational diabetes~Pregnancy > 12 weeks gestation,1,0,0,10. Gestational diabetes,None,Gestational diabetes,"The trial focuses on comparing glyburide to glucovance in the management of gestational diabetes, specifically enrolling pregnant individuals with gestational diabetes and excluding those with pre-existing diabetes or other conditions. This fits well under the category of 'Gestational diabetes'.",1,1,0,
165,NCT01050647,"Progesterone for the Management of Preterm, Premature Rupture of the Membranes: A Randomized Controlled Trial.","Preterm birth is the leading cause of neonatal death and a significant cause of life long disability and health problems. It has been shown that the drug 17-hydroxyprogesterone caproate can help reduce the risk of preterm delivery in women with certain risk factors for preterm birth. We hope to learn whether this same medication can be used to prolong pregnancy in a group of patients in whom this medication has not been previously studied. Specifically, we hope to learn whether progesterone supplementation will delay delivery in women with pre-term, premature rupture of membranes (PPROM).",Female,N/A,N/A,Inclusion Criteria:~18yr of age~Singleton pregnancy~PPROM confirmed on clinical exam~GA between 24+0 and 33+5 wk~Ability to understand consent in either English or Spanish~Exclusion Criteria:~Contraindication to ongoing pregnancy including:~Evidence of active infection~Evidence of significant placental abruption~IUFD diagnosed at the time of P-PROM diagnosis~Major fetal malformation~Maternal allergy to progesterone or placebo drug components~Current use of progesterone at the time of P-PROM~Multiple Gestations~Inability to understand consent in either English or Spanish,Included,"The trial explicitly includes pregnant women with pre-term, premature rupture of membranes (PPROM) and aims to study the effect of progesterone supplementation on delaying delivery.","we hope to learn whether progesterone supplementation will delay delivery in women with pre-term, premature rupture of membranes (PPROM).",1,0,0,1. Prevention of pre-term labor/premature birth/preterm delivery/PROM/pPROM/Cervical insufficiency/Cervical cerclage,None,Pre-term labor/delivery,"The trial investigates the use of 17-hydroxyprogesterone caproate to delay delivery in women with pre-term, premature rupture of membranes (PPROM). This directly relates to the prevention of pre-term labor and premature birth. The trial exclusively enrolls pregnant individuals.",1,1,0,
166,NCT02806024,"Perioperative Administration of Tranexamic Acid for Placenta Previa and Accreta Study (TAPPAS): A Randomized, Placebo-controlled Double Blind Trial","The purpose of this pilot study is to determine if intravenous tranexamic acid (TXA) is effective for reducing blood loss during high risk surgical procedures related to placenta previa and placenta accreta. TXA is currently used in other types of surgery for patients who are expected to have a large blood loss, such as orthopedic or open heart surgery.",Female,18 Years,60 Years,"Inclusion Criteria:~English and Spanish speaking pregnant women~Any order pregnancy (singleton, twin gestation, etc)~Suspected accreta based on ultrasound or MRI imaging studies~All women evaluated for placenta accreta and deemed to be high risk for this disease (≥40% risk), meaning women diagnosed with a placenta previa and greater than or equal to 2 prior c-sections~Exclusion Criteria:~Women less than 18 years of age~Women with a personal history of venous or arterial thrombosis (deep vein thrombosis, pulmonary embolism, myocardial infarction, or stroke~Women with a personal history of a high risk clotting disorder, such as anti-phospholipid syndrome~Women who do not have a good understanding of either English or Spanish will be excluded.~Women with defective color vision (color-blindness)",Included,"The study explicitly includes pregnant women with placenta previa and accreta, and it does not mention any exclusion criteria related to nonviable pregnancies or postpartum interventions.","Inclusion Criteria:~English and Spanish speaking pregnant women~Any order pregnancy (singleton, twin gestation, etc)~Suspected accreta based on ultrasound or MRI imaging studies~All women evaluated for placenta accreta and deemed to be high risk for this disease (≥40% risk), meaning women diagnosed with a placenta previa and greater than or equal to 2 prior c-sections",1,0,0,15. C-section/caesarean,28. Postpartum sepsis/hemorrhage/complications,C-sections,"The trial focuses on the use of tranexamic acid to reduce blood loss during high-risk surgical procedures related to placenta previa and accreta, which are conditions that can lead to postpartum hemorrhage. The study exclusively enrolls pregnant women, making it a pregnancy-only trial. The primary category is C-section/caesarean due to the surgical context, and the secondary category is postpartum sepsis/hemorrhage/complications due to the focus on reducing blood loss.",1,1,0,
167,NCT00275158,Effect of L-Arginine Therapy on the Glomerular Injury of Pre-Eclampsia: A Randomized Controlled Trial,"Pre-eclampsia complicates 7 - 10% of pregnancies and constitutes a leading cause of fetal growth retardation and premature birth, as well as infant and maternal morbidity and mortality. The kidney is the primary site of injury resulting in high blood pressure, loss of protein into the urine and decreased kidney function. The release of vasoconstrictors over vasodilators from an abnormal placenta may underlie pre-eclampsia. Nitric Oxide (NO) is an important vasodilator that is thought to play an important role in the kidneys ability to accommodate to a healthy pregnancy. Normal pregnancy in the rat is accompanied by increased production of NO and its second messenger cGMP. There is a parallel increase in renal expression of constitutive nitric oxide synthase (NOS), the enzyme that generates NO from arginine. In the pregnant rat, an infusion of NG-nitro-L-arginine methyl ester (L-NAME), an exogenous inhibitor of NOS, has been shown to replicate some of the hemodynamic features of the syndrome of pre-eclampsia. In a recent animal study, L-arginine supplementation reversed the adverse effects of L-NAME on pregnancy by attenuating the high blood pressure and by significantly decreasing protein loss in the urine. To date, studies of the use of L-arginine supplementation to treat women with pre-eclampsia have been small or uncontrolled and have only assessed blood pressure as a primary outcome measure. We report a single center, randomized, placebo-controlled trial of L-arginine supplementation for the treatment of pre-eclampsia, in which precise physiological techniques have been utilized to assess kidney dysfunction in addition to blood pressure.",Female,18 Years,N/A,"Inclusion Criteria:~- Women selected for the study were diagnosed with pre-eclampsia in the second half of pregnancy.~i.) an elevation of blood pressure to levels in excess of 140 systolic over 90 diastolic ii.) proteinuria determined by a urine dipstick value ≥ 2+, or quantitated at ≥ 0.5 g either per gram of creatinine or in a 24 hour urine collection.~Exclusion Criteria:~Women with a history of underlying renal disease defined as a pre-pregnancy azotemia (serum creatinine ≥ 1.2 mg/dl) or proteinuria",Included,The study explicitly includes pregnant women diagnosed with pre-eclampsia in the second half of pregnancy.,Women selected for the study were diagnosed with pre-eclampsia in the second half of pregnancy.,1,0,0,2. Hypertension/pre-eclampsia/eclampsia/HELLP syndrome,8. Fetal growth/IUGR/Fetal Growth Retardation,HTN/Pre-eclampsia/Eclampsia,"The trial focuses on the use of L-arginine therapy to treat pre-eclampsia, a condition that complicates pregnancies and can lead to fetal growth retardation and premature birth. The study exclusively enrolls pregnant women diagnosed with pre-eclampsia, aiming to assess kidney dysfunction and blood pressure. The primary category is hypertension/pre-eclampsia/eclampsia/HELLP syndrome, with a secondary category of fetal growth/IUGR due to the mention of fetal growth retardation.",1,1,0,
168,NCT04158713,Chemoprevention With Monthly IPTp With Dihydroartemisinin-piperaquine for Malaria in HIV-infected Pregnant Participants on Daily Cotrimoxazole in Kenya and Malawi: a Multi-centre Placebo-controlled Trial,"2.3.3 Short technical protocol summary Background: Pregnant women represent a vulnerable population for malaria. HIV-infected women are particularly at risk. In HIV-infected pregnant women, WHO recommends daily cotrimoxazole (CTX), an antifolate drug, for malaria chemoprevention and prophylaxis against opportunistic infection. However, there is cross-resistance with sulphadoxine-pyrimethamine (SP), and high levels of antifolate resistance threatens the antimalarial effect of CTX. Recent trials with intermittent preventive therapy (IPT) with mefloquine in HIV-infected women on daily CTX, suggested that chemoprevention with an effective antimalarial markedly improves the protection against malaria compared to daily CTX alone. However, mefloquine was not well tolerated.~The long-acting combination of dihydroartemisinin-piperaquine (DP) is well tolerated and has shown great promise as IPTp in HIV-negative women in East-Africa. Chemoprevention with monthly DP has also been explored in HIV-infected pregnant women on daily CTX in Uganda. Unfortunately, the study was inconclusive because malaria transmission was too low and a clinically relevant drug interaction with efavirenz (EFV) was found reducing the exposure to DP. WHO now recommends dolutegravir (DTG) based combination antiretroviral therapy (ARTs) as the preferred firstline regimen including for pregnant women in the 2nd and 3rd trimester of pregnancy for the prevention of mother-to-child transmission of HIV. As a result, many countries in Africa are now transitioning to DTG-based combination antiretroviral therapy (cARTs). No such drug-drug interaction is expected between DTG and DP. We will, therefore, assess the safety and efficacy of malaria chemoprevention with monthly DP in HIV-infected women on daily CTX and DTG-based cARTs.~Objectives and methods: This is a 2-arm, individually-randomized, multi-centre, placebo-controlled superiority trial comparing the safety and efficacy of daily CTX plus monthly DP ('CTX-DP') versus daily CTX plus monthly placebo-DP (i.e. 'CTX-alone', control arm) to reduce malaria and the adverse effects of malaria in 898 (449 per arm) HIV-infected pregnant women on DTG-based cARTs. The study will be conducted in 8 hospitals in Kenya and Malawi in high SP-resistance areas with a high prevalence of malaria. These are the same sites where the sister trial in HIV-uninfected women is being conducted in Kenya and Malawi (IMPROVE trial). Both the mother and baby will be followed for 6-8 weeks after delivery. The study is powered at 80% (alpha=0.05) to detect ≥50% relative risk reduction (RR=0.50) in the primary outcome (cumulative incidence of malaria infection) from 12% in the CTX-alone arm (control arm) to 6% in in the interventions arm allowing for 20% non-contributors. The trial includes a pharmacokinetic assessment, cardiac monitoring for safety, assessment of antimalarial drug and the impact on immune responses to malaria and other pathogens.",Female,N/A,N/A,"Inclusion Criteria:~HIV-infected pregnant women between 16-28 weeks' gestation~Viable singleton pregnancy~On or eligible for cARTs and CTX~A resident of the study area~Willing to adhere to scheduled and unscheduled study visit procedures~Willing to deliver in a study clinic or hospital~Provide written informed consent~Exclusion Criteria:~Multiple pregnancies (i.e. twin/triplets)~HIV-negative or HIV status unknown~Known heart ailment~Severe malformations or non-viable pregnancy if observed by ultrasound~Participants with advanced HIV-disease at WHO clinical stage 3 and 4~Confirmed or suspected TB infection,~Unable to give consent~Known allergy or contraindication to any of the study drugs",Included,"The trial explicitly includes HIV-infected pregnant women between 16-28 weeks' gestation, making it clear that pregnant individuals are included.",HIV-infected pregnant women between 16-28 weeks' gestation,1,0,0,5. Malaria (with or without HIV),"3. HIV (Prevention of Mother-to-Child Transmission / PMTCT, NO malaria)",Malaria/TB,"This trial evaluates the safety and efficacy of malaria chemoprevention with monthly dihydroartemisinin-piperaquine (DP) in HIV-infected pregnant women on daily cotrimoxazole (CTX) and dolutegravir (DTG)-based combination antiretroviral therapy (cARTs). The study focuses on pregnant women, making it a pregnancy-only trial. The primary focus is on malaria prevention, with a secondary focus on HIV prevention of mother-to-child transmission.",1,1,0,
