"","nct_id","official_title","summary","criteria","Postpartum_GPT","Postpartum_quote.x","Enrolls_postpartum","Postpartum_intervention","Postpartum_quote.y"
"73","NCT00711971","Does EPA or DHA Prevent Depressive Symptoms in Pregnancy and Postpartum?","This study is designed to test whether an alternative medicine treatment, fish oil, will prevent depressive symptoms in pregnant and postpartum women who have been found to be at risk for depression. Epidemiologists have observed that people who live in countries where people on average eat a diet high in fish have a lower risk of depression than people who live in populations that eat less fish. Postpartum depression is also less common in these countries. The omega-3 fatty acids found in fish oil are thought to be responsible for this beneficial effect of eating fish. The two major omega-3 fatty acids found in fish are eicosapentaenoic acid (EPA) and docosahexaenoic acid (DHA). DHA is an essential building block of the brain and nerve tissue. EPA may act to optimize the electrical signals between nerve cells and brain cells and may help the immune system to function well.~Some researchers have treated people who are already suffering from depression with fish oil. Some of these studies have shown a benefit for the fish oil treatment and others have not. These studies have tested EPA and DHA alone and in various combinations. Currently, it is not known whether EPA or DHA is more effective in preventing and treating depression. Some of the researchers involved in this study have learned how to identify mothers who are most at risk for developing depression during and after pregnancy. This study is designed to learn whether EPA-rich and DHA-rich fish oil supplements will prevent depressive symptoms in women who are at risk to develop depression.","Inclusion Criteria:~Women who are more than 12 weeks pregnant but less than 20 weeks pregnant~Women who are found to be at risk for depression~Women who have been treated for depression in the past~Women with depression after a previous pregnancy~Women planning to deliver at University of Michigan Hospital~Exclusion Criteria:~Women who have major depression or other psychiatric disorders (current substance abuse, schizophrenia, bipolar disorder) at the time of screening~Women who are currently taking anti-depressant or other psychiatric medications~Women who routinely eat more than 2 fish meals per week~Women on anticoagulants (blood thinners)~Women currently taking omega-3 fatty acid dietary supplements (fish oil, flaxseed oil or cod liver oil)~Women with bleeding disorders such as von Willebrand's disease~Women under the age of 18~Women with a multiple gestation (twins, for example)~Women planning to deliver at another hospital~Women planning to move away before 6 weeks after delivery","Postpartum intervention","This study is designed to test whether an alternative medicine treatment, fish oil, will prevent depressive symptoms in pregnant and postpartum women who have been found to be at risk for depression.",0,0,""
"74","NCT03506724","Ethnic Differences in Anti-Hypertensive Medication Response Among Pregnant and Postpartum Patients","In this study, the investigators will evaluate the blood pressure response to nifedipine and labetalol in pregnant and postpartum patients, who present with hypertensive disease in pregnancy with severe range blood pressure defined as greater than 160/110. These anti-hypertensives are first line therapy for management of severe range blood pressures in pregnancy and postpartum by the American Congress of Obstetricians and Gynecologist (ACOG). In addition at the Mount Sinai West site, the investigators will also analyze the ADRB1 and similar genes involved in beta blockade, genes involved in calcium channel blockade and other genes implicated in blood pressure response among pregnant and postpartum patients receiving labetalol and nifedipine. This analysis will be used to determine if a pharmacogenetic association exists between variant alleles in these receptors in the pregnant and postpartum population.","Inclusion Criteria:~pregnant patients from 20 weeks to up to 6 weeks postpartum~between the ages of 18-55.~persistent severe range blood pressures (2 readings or more within 15 minutes) of either 160mmHg systolic or 110mmHg diastolic.~Exclusion Criteria:~multiple gestation~patients with non-reassuring fetal heart rate (category 3)~patients with abruptio placenta~patients with renal impairment~history of heart failure~history of cardiac arrhythmia~use of anti-hypertensive medications in the past 24 hours~patients with allergies or medical contraindications to labetalol or nifedipine.","Enrolls postpartum","pregnant patients from 20 weeks to up to 6 weeks postpartum",1,1,"pregnant patients from 20 weeks to up to 6 weeks postpartum"
"75","NCT01463202","Effect of Timing of Postpartum Depot Medroxyprogesterone Acetate Administration on Breastfeeding Continuation, Contraceptive Continuation, and Postpartum Depression: a Randomized Trial","The investigators plan to enroll 184 women who are planning to breastfeed and use DMPA after delivery to find out whether the timing of postpartum administration of DMPA (prior to hospital discharge or 4-6 weeks after delivery) affects the duration or exclusivity of breastfeeding among women who plan to breastfeed their infants.","Inclusion Criteria:~Age > 18 years old and > 24 0/7 weeks pregnant at time of enrollment~Planning to deliver at Magee-Womens Hospital and to breastfeed~Plans to use DMPA for postpartum contraception for at least 6 months~Willing and able to provide informed consent in English and to comply with study protocol~Exclusion Criteria:~Intolerance of irregular vaginal bleeding~Severe coagulation disorder~Severe liver disease (LFTs >2x upper limits of normal at time of randomization)~Contraindications to breastfeeding: maternal HIV infection; active herpes simplex with breast lesions; active varicella; active, untreated tuberculosis; antineoplastic, thyrotoxic, or immunosuppressive medications; concern that the infant may have galactosemia~History of breast cancer, reduction or augmentation surgery~History of severe clinical depression~Multiple gestation","Postpartum intervention","The investigators plan to enroll 184 women who are planning to breastfeed and use DMPA after delivery to find out whether the timing of postpartum administration of DMPA (prior to hospital discharge or 4-6 weeks after delivery) affects the duration or exclusivity of breastfeeding among women who plan to breastfeed their infants.",1,1,"the timing of postpartum administration of DMPA (prior to hospital discharge or 4-6 weeks after delivery)"
"76","NCT01932060","Effects of Different Oxytocin Infusions on Blood Loss and Postpartum Hemoglobin Values in Patients Undergoing Elective Cesarean Delivery","Although prior dose-finding studies have investigated the optimal bolus dose of oxytocin to initiate adequate uterine tone, it is unclear what oxytocin infusion regimen is required to maintain adequate uterine tone after delivery. The study investigators aim to compare two different infusion rates of oxytocin to assess the optimal infusion regimen for reducing blood loss in women undergoing elective Cesarean delivery.","Inclusion Criteria:~Healthy pregnant patients with uncomplicated pregnancies:~ASA (American Association of Anesthesiologists) class 1 or 2 patients.~Singleton pregnancies.~Exclusion Criteria:~ASA class 3 or 4 patients.~Known drug allergy to intravenous oxytocin.~Significant medical or obstetric disease.~Known uterine abnormality.~Known placental abnormality.","Postpartum intervention","The study investigators aim to compare two different infusion rates of oxytocin to assess the optimal infusion regimen for reducing blood loss in women undergoing elective Cesarean delivery.",0,0,""
"77","NCT02564016","Efficacy of Labor Epidurals for Postpartum Tubal Ligation: Effect of Postpartum Epidural Saline Infusion on the Reactivation of Labor Epidurals for Postpartum Tubal Ligation Following Vaginal Delivery","The goal of this study is to evaluate the effect of continuous postpartum epidural saline infusion on the reactivation of labor epidurals for postpartum tubal ligation surgery following vaginal delivery.","Inclusion Criteria:~Pregnant women~18 to 45 years of age~Admitted to MUSC in labor or for induction of labor resulting in a vaginal delivery epidural analgesia~Postpartum tubal ligation following delivery~American Society of Anesthesiologists (ASA) Physical Class 1, 2, and 3~Exclusion Criteria:~Critically Ill Patients (patients admitted to the ICU)~Cognitively Impaired Persons (patients with a diagnosis of cognitive deficit)~Cesarean delivery~Punctured dura~Patients enrolled in other epidural research studies","Postpartum intervention","The goal of this study is to evaluate the effect of continuous postpartum epidural saline infusion on the reactivation of labor epidurals for postpartum tubal ligation surgery following vaginal delivery.",1,1,"evaluate the effect of continuous postpartum epidural saline infusion on the reactivation of labor epidurals for postpartum tubal ligation surgery following vaginal delivery"
"78","NCT00074412","A Phase III Trial to Determine the Efficacy and Safety of an Extended Regimen of Nevirapine in Infants Born to HIV-Infected Women to Prevent Vertical HIV Transmission During Breastfeeding","The many benefits of breastfeeding are well documented. However, because of the risk of mother-to-child transmission (MTCT) of HIV from an HIV infected mother to her infant, there is considerable concern over the practice, especially in developing countries. The purpose of this study is to determine the safety and effectiveness of the anti-HIV drug nevirapine (NVP) in preventing MTCT of HIV in breastfeeding infants born to HIV infected women in South Africa, Tanzania, Uganda, and Zimbabwe.","Note: As of 08/10/07, the arm assignments for current and new participants have changed. Please see the above description for this trial for more information.~Inclusion Criteria for Mothers:~18 years of age or older~HIV infected~In third trimester of pregnancy, or at most 3 days post-delivery~If baby is not yet born, planning to deliver at a facility where the study is being conducted~Plan to breastfeed~Exclusion Criteria for Mothers:~Complications with this pregnancy~Serious medical condition that would interfere with the study (e.g., that would prevent breastfeeding or adherence to the follow-up schedule), as judged by the on-site clinician~Inclusion Criteria for Infants:~Born to an HIV infected mother who is eligible for the study~Weighed at least 2000 grams (4.4 lbs) at birth~Blood sample obtained from the infant for HIV-1 DNA PCR, CBC with differential, and ALT~Infants in a multiple birth are eligible only if both/all infants are eligible for the study and assigned to the same study group~Able to breastfeed (e.g., mother and infant alive with no condition apparent that would prevent breastfeeding)~Exclusion Criteria for Infants:~HIV DNA PCR positive at birth~ALT of Grade 2 or higher at birth~Hemoglobin, absolute neutrophil count, or platelet count of Grade 3 or higher at birth~Skin rash of Grade 2B (urticaria), Grade 3, or above~Confirmed or suspected clinical hepatitis~Serious illness or condition that would interfere with compliance with study procedures","Neither","0",1,1,"In third trimester of pregnancy, or at most 3 days post-delivery"
"79","NCT03856164","Use of Tranexamic Acid for Prevention of Hemorrhage in Cesarean Delivery","The investigators prepared a novel study of tranexamic acid (TXA) designed to estimate the quantity of blood loss in women undergoing elective repeat cesarean deliveries. This is the first trial to utilize a prophylactic dose of TXA prior to incision followed by a subsequent prophylactic dose at placental delivery in obstetric patients undergoing scheduled cesareans. The purpose of this study is to quantify blood loss during uncomplicated repeat cesarean deliveries with and without TXA. The central hypothesis is that TXA administration reduces blood loss and fibrinolysis in women undergoing repeat cesarean sections.","Inclusion Criteria:~Intrauterine pregnancy~Age ≥ 18~Gestation age ≥ 37 weeks 0 days~Scheduled cesarean delivery~Second or third cesarean delivery~Singleton pregnancy~Exclusion Criteria:~First cesarean delivery~Four or more cesarean deliveries~Intrauterine fetal death~Fetal anomalies~Documented coagulopathy (Elevated Prothrombin Time (PT), Elevated Partial Thromboplastin Time (PTT), Elevated International Normalized Ratio (INR))~Thrombocytopenia (Platelet count < 100k)~Internal bleeding, external bleeding, easy bruising~History of thrombotic event~Hypertension~Diagnosis of renal insufficiency (Creatinine> 1 mg/dL)~Insulin-treated diabetes~Suspected morbidly adherent placenta~Placenta previa~Multiple Gestations~BMI ≥ 50~Hematocrit ≤ 25~Blood transfusion within 24 hours prior to cesarean delivery~History of abnormal bleeding or blood disorder~Planned general anesthesia","Postpartum intervention","The study evaluates a treatment (TXA) administered during cesarean delivery to reduce blood loss, which is a postpartum intervention.",0,0,""
"80","NCT03248297","Azithromycin With or Without Amoxicillin to Prevent Peripartum Infection and Sepsis in Laboring High-risk Women: 3-Arm RCT","This study, performed over a course of 3 years in 5 collaborating hospitals in Cameroon, Africa, will randomize 750 women in labor with prolonged rupture of membranes ≥ 8 hours or prolonged labor ≥ 18 hours to identical oral regimens of 1 gram of azithromycin, 1 gram of azithromycin+2 grams of amoxicillin or placebo. Women will be followed to ascertain maternal infectious outcomes and perinatal outcomes.","Inclusion Criteria:~Women ≥ 37 weeks' viable singleton or twin gestation in labor planning a vaginal delivery with~Prolonged membrane rupture (≥8 hours) or~Prolonged labor (≥18 hours).~Exclusion Criteria:~Clinical chorioamnionitis or any other active bacterial infection (e.g. pyelonephritis, pneumonia, abscess) at time of randomization: because standard antibiotic therapy for these conditions may confound trial intervention.~Allergy to azithromycin or amoxicillin~Plan for cesarean delivery prior to enrollment~Fetal demise or major congenital anomaly: Major congenital anomalies may confound assessment of neonatal outcomes and every attempt will be made up front to exclude them from randomization. However, some unrecognized fetal anomalies may inevitably be randomized. These will not be excluded post-randomization from the primary (maternal outcome) analysis; they will be taken into consideration in the secondary analyses of neonatal outcomes.","Postpartum intervention","The study evaluates treatments to prevent peripartum infection and sepsis, which are conditions relevant to the postpartum period.",0,0,""
"81","NCT02911701","Effect of Acetaminophen on Postpartum Blood Pressure Control in Preeclampsia With Severe Features","NSAIDs, specifically cyclo-oxygenase (COX) inhibitors, are known to increase blood pressure over time in non-pregnant adults, but the effect of COX-inhibitors on blood pressure in the setting of preeclampsia have not been well studied. This study aims to assess the effect of avoiding COX-inhibitors on postpartum blood pressure control among women diagnosed with preeclampsia with severe features. Eligible women will be randomized to receive either acetaminophen or ibuprofen for postpartum pain control. Both agents are first line therapies for pain control although ibuprofen has better pain control than acetaminophen. The primary outcome will be duration of postpartum severe-range hypertension.","Inclusion Criteria:~ability to give informed consent~diagnosis of a severe hypertensive disorder of pregnancy:~preeclampsia with severe features~chronic hypertension with superimposed preeclampsia with severe features~HELLP syndrome: hemolysis, elevated liver function tests, low platelets~eclampsia~not yet delivered or less than 6 hours after delivery~Exclusion Criteria:~current incarceration~serum creatinine > 1.0 mg/dL or suspicion of acute kidney injury~AST (aspartate aminotransferase) >200 unit/L~ALT (alanine aminotransferase) > 200 unit/L~known allergy or sensitivity to NSAIDs or acetaminophen~delivery > 6 hours prior to enrollment~chronic kidney disease~chronic liver disease~prior liver transplant~chronic infectious hepatitis~gastritis~gastro-esophageal reflux disease (GERD)~peptic ulcer disease~bleeding disorder~provider feels that participation is not in the best interest of the patient","Postpartum intervention","Eligible women will be randomized to receive either acetaminophen or ibuprofen for postpartum pain control.",1,1,"Eligible women will be randomized to receive either acetaminophen or ibuprofen for postpartum pain control."
"82","NCT00109590","Phase II Study of the Pharmacokinetics of Nevirapine and the Incidence of Nevirapine Resistance Mutations in HIV-Infected Women Receiving a Single Intrapartum Dose of Nevirapine With the Concomitant Administration of Zidovudine/Didanosine or Zidovudine/Didanosine/Lopinavir/Ritonavir","The purpose of this study is to determine which of 3 different anti-HIV drug regimens given to HIV infected pregnant women during and after their pregnancies is most effective in reducing the incidence of nevirapine (NVP) resistance mutations. Blood levels of NVP and lopinavir/ritonavir (LPV/r) will also be studied.~Study hypothesis: NVP resistance following single-dose NVP can be prevented with the concomitant administration of additional antiretroviral therapy (ART).","Inclusion Criteria for Mothers:~HIV infected~Pregnant with a viable fetus~Between 28 and 38 weeks of pregnancy~CD4 count greater than 250 cells/mm3 within 30 days prior to study entry~Able to receive oral ART during labor~Willing to use acceptable forms of contraception while on study treatment~Able to provide written informed consent~Exclusion Criteria for Mothers:~Known allergy or hypersensitivity to ddI, LPV, NVP, ritonavir (RTV), or ZDV~Any ART other than ZDV during a previous pregnancy or the current pregnancy~Certain medications~Planning to receive additional ART during the first 8 weeks postpartum~Planning to breastfeed~Unlikely to comply with postpartum study requirements, in the opinion of the investigator~Certain abnormal laboratory values within 30 days prior to study entry","Postpartum intervention","Planning to receive additional ART during the first 8 weeks postpartum",0,0,""
"83","NCT02221830","Postpartum Hemorrhage Prevention in Patients With Preeclampsia (PHP3 Study)","Evaluation of the efficacy of postpartum 24 hour oxytocin infusion to reduce blood loss in patients with pre-eclampsia (PE)","Inclusion Criteria:~vaginal or cesarean delivery at a gestational age greater than or equal to 20 weeks gestational age;~diagnosis of preeclampsia (PE defined using standard definitions based on the ACOG bulletin and the NIH Working Group on High Blood Pressure in Pregnancy (i.e., a systolic blood pressure greater than 140 mm Hg or a diastolic blood pressure greater than 90 mm Hg on at least 2 occasions at least 6 hours apart after 20 weeks gestation and proteinuria of > 300mg per 24 hour period or > 1+ on dipstick).~patients treated with magnesium sulfate for 24 hours post partum at 2g/hr (standard of care when deemed appropriate by clinician for seizure prophylaxis)~Exclusion Criteria:~abnormal placentation (previa, accreta, etc)~antenatal hemorrhage~contraindication to oxytocin","Postpartum intervention","patients treated with magnesium sulfate for 24 hours post partum at 2g/hr (standard of care when deemed appropriate by clinician for seizure prophylaxis)",1,1,"Evaluation of the efficacy of postpartum 24 hour oxytocin infusion to reduce blood loss in patients with pre-eclampsia"
"84","NCT04017442","Neuraxial Preservative Free Morphine for Normal Spontaneous Vaginal Delivery: A Prospective Double Blind Randomized Control Trial","Patients presenting for normal spontaneous vaginal delivery who have a neuraxial anesthestic will be randomized to receive preservative free morphine or saline placebo after delivery.","Inclusion Criteria:~Pregnant women in labor~Exclusion Criteria:~Not a candidate for neuraxial anesthesia~Patient refusal~Allergy to morphine~Patients with chronic pain syndromes","Postpartum intervention","Patients presenting for normal spontaneous vaginal delivery who have a neuraxial anesthestic will be randomized to receive preservative free morphine or saline placebo after delivery.",0,1,"Patients presenting for normal spontaneous vaginal delivery who have a neuraxial anesthestic will be randomized to receive preservative free morphine or saline placebo after delivery."
"85","NCT03595982","Is Procardia XL 60 mg Q Daily Equivalent to 30 mg XL Given Twice Daily?","Antihypertensive therapy has been used in pregnant patients antepartum to improve blood pressure (BP) elevation in cases of chronic hypertension, and postpartum for persistent hypertension after delivery in cases of gestational hypertension and preeclampsia, as well as for management of chronic hypertension.~There is limited evidence regarding the precise BP level at which antihypertensive therapy is indicated during pregnancy for chronic hypertension. Treatment has been suggested in pregnant patients when systolic BP is ≥ 160 mmHg and at a lower diastolic BP threshold of 105 mm Hg, however some providers may initiate therapy at systolic BPs ≥ 150 mmHg.~Nifedipine is a peripheral arterial vasodilator and an ideal first line antihypertensive agent due to its low maternal side-effect profile. It has been proven to be safe in pregnancy. Conventional nifedipine can be started at 10 mg twice daily with a maximum dose of 120 mg/d, but frequently extended release tablets are preferred due to steady blood pressure control with once daily administration.~It is frequently used however as a twice daily dosing as many providers have noticed an increase in the BPs 12-24h from administration. Twice daily dosing might produce overlapping profiles that prevent elevation of BP at the time of the next administration and breakthrough elevations throughout the day in pregnant women.~The aim of this study is to investigate the mean plasma levels and standard deviations of Procardia at 24h after Procardia XL is administered as a 60 mg daily dose and the mean plasma levels after it is given as a 30 mg twice-daily dose. This will be a pilot study for a future randomized control trial that will allow the researchers to determine whether 60 mg daily of Procardia XL is equivalent to 30 mg twice daily. Secondary outcome will be effective control of BP throughout the day (0h, 4h, 8h, 12h, 16h, 20h and 24h) defined as BPs below 160/105 as well as side effects of nifedipine as reported by patients.","Inclusion Criteria:~Antepartum or postpartum patients between the age of 18-55 requiring 60 mg of Procardia XL to control elevated blood pressures secondary to preeclampsia, gestational hypertension, or chronic hypertension.~Exclusion Criteria:~All patients receiving other antihypertensive medication~All patients with a contraindication to nifedipine: Hypersensitivity to nifedipine or other calcium -channel blocker, cardiogenic shock, concomitant administration with strong CYP34A inducers (rifampin, rifabutin, phenobarbital, phenytoin, carbamazepine, St Johns Wort) → significantly reduces nifedipine efficacy, impaired liver function→? Patients with hepatic impairment (liver cirrhosis) have a longer disposition half-life and higher bioavailability of nifedipine than healthy volunteers~Patients over the age of 55","Enrolls postpartum","Inclusion Criteria: Antepartum or postpartum patients between the age of 18-55 requiring 60 mg of Procardia XL to control elevated blood pressures secondary to preeclampsia, gestational hypertension, or chronic hypertension.",1,1,"postpartum patients between the age of 18-55 requiring 60 mg of Procardia XL to control elevated blood pressures secondary to preeclampsia, gestational hypertension, or chronic hypertension."
"86","NCT04479072","Aspirin to Prevent Cardiac Dysfunction in Preeclampsia","This is a single-center, double-blind, randomized, placebo-controlled clinical trial. Peripartum and postpartum Activin A are significantly elevated in women with preeclampsia. Our hypothesis is that elevated Activin A levels reflect a remediable signal and that reducing postpartum Activin A levels with aspirin therapy will improve (GLS) in preeclamptic patients.","Inclusion Criteria:~Pregnant Adults between 18 and 45 years of age~Diagnosed with preeclampsia~Presenting for delivery with a singleton gestation.~Exclusion Criteria:~We will exclude patients in labor~Patients with preexisting cardiomyopathy, chronic hypertension, ischemic or valvular heart disease, pulmonary disease, diabetes mellitus, chronic kidney disease, multiple gestation~Plan to deliver outside of the participating site~Co-enrolled in other trials that might affect the patients taking the study medication, as determined by the PI.~Aspirin allergy~Clear indication for aspirin therapy or contraindication to aspirin therapy~Clinically significant conditions that might limit adherence to trial regimen (e.g., peptic ulcer disease, history of gastrointestinal bleeds, bleeding disorders)~Currently or planning on taking any nonsteroidal anti-inflammatory drugs while they are participating in this study.~Those who cannot provide consent","Postpartum intervention","Our hypothesis is that elevated Activin A levels reflect a remediable signal and that reducing postpartum Activin A levels with aspirin therapy will improve (GLS) in preeclamptic patients.",1,1,"reducing postpartum Activin A levels with aspirin therapy"
"87","NCT01870583","Comparison of Surgical Skin Preps During Cesarean Deliveries","In women that undergo non-emergency cesarean delivery, we are comparing the skin preparation solutions for best outcome of surgical site infection. The three different solutions are: Group 1: Iodine povidone based skin preparation solution. Group 2: Chlorhexidine based skin preparation solution or Group 3: Combination usage of iodine povidone and chlorhexidine based skin preparation solutions. Women are prospectively randomized to one of the three groups and followed until thier postpartum visit at 6-8 weeks following delivery.","Inclusion Criteria:~Gestational age > 37 weeks 0/7 days~Non-emergency indication for cesarean~Exclusion Criteria:~Urogenital tract infection within 2 weeks prior to surgery~Chronic oral or injectable steroid use (> 2 weeks)~Emergency cesarean delivery~Participation in another research study","Postpartum intervention","Women are prospectively randomized to one of the three groups and followed until their postpartum visit at 6-8 weeks following delivery.",0,0,""
"88","NCT01666912","Etonogestrel-releasing Subdermal Implant for Adolescents in the Postpartum Period: a Randomized Controlled Trial","This is a prospective study comparing two groups of 48 adolescent women each. The intervention group will receive a contraceptive implant postpartum, prior to discharge from the hospital. The control group will receive a contraceptive implant at the usual 6 week postpartum clinic visit. During prenatal care, participants will be consented and screened for enrollment. After delivery, these women will be assessed and consented for enrollment into the study. Women who consent for enrollment will be randomized. Women will be followed up at 3 months, 6 months, 9 months, and 1 year after contraceptive implant insertion. At each follow up, women will be assessed for continuation of and satisfaction with this method of contraception.","Inclusion Criteria:~Adolescents ages 14-24 attending prenatal care~Greater than 20 weeks estimated gestational age~English or Spanish-speaking~Desire to use the contraceptive implant for contraception postpartum~Anticipated delivery of a healthy infant vaginally or by cesarean.~Exclusion Criteria:~Participants will not be eligible for participation if they have any contraindications to contraceptive implant use, including~current or past history of thrombosis or thromboembolic disorders~hepatic tumors (benign or malignant)~active liver disease~undiagnosed abnormal genital bleeding~known or suspected carcinoma of the breast (or a personal history of breast cancer)~hypersensitivity to any of the components of the contraceptive implant.~Current use of any medications known to induce hepatic enzymes, including but not limited to: barbiturates, bosentan, carbamazepine, felbamate, griseofulvin, oxcarbazepine, phenytoin, rifampin, St. John's wort, or topiramate~Characteristics that would preclude involvement after delivery:~Birth of a stillborn infant.~Maternal ICU admission after delivery~Maternal postpartum hemorrhage requiring blood transfusion~Prolonged hospital stay (>7 days) postpartum~Coagulopathy associated with the pregnancy~Severe pregnancy-induced hypertension~Fever >38 degrees C postpartum~Adolescent women who are not competent to consent, secondary to stress from the labor process, for example severe pain or sleep deprivation, will not be offered enrolment into the trial","Postpartum intervention","The intervention group will receive a contraceptive implant postpartum, prior to discharge from the hospital. The control group will receive a contraceptive implant at the usual 6 week postpartum clinic visit.",1,1,"The intervention group will receive a contraceptive implant postpartum, prior to discharge from the hospital."
"89","NCT03944512","A Randomized Controlled Trial of Pravastatin to Prevent Preeclampsia in High Risk Women","This study is a double-blind randomized placebo-controlled trial of 1,550 high-risk women to assess whether daily treatment with pravastatin administered early in pregnancy reduces the rate of a composite outcome of preeclampsia, fetal loss and maternal death. Women with a prior history of preeclampsia with preterm delivery less than 34 weeks will be randomized to pravastatin or placebo daily until delivery. Women will have monthly study visits during pregnancy, a follow-up visit at 6 weeks postpartum and children will have follow-up visits at 2 and 5 years of age.","Inclusion Criteria:~16 years or older at time of consent with ability to give informed consent~Single or twin gestation with cardiac activity in one or both fetuses. Higher order multifetal gestations reduced to twins, either spontaneously or therapeutically, are not eligible unless the reduction occurred by 13 weeks 6 days project gestational age.~Gestational age at randomization between 12 weeks 0 days and 16 weeks 6 days based on clinical information and evaluation of the earliest ultrasound.~Documented history (by chart or delivery/operative note review) of prior preeclampsia with delivery less than or equal to 34 weeks 0 days gestation in any previous pregnancy. If in the index pregnancy, the woman was induced by 34 weeks 0 days gestation and delivered within 48 hours in the same hospitalization, that woman would be eligible.~Normal serum transaminase (AST/ALT) concentrations documented in the last 6 months.~Exclusion Criteria:~Monoamniotic gestation because of the risk of fetal demise~Known chromosomal, genetic or major malformations~Fetal demise or planned termination of pregnancy. Selective reduction by 13 weeks 6 days gestation, from triplets to twins or twins to singleton is not an exclusion.~Contraindications for statin therapy:~Hypersensitivity to pravastatin or any component of the product~Active liver disease: acute hepatitis or chronic active hepatitis~Statin use in current pregnancy~Patients with any of the following medical conditions:~Uncontrolled hypothyroidism with a TSH level above 10 mIU/L, because of increased risk of myopathy~HIV positive, because of increased risk of myopathy with use of protease inhibitors~Chronic renal disease with baseline serum creatinine ≥1.5 mg/dL, because of association with adverse pregnancy outcomes~Current use of concomitant medication with potential for drug interaction with statins (i.e.,, cyclosporine, fibrates, niacin, erythromycin). Patients will not be excluded if the drug is discontinued (at least one week) prior to randomization.~Participating in another intervention study that influences the primary outcome in this study~Plan to deliver in a non-network site~Participation in this trial in a previous pregnancy. Patients who were screened in a previous pregnancy, but not randomized, do not have to be excluded.","Postpartum intervention","Women will have monthly study visits during pregnancy, a follow-up visit at 6 weeks postpartum and children will have follow-up visits at 2 and 5 years of age.",0,0,""
"90","NCT01321710","Sleep Disruption in New Parents: An Intervention Trial","The purpose of this study is to test a behavioral intervention to minimize sleep disruption and fatigue in new mothers after the birth of their first infant. This study also tests whether an acetaminophen intervention at the time of an infant's 2-month immunization series improves infant and maternal sleep.","Inclusion Criteria:~pregnant women expecting first singleton birth~able to speak, read, and write in English~willing to participate for 3 consecutive days and nights during 36-39 weeks gestation and at 4, 8, and 12 weeks postpartum~willing to have their infant participate in ankle actigraphy recording of their sleep/wake patterns for 96 hrs at the time of their first immunization~Exclusion Criteria:~history of affective illness prior to pregnancy~current use of medications that may alter sleep~history of a diagnosed sleep disorder such as sleep apnea, nocturnal myoclonus, or narcolepsy~plan to employ live-in help with child care~working the night-shift~multiple pregnancy with twins or more","Postpartum intervention","willing to participate for 3 consecutive days and nights during 36-39 weeks gestation and at 4, 8, and 12 weeks postpartum",1,1,"willing to participate for 3 consecutive days and nights during 36-39 weeks gestation and at 4, 8, and 12 weeks postpartum"
"91","NCT05949190","Improving Cognition and Gestational Duration With Targeted Nutrition","The goal of this clinical trial is to test (1) a novel maternal ready-to-use supplementary food and (2) a novel cognitive behavioral therapy intervention in undernourished Sierra Leonean women. The main questions it aims to answer are:~Will the addition of omega-3 long-chain polyunsaturated fatty acids docosahexaenoic acid (DHA) and eicosapentaenoic acid (EPA), as well as choline, to a maternal ready-to-use supplementary food (M-RUSF+) prolong gestation when compared with a similar supplementary food except that it lacks DHA, EPA, and choline (M-RUSF)?~Will M-RUSF+ improve infant cognitive development at 9 months of age when compared with M-RUSF?~Will the novel CBT program improve ante- and post-partum depression?","Inclusion Criteria:~In order to be eligible to participate in the M-RUSF+ vs. M-RUSF element of the study, an individual must meet all of the following criteria:~Provision of signed (or thumb-printed) and dated informed consent form 1a. Women who are ≥ 18 years of age or married will be allowed to consent for themselves 1b. Women who are < 18 years of age and unmarried must provide assent and a parent or guardian must provide consent~Stated willingness to comply with all study procedures and availability for the duration of the study, including no plan to move from the catchment area of a participating clinic~≥ 13 years of age~Pregnant~Mid-upper arm circumference ≤ 23 cm or body-mass index < 18.5~In order to be eligible to participate in the CBT vs. no CBT element of the study (factorial design with the above), an individual must be enrolled in the M-RUSF+ vs. M-RUSF study and meet the following criteria:~Provision of signed (or thumb-printed) and dated informed consent form 1a. Women who are ≥ 18 years of age or married will be allowed to consent for themselves 1b. Women who are < 18 years of age and unmarried must assent and a parent or guardian consent must provide consent~Stated willingness to comply with all study procedures and availability for the duration of the study, including no plan to move from the catchment area of a participating clinic~Patient Health Questionnaire-9 score ≥ 9~Exclusion Criteria:~Participation in a concomitant supplementary feeding program~Known allergy to components of intervention or control study food or medications~Known gestational diabetes~Hypertension~Severe anemia, or other condition requiring immediate hospitalization","Postpartum intervention","Will the novel CBT program improve ante- and post-partum depression?",0,0,""
