"","nct_id","post_year","official_title","summary","criteria","conditions","Fertility","Fertility_summary","Fertility_quote"
"185","NCT04605107",2020,"Comparative Randomized, Single Dose, Parallel, Triple-blinded Study in Infertile Females to Evaluate Biosimilarity of IM Injection of Human Chorionic Gonadotrophin After Parenteral Administration of Treatment A TEST Product Epifasi 5000 I.U. Ampoules (EIPICO PHARMA, EGYPT) and Treatment B REFERENCE Product Pregnyl 5000 I.U. Ampoules (Baxter Pharmaceutical Solutions for Organon, USA)","Comparative randomized, single dose, parallel, triple-blinded study in infertile females to evaluate biosimilarity of IM Injection of Human Chorionic Gonadotrophin (HCG) after Parenteral administration of Treatment A TEST Product Epifasi 5000 I.U. Ampoules (EIPICO PHARMA, EGYPT) and Treatment B REFERENCE Product Pregnyl 5000 I.U. Ampoules (Baxter Pharmaceutical Solutions for Organon, USA)","Inclusion Criteria:~Premenopausal woman between 18 - 40 years of age.~Body mass index (BMI) of 32 or less.~A menstrual cycle lasting between 21 and 35 days.~Serum hormone levels of FSH 12 IU/L or less, PRL 1040 mIU/L or less, and TSH within the normal range of 0.3- 4.9 mIU/L~Patient having both ovaries and a normal uterine cavity confirmed by hysteroscopy, or hysterosalpingography.~All patients had to be infertile due to at least one of the following causes and must have justified ART (Assisted Reproductive Technology) treatment: tubal factor, mild endometriosis (American Fertility Society classification stage I orII), unexplained infertility, or male factor~Patients achieving good ovarian response and considered to receive hCG for final follicular maturation prior to OPU.~Written and signed informed consent by the patient.~Subject does not have allergy to the drugs under investigation.~Medical demographics without evidence of clinically significant deviation from rather normal medical condition.~Exclusion Criteria:~Patients with low ovarian reserve, as proved by hormonal assays and basal antral follicular count.~More than three previous assisted reproductive technology cycle or treatment with clomiphene citrate or gonadotropins for at least 1 month before screening,~Patients with pelvic abnormality that would interfere with ovarian accessibility for OPU, e.g. ovarian endometriotic cysts or high and retro-uterine ovary.~Patients not achieving a satisfactory ovarian response on ovulation induction, whether poor response (3 or less mature ovarian follicles) or over-response with high likelihood of developing ovarian hyperstimulation syndrome (OHSS) on triggering with HCG.~History of hypersensitivity to the study medications or to drugs with similar chemical structure.~Patients unlikely to comply with the protocol, e.g. uncooperative attitude, inability to return for follow-up visits, and likelihood of not completing the study.~Mental condition rendering the patients unable to understand the nature, scope and possible consequences of the study.~Results of laboratory tests which are clinically significant.~Acute infection within one week preceding first study drug administration.~History of drug or alcohol abuse.~Subject does not agree not to take any prescription or non-prescription drugs within two weeks before first study drug administration and until the end of the study.~Subject is on a special diet (for example subject is vegetarian).~Subject does not agree not to consume any beverages or foods containing methyl-xanthenes e.g. caffeine (coffee, tea, cola, chocolate etc.) 48 hours prior to the study administration of either study period until donating the last sample in each respective period.~Subject does not agree not to consume any beverages or foods containing grapefruit 7 days prior to first study drug administration until the end of the study.~Subject has a history of severe diseases which have direct impact on the study.~Participation in a biosimilarity study or in a clinical study within the last 6 weeks before first study drug administration.~Subject intends to be hospitalized within 3 months after first study drug administration.","infertility, female",1,"The study involves infertile females and evaluates the biosimilarity of an intervention (Human Chorionic Gonadotrophin) used in assisted reproductive technology (ART) treatments, which is directly related to promoting fertility and conception.","Comparative randomized, single dose, parallel, triple-blinded study in infertile females to evaluate biosimilarity of IM Injection of Human Chorionic Gonadotrophin (HCG) after Parenteral administration of Treatment A TEST Product Epifasi 5000 I.U. Ampoules (EIPICO PHARMA, EGYPT) and Treatment B REFERENCE Product Pregnyl 5000 I.U. Ampoules (Baxter Pharmaceutical Solutions for Organon, USA)"
"186","NCT00587327",2008,"A Randomised, Double-blind, Parallel Groups, Placebo-controlled, Multi-centre Study Assessing the Effects of a Selective Oxytocin Antagonist (Barusiban) and a Mixed Oxytocin Antagonist - Vasopressin V1a Antagonist (Atosiban) Administered Intravenously on Luteal Phase Uterine Contractions in Oocyte Donors Supplemented With Vaginal Progesterone","The main purpose of this clinical research trial was to evaluate the effects of barusiban and atosiban compared to placebo on luteal phase uterine contractions in oocyte donors supplemented with progesterone.","Participants eligible for this trial were oocyte donors 18-35 years of age, who had undergone controlled ovarian hyperstimulation in the long GnRH agonist protocol or the multiple-dose or single-dose GnRH antagonist protocols, had received hCG (≥ 5,000 IU urinary hCG or 250 μg recombinant hCG) for triggering of final follicular maturation and had undergone oocyte retrieval with a yield of ≥ 6 cumulus-oocyte-complexes. Participants had given signed informed consent, were generally healthy and with a body mass index (BMI) of 18.5-29.9 kg/m2. Participants were excluded in case of endometriosis stage I-IV or uterine pathology. Participants were willing to not have intake of alcoholic beverages during the trial, to not have sexual intercourse during the trial, and to either maintain sexual abstinence or use a highly effective method of contraception from end-of-trial till onset of next menses.","in vitro fertilisation (ivf) treatment",1,"The study involves oocyte donors who have undergone controlled ovarian hyperstimulation and oocyte retrieval, which are key components of in vitro fertilization (IVF) treatment. The trial aims to assess the effects of certain drugs on uterine contractions during the luteal phase, which is relevant to fertility and conception.","The main purpose of this clinical research trial was to evaluate the effects of barusiban and atosiban compared to placebo on luteal phase uterine contractions in oocyte donors supplemented with progesterone."
"187","NCT01081626",2010,"A Phase IV, Open-label, Post Marketing, Prospective, Randomized, Controlled, Multicentre, Multinational Study to Investigate Tailoring of Recombinant FSH Use in Ovulation Stimulation Treatment in Chronic Anovulatory Subjects (WHO Group II)","This is an open-label, prospective, randomized, controlled, multicentric, multinational, phase IV study to evaluate the use of Gonal-f in inducing ovulation in female subjects with chronic anovulation. It has been observed that conventional high dose set up regimen of gonadotropin and human chorionic gonadotropin (hCG) is effective in anovulatory subjects in terms of overall pregnancy rates. However, development of multiple follicles leading to multiple pregnancy and/or ovarian hyperstimulation syndrome (OHSS) is the major complications associated with this high dose set up. Chronic low-dose (CLD) protocols of follicle stimulating hormone (FSH), aimed at finding the threshold amount of FSH necessary to promote monofolliculogenesis, have been found to be successful in reducing the rate of OHSS almost to nil and the rate of multiple pregnancies to a minimum. This post-marketing study will investigate tailoring of recombinant follicle stimulating hormone (r-FSH) in a large population (N=310) of subjects from a region (North Africa/Middle East) that has not been included in previous studies of ovulation induction in subjects with chronic anovulation. The study aims to increase current knowledge of the efficacy and safety of Gonal-f, and provide fertility physicians with experience in Gonal-f treatment in anovulatory infertility, thereby contributing to the development of FSH dosing guidelines for ovulation induction by defining the optimal CLD and Low dose (LD) regimens.","Inclusion Criteria:~Premenopausal female subjects, aged between 18 and 37 years inclusive~Subjects willing to conceive~Subjects who are infertile due to chronic anovulation demonstrated by a cycle duration of > 35 days, or regular cycles with progesterone (P4) levels < 1 nanomole/milliliter (nmol/mL) during luteal phase (Day 25)~Subjects who have experienced spontaneous menses, menses induced by clomiphene citrate therapy, or a positive progestin-induced withdrawal within the previous year~Subjects with FSH and PRL serum values within the normal range in the early follicular phase~Subjects with total antral follicle count (AFC) > 10 (of follicle size ≥ 2 mm and < 11 mm) in both ovaries~Subjects with at least 1 patent tube, as documented by recent (within 2 years before treatment assignment) hysterosalpingography (HSG)~Subjects with normal uterine cavity, as documented by recent (within 2 years before treatment assignment) hysteroscopy, HSG or ultrasound scan~Subjects with body mass index (BMI) >20 and ≤32 kilogram square per meter (kg/m^2)~Subjects with negative cervical Papanicolaou (PAP) test within the 6 months prior to screening~Male partners of female subjects with sperm compatible with non assisted fertilization~Subjects who are willing and able to participate in the study and have provided written, informed consent~Exclusion Criteria:~Subjects with history of hypersensitivity to the active substance follitropin alpha, FSH, or to any of the excipients of Gonal-f~Subjects with ovarian enlargement or ovarian cyst unrelated to PCOS, and of unknown origin on ultrasound~Subjects with evidence of diminished ovarian reserve (cycle length < 26 days; FSH above the upper limit of local serum FSH values, total AFC in both ovaries < 10)~Subjects with myomatous uterus, which in the opinion of the investigator could impair pregnancy evolution~Subjects who have undergone 3 or more previous miscarriages~Subjects with any previous extrauterine pregnancy~Pregnant or lactating female subjects~Subjects with abnormal gynecological bleeding of unknown etiology~Subjects with previous history of severe OHSS~Subjects who have undergone operative pelvic surgery which could induce mechanical infertility (e.g tubes blockage) or pelvic inflammatory disease (PID) before treatment assignment excluding curettage and hysteroscopy~Subjects with tumors of the hypothalamus and pituitary gland~Subjects with ovarian, uterine or mammary carcinoma~Subjects treated with clomiphene citrate or gonadotropins within 1 month of the screening evaluation~Subjects with any medical condition which, in the opinion of the investigator, would prevent an effective response, such as primary ovarian failure, or malformations of the reproductive organs incompatible with pregnancy~Subjects with any medical condition which, in the opinion of the investigator, may interfere with the absorption, distribution, metabolism or excretion of the drug~Subjects with any clinically significant systemic disease (e.g. insulin-dependent diabetes) or any contraindication to being pregnant and/or carrying a pregnancy to term; also including subjects with non insulin dependent diabetes mellitus (NIDDM)~An active substance abuser~Subjects with known infection with Human Immunodeficiency Virus (HIV), Hepatitis B or C virus in the trial subject or her male partner~Subjects who have simultaneously participated in another clinical trial","ovulation induction",1,"The study focuses on inducing ovulation in women with chronic anovulation using recombinant follicle stimulating hormone (r-FSH). The participants are women who are infertile due to chronic anovulation and are trying to conceive, making this study directly related to fertility and conception.","This post-marketing study will investigate tailoring of recombinant follicle stimulating hormone (r-FSH) in a large population (N=310) of subjects from a region (North Africa/Middle East) that has not been included in previous studies of ovulation induction in subjects with chronic anovulation."
"188","NCT01202656",2010,"G-CSF(Granulocyte Colony Stimulating Factor) and Embryo Implantation and Pregnancy Following IVF (in Vitro Fertilization)","This a trial designed to test whether granulocyte colony stimulating factor (G-CSF, Neupogen) can increase the rate of embryo implantation following IVF and embryo transfer. Preliminary data at the Center for Human Reproduction(CHR) and elsewhere suggest that intrauterine infusion of G-CSF can improve endometrial development and can increase implantation rates of embryos.","Inclusion Criteria:~Women already enrolled in an IVF cycle at one of the participating institutions~Exclusion Criteria:~Sickle Cell disease~Renal insufficiency~Upper respiratory infection or Pneumonia~Chronic Neutropenia~Known Past or present malignancy","infertility, female",1,"The study investigates the use of G-CSF to improve embryo implantation rates in women undergoing IVF, which is directly related to fertility and conception.","This a trial designed to test whether granulocyte colony stimulating factor (G-CSF, Neupogen) can increase the rate of embryo implantation following IVF and embryo transfer."
"189","NCT01922193",2013,"A Randomized, Assessor-blinded, Parallel Group, Multi-center, Non-inferiority Study Investigating the Efficacy and Safety of Highly Purified Urofollitropin for Injection Compared to Recombinant Human Follitropin Alfa for Injection in Controlled Ovarian Stimulation in Chinese Females Undergoing an Assisted Reproductive Technology (ART) Program","Evaluate the efficacy and safety of of Highly Purified Urofollitropin for Injection Compared to Recombinant Human Follitropin Alfa for Injection in Chinese Females Undergoing an Assisted Reproductive Technology (ART) Program.","Inclusion Criteria:~Signed informed consent form, prior to screening evaluations~In good physical and mental health~Chinese Females between the ages of 20-39 years.~Body mass index (BMI) is ≥ 18.5 and < 28 kg/m2~Female diagnosed for at least one year (i.e., before screening) with tubal infertility, unexplained infertility, male factor infertility~Regular menstrual cycles of 24-35 days (both inclusive), presumed to be ovulatory~Documented evidence of at least one of the following within ninety (90) days prior to down regulation treatment:~mid-luteal phase serum progesterone level > 5ng/mL, or~late luteal phase endometrial biopsy with < 3 days lag, or~biphasic basal body temperature chart, or~mid-cycle urinary LH (Luteinizing hormone)surge~Early follicular phase (day 2-3), serum levels of FSH within limits (1-12IU/L)(results obtained within 90 days prior to down regulation treatment)~LH, PRL (prolactin), E2 (Estradiol), P (progesterone), total testosterone levels within normal range for the clinical laboratory or considered not clinically significant by the investigator (results obtained within 90 days prior to down regulation treatment)~TSH (thyrotropin) levels within normal limits for the clinical laboratory or considered not clinically significant by the investigator, or secondary to exogenous thyroid medication (results obtained within 90 days prior to down regulation treatment)~Negative serum Human Immunodeficiency Virus (HIV) antibody, and TPPA (Treponema Pallidum antibodies)/ RPR (Rapid Plasma Reagin) tests (results obtained within 90 days prior to down regulation treatment)~Early follicular phase total antral follicle (diameter 2-10 mm) count ≥ 6 and ≤ 25 for both ovaries combined (results obtained within 3 months prior to down regulation treatment)~Transvaginal ultrasound documenting presence and adequate visualisation of both ovaries, uterus and adnexa without evidence of significant abnormality (e.g.no endometrioma greater than 3 cm, no ovarian cysts > 35 mm or enlarged ovaries which would contraindicate the use of down regulation treatment, no hydrosalpinx) within ninety (90) days prior to down regulation treatment~Hysterosalpingography, hysteroscopy, saline infusion sonography or transvaginal ultrasound documenting a uterus consistent with expected normal function (e.g.no evidence of clinically interfering uterine fibroids defined as submucous or intramural fibroids larger than 3 cm in diameter, no polyps and no congenital structural abnormalities which are incompatible with pregnancy) within 1 year prior to down regulation treatment. This also includes women who have been diagnosed with any of the above medical conditions but have had them surgically corrected.~A minimum of one cycle without treatment with fertility modifiers (e.g., oral contraceptives) during the last menstrual cycle before down regulation treatment~Willing to accept a maximum of two embryos transferred in the fresh cycle~Willing to use an adequate barrier method of contraception or refrain from intercourse from 2 weeks before start of down regulation and throughout the down regulation period~Exclusion Criteria:~Any pregnancy within last three (3) months prior to screening~Known past or current thrombophlebitis or thromboembolism including venous thrombosis disease and active or recent arterial thrombosis disease~Three or more controlled ovarian stimulation cycles for IVF/ICSI (In vitro fertilization/Intracytoplasmic sperm injection) prior to screening~Previous IVF or ART failure related to a sperm/fertilization problem which resulted in unsuccessful fertilization and no related medical conditions improved~Known history of poor ovarian response in a previous controlled ovarian stimulation cycle for IVF/ICSI~Known history of excessive ovarian response in a previous controlled ovarian stimulation cycle for IVF/ICSI~Known severe OHSS (Ovarian hyperstimulating syndrome) in a previous controlled ovarian stimulation cycle.~Known history of polycystic ovary disease (PCOD) associated with anovulation~Known endometriosis~Known abnormal results of cervical examination of clinical significance obtained within 1 year prior to screening~Abnormal vaginal bleeding of undetermined origin~Known tumors of the ovary, breast, uterus, adrenal gland, pituitary or hypothalamus~Known current active pelvic inflammatory disease~Known history of recurrent miscarriage~Known malformations of the sexual organs incompatible with pregnancy~According to the judgment of the investigator, abnormal laboratory value of renal or hepatic function is clinically significant~Known current (3 months prior to screening) or past (1 year prior to screening) abuse of alcohol or drugs, and/or current or past smoking habit of more than 10 cigarettes per day~Any known endocrine or metabolic abnormalities (pituitary, adrenal, pancreas, liver or kidney) which can compromise participation in the trial with the exception of controlled thyroid function disease~Known history of chemotherapy (except for gestational conditions) or radiotherapy~According to the judgment of the investigator, abnormal laboratory value is clinically relevant~Use of any non-registered investigational drugs during 3 months before screening or previous participation in the study","infertility",1,"The study investigates the efficacy and safety of fertility drugs (Highly Purified Urofollitropin and Recombinant Human Follitropin Alfa) in Chinese females undergoing Assisted Reproductive Technology (ART) programs, which are directly related to infertility treatment and promoting conception.","Evaluate the efficacy and safety of of Highly Purified Urofollitropin for Injection Compared to Recombinant Human Follitropin Alfa for Injection in Chinese Females Undergoing an Assisted Reproductive Technology (ART) Program."
"190","NCT03011684",2017,"Fertility Preservation Using Tamoxifen and Letrozole in Estrogen Sensitive Tumors Trial","Latrogenic infertility as a result of cancer treatment has a profound effect on long-term quality of life in survivors of reproductive-age cancers. Oocyte cryopreservation prior to cancer treatment has been associated with improved quality of life, with a potential ability to reduce long-term decision-related regret in cancer survivors. Though letrozole plus gonadotropin and and tamoxifen plus gonadotropin are currently routinely used worldwide in ovarian stimulation cycles for fertility preservation in patients with estrogen-receptor-positive breast cancer, it is not clear which of the two might lead to improved oocyte yield. Improved knowledge about the efficacy of these medications, with regard to oocyte yield, has the potential to significantly improve quality of life in reproductive-age breast cancer survivors.","Inclusion Criteria:~New breast cancer diagnosis~Has not yet begun chemotherapy~Desires to undergo ovarian stimulation and oocyte retrieval prior to cancer treatment~Age 18 years old or greater~Exclusion Criteria:~Chemotherapy has already commenced or been completed~History of recurrent breast cancer (with a prior history of chemotherapy)~Stage IV breast cancer diagnosis (metastases remote from the breast)~Patient's oncologist advises against the trial - in which case they can choose to receive stimulation with letrozole+gonadotropin~Does not plan to undergo ovarian stimulation and oocyte retrieval prior to diagnosis~Any significant concurrent disease, illness, or psychiatric disorder that would compromise patient safety or compliance, interfere with consent, study participation, follow-up, or interpretation of study results~Age less than 18 years old","infertility",1,"The trial involves ovarian stimulation and oocyte retrieval, which are interventions related to fertility preservation in patients with a new breast cancer diagnosis.","Desires to undergo ovarian stimulation and oocyte retrieval prior to cancer treatment"
"191","NCT01565265",2012,"Prospective Randomized Study Comparing Ovarian Stimulation With Pergoveris Supported by a GnRH Agonist in a Long Protocol Versus Multidose GnRH Antagonist Regimen in Young Infertile Women Treated With ICS","The purpose of this study is to assess the non-inferiority of a multidose GnRH antagonist (cetrorelix) regimen to a GnRH agonist (triptorelin) long protocol in young infertile women undergoing ovarian stimulation with Pergoveris 150 I.U./75 I.U. (r-hFSH/ r-hLH) for ICSI treatment because of male infertility.~To assess the efficacy of ovarian stimulation using either a GnRH antagonist (cetrorelix) or a GnRH agonist (triptorelin) long protocol in infertile women with good prognosis and to determine the safety of ovarian stimulation.~Subsample analysis: in 10 patients of each of both arms, serum samples will be collected daily during the stimulation period and be stored frozen at -70 °C. The following hormone concentrations will be measured later in single assay batches: LH, FSH, oestradiol, progesterone, androstenedione, testosterone, inhibin A, inhibin B, AMH.~Multinational, multicentre, open label, randomized, 2-arm parallel-group phase IV study. Eligible patients will be randomly allocated to one of the two groups: the agonist group will receive Decapeptyl® 0.1 mg (triptorelin) starting in the mid-luteal phase of the natural cycle until downregulation until the day of ovulation induction. The antagonist group will receive cetrorelix 0.25 mg from stimulation day 6 to ovulation induction. In both groups, Pergoveris® 150 I.U./75 I.U. (r-hFSH/r-hLH) will be used for ovarian stimulation from cycle day 2 to ovulation induction.","Inclusion Criteria:~Female patients younger than 36 years of age with an indication for ICSI:~20 to 35 years inclusive~body mass index between 19 and 30 kg/m2~indication for ICSI due to male infertility~cycle length 27 to 32 days~presence of both ovaries~rubella immunity~written informed consent~Exclusion Criteria:~age > 35 years~pregnancy and breast feeding~ovarian endometriosis~uterine fibroids interfering with endometrial proliferation~sperm retrieval from the epididymis or the testis~more than one previous ART treatment with pregnancy~known or suspected hypersensitivity to active substances~clinically relevant systemic disease~previous enrollment to this study~know or suspected non-compliance, drug or alcohol abuse","female infertility due to nonimplantation of ovum~complications associated with artificial fertilization",1,"The study focuses on ovarian stimulation protocols in young infertile women undergoing ICSI treatment due to male infertility. The participants are specifically those trying to conceive, making it relevant to fertility interventions.","Prospective Randomized Study Comparing Ovarian Stimulation With Pergoveris Supported by a GnRH Agonist in a Long Protocol Versus Multidose GnRH Antagonist Regimen in Young Infertile Women Treated With ICSI"
"192","NCT02554279",2015,"A Randomized, Assessor-blind Trial Comparing MENOPUR® (Menotropins for Injection) and Recombinant FSH (Follicle Stimulating Hormone) in a GnRH Antagonist Cycle With Single-Blastocyst Transfer in a High Responder Subject Population","The purpose of this trial is to demonstrate non-inferiority of MENOPUR® versus recombinant Follicle Stimulating Hormone (rFSH) (Gonal-f®) with respect to ongoing pregnancy rate in women undergoing controlled ovarian stimulation (COS) following GnRH treatment.","Inclusion Criteria:~Females aged 21 to 35 years with regular ovulatory menstrual cycles of 21 to 45 days, with a Body Mass Index (BMI) between 18 and 30 kg/m2 who desire pregnancy.~Subjects must be high responders, defined as subjects who have a serum anti-Müllerian hormone (AMH) ≥5 ng/mL at screening.~Documented history of infertility (e.g., unable to conceive for at least 12 months or for at least 6 months if receiving donor sperm) with a Day 2 or Day 3 serum FSH level between 1 and 12 IU/L (inclusive), the results of which should be obtained within 6 months prior to randomization.~Exclusion Criteria:~Known stage III-IV endometriosis (American Society for Reproductive Medicine, 2012).~History of recurrent miscarriage not followed by a live birth (recurrent is defined as two (2) or more consecutive miscarriages).~Previous in vitro fertilization (IVF) or assisted reproductive technology (ART) failure due to a poor response to gonadotropins. Poor response is defined as development of ≤2 mature follicles or history of 2 previous failed cycle cancellations prior to oocytes retrieval due to poor response.","infertility",1,"The study focuses on women undergoing controlled ovarian stimulation (COS) as part of an assisted reproductive technology (ART) procedure to achieve pregnancy. The inclusion criteria specify that participants are women who desire pregnancy and have a documented history of infertility.","The purpose of this trial is to demonstrate non-inferiority of MENOPUR® versus recombinant Follicle Stimulating Hormone (rFSH) (Gonal-f®) with respect to ongoing pregnancy rate in women undergoing controlled ovarian stimulation (COS) following GnRH treatment."
"193","NCT03356964",2017,"Impact of Step-down Approach During Late Follicular Phase in Recombinant FSH-stimulation Dosage for IVF on Progesterone Level on the Day of Final Oocyte Maturation","Step-down approach and late follicular phase progesterone level","Inclusion Criteria:~Primary / secondary infertility with the indication for IVF/ICSI~Patients age 18 - 40 years~60 kg up to and including 90 kg~BMI of 18-32 kg/m2~Menstrual cycle length of 24-35 days~Exclusion Criteria:~An individual who meets any of the following criteria will be excluded from participation in this study:~Exclusion criteria:~presence or history of an endocrine abnormality~abnormal outcome of blood biochemistry or hematology~relevant ovarian-, tubal- or uterine-pathology that could interfere with the ovarian stimulation treatment~history of ovarian hyper-response (more than 30 follicles ≥ 11 mm) or ovarian hyper-stimulation syndrome (OHSS), polycystic ovary syndrome (PCOS)~History of poor ovarian response, according to the Rotterdam-criteria (Ferrarretti et al.)~ovarian reserve parameter, indicating the risk of poor ovarian response (AFC < 5 and AMH < 0,5ng/ml) (14)","progesterone resistance",1,"The study focuses on individuals with primary or secondary infertility who are undergoing IVF/ICSI treatment, which is a form of assisted reproductive technology aimed at promoting conception.","Primary / secondary infertility with the indication for IVF/ICSI"
"194","NCT04549116",2020,"A Multicenter, Randomized, Controlled, Double-blind, Double-dummy Study to Evaluate the Safety and Efficacy of Subcutaneous Progesterone Compared to Vaginal Progesterone for Luteal Phase Supplementation in Modified Natural Frozen Euploid Blastocyst Transfer.","This is a multicenter, randomized, double-blind, double-dummy, active-controlled, non-inferiority clinical study in women aged 35 to 42 years. This study will investigate the safety and efficacy of Progesterone-IBSA to support euploid embryo blastocyst implantation and early pregnancy after frozen embryo transfer (FET) in a modified natural cycle as a treatment for infertile women. Subjects will be randomized to receive either active Progesterone-IBSA or Crinone 8% for luteal and early pregnancy support and these two groups will be compared.","Inclusion Criteria:~subject has given written informed consent;~Premenopausal women 35 to 42 years of age at the time of consent (at least 35 [including day of birthday] and no more than 42 [up to the day before their 43rd birthday]);~Valid indication for IVF treatment (i.e. history of infertility according to ASRM definition, single women or same-sex couples);~Consistent, regular spontaneous ovulatory menstrual cycle with normal length (24-38 days included);~Body mass index (BMI) < 38 kg/m2;~Subject with at least one euploid frozen blastocyst from a previous IVF treatment cycle;~Less than 3 previous consecutive euploid blastocyst transfers without a life birth;~Baseline Follicle Stimulating Hormone (FSH) < 15 mIU/mL, and Anti Muellerian Hormone (AMH) >0.7 ng/mL (within 6 months from screening for subjects requiring a stimulation cycle to obtain a euploid embryo); and Estradiol (E2) < 90 pg/mL and Progesterone (P4)< 1.5 ng/mL at Visit 1 (for all subjects);~Semen used during IVF(for subjects requiring a stimulation cycle to obtain a euploid embryo) was produced by ejaculation (not surgically derived sperm) from either the partner or from a sperm donor. Donor must be 18-40 years of age at the time of collection and compliant with 21 Code of Regulations (CFR) section 1271 Subpart C;~Hysterosalpingography, hysteroscopy, 3D ultrasound or sonohysterogram documenting a normal uterine cavity within the last year;~Normal cervical cytology/High Risk human papillomavirus (HPV) testing per American College of Obstetricians and Gynecologists guidelines.~Exclusion Criteria:~Oligo or anovulation (spontaneous menses > 39 days apart);~Breastfeeding or Pregnancy;~Contraindication to pregnancy (i.e. an active, uncontrolled clinically significant medical condition or abnormality of the sexual organs determined by the provider);~Known family history of major congenital anomalies;~Moderate to severe current endometriosis (stage 3 or 4);~Presence of a unilateral or bilateral hydrosalpinx that communicates with the uterus, that has not been ligated prior to treatment;~Recurrent pregnancy loss (RPL) as defined by the American Society of Reproductive Medicine (ASRM) as two or more consecutive failed clinical pregnancies;~Presence of a submucosal or intramural fibroid > 4 cm which distorts the uterine cavity or are > 5 cm in diameter;~Untreated uterine pathology that could impair embryo implantation (i.e. scarring/Asherman's syndrome or intra uterine polyps > 1 cm in size);~Type 1 or 2 diabetes mellitus based on American Diabetes Association (ADA) criteria3;~Uncontrolled adrenal or thyroid dysfunction;~History of conditions (i.e. toxic shock syndrome) that would contraindicate use of a vaginal progesterone product;~Subjects with hepatic impairment (liver function tests > 2x upper limit of normal);~Subjects with renal impairment (estimated creatinine clearance <60 mL/min/1.73 m2);~History of an active or treated autoimmune disease (i.e. systemic lupus erythematosus);~History of arterial disease (i.e. Prior or active thrombophlebitis, thromboembolic disorder or known thrombophilia);~Neoplasias (current) or history of neoplasia that may be responsive to progesterone;~High grade cervical dysplasia;~Undiagnosed vaginal bleeding (i.e. at the time of screening);~Use of donor eggs or plans to use a gestational carrier;~Use of endometrial receptivity array (ERA) test to postpone or anticipate the embryo transfer (ET) day;~Use of epididymal, testicular , electro-ejaculated or chemotherapy exposed sperm;~Known allergy to progesterone preparations or their excipients;~Current dependence on alcohol, tobacco (must not be smoking/using tobacco x 2 months before the study) or drugs or psychotropic medications labeled as Pregnancy Categories D and X;~Use of concomitant medications within 1 month previous the start of the FET cycle preparation up to gestational week 12 that might interfere with the study evaluation (use of insulin sensitizing agents, vaginal medications/preparations, any drugs for luteal support other than those specified in the protocol, aspirin, any hormonal treatment, with the exception of levothyroxine);~Participation in a concurrent clinical trial or in another investigational drug trial within the past 2 months-","infertility",1,"The study focuses on evaluating the safety and efficacy of progesterone for luteal phase supplementation in women undergoing frozen embryo transfer (FET) as part of in vitro fertilization (IVF) treatment. The participants are infertile women trying to conceive, which directly relates to fertility and assisted reproductive techniques.","This study will investigate the safety and efficacy of Progesterone-IBSA to support euploid embryo blastocyst implantation and early pregnancy after frozen embryo transfer (FET) in a modified natural cycle as a treatment for infertile women."
