"","nct_id","official_title","summary","gender","minimum_age","maximum_age","criteria","AnyPregGPT_updated2","Summary.x","Summary_quote","Preg_Only_GPT.x","Nonviable_GPT","Nonviable_quote","Category","Secondary.category","Summary.y"
"315","NCT03386240","Antibacterial-coated Sutures at Time of Cesarean","Abdominal closure with antibacterial-coated sutures has been shown to reduce wound infections after a number of surgical procedures, but none of the previous trials included cesarean delivery. Our objective is to determine whether use of antibacterial-coated sutures reduces surgical site infection (SSI) after cesarean delivery.","Female","18 Years","50 Years","Inclusion Criteria:~18-50 years of age.~Women ≥ 24 weeks' viable gestation.~To undergo cesarean delivery.~Exclusion Criteria:~Patient unwilling or unable to provide consent.~No prenatal care or a non-resident patient who is unlikely to be followed-up after delivery.~Immunosuppressed patients: i.e., taking systemic immunosuppressant or steroids (e.g. transplant patients; not including steroids for lung maturity), HIV with CD4<200, or other.~Decision to use other than suture closure (e.g. secondary wound closure, mesh closure).~Skin infection.~Coagulopathy.~High likelihood of additional surgical procedure beyond cesarean (e.g. scheduled hysterectomy, bowel or adnexal surgery).~Allergy to Triclosan.~Incarcerated individuals.","Included","The trial explicitly includes pregnant women undergoing cesarean delivery, as indicated by the inclusion criteria specifying women ≥ 24 weeks' viable gestation.","Inclusion Criteria: Women ≥ 24 weeks' viable gestation.",1,0,"0","15. C-section/caesarean","21. Other infectious disease prevention/treatment (non-vaccine)","The trial focuses on the use of antibacterial-coated sutures to reduce surgical site infections after cesarean delivery. It exclusively enrolls pregnant individuals undergoing cesarean sections, making it fit into the 'C-section/caesarean' category. The secondary category is 'Other infectious disease prevention/treatment (non-vaccine)' due to the focus on preventing surgical site infections."
"316","NCT05955040","Treatment of Elevated Blood Pressures in Early Pregnancy","This is a randomized controlled trial comparing the outcomes of treatment and non-treatment of elevated blood pressures in early pregnancy.","Female","18 Years","45 Years","Inclusion Criteria:~Patients presenting for obstetric care at Marshall University (Huntington office and Teays Valley office) between 12 and 16 weeks gestation with a systolic blood pressure of 120 or greater OR a diastolic blood pressure of 80 or greater. Eligibility for this study will be have blood pressures between 120-139 systolic and 80-89 diastolic. Randomization to control, labetalol, or nifedipine will be performed after patient consent.~Exclusion Criteria:~Patients already be on medication for hypertension.~Patients with the diagnosis of chronic hypertension~Patients with a BP of 140 or greater systolic OR 90 or greater diastolic (this meets criteria for chronic hypertension in pregnancy).~Patients actively using any illicit substance or have history of substance use disorder.~Patients who are actively consuming alcohol during pregnancy.~Patients with Type I or Type II Diabetes Mellitus.~Patients with end stage renal disease.~Patients less then 12 weeks gestation or greater than 16 weeks","Included","The trial explicitly includes pregnant individuals between 12 and 16 weeks gestation with elevated blood pressures. It does not study nonviable pregnancies or postpartum interventions.","Patients presenting for obstetric care at Marshall University (Huntington office and Teays Valley office) between 12 and 16 weeks gestation with a systolic blood pressure of 120 or greater OR a diastolic blood pressure of 80 or greater.",1,0,"0","2. Hypertension/pre-eclampsia/eclampsia/HELLP syndrome","None","This trial focuses on the treatment of elevated blood pressures in early pregnancy, specifically targeting pregnancy-induced hypertension. The inclusion criteria specify pregnant individuals between 12 and 16 weeks gestation with elevated blood pressure, and the trial involves randomization to different treatment groups. Therefore, it fits best under the category of 'Hypertension/pre-eclampsia/eclampsia/HELLP syndrome.'"
"317","NCT02939742","Does a Repeat Course of Antenatal Corticosteroids in Pregnant Women With Preterm Premature Rupture of Membranes Decrease Neonatal Morbidity?","The purpose of this study is to determine if a repeat course of betamethasone given to pregnant women with preterm premature rupture of membranes (PPROM) will decrease the infant's length of stay in the neonatal intensive care unit (NICU) and the overall neonatal morbidity associated with this condition.","Female","18 Years","50 Years","Inclusion Criteria:~Maternal age ≥ 18 years~Preterm premature rupture of membranes, demonstrated clinically by speculum exam~Cervical dilation visually ≤ 5cm on sterile speculum exam~Planned delivery at John Sealy Hospital (JSH)~Gestational age of membrane rupture and initiation of first course of antenatal corticosteroids between 23 5/7 - 32 5/7 weeks~Planned pregnancy continuation with no indication for delivery for at least 7 days~Exclusion Criteria:~Maternal age > 50 years~Gestational age < 23 5/7 weeks or > 32 5/7 weeks~Known major congenital abnormalities, aneuploidy, or genetic syndrome~Intrauterine fetal demise~Any indication for expedited delivery~Maternal chorioamnionitis~Known allergy or adverse reaction to corticosteroids","Included","The study explicitly includes pregnant women with preterm premature rupture of membranes (PPROM) and aims to determine the effect of a repeat course of betamethasone on neonatal morbidity.","The purpose of this study is to determine if a repeat course of betamethasone given to pregnant women with preterm premature rupture of membranes (PPROM) will decrease the infant's length of stay in the neonatal intensive care unit (NICU) and the overall neonatal morbidity associated with this condition.",1,0,"0","1. Prevention of pre-term labor/premature birth/preterm delivery/PROM/pPROM/Cervical insufficiency/Cervical cerclage","None","The trial focuses on the use of antenatal corticosteroids in pregnant women with preterm premature rupture of membranes (PPROM) to decrease neonatal morbidity. This directly relates to the prevention of pre-term labor and premature birth. The study exclusively enrolls pregnant women, hence the classification of Preg_Only_GPT as 1."
"318","NCT02911662",NA,"This is a prospective randomized controlled day comparing the efficacy of three-day antimicrobial treatment of asymptomatic bacteriuria (ASB) in pregnancy to the standard seven-day treatment. Half the patients will receive 3-day treatment and the other half will receive 7 days of antibiotics.","Female","18 Years","N/A","Inclusion Criteria:~Pregnant women ≥ 18 years of age seeking prenatal care at the Academic Obstetrics and Gynecology Center at St. Joseph Mercy Hospital, Ann Arbor, Michigan~Randomization will occur if the patient every has a urine culture demonstrating ≥10,000 cfu/ml of a pathogenic urinary tract organism~Exclusion Criteria:~Symptomatic bacteriuria (cystitis or pyelonephritis) at the time of urine collection~Previously treated bacteriuria in current pregnancy~Past medical history of known congenital or acquired urinary tract anomaly or abnormality (i.e. pelvic kidney, single kidney, renal transplant)~Any antibiotic use within the week prior to urine sampling~Urine culture revealing growth of the following organisms: Lactobacillus, coagulase-negative staphylococcus","Included","The study explicitly includes pregnant women as participants to compare the efficacy of different durations of antimicrobial treatment for asymptomatic bacteriuria in pregnancy.","Pregnant women ≥ 18 years of age seeking prenatal care at the Academic Obstetrics and Gynecology Center at St. Joseph Mercy Hospital, Ann Arbor, Michigan",1,0,"0","24. UTI","None","This trial investigates the efficacy of a three-day versus seven-day antimicrobial treatment for asymptomatic bacteriuria in pregnant women. The inclusion criteria specify that only pregnant women are eligible, making it a pregnancy-specific study. The primary condition being studied is asymptomatic bacteriuria, which falls under urinary tract infections (UTI). There is no mention of pain management in the trial."
"319","NCT00967382","TIPPS - Thrombophilia in Pregnancy Prophylaxis Study: A Multicentre, Multinational, Randomized Control Trial of Prophylaxis Low Molecular Weight Heparin (LMWH) in High-risk Thrombophilic Women.","The TIPPS trial seeks to determine the safety and effectiveness of low-molecular-weight heparin (LMWH), an anticoagulant, in preventing placenta mediated pregnancy complications and venous thromboembolism (VTE) in women with thrombophilia. Thus, the principal research question is: can LMWH prevent thrombosis in the leg veins, pulmonary arteries and placental vessels, thereby reducing the risk of deep vein thrombosis, pulmonary embolism (PE), intrauterine growth restriction (IUGR), preeclampsia, miscarriage and stillbirth?","Female","18 Years","N/A","Inclusion Criteria:~One or more of the following:~Previous preeclampsia~Previous unexplained intra-uterine growth restriction~Previous recurrent miscarriage:~three(3) or more unexplained miscarriage at less than 10 weeks gestation;~two (2) or more unexplained fetal loss between 10 and 16 weeks gestation;~one (1) or more unexplained fetal loss at or greater than 16 weeks gestation~Previous abruptio placenta~Previous personal history of VTE:~Previous documented secondary proximal VTE,~Previous documented calf-vein thrombosis (idiopathic or secondary),~Previous superficial phlebitis~First degree relative with symptomatic thrombophilia~Pregnancy - > 4weeks gestation and < 20 weeks gestation~Thrombophilia:~Two abnormal tests, and no normal tests~3.1 Protein S~3.2 Protein C~3.3 Antithrombin~Two positive tests~3.4 Anticardiolipin immunoglobulin M (IgM) (>30 U/ml)~3.5 Anticardiolipin immunoglobulin G (IgG) (>30 U/ml)~3.6 Anti-b2 glycoprotein IgG (>20 U/ml)~3.7 Anti-b2 glycoprotein IgM (>20 U/ml)~3.8 Lupus anticoagulant~One positive test~3.9 Factor V Leiden (heterozygous or homozygous)~3.10Prothrombin gene defect (heterozygous or homozygous)~Exclusion Criteria:~Less than 4 weeks gestation or greater than 20 weeks gestation~No confirmed thrombophilia~Contraindication to heparin therapy~History of heparin induced thrombocytopenia~Platelet count less than 100,000 109/L~History of osteoporosis or steroid use~Actively bleeding~Documented peptic ulcer within 6 weeks~Heparin, bisulfite or fish allergy~Severe hypertension (Systolic Blood Pressure >200mmhg and/or Diastolic Blood Pressure >120mmHg)~Serum creatinine greater than 80 umol/L (1.3mg/dl) and an abnormal 24 hour urine creatine clearance (<30ml/min)~Severe hepatic failure (INR >1.8)~Geographic inaccessibility~Need for anticoagulants, discretion of the investigator such as but not limited to:~Recurrent fetal loss and phospholipid antibody syndrome~Prior idiopathic proximal VTE:~History of idiopathic deep venous thrombosis (DVT) or pulmonary embolism (PE) treated with anticoagulants (> 1 month of heparin or warfarin) or inferior vena cava (IVC) interruption;~Idiopathic is a VTE occurring outside all of the following periods: antepartum, postpartum, oral contraceptive use, surgery, immobilization, cast, and malignancy~Mechanical heart valve~Legal lower age limitations (country specific)~Prior participation in TIPPS~Unable/unwilling to provide informed consent","Included","The trial explicitly includes pregnant women as it aims to determine the safety and effectiveness of low-molecular-weight heparin (LMWH) in preventing pregnancy complications in women with thrombophilia.","Pregnancy - > 4weeks gestation and < 20 weeks gestation",1,0,"0","2. Hypertension/pre-eclampsia/eclampsia/HELLP syndrome","8. Fetal growth/IUGR/Fetal Growth Retardation","The TIPPS trial evaluates the use of low-molecular-weight heparin (LMWH) in preventing pregnancy complications such as preeclampsia, intrauterine growth restriction (IUGR), and venous thromboembolism (VTE) in pregnant women with thrombophilia. The trial exclusively enrolls pregnant women, making it a pregnancy-only study. The primary category is hypertension/pre-eclampsia/eclampsia/HELLP syndrome due to the focus on preventing preeclampsia. The secondary category is fetal growth/IUGR/Fetal Growth Retardation because the study also aims to prevent IUGR."
"320","NCT01324466","A Randomized, Double-Blind, Parallel-Group, Vehicle-Controlled, Multicenter Study of NB-001 in the Treatment of Recurrent Herpes Labialis","The purpose of this study is to demonstrate the safety and efficacy of NB-001 in subjects with recurrent herpes labialis (RHL).","All","18 Years","N/A","Inclusion Criteria:~A healthy man or woman 18 years of age or older. Women who are pregnant, lactating or may become pregnant may (at the investigator's discretion) be included in the study.~Have recurrent herpes labialis as defined by a history of three (3) or more cold sore recurrences on the lips and/or skin surrounding the lips in the previous 12 months;~Have the majority of their cold sore recurrences preceded by a well defined history of prodromal symptoms.~Exclusion Criteria:~Subjects with severe chronic illness~Received (within the last 6 months) or receiving chemotherapy;~Significant skin disease on the face~Previously received herpes vaccine;~Active alcohol or drug abuse;~Prior randomization into any NanoBio study;~Known allergies to topical creams, ointments or other topical medications.","Included","Pregnant and lactating women may be included in the study at the investigator's discretion.","Women who are pregnant, lactating or may become pregnant may (at the investigator's discretion) be included in the study.",0,0,"0","21. Other infectious disease prevention/treatment (non-vaccine)","None","The trial evaluates the safety and efficacy of NB-001 in subjects with recurrent herpes labialis. Pregnant individuals can enroll at the investigator's discretion, but the trial is not exclusively for pregnant individuals. The primary focus is on treating an infectious disease (herpes labialis), and there is no mention of pain management."
"321","NCT00802139","A Prospective, Randomized, Multi-centered Trial to Compare the Efficacy and Safety of Intravenous Iron Sucrose (Venoferrum®) With Oral Iron Acetyl-transferrin Hydroglycerin (Bolgre®) in Pregnant Women With Iron Deficiency Anemia","multi-center, prospective, randomized, open-labeled, active-drug-controlled, two-parallel-group-comparison(venoferrun group vs Bolgre group)study","Female","18 Years","N/A","Inclusion Criteria:~30~32nd weeks pregnant women aged over 18 years~Women who have Hb level of more than 10.0g/dL a week before study initiation~Patients who agree to participate in this study in writing~Exclusion Criteria:~Patients who have participated in another clinical study in recent 3 months~Patients who are prone to acute hemorrhage during pregnancy~Patients who have shown intolerance to iron therapy~Hemolytic anemia, hemoglobinopathies (thalassemia, sickle cell)~Bleeding tendency, hypersplenism~Chronic heart failure, Class II-IV heart disease, uncontrolled arterial hypertension (DBP ≥ 115mmHg), deep vein thrombosis, thrombocytosis, chronic renal disease~Severe renal failure patients (2.5 times or more higher plasma creatinine level than high limit of normal state)~Patients with severe liver dysfunction (2.5 times or more higher AST or ALT than high limit of normal state)~Patients with doubled or more CK level than high limit of normal state~Patients who are regarded as ineligible for this study by investigator","Included","The study explicitly includes pregnant women with iron deficiency anemia, as indicated by the inclusion criteria specifying 30-32nd weeks pregnant women.","30~32nd weeks pregnant women aged over 18 years",1,0,"0","6. Anemia","None","This trial focuses on comparing the efficacy and safety of intravenous iron sucrose with oral iron acetyl-transferrin in pregnant women with iron deficiency anemia. The inclusion criteria specify that participants must be pregnant women aged over 18 years and between 30-32 weeks of gestation. The primary condition being studied is iron deficiency anemia, which fits into the category of 'Anemia'. There is no indication that the trial evaluates a pain management drug or intervention."
"322","NCT00811421","Evaluation of the Safety and Efficacy of Mefloquine as Intermittent Preventive Treatment of Malaria in Pregnancy","The study aims at comparing the safety, tolerability and efficacy of Mefloquine (MQ) to Sulfadoxine-Pyrimethamine (SP) as Interment Preventive Treatment in pregnancy (IPTp) for the prevention of malaria effects on the mother and her infant.","Female","N/A","N/A","Inclusion Criteria:~Trial 1:~Permanent resident in the area~Gestational age at the first antenatal visit ≤ 28 weeks~Signed informed consent~Agreement to deliver in the study site's maternity(ies) wards~Trial 2:~Permanent resident in the area.~Gestational age at the first antenatal visit ≤ 28 weeks~HIV seropositive (after voluntary counseling and testing)~Indication to receive CTX prophylaxis (according to the national guidelines)~Signed informed consent~Agreement to deliver in the study site's maternity(ies) wards.~Exclusion Criteria:~Trial 1:~Residence outside the study area or planning to move out in the following 18 months from enrollment~Gestational age at the first antenatal visit > 28 weeks of pregnancy~Known history of allergy to sulfa drugs or mefloquine~Known history of severe renal, hepatic, psychiatric or neurological disease~MQ or halofantrine treatment in the preceding 4 weeks~HIV infection~Participating in other studies~Trial 2:~Residence outside the study area or planning to move out in the following 10 months from enrollment~Gestational age at the first antenatal visit > 28 weeks of pregnancy~Known history of allergy to CTX or MQ~Known history of severe renal, hepatic, psychiatric or neurological disease~MQ or halofantrine treatment in the preceding 4 weeks","Included","The study explicitly includes pregnant individuals as it aims to evaluate the safety and efficacy of Mefloquine as Intermittent Preventive Treatment of Malaria in Pregnancy. The inclusion criteria specify gestational age at the first antenatal visit ≤ 28 weeks.","The study aims at comparing the safety, tolerability and efficacy of Mefloquine (MQ) to Sulfadoxine-Pyrimethamine (SP) as Interment Preventive Treatment in pregnancy (IPTp) for the prevention of malaria effects on the mother and her infant.",1,0,"0","5. Malaria (with or without HIV)","3. HIV (Prevention of Mother-to-Child Transmission / PMTCT, NO malaria)","The trial evaluates the safety and efficacy of Mefloquine as an intermittent preventive treatment for malaria in pregnant women, comparing it to Sulfadoxine-Pyrimethamine. The study includes pregnant women up to 28 weeks of gestation and also considers HIV seropositive women for one of the trials. The primary focus is on malaria prevention, with a secondary focus on HIV prevention in pregnancy."
"323","NCT03088410","The Tshilo Dikotla Study: Metabolic Outcomes of Children HIV/ARV-Exposed Uninfected in Botswana (MOCHA)","The purpose of this study is to assess the early longitudinal metabolic effects including insulin sensitivity in HIV-exposed uninfected (HEU) children compared to HIV-unexposed uninfected (HUU) children; as well as to determine differences in the effects of neonatal zidovudine (AZT) vs. nevirapine (NVP) prophylaxis on early longitudinal changes in insulin sensitivity in the first 3 years of life.","Female","18 Years","N/A","Inclusion Criteria:~HIV-infected and uninfected pregnant women between 16-36 weeks GA are eligible for study enrollment.~Women must be 18 years of older and able to provide informed consent for themselves and their infant to participate in the study.~Participants must be Botswana citizens.~Women must have evidence of HIV infection status. Women NOT documented as HIV seropositive must have documentation of HIV seronegativity during the present pregnancy at or after 32 weeks GA. Women who have an initial negative HIV test during the present pregnancy which was done at <32 weeks GA will need to undergo repeat testing on or after 32 weeks GA in accordance with national guidelines.~HIV-uninfected women must be willing to undergo HIV pre-test counseling, rapid HIV testing and post-test counseling, referred to as HIV Testing and Counseling (HTC) during pregnancy.~Women must be willing to remain in study area with their infant and attend scheduled study visits as described above until the child's 3rd birthday.~For HIV-infected women, they must be on TDF/3TC or FTC/EFV or TDF/3TC or FTC/Dolutegravir at time of study enrollment or willing to initiate this treatment and continue throughout the period of breastfeeding, if not for their lifetime.~At enrollment, all women must be willing to breastfeed exclusively for the first six months of life.~Exclusion Criteria:~•Pre-existing maternal diabetes mellitus.","Included","The study explicitly includes pregnant women between 16-36 weeks gestational age and assesses metabolic outcomes in their children. It does not focus on nonviable pregnancies or postpartum interventions.","HIV-infected and uninfected pregnant women between 16-36 weeks GA are eligible for study enrollment.",1,0,"0","4. HIV (non-PMTCT, NO malaria, NO tuberculosis)","None","The study involves both HIV-infected and uninfected pregnant women and their infants, focusing on the metabolic outcomes of HIV-exposed uninfected children. It does not exclusively enroll pregnant individuals but includes them as part of the study population. The primary focus is on HIV and its effects on insulin sensitivity in children, fitting best under 'HIV (non-PMTCT, NO malaria, NO tuberculosis)'."
"324","NCT05487196","Effectiveness of Clonidine, Dexmedetomidine, and Fentanyl Adjuncts for Labor Epidural Analgesia: A Randomized Controlled Quadruple Blinded Non-Inferiority Trial (CLASSIER Trial)","The purpose of this randomized controlled trial is to compare the effectiveness of epidural clonidine, dexmedetomidine, or fentanyl adjuncts for labor analgesia.","Female","18 Years","65 Years","Inclusion Criteria:~Greater than 18 years of age~American Society of Anesthesiologists (ASA) Physical Status 2 or 3~Term pregnancy (greater than 37 gestational weeks)~Planning epidural labor analgesia~Singleton pregnancy~Vertex presentation~Planned vaginal delivery~Exclusion Criteria:~Pre-eclampsia with or without severe features~New initiation of antihypertensive agent within 24 hours prior to enrollment~Uncontrolled systemic comorbidities [i.e., diabetes, hepatic, renal or cardiac]~Known or suspected fetal abnormalities~Allergy to study agents~Contra-indication to neuraxial anesthesia~Inability to communicate or participate in study procedures","Included","The trial explicitly includes pregnant individuals as it is focused on labor analgesia for term pregnancies.","Inclusion Criteria:~Term pregnancy (greater than 37 gestational weeks)~Planning epidural labor analgesia~Singleton pregnancy~Vertex presentation~Planned vaginal delivery",1,0,"0","16. Labor induction/Labor management/Other labor and delivery (NOT C-SECTION, NOT CAESAREAN)","None","This trial focuses on comparing the effectiveness of different adjuncts for labor epidural analgesia, which is directly related to labor management. The inclusion criteria specify term pregnancy and planned vaginal delivery, indicating that only pregnant individuals are enrolled. The trial evaluates pain management drugs (clonidine, dexmedetomidine, and fentanyl) for labor analgesia."
"325","NCT06049160","A Comparative Study Between Preoperative and Postoperative Rectal Misoprostol in the Reduction of Blood Loss During and After Elective Cesarean Section : A Double Blinded Randomized Controlled Trial","Cesarean delivery (CD) is the most common major surgical procedure undergone by women around the world. Over the past two decades, there has been a witnessed increase in rates of caesarean deliveries, which continues to rise, achieving 30% in resource-rich countries and exceeding 60% in resource-limited countries. According to a Lancet report 2014, Egypt is one of the countries with the highest rates of caesarean delivery, in which the rate had reached 55.5%. The rate is almost double to three times the ideal rate of 10%-15%","Female","18 Years","40 Years","Inclusion Criteria:~Gestational age ( 37 to 41 weeks).~Singleton healthy fetus.~Scheduled for elective lower segment caesarean delivery under spinal anaesthesia.~Body mass index of (25-30 Kg/m2).~Normal coagulation profile.~Normal amniotic fluid volume assessed by amniotic fluid index.~Exclusion Criteria:~Maternal comorbidity: Hypertension; diabetes; heart, kidney, or liver disorders.~Contraindication to use of misoprostol like known allergy to misoprostol or asthmatic patients.~Women who had undergone any previous uterine surgery such as myomectomy because it is considered upper uterine segment operation with more destruction in myometrium but caesarean section is a lower segment uterine operation with minimal destruction in myometrium.~Women at higher risk of intraoperative blood loss or PPH, such as those with hemoglobin levels less than 9 g/dl, history of PPH, or uterine fibroids.~Antepartum hemorrhage ( placenta previa and placental abruption).~Women who will undergo caesarean section because of failure of induction of labor.","Included","The trial explicitly includes pregnant individuals as it involves elective cesarean sections, which are performed on pregnant women.","Gestational age (37 to 41 weeks).",1,0,"0","15. C-section/caesarean","28. Postpartum sepsis/hemorrhage/complications","The trial focuses on the use of rectal misoprostol to reduce blood loss during and after elective cesarean sections. It exclusively involves pregnant individuals undergoing cesarean delivery, making it a clear fit for the 'C-section/caesarean' category. The secondary category 'Postpartum sepsis/hemorrhage/complications' is relevant due to the focus on blood loss management. Pain management is not a primary focus of this trial."
"326","NCT05745935","Role of Local Skin Incision Infiltration by Oxytocin On Wound Healing of Caesarean Section Scar in Primiparous Women A Double Blind Randomized Controlled Study","caesarean section rate in Egypt has reached about 60% between primgravidae.~Wound complications are of the most common morbidities following cesarean section. The prevalence of wound infection and disruption after cesarean has been reported as 3-15%, averagely speaking 6% and 2-42% in various studies.~These complications affect mother's quality of life due to stress, anxiety, delay in mother's ability and health recovery","Female","20 Years","35 Years","Inclusion Criteria:~Primigravidae women,~Age group from 20- 35 years old.~Gestational age 37-41 weeks, and~Elective caesarean section due to obstetrics indication.~The patient signed an Informed Consent Form authorizing their inclusion~Exclusion Criteria:~Multiparous women,~Assisted vaginal delivery,~Normal vaginal delivery,~Emergency caesarean section,~Preterm pre labour rupture of membrane,~Primiparous women with age above 35 years old,~Primiparous women with known connective tissue disease and~Women suffering from chronic diseases such as diabetes, hypertension, cardiovascular diseases, psychiatric diseases, cancer~Smoking Women","Included","The trial explicitly includes pregnant women (primigravidae) undergoing elective caesarean section.","Inclusion Criteria:~Primigravidae women,~Age group from 20- 35 years old.~Gestational age 37-41 weeks, and~Elective caesarean section due to obstetrics indication.",1,0,"0","15. C-section/caesarean","None","The trial focuses on the role of local skin incision infiltration by oxytocin on wound healing of caesarean section scars in primiparous women. It specifically targets pregnant women undergoing elective caesarean sections, making it a clear fit for the category 'C-section/caesarean'. There is no indication that the trial evaluates a pain management drug or intervention."
"327","NCT03651531","Comparison of Insulin Alone to Insulin With Metformin to Treat Gestational Diabetes Mellitus","This study is a prospective, unmasked randomized clinical trial comparing the use of insulin vs combination insulin and metformin for treatment in women diagnosed with gestational diabetes mellitus (GDM). The investigator's hypothesis is that the combination of metformin and insulin will be superior to insulin alone to achieve tight glucose control during pregnancy.","Female","18 Years","N/A","Inclusion Criteria:~Able to read and write English and/or Spanish and give written consent~Diagnosis of GDM, defined as an abnormal glucose tolerance test performed after 12 weeks gestation using 1 of the 2 criteria below:~50 gram 1 hour oral diabetes screening testing yielding a result of > 200 mg/dL~A 100 gram 3 hour oral glucose tolerance testing yielding >2 abnormal values (normal values defined as fasting blood glucose < 95, 1 hour < 180, 2 hour < 155 and 3 hour < 140)~Singleton gestation~Gestational age between 12 and 34 weeks and 6 days determined by last menstrual period (LMP) confirmed by ultrasound using criteria set forth by the ACOG (Committee on Obstetric Practice). If LMP is unknown then gestational age must be set by ultrasound prior to 20 weeks gestation.~Exclusion Criteria:~Pre-existing DM either by diagnosis preceding pregnancy or hemoglobin A1c >6.5 collected during the current pregnancy~Uncontrolled chronic hypertension, as this may alter maternal and perinatal outcomes measured.~Multiple gestations~Major fetal anomalies anticipated to require NICU admission~Contraindication to metformin (allergy, history of lactic acidosis, pre-existing renal disease (Cr >1.5 mg/dL), active liver disease, current alcohol abuse).~Vitamin B12 deficiency, as metformin reduces intestinal absorption of vitamin B12~Medications known to effect glucose metabolism other than insulin and metformin as this may mask any effect between the two treatments.~Known inability to tolerate metformin.","Included","The study explicitly includes pregnant women diagnosed with gestational diabetes mellitus (GDM) and aims to compare the use of insulin vs combination insulin and metformin for treatment during pregnancy.","This study is a prospective, unmasked randomized clinical trial comparing the use of insulin vs combination insulin and metformin for treatment in women diagnosed with gestational diabetes mellitus (GDM).",1,0,"0","10. Gestational diabetes","None","This study focuses on comparing insulin alone to a combination of insulin and metformin for treating gestational diabetes mellitus (GDM) in pregnant women. The inclusion criteria specifically target pregnant individuals diagnosed with GDM, and the study aims to achieve better glucose control during pregnancy."
"328","NCT01488526","Tenofovir Disoproxil Fumarate in Late Pregnancy to Prevent Vertical Transmission of Hepatitis B Virus in Highly Viremic Mothers","Immunoprophylaxis failure of hepatitis B virus (HBV) leading to vertical transmission remains a concern and has been reported in approximately 8-15% of infants born to hepatitis B e antigen (HBeAg) positive mothers with high levels of HBV DNA. Maternal HBV DNA > 6log10 copies/mL (or >200,000 IU/mL) is the major risk for the mother-to-child transmission. Prior observational studies have shown that antiviral therapy including lamivudine or telbivudine use during late pregnancy can safely reduce the rate of vertical transmission in this special population compared to untreated patients.~Tenofovir Disoproxil (TDF), a pregnancy category B medication, reduces HBV DNA and normalizes serum alanine aminotransferase (ALT) in chronic hepatitis B patients (CHB) with few adverse effects. Two aspects on tenofovir use in pregnancy will be evaluated prospectively in this study:~The data on its tolerability and safety in HBeAg+ pregnant women with HBV DNA > 6log10 copies/mL (or > 200,000 IU/mL) during late pregnancy and infants.~Its efficacy in the reduction of HBV vertical transmission rate.","Female","20 Years","35 Years","Inclusion Criteria:~documented CHB infection with HBsAg positive > 6 months~HBeAg+ CHB pregnant women~gestational age between 30-32 weeks~HBV DNA > 6 log10 copies/mL (or >200,000 IU/mL)~both mother and father of the child are willing to consent for the study~Major Exclusion Criteria:~co-infection with hepatitis A, C, D, E, HIV-1 or sexually transmitted disease (STD)~decompensated liver disease or significant co-morbidity~history of abortion, or diagnosis of fetal defect, or congenital malformation in prior pregnancy~antiviral used within six months prior to this pregnancy, or history of renal or tubular function impairment due to adefovir.~requirement for other medication during pregnancy to manage other chronic disease(s) or concurrent treatment with immune-modulators, cytotoxic drugs, or steroids~the biological father of the child had CHB~clinical signs of threatened miscarriage in early pregnancy~evidence of hepatocellular carcinoma~maternal alanine aminotransferase (ALT) > or = 5 x upper limit of normal (U/mL), or Total Bilirubin > or = 2, or glomerular filtration rate (GFR) < 100, or Albumin < 25 g/L~evidence of fetal deformity by ultrasound examination~patient is participating other clinical study","Included","The study explicitly includes pregnant women with chronic hepatitis B infection and high levels of HBV DNA to evaluate the safety and efficacy of Tenofovir Disoproxil Fumarate in preventing vertical transmission of HBV.","HBeAg+ CHB pregnant women~gestational age between 30-32 weeks",1,0,"0","21. Other infectious disease prevention/treatment (non-vaccine)","None","This trial evaluates the use of Tenofovir Disoproxil Fumarate in late pregnancy to prevent vertical transmission of Hepatitis B Virus (HBV) in highly viremic mothers. The study focuses on pregnant women with high levels of HBV DNA and aims to assess the drug's safety and efficacy in reducing HBV transmission to infants. The trial exclusively enrolls pregnant women, making it a 'Preg_Only_GPT' study. The primary category is 'Other infectious disease prevention/treatment (non-vaccine)' as it deals with preventing HBV transmission."
