NCT_ID,AnyPregGPT,Preg_Only_GPT,Category,Secondary category,Pain,Summary,Certainty
NCT02020304,1,0,"16. Labor induction/Labor management/Other labor and delivery (NOT C-SECTION, NOT CAESAREAN)",None,1,"The trial investigates the effect of temperature on the duration of pain relief from a combined spinal-epidural drug during labor. It includes pregnant individuals in labor, focusing on pain management and labor management.",95
NCT02908126,1,1,28. Postpartum sepsis/hemorrhage/complications,15. C-section/caesarean,0,"The trial involves healthy term pregnant females undergoing a caesarean section and evaluates the efficacy of oxytocin administrations on postpartum uterine contractility, specifically targeting postpartum hemorrhage. The study exclusively enrolls pregnant individuals undergoing C-section, making it relevant to both postpartum complications and caesarean sections.",95
NCT03110003,1,0,"16. Labor induction/Labor management/Other labor and delivery (NOT C-SECTION, NOT CAESAREAN)",None,1,"The trial evaluates the efficacy of low dose bupivacaine spinal anesthesia combined with epidural volume extension for short obstetric procedures, which falls under labor management. The inclusion criteria specify patients undergoing short obstetric procedures, indicating that pregnant individuals can enroll. The trial involves pain management through anesthesia.",95
NCT02062801,1,1,"16. Labor induction/Labor management/Other labor and delivery (NOT C-SECTION, NOT CAESAREAN)",None,1,"This study focuses on the use of prophylactic ephedrine to reduce fetal bradycardia after combined spinal epidural labor analgesia, which is directly related to labor management. The trial exclusively enrolls pregnant individuals, and it evaluates a pain management intervention.",100
NCT00707148,1,0,11. Vaccination,None,0,"This study evaluates the safety and immunogenicity of the Tdap vaccine in pregnant and non-pregnant women, focusing on the effects on the newborns and their immune responses. Pregnant women are included, but the study also involves non-pregnant women, so it is not exclusive to pregnant individuals. The primary focus is on vaccination, with no indication of pain management.",100
NCT01828697,1,1,30. Other - maternal/parental/pregnant person disease or injury,None,0,"This trial investigates the efficacy of two doses of low-molecular-weight heparin (LMWH) in preventing recurrent venous thromboembolism (VTE) in pregnant patients. The study is specifically designed for pregnant individuals with a history of VTE, making it relevant to maternal health. The trial does not focus on pain management.",95
NCT04897841,1,0,15. C-section/caesarean,17. Opioid use disorder/Substance use disorder/OUD/SUD,1,"This study evaluates the use of liposomal bupivacaine for pain control post-cesarean section, aiming to reduce opioid use. It involves pregnant individuals undergoing cesarean delivery, thus fitting into the 'C-section/caesarean' category. The focus on opioid reduction also aligns with 'Opioid use disorder/Substance use disorder/OUD/SUD'.",95
NCT03810235,1,1,15. C-section/caesarean,None,1,"This trial evaluates the use of a transdermal lidocaine patch for post-cesarean pain control in women with obesity. The study is focused on obstetric patients undergoing a Cesarean delivery, making it specific to pregnant individuals. The primary category is 'C-section/caesarean' due to the focus on Cesarean delivery, and the trial involves pain management, hence the 'Pain' variable is set to 1.",100
NCT01224509,1,1,34. Abortion/Fetal Demise/Dilation and Evacuation/Dilation and Curettage,None,0,The study involves pregnant women seeking termination of a viable intrauterine pregnancy and examines the effect of mifepristone on cervical prostaglandin EP3 receptor mRNA expression. This fits the category of 'Abortion/Fetal Demise/Dilation and Evacuation/Dilation and Curettage' as it involves termination of pregnancy.,100
NCT02009722,1,1,15. C-section/caesarean,"16. Labor induction/Labor management/Other labor and delivery (NOT C-SECTION, NOT CAESAREAN)",1,"This trial focuses on determining the optimal doses of hydromorphone and morphine for pain control after cesarean delivery. It exclusively enrolls pregnant women undergoing elective cesarean delivery, making it a clear fit for the 'C-section/caesarean' category. The secondary category 'Labor induction/Labor management/Other labor and delivery' is also relevant due to the focus on labor management. Pain management is a central aspect of the study.",100
NCT05262738,1,1,"16. Labor induction/Labor management/Other labor and delivery (NOT C-SECTION, NOT CAESAREAN)",30. Other - maternal/parental/pregnant person disease or injury,0,"This trial investigates the effect of different dosages of vaginal misoprostol on the time from induction start to delivery in obese pregnant women. The primary focus is on labor induction and management, which fits well with category 16. The inclusion of obesity as a condition also suggests a secondary category of maternal disease or injury.",95
NCT02528981,1,1,23. GBS,None,0,"This trial investigates the effect of probiotics on GBS colonization in pregnant individuals. The study exclusively enrolls pregnant people and aims to reduce GBS infection risk, fitting well into the 'GBS' category. No pain management interventions are involved.",100
NCT04392375,1,1,2. Hypertension/pre-eclampsia/eclampsia/HELLP syndrome,"16. Labor induction/Labor management/Other labor and delivery (NOT C-SECTION, NOT CAESAREAN)",0,"This trial investigates the use of Nifedipine XL versus placebo for treating preeclampsia with severe features during labor induction. The primary condition is preeclampsia, which falls under the category of hypertension-related conditions. The trial exclusively enrolls pregnant individuals, making it a pregnancy-only study. Additionally, it involves labor induction, which is relevant to labor management.",95
NCT03251729,1,1,1. Prevention of pre-term labor/premature birth/preterm delivery/PROM/pPROM/Cervical insufficiency/Cervical cerclage,None,0,"The study evaluates the efficacy of cervical cerclage in preventing spontaneous preterm birth in singleton pregnancies with a short transvaginal cervical length. The inclusion criteria specifically target pregnant individuals, and the primary focus is on preventing preterm birth, fitting well into the category of 'Prevention of pre-term labor/premature birth/preterm delivery/PROM/pPROM/Cervical insufficiency/Cervical cerclage.' There is no mention of pain management.",100
NCT02354833,1,1,15. C-section/caesarean,27. Nausea and vomiting during pregnancy/Morning sickness/Hyperemesis,1,"The study focuses on comparing phenylephrine and norepinephrine for maintaining blood pressure during spinal anesthesia for cesarean delivery. It exclusively enrolls pregnant women undergoing elective cesarean delivery, making it fit into the 'C-section/caesarean' category. Additionally, it addresses nausea and vomiting, which justifies the secondary category. The use of morphine for pain control indicates the study evaluates a pain management intervention.",95
NCT03348683,1,0,"16. Labor induction/Labor management/Other labor and delivery (NOT C-SECTION, NOT CAESAREAN)",None,0,"The trial focuses on the induction of labor in nulliparous women, which directly relates to labor management. Pregnant individuals are eligible, but the trial does not exclusively enroll pregnant individuals. There is no mention of pain management.",100
NCT00694343,1,1,15. C-section/caesarean,None,0,"The trial evaluates the efficacy of a solution in preventing hypotension during spinal anesthesia for cesarean section. It exclusively involves pregnant women undergoing elective cesarean section, making it fit into the 'C-section/caesarean' category. There is no indication that the trial involves pain management.",100
NCT01136759,1,0,"4. HIV (non-PMTCT, NO malaria, NO tuberculosis)",None,0,"This study investigates the safety of tenofovir 1% gel, an investigational vaginal microbicide intended to reduce the risk of HIV transmission, in healthy pregnant and breastfeeding women. The trial includes pregnant women and mothers who have recently given birth, indicating that pregnant individuals can enroll. However, it is not exclusively for pregnant individuals as it also includes breastfeeding women. The primary focus is on HIV prevention, fitting best under the category of 'HIV (non-PMTCT, NO malaria, NO tuberculosis)'.",95
NCT00694967,1,1,1. Prevention of pre-term labor/premature birth/preterm delivery/PROM/pPROM/Cervical insufficiency/Cervical cerclage,None,0,"This trial compares medical therapy with 17 hydroxyprogesterone caproate (17P) to surgical therapy with transvaginal cerclage in patients with an ultrasound-diagnosed short cervix and funnel in the mid-trimester. The primary focus is on preventing preterm birth, which fits well under the category of 'Prevention of pre-term labor/premature birth/preterm delivery/PROM/pPROM/Cervical insufficiency/Cervical cerclage.' The trial exclusively enrolls pregnant individuals, hence 'Preg_Only_GPT' is 1. There is no indication that the trial evaluates a pain management drug or intervention.",100
NCT02944656,0,0,34. Abortion/Fetal Demise/Dilation and Evacuation/Dilation and Curettage,None,1,"This trial evaluates the use of gabapentin for pain management in surgical abortion, which falls under the category of abortion-related procedures. The focus on pain management justifies the Pain variable being set to 1.",100
NCT00458003,1,1,2. Hypertension/pre-eclampsia/eclampsia/HELLP syndrome,15. C-section/caesarean,0,"The trial focuses on comparing phenylephrine versus ephedrine for treating spinal anesthesia-induced hypotension in preeclamptic patients undergoing cesarean delivery. It specifically targets pregnant individuals with preeclampsia, making it relevant to both hypertension/pre-eclampsia and cesarean delivery categories.",95
NCT04336189,1,1,5. Malaria (with or without HIV),8. Fetal growth/IUGR/Fetal Growth Retardation,0,"This trial focuses on preventing malaria in pregnant women and improving birth outcomes by comparing different chemopreventive regimens. It exclusively enrolls pregnant women and aims to reduce adverse birth outcomes, which aligns with the primary category of malaria prevention and a secondary category of fetal growth.",95
NCT02454296,1,1,34. Abortion/Fetal Demise/Dilation and Evacuation/Dilation and Curettage,None,1,"The trial assesses the effectiveness of a paracervical block in reducing discomfort during the placement of intracervical laminaria for pre-operative cervical preparation. It specifically includes pregnant women desiring surgical termination of pregnancy or surgical management of a fetal demise, which fits the category of 'Abortion/Fetal Demise/Dilation and Evacuation/Dilation and Curettage.' The trial also evaluates a pain management intervention.",95
NCT03171480,1,1,"16. Labor induction/Labor management/Other labor and delivery (NOT C-SECTION, NOT CAESAREAN)",2. Hypertension/pre-eclampsia/eclampsia/HELLP syndrome,0,"This trial evaluates the use of isosorbide mononitrate versus placebo for induction of labor in pregnancies complicated by preeclampsia. The primary focus is on labor induction and management, with a secondary focus on preeclampsia, a hypertensive disorder.",95
NCT00955968,1,0,"3. HIV (Prevention of Mother-to-Child Transmission / PMTCT, NO malaria)",None,0,"This study focuses on women who received HAART during pregnancy for the prevention of mother-to-child transmission (PMTCT) of HIV. It evaluates whether continuing HAART after delivery reduces morbidity and mortality compared to discontinuation. The trial includes pregnant individuals but is not exclusive to them, and it does not involve pain management.",100
NCT03853694,1,1,15. C-section/caesarean,"16. Labor induction/Labor management/Other labor and delivery (NOT C-SECTION, NOT CAESAREAN)",1,"The trial focuses on evaluating the efficacy and safety of EXPAREL for pain management in subjects undergoing elective cesarean section. The inclusion criteria specify term pregnancies and elective C-sections, indicating that only pregnant individuals are enrolled. The primary focus is on C-section procedures, with a secondary focus on labor management. Pain management is a key aspect of the study.",95
NCT00004317,1,0,21. Other infectious disease prevention/treatment (non-vaccine),6. Anemia,0,"This trial involves the treatment of congenital toxoplasmosis, an infectious disease that can be passed from mother to fetus. Pregnant women with evidence of toxoplasma infection are eligible, but the trial also includes infants and older children, so it is not exclusively for pregnant individuals. The primary focus is on infectious disease treatment, with a secondary focus on anemia due to the symptoms described.",95
NCT00228033,1,0,32. Postpartum depression/postpartum psychosis,7. Nutrition supplementation/Vitamin D/folic acid (DO NOT INCLUDE IRON OR ANEMIA),0,"The study evaluates the effectiveness of taking supplemental calcium while pregnant in reducing the risk of postpartum depression. It includes pregnant individuals and focuses on postpartum depression, with a secondary focus on nutrition supplementation.",95
NCT00830765,1,0,1. Prevention of pre-term labor/premature birth/preterm delivery/PROM/pPROM/Cervical insufficiency/Cervical cerclage,None,0,"The trial focuses on the use of progesterone to prevent preterm birth, which is a common and costly complication in obstetrics. The study includes pregnant women at risk for preterm delivery due to various factors such as previous preterm birth, cervical cerclage, multifetal gestation, preterm rupture of membranes, and preterm labor. The primary aim is to evaluate the effectiveness of weekly progesterone shots in prolonging gestation.",100
NCT02620904,1,1,34. Abortion/Fetal Demise/Dilation and Evacuation/Dilation and Curettage,"16. Labor induction/Labor management/Other labor and delivery (NOT C-SECTION, NOT CAESAREAN)",0,"The trial focuses on the use of mifepristone for the induction of labor in cases of intrauterine fetal demise, which directly relates to the category of abortion/fetal demise. The secondary category of labor induction is also relevant as the trial aims to expedite the time to delivery. Pregnant individuals are the only participants, and the trial does not evaluate a pain management intervention.",95
NCT03297216,1,1,1. Prevention of pre-term labor/premature birth/preterm delivery/PROM/pPROM/Cervical insufficiency/Cervical cerclage,"4. HIV (non-PMTCT, NO malaria, NO tuberculosis)",0,"This trial focuses on reducing preterm birth among pregnant women receiving antiretroviral therapy, which fits into the category of 'Prevention of pre-term labor/premature birth/preterm delivery/PROM/pPROM/Cervical insufficiency/Cervical cerclage'. The inclusion of HIV-1 infection and ART use suggests a secondary category of 'HIV (non-PMTCT, NO malaria, NO tuberculosis)'. The trial exclusively enrolls pregnant women, hence 'Preg_Only_GPT' is 1. There is no mention of pain management, so 'Pain' is 0.",95
NCT02571439,1,1,15. C-section/caesarean,None,1,"This trial focuses on comparing two methods of administering a TAP block for pain relief after a cesarean delivery. It specifically targets women undergoing scheduled cesarean delivery, making it relevant to the category of C-section/caesarean. The primary outcome is related to pain management, justifying the Pain variable being set to 1.",100
NCT03640507,1,1,15. C-section/caesarean,21. Other infectious disease prevention/treatment (non-vaccine),0,"The trial focuses on pregnant women admitted for cesarean delivery and aims to compare the effectiveness of different vaginal antisepsis methods in reducing bacterial colony counts. The primary category is 'C-section/caesarean' due to the focus on cesarean delivery, and the secondary category is 'Other infectious disease prevention/treatment (non-vaccine)' because the study aims to reduce infection risk.",95
NCT03978598,1,0,30. Other - maternal/parental/pregnant person disease or injury,None,0,"The trial investigates the timing of contraceptive implant placement postpartum and its effect on breastfeeding outcomes. It includes pregnant women or those who have recently delivered, focusing on contraception and breastfeeding. The primary category is 'Other - maternal/parental/pregnant person disease or injury' as it deals with postpartum contraception and breastfeeding, which are maternal health concerns.",95
NCT03951649,1,1,22. Pregnancy headache/leg cramps,None,1,"This trial evaluates the response to bupivacaine occipital nerve block compared to Tylenol/Caffeine cocktail in treating headaches in pregnant patients. The inclusion criteria specifically require confirmed intrauterine pregnancy, and the condition being studied is pregnancy-related headache. The trial involves pain management interventions.",100
NCT04344860,1,1,28. Postpartum sepsis/hemorrhage/complications,None,0,"This trial focuses on reducing postpartum hemorrhage in pregnant women with Von Willebrand Disease (VWD) using recombinant Von Willebrand factor (rVWF) and Tranexamic Acid. The primary endpoint is quantitative blood loss at delivery, and secondary endpoints include safety assessments and mechanisms of PPH reduction. The trial exclusively enrolls pregnant women, making it a clear fit for the 'Postpartum sepsis/hemorrhage/complications' category.",95
NCT03427463,1,0,15. C-section/caesarean,None,1,"The trial aims to determine the ideal dose of spinal morphine for post-cesarean analgesia, focusing on pain management and side effects. It involves pregnant individuals undergoing elective cesarean delivery, making it relevant to the category of C-section/caesarean. The study evaluates pain management interventions, hence the Pain variable is set to 1.",100
NCT00198718,1,0,"3. HIV (Prevention of Mother-to-Child Transmission / PMTCT, NO malaria)",7. Nutrition supplementation/Vitamin D/folic acid (DO NOT INCLUDE IRON OR ANEMIA),0,"The trial involves vitamin A supplementation to lactating mothers and their neonates to reduce mother-to-child transmission of HIV, infant mortality, and postpartum HIV infection in women. It also includes substudies on anemia and iron status. The primary category is HIV (Prevention of Mother-to-Child Transmission / PMTCT, NO malaria) due to the focus on reducing HIV transmission. The secondary category is Nutrition supplementation/Vitamin D/folic acid because of the vitamin A supplementation aspect.",95
NCT03022526,1,1,32. Postpartum depression/postpartum psychosis,"16. Labor induction/Labor management/Other labor and delivery (NOT C-SECTION, NOT CAESAREAN)",1,"This trial focuses on comparing combined spinal epidural vs. epidural labor analgesia and its influence on postpartum depression symptoms. It involves pregnant individuals in their third trimester planning to use labor epidural analgesia, making it relevant to both postpartum depression and labor management. The trial evaluates pain management techniques, hence the Pain variable is set to 1.",95
NCT02956616,1,1,15. C-section/caesarean,None,1,"This trial focuses on women undergoing non-urgent or elective cesarean delivery and aims to improve postoperative outcomes and reduce hospital length of stay. The inclusion criteria specify pregnant women undergoing cesarean delivery, making it clear that only pregnant individuals can enroll. The primary focus is on cesarean section, fitting well into the category of 'C-section/caesarean.' The trial also evaluates pain management, as indicated by the exclusion criteria related to hypersensitivity to ketorolac (toradol) and significant pain in labor.",100
NCT06029673,1,1,34. Abortion/Fetal Demise/Dilation and Evacuation/Dilation and Curettage,27. Nausea and vomiting during pregnancy/Morning sickness/Hyperemesis,1,"The trial focuses on lactation inhibition after early second-trimester abortion or pregnancy loss, specifically addressing breast pain and engorgement. The inclusion criteria specify pregnant individuals undergoing abortion or managing fetal demise, making it clear that only pregnant people are enrolled. The primary category is 'Abortion/Fetal Demise/Dilation and Evacuation/Dilation and Curettage' due to the focus on abortion and fetal demise. The secondary category is 'Nausea and vomiting during pregnancy/Morning sickness/Hyperemesis' because the trial involves managing symptoms related to pregnancy loss. Pain management is a key aspect as the trial evaluates cabergoline for preventing breast pain.",95
NCT05322252,1,1,34. Abortion/Fetal Demise/Dilation and Evacuation/Dilation and Curettage,"16. Labor induction/Labor management/Other labor and delivery (NOT C-SECTION, NOT CAESAREAN)",0,"The trial investigates the use of mifepristone and misoprostol for induction of labor in cases of nonviable second trimester pregnancies. It focuses on reducing labor time and maternal complications, which aligns with the category of abortion/fetal demise. The secondary category of labor induction is also relevant due to the focus on labor management.",95
NCT04753957,1,1,15. C-section/caesarean,None,0,"The study evaluates the pharmacokinetics of progesterone in pregnant patients undergoing scheduled cesarean delivery. It exclusively enrolls pregnant individuals and focuses on cesarean delivery, fitting well into the category of C-section/caesarean.",95
NCT03657602,1,0,30. Other - maternal/parental/pregnant person disease or injury,None,0,"The trial investigates the expulsion and discontinuation rate of immediate postpartum intrauterine devices, focusing on contraception in postpartum women. The inclusion criteria specify that participants must be currently pregnant and desire immediate postpartum IUD insertion, indicating that pregnant individuals can enroll. The trial does not exclusively enroll pregnant individuals, as it focuses on postpartum contraception.",95
NCT00720291,1,1,1. Prevention of pre-term labor/premature birth/preterm delivery/PROM/pPROM/Cervical insufficiency/Cervical cerclage,21. Other infectious disease prevention/treatment (non-vaccine),0,"This study investigates the effect of treating bacterial vaginosis (BV) on maternal inflammation and its potential to reduce preterm birth rates. The trial involves pregnant individuals, specifically those at 32 weeks gestation or greater, and aims to understand the impact of Metronidazole treatment on inflammation markers. The primary focus is on preventing preterm birth, but it also addresses the treatment of an infectious disease (BV).",95
NCT03140293,1,1,30. Other - maternal/parental/pregnant person disease or injury,None,1,"The trial evaluates the efficacy of local anesthesia in reducing pain during chorionic villus sampling, a procedure used for antenatal genetic testing. The study exclusively involves pregnant individuals undergoing this procedure, making it relevant to maternal health and pain management.",95
NCT03067727,1,1,"16. Labor induction/Labor management/Other labor and delivery (NOT C-SECTION, NOT CAESAREAN)",None,0,"This trial investigates the efficacy and safety of a vaginal insert for cervical ripening in pregnant women at term, specifically those requiring pharmacologic induction of labor. The inclusion criteria specify pregnant women at term, and the primary focus is on labor induction and management.",100
NCT02813551,1,1,2. Hypertension/pre-eclampsia/eclampsia/HELLP syndrome,28. Postpartum sepsis/hemorrhage/complications,0,"The trial focuses on the prevention of persistent postpartum hypertension in preeclamptic women using Torsemide. The inclusion criteria specifically target postpartum women diagnosed with preeclampsia, indicating that only pregnant individuals are enrolled. The primary category is hypertension/pre-eclampsia/eclampsia/HELLP syndrome due to the focus on preeclampsia. A secondary category of postpartum sepsis/hemorrhage/complications is included because the intervention is aimed at preventing a postpartum complication.",95
NCT03098420,1,1,15. C-section/caesarean,"16. Labor induction/Labor management/Other labor and delivery (NOT C-SECTION, NOT CAESAREAN)",1,"The trial focuses on improving post-surgical pain control following cesarean section using dexamethasone in combination with bilateral TAP blocks. It exclusively enrolls women undergoing cesarean section, making it specific to pregnant individuals. The primary aim is to manage post-operative pain, which justifies the classification under 'C-section/caesarean' and 'Labor induction/Labor management/Other labor and delivery (NOT C-SECTION, NOT CAESAREAN)'. The study evaluates pain management, hence the 'Pain' variable is set to 1.",100
NCT02212210,1,1,"16. Labor induction/Labor management/Other labor and delivery (NOT C-SECTION, NOT CAESAREAN)",30. Other - maternal/parental/pregnant person disease or injury,1,"The trial investigates the addition of steroids to an epidural to reduce fever and inflammation during labor, which directly relates to labor management. The inclusion and exclusion criteria focus on pregnant individuals, making it a pregnancy-only trial. The study also addresses labor pain management, hence the Pain variable is set to 1. The secondary category is included due to the focus on maternal complications.",95
NCT06069102,1,0,2. Hypertension/pre-eclampsia/eclampsia/HELLP syndrome,28. Postpartum sepsis/hemorrhage/complications,0,"The trial focuses on managing blood pressure in the postpartum period following a hypertensive disorder of pregnancy, such as pre-eclampsia or gestational hypertension. The primary aim is to assess the feasibility and effect of tight blood pressure control versus usual care. The inclusion criteria specify postpartum individuals with a recent diagnosis of preeclampsia or gestational hypertension, making the primary category 'Hypertension/pre-eclampsia/eclampsia/HELLP syndrome.' The secondary category is 'Postpartum sepsis/hemorrhage/complications' due to the focus on postpartum management.",95
NCT05973747,1,1,28. Postpartum sepsis/hemorrhage/complications,30. Other - maternal/parental/pregnant person disease or injury,0,"This trial evaluates the pharmacokinetics of calcium gluconate and calcium chloride in parturients, specifically focusing on their use in preventing hypocalcemia and reducing blood loss during cesarean delivery. The study exclusively enrolls pregnant individuals undergoing scheduled cesarean delivery, making it relevant to postpartum complications and maternal health.",95
NCT03057041,1,0,34. Abortion/Fetal Demise/Dilation and Evacuation/Dilation and Curettage,None,1,"The trial evaluates the use of intranasal fentanyl for pain control during first-trimester uterine aspiration, which is a procedure related to abortion or fetal demise. The primary focus is on pain management, and the inclusion criteria specify that participants are seeking uterine aspiration, which is often related to abortion or miscarriage management.",95
NCT00269568,1,1,34. Abortion/Fetal Demise/Dilation and Evacuation/Dilation and Curettage,None,1,"This trial involves the administration of mifepristone and misoprostol for medical abortion in women up to 63 days gestation. The primary aim is to compare the complete abortion rates when the drugs are administered simultaneously versus 24 hours apart. The study also assesses side effects including pain, nausea, and vomiting. Given the focus on abortion and the inclusion of pregnant individuals only, the primary category is 'Abortion/Fetal Demise/Dilation and Evacuation/Dilation and Curettage.' Pain management is a secondary focus due to the assessment of pain as a side effect.",100
NCT04047849,1,1,1. Prevention of pre-term labor/premature birth/preterm delivery/PROM/pPROM/Cervical insufficiency/Cervical cerclage,21. Other infectious disease prevention/treatment (non-vaccine),0,"This study focuses on the effect of antibiotics on latency in previable prelabor rupture of membranes (PROM) between 18 0/7 and 22 6/7 weeks gestational age. The primary aim is to compare the duration of pregnancy continuation after PROM between those receiving antibiotics and those who do not. The study exclusively enrolls pregnant individuals diagnosed with PROM, making it relevant to the prevention of pre-term labor and premature birth. The use of antibiotics also aligns it with the prevention/treatment of other infectious diseases.",95
NCT02216383,1,1,"16. Labor induction/Labor management/Other labor and delivery (NOT C-SECTION, NOT CAESAREAN)",28. Postpartum sepsis/hemorrhage/complications,0,"This trial evaluates the effectiveness, side effects, and cost of three uterotonic drugs (Syntocinon, Syntometrine, and Carbetocin) for preventing postpartum hemorrhage (PPH) in women undergoing vaginal birth. The study is focused on labor management and the prevention of complications following delivery, specifically PPH.",95
NCT00432991,1,1,15. C-section/caesarean,27. Nausea and vomiting during pregnancy/Morning sickness/Hyperemesis,0,"The trial investigates the effect of intramuscular ephedrine on the incidence of perioperative nausea and vomiting during elective Cesarean section. It exclusively enrolls pregnant individuals scheduled for a Cesarean section, making it relevant to both C-section/caesarean and nausea and vomiting during pregnancy categories.",95
NCT03048422,1,1,"4. HIV (non-PMTCT, NO malaria, NO tuberculosis)",None,0,"This study compares the virologic efficacy and safety of different antiretroviral therapy regimens in pregnant women living with HIV-1 and their infants. The trial exclusively enrolls pregnant women, making it a pregnancy-only study. The primary focus is on HIV treatment, fitting best under the category of 'HIV (non-PMTCT, NO malaria, NO tuberculosis)'. There is no indication of pain management being evaluated.",100
NCT03261193,1,1,15. C-section/caesarean,None,1,"The trial compares standard post-operative cesarean surgery pain management with regional post-op pain control. It specifically includes pregnant individuals undergoing elective cesarean delivery, making it relevant to the category of C-section/caesarean. The focus on pain management justifies the Pain variable being set to 1.",100
NCT03202550,1,0,34. Abortion/Fetal Demise/Dilation and Evacuation/Dilation and Curettage,None,1,"The trial involves oral sedation during cervical dilator placement, which is a procedure often associated with dilation and evacuation (D&E). This fits under the category of 'Abortion/Fetal Demise/Dilation and Evacuation/Dilation and Curettage.' The trial evaluates pain management using oral lorazepam and oxycodone, hence the Pain variable is set to 1. Pregnant individuals can enroll, but it is not exclusively for pregnant individuals.",95
NCT03098407,1,1,17. Opioid use disorder/Substance use disorder/OUD/SUD,None,0,"This trial focuses on comparing buprenorphine vs. methadone for treating opioid dependence in pregnant women. The inclusion criteria specifically target pregnant women, making it clear that the trial is exclusively for this population. The primary category is opioid use disorder/substance use disorder, and there is no secondary category that fits well. Pain management is not a focus of this trial.",100
NCT02213094,1,1,2. Hypertension/pre-eclampsia/eclampsia/HELLP syndrome,7. Nutrition supplementation/Vitamin D/folic acid (DO NOT INCLUDE IRON OR ANEMIA),0,"This Phase I study investigates the safety of vitamin B3-amide (nicotinamide) dietary supplementation in pregnant women with early onset preeclampsia. The trial exclusively enrolls pregnant women diagnosed with preeclampsia, making it relevant to the category of Hypertension/pre-eclampsia/eclampsia/HELLP syndrome. Additionally, since the intervention involves a dietary supplement, it also fits under Nutrition supplementation/Vitamin D/folic acid.",95
NCT03383588,1,0,15. C-section/caesarean,None,1,"The trial evaluates the efficacy of subcutaneous infiltration with local anesthetic during elective cesarean delivery for postoperative pain control. It involves pregnant individuals undergoing elective cesarean delivery and assesses pain relief methods, making it relevant to the category of C-section/caesarean. Pain management is a primary focus of the study.",100
NCT03502915,1,1,"16. Labor induction/Labor management/Other labor and delivery (NOT C-SECTION, NOT CAESAREAN)",None,1,"The trial evaluates the effectiveness of nitrous oxide in reducing anxiety and pain during external cephalic version (ECV), a procedure related to labor management. The inclusion criteria specify pregnant individuals undergoing ECV, making it relevant to labor and delivery. The focus on pain management justifies the 'Pain' variable.",95
NCT03275623,1,1,24. UTI,None,0,"The trial focuses on the treatment of sub-clinical bacteriuria in pregnant women to decrease adverse pregnancy outcomes. The inclusion criteria specifically mention pregnant women, and the condition being studied is related to urinary tract infections (UTI).",100
NCT00424814,1,1,"3. HIV (Prevention of Mother-to-Child Transmission / PMTCT, NO malaria)",None,0,"This trial focuses on the prevention of mother-to-child transmission of HIV-1 during the pre-partum phase using antiretroviral therapy. It specifically enrolls pregnant women, making it a clear fit for the category 'HIV (Prevention of Mother-to-Child Transmission / PMTCT, NO malaria)'. There is no indication that the trial involves pain management.",100
NCT03545893,1,0,34. Abortion/Fetal Demise/Dilation and Evacuation/Dilation and Curettage,17. Opioid use disorder/Substance use disorder/OUD/SUD,1,"The trial involves patients seeking induced abortion and evaluates pain management using opioids versus non-opioids, fitting into the category of abortion-related care. The use of opioids also aligns with the secondary category of opioid use disorder. Pain management is a primary focus of the study.",95
NCT00473707,1,1,"16. Labor induction/Labor management/Other labor and delivery (NOT C-SECTION, NOT CAESAREAN)",28. Postpartum sepsis/hemorrhage/complications,0,"The trial focuses on the management of the third stage of labor, specifically evaluating the use of oxytocin to reduce postpartum hemorrhage, which is directly related to labor management and postpartum complications. The inclusion and exclusion criteria confirm that the study is exclusively for pregnant individuals.",95
NCT04296396,1,1,15. C-section/caesarean,17. Opioid use disorder/Substance use disorder/OUD/SUD,1,"This trial involves women who have undergone a cesarean delivery and evaluates an opioid prescription protocol, which directly relates to pain management and opioid use. The inclusion criteria specify post-cesarean delivery, making it relevant to C-section/caesarean. The trial also involves opioid prescription, which is relevant to opioid use disorder/substance use disorder.",95
NCT02279914,1,1,34. Abortion/Fetal Demise/Dilation and Evacuation/Dilation and Curettage,None,1,"This study focuses on comparing doses and intervals of misoprostol for cervical preparation before surgical abortion at 13 to 16 weeks' gestation. The primary and secondary objectives include evaluating operative times, cervical dilation, and patient variables such as post-operative pain. The trial exclusively enrolls pregnant individuals seeking abortion, fitting the category of 'Abortion/Fetal Demise/Dilation and Evacuation/Dilation and Curettage.' Pain management is a key aspect of the study, justifying the 'Pain' variable.",100
NCT00000578,1,1,19. Asthma,None,0,"The trial focuses on asthma in pregnant women, evaluating the relationship between asthma severity, treatment programs, and perinatal outcomes. It includes an observational study and a randomized clinical trial of asthma treatments during pregnancy. The study is conducted in a network of obstetric centers and is co-funded by the National Institute of Child Health and Human Development and the NHLBI.",100
NCT03774745,1,1,34. Abortion/Fetal Demise/Dilation and Evacuation/Dilation and Curettage,None,0,"This trial evaluates the impact of progesterone treatment on early pregnancies exposed to mifepristone, specifically targeting pregnant individuals seeking surgical abortion. The inclusion criteria focus on pregnant females, and the study aims to prevent medical abortion, fitting well into the category of abortion-related studies.",100
NCT00000590,1,1,"3. HIV (Prevention of Mother-to-Child Transmission / PMTCT, NO malaria)",None,0,"The trial aims to determine if HIV hyperimmune globulin (HIVIG) given to HIV-positive pregnant women reduces the likelihood of maternal-fetal HIV transmission. It specifically targets HIV-positive, asymptomatic, pregnant women and their infants, fitting well into the category of HIV (Prevention of Mother-to-Child Transmission / PMTCT, NO malaria).",100
