NCT_ID,AnyPregGPT,Preg_Only_GPT,Nonviable_GPT,Postpartum_GPT,Child_GPT,Summary,Summary_quote,Nonviable_quote,AnyPregGPT_updated,Postpartum_quote
NCT03129945,Included,1,0,Neither,0,"The trial explicitly includes pregnant individuals experiencing preterm labor, as it aims to determine the best medication to stop preterm labor.",The purpose of this research study is to determine the best medication to stop preterm labor.,0,Included,0
NCT05327855,Unspecified,0,0,Neither,0,"The study does not mention pregnancy, lactating, contraceptives, or childbearing in the inclusion or exclusion criteria. It focuses on patients with post-myocardial infarction left ventricular dysfunction.",Unspecified,0,Unspecified,0
NCT02324972,Excluded,0,0,Neither,0,Pregnant and breastfeeding women are explicitly excluded from the trial.,Female subject who is pregnant or breast-feeding,0,Excluded,0
NCT00580840,Unspecified,0,0,Neither,0,"The trial does not specify inclusion or exclusion based on pregnancy status. There is no mention of pregnancy, lactating, contraceptives, or childbearing in the inclusion or exclusion criteria.",Unspecified,0,Unspecified,0
NCT03978767,Included,0,0,Postpartum intervention,0,The trial includes pregnant women with preeclampsia and evaluates the impact of nonsteroidal anti-inflammatory drugs on postpartum hypertension. It explicitly includes pregnant women and focuses on a postpartum intervention.,Inclusion Criteria:~Women at > 23 weeks gestational age undergoing vaginal or cesarean delivery at Barnes-Jewish Hospital with:~An antepartum diagnosis of preeclampsia with severe features,0,Included,A randomized non-inferiority trial of women with preeclampsia with severe features to determine if the addition of nonsteroidal anti-inflammatory drugs is inferior or non-inferior to standard analgesic bundles in their impact on postpartum hypertension.
NCT00166257,Excluded,0,0,Neither,0,Pregnant individuals are explicitly excluded from the trial as stated in the exclusion criteria.,Exclusion Criteria: Pregnancy,0,Excluded,0
NCT01748942,Unspecified,0,0,Neither,0,"The trial does not mention pregnancy, lactating, contraceptives, or childbearing in the inclusion or exclusion criteria. It focuses on patients with oropharyngeal squamous cell carcinoma undergoing surgery.",Unspecified,0,Unspecified,0
NCT03933943,Unspecified,0,0,Neither,0,"The study does not mention pregnancy, lactating, contraceptives, or childbearing in the inclusion or exclusion criteria. Therefore, the status of pregnant individuals in the trial is unspecified.",Unspecified,0,Unspecified,0
NCT02453789,Excluded,0,0,Neither,0,Pregnant or breast-feeding women are explicitly excluded from the trial. A negative urine pregnancy test must be demonstrated in females of child-bearing potential at Screening.,Pregnant or breast-feeding women. A negative urine pregnancy test must be demonstrated in females of child-bearing potential at Screening.,0,Excluded,0
NCT01736852,Included,1,0,Neither,0,The study is designed to study the safety and effectiveness of the Cook Cervical Ripening Balloon (CRB) for the induction of labor in term and near-term patients with premature rupture of membranes (PROM). Pregnant individuals are explicitly included as the study focuses on labor induction.,The CRB study is designed to study the safety and effectiveness of the Cook Cervical Ripening Balloon (CRB) for the induction of labor in term and near-term patients with premature rupture of membranes (PROM).,0,Included,0
NCT05846880,Unspecified,0,0,Neither,0,"The trial does not mention pregnancy, lactating, contraceptives, or childbearing in the inclusion or exclusion criteria. It focuses on evaluating post-transplant immune reconstitution and lymphocyte recovery in patients with multiple myeloma.",Unspecified,0,Unspecified,0
NCT05743244,Excluded,0,0,Neither,0,Pregnant and lactating individuals are explicitly excluded from the trial. Participants must have a negative pregnancy test and use highly-effective contraceptive methods.,Be currently pregnant or lactating or anticipate becoming pregnant during the study,0,Excluded,0
NCT03556761,Included,0,0,Postpartum intervention,0,The trial includes postpartum individuals with hypertensive disorders of pregnancy and evaluates a treatment (furosemide) deployed after delivery.,"New diagnosis of HDP within 24 hours from delivery~Postpartum, delivery ≥ 20 weeks estimated gestational age",0,Included,"New diagnosis of HDP within 24 hours from delivery~Postpartum, delivery ≥ 20 weeks estimated gestational age"
NCT04950127,Unspecified,0,0,Neither,0,"The study does not specify inclusion or exclusion based on pregnancy status. There is no mention of pregnancy, lactating, contraceptives, or childbearing in the inclusion or exclusion criteria.",Unspecified,0,Unspecified,0
NCT00710086,Included,1,0,Neither,0,"The trial explicitly includes nulliparous women in spontaneous labor, indicating that pregnant individuals are included. The study focuses on labor analgesia, which is relevant to pregnant individuals during labor.","Inclusion Criteria: Nulliparous women > 18 years and < 45 years, Spontaneous labor, Analgesia request, Epidural puncture contraindications",0,Included,0
NCT00710242,Included,1,0,Neither,0,The trial explicitly includes pregnant individuals as it is assessing the safety and efficacy of a treatment during late pregnancy to reduce prolonged labor.,Pre-Treatment With DF01 During Late Pregnancy in Reducing Prolonged Labor,0,Included,0
NCT02278562,Excluded,0,0,Neither,0,Pregnant individuals are explicitly excluded from the trial.,Exclusion Criteria: Pregnancy;,0,Excluded,0
NCT00356187,Unspecified,0,0,Neither,0,"The study does not mention pregnancy, lactating, contraceptives, or childbearing in the inclusion or exclusion criteria. It focuses on critically injured trauma patients and the effects of beta-blockade on catabolism.",Unspecified,0,Unspecified,0
NCT00674310,Excluded,0,0,Neither,0,"Pregnant individuals are excluded as the study requires participants to have no clinically significant abnormal findings on physical examination, medical history, or clinical laboratory results during screening, which typically includes a negative pregnancy test.","No clinically significant abnormal finding on the physical examination, medical history, or clinical laboratory results during screening",0,Excluded,0
NCT03091192,Unspecified,0,0,Neither,0,"The study does not mention pregnant individuals in the inclusion or exclusion criteria. It focuses on patients with MET-driven, unresectable, and locally advanced or metastatic Papillary Renal Cell Carcinoma.",Unspecified,0,Unspecified,0
NCT02321436,Unspecified,0,0,Neither,0,"The study does not mention pregnancy, lactating, contraceptives, or childbearing in the inclusion or exclusion criteria. It focuses on adults with upper limb spasticity post-stroke.",Unspecified,0,Unspecified,0
NCT02614287,Unspecified,0,0,Neither,0,"The study does not mention pregnancy, lactating, contraceptives, or childbearing in the inclusion or exclusion criteria.",Unspecified,0,Unspecified,0
NCT03638011,Included,1,0,Postpartum intervention,0,The study explicitly includes pregnant individuals undergoing non-urgent Cesarean section and evaluates a treatment for postpartum pain management.,Undergoing non-urgent Cesarean section with neuraxial anesthesia/analgesia.,0,Included,The primary objective is to reduce or eliminate the use of all narcotics/opiates for post Cesarean section pain management.
NCT02917291,Excluded,0,0,Neither,0,Pregnant women and women of childbearing age not using contraception are explicitly excluded from the trial.,"Pregnant women or women of childbearing age who are not using an appropriate method of contraception and, moreover, are not willing to continue to use it for the duration of the trial.",0,Excluded,0
NCT00171132,Excluded,0,0,Neither,0,"The trial explicitly enrolls postmenopausal women, which excludes pregnant individuals.","The purpose of the study is to show that valsartan compared to atenolol has favorable effects on exercise capacity, quality of life, diastolic function and elevated blood pressure in hypertensive postmenopausal overweight women with impaired exercise tolerance despite normal left ventricular ejection fraction (LVEF).",0,Excluded,0
NCT05566795,Unspecified,0,0,Neither,1,The trial focuses on pediatric low-grade glioma and includes patients less than 25 years of age. There is no mention of pregnancy in the inclusion or exclusion criteria.,Unspecified,0,Unspecified,0
NCT03195413,Unspecified,0,0,Neither,0,The study does not specify inclusion or exclusion based on pregnancy status. It focuses on patients with moderate to severe hand injuries requiring pain management in the emergency department.,Unspecified,0,Unspecified,0
NCT04229615,Excluded,0,0,Neither,0,The trial explicitly excludes pregnant individuals as it involves advanced ovarian cancer treatment and requires participants to have completed a platinum-based chemotherapy regimen.,Exclusion Criteria: Patients who have received other study drug treatment within 4 weeks prior to the first administration(< 5 elimination half-lives of the study drug molecular targeted anti-cancer drugs).,0,Excluded,0
NCT00000543,Included,1,0,Neither,0,"The trial explicitly includes pregnant women with chronic hypertension to determine the effects of calcium supplementation on blood pressure, antihypertensive drug requirements, and incidence of pre-eclampsia.",Pregnant women with chronic hypertension.,0,Included,0
NCT02568280,Unspecified,0,0,Neither,0,"The trial does not specify inclusion or exclusion based on pregnancy status. There is no mention of pregnancy, lactating, contraceptives, or childbearing in the inclusion or exclusion criteria.",Unspecified,0,Unspecified,0
NCT00181077,Excluded,0,0,Enrolls postpartum,0,The study explicitly excludes pregnant individuals as it requires women to have delivered their infants prior to initiating therapy.,Women must have delivered their infant(s) prior to initiating therapy,0,Excluded,Women must have delivered their infant(s) prior to initiating therapy
NCT00405392,Excluded,0,0,Neither,0,"The study explicitly enrolls postmenopausal women, which excludes pregnant individuals.","This is a randomized open label, multi-centre study for Korean women with postmenopausal osteoporosis.",0,Excluded,0
NCT02439359,Excluded,0,0,Neither,0,"Pregnant and lactating individuals are explicitly excluded from the trial. The inclusion criteria specify that females of childbearing potential must be non-pregnant and non-lactating, and must use contraception.","Be a healthy non-pregnant, non-lactating female of any race or ethnicity of childbearing potential between 18 and 55 years of age,~Contraception in use for at least 60 days prior to the Screening visit",0,Excluded,0
NCT04496908,Included,1,0,Neither,0,"The trial includes pregnant women at least 37 weeks gestation undergoing induction of labor, explicitly including pregnant individuals.","Women will be included if they are at least 37 weeks gestation, have a singleton pregnancy, have intact membranes and are undergoing an induction of labor using a Foley catheter combined with either misoprostol or pitocin.",0,Included,0
NCT04824872,Unspecified,0,0,Neither,0,"The trial does not specify inclusion or exclusion based on pregnancy status. There is no mention of pregnancy, lactating, contraceptives, or childbearing in the inclusion or exclusion criteria.",Unspecified,0,Unspecified,0
NCT00538174,Unspecified,0,0,Neither,0,"The study does not mention pregnancy, lactating, contraceptives, or childbearing in the inclusion or exclusion criteria.",Unspecified,0,Unspecified,0
NCT04545541,Excluded,0,0,Neither,0,Pregnant individuals are explicitly excluded from the trial. The exclusion criteria state that females aged 18-49 years are excluded unless there is documented menopause or hysterectomy or a pregnancy test was performed and is negative.,Pregnant or might be pregnant. Females aged 18-49 years are excluded unless there is documented menopause or hysterectomy or a pregnancy test was performed and is negative.,0,Excluded,0
NCT03487198,Excluded,0,0,Neither,0,Pregnant and lactating individuals are explicitly excluded from the trial. The exclusion criteria specify that females who are breast-feeding or lactating and those who have a positive pregnancy test result prior to screening or randomization are not eligible to participate.,Females who are breast-feeding or lactating and who have a positive pregnancy test result (Urine or serum test) prior to screening or randomization (within 72 hours).,0,Excluded,0
NCT03482440,Excluded,0,0,Enrolls postpartum,0,The study explicitly excludes current pregnancy and focuses on postpartum women who have delivered within two years. It aims to investigate cardiovascular disease risk in women who have had preeclampsia.,Exclusion Criteria:~current pregnancy,0,Excluded,Inclusion Criteria:~Post-partum women who have delivered within two years and who have had a preeclamptic pregnancy diagnosed by their obstetrician before 34 weeks of gestation and confirmed according to the American College of Obstetricians and Gynecologists criteria for severe preeclampsia.
NCT00185952,Included,1,0,Neither,0,"The trial explicitly includes pregnant individuals as it is studying the maintenance tocolysis of preterm labor, which is a condition that occurs during pregnancy.",Inclusion Criteria:~- arrested preterm labor,0,Included,0
NCT03103100,Included,1,0,Neither,0,The study explicitly includes pregnant patients who are scheduled for an induction of labor and request an epidural.,Pregnant patients over the age of 19 who are scheduled for an induction of labor and request an epidural are eligible for the study,0,Included,0
NCT02873936,Excluded,0,0,Neither,0,Pregnant individuals are explicitly excluded from the trial.,Key Exclusion Criteria:~Previous treatment with any janus kinase (JAK) inhibitor~NOTE: Other protocol Inclusion/ Exclusion criteria may apply.,0,Excluded,0
NCT02605187,Included,1,0,Postpartum intervention,0,The study enrolls pregnant women scheduled for elective Cesarean deliveries and evaluates a pain management protocol to be applied post-delivery.,"Scheduled for their 1st, 2nd, or 3rd elective Cesarean",0,Included,"This study hopes to determine if patient's involvement in analgesic drug/dosage selection can optimize pain relief while minimizing related side effects. This could result in a more patient-centered care model and individualized perioperative analgesic treatment protocols based on patient's preferences, needs and expectations."
NCT05533411,Excluded,0,0,Neither,0,"The trial explicitly excludes women of childbearing potential and lactating women, indicating that pregnant individuals are excluded.",Exclusion Criteria: Are lactating. Are women of childbearing potential.,0,Excluded,0
NCT02393573,Unspecified,0,0,Neither,0,"The study does not mention pregnancy, lactating, contraceptives, or childbearing in the inclusion or exclusion criteria. It focuses on pre-diabetic patients undergoing major lung or abdominal surgery and the effects of metformin on post-operative insulin resistance and protein loss.",Unspecified,0,Unspecified,0
NCT04307953,Excluded,0,0,Neither,0,"Pregnant and breastfeeding women are explicitly excluded from the trial. Additionally, women of child-bearing potential must use contraception, and male participants must use contraception if they have a pregnant partner.",Women who are pregnant or breast-feeding (from the time 3 months prior to 4 weeks after completion of participation in the study),0,Excluded,0
NCT02673593,Excluded,0,0,Neither,0,"The study explicitly excludes pregnant individuals by requiring participants to be non-smokers and have a negative urine cotinine test, which implies a requirement for non-pregnancy.","Subject is male or female and is aged between 18 and 45 years inclusive. Subject is a non-smoker, has been a non-smoker for 3 months prior to screening and has a negative urine cotinine test at screening.",0,Excluded,0
NCT04258397,Excluded,0,0,Neither,0,"Pregnant individuals are explicitly excluded from the trial. The exclusion criteria mention pregnancy, planning to become pregnant, or currently breast-feeding, and require women under 55 to have a reliable method of birth control or have no menses in the preceding 2 years.","Pregnancy, planning to become pregnant, or currently breast-feeding; women under 55 will need to either have a reliable method of birth control (IUD {intrauterine device}, oral contraceptive pills {OCPs}) or have no menses in the preceding 2 years.",0,Excluded,0
NCT00461305,Excluded,0,0,Neither,0,The study explicitly excludes pregnant individuals as it involves the administration of contraceptives (Drospirenone/Ethinylestradiol) and requires participants to have a normal menstrual cycle.,Exclusion Criteria: Patients with undiagnosed abnormal vaginal bleeding,0,Excluded,0
NCT00374621,Included,1,0,Neither,0,The study explicitly includes pregnant women aged 18 years or greater with a singleton pregnancy between 32-42 weeks gestation requiring labor induction. It does not study nonviable pregnancies or postpartum interventions.,Inclusion Criteria: Pregnant women 18 years of age or greater Singleton pregnancy between 32-42 weeks gestation requiring labor induction,0,Included,0
NCT01999400,Excluded,0,0,Neither,0,Pregnant or lactating females are explicitly excluded from the trial.,Pregnant or lactating females.,0,Excluded,0
NCT02922959,Unspecified,0,0,Neither,0,"The study does not mention pregnancy, lactating, contraceptives, or childbearing in the inclusion or exclusion criteria. It focuses on individuals who have experienced a non-fatal opioid overdose and aims to facilitate entry into medication-assisted treatment.",Unspecified,0,Unspecified,0
NCT00847886,Excluded,0,0,Neither,0,"Pregnant and nursing women are explicitly excluded from the trial. Participants must practice contraception, indicating exclusion of pregnant individuals.",Women who are pregnant or nursing,0,Excluded,0
NCT00374309,Excluded,0,0,Neither,0,Pregnant individuals are explicitly excluded from the trial as indicated by the requirement for a negative beta-HCG pregnancy test and the exclusion of women who are breast-feeding or planning to become pregnant during the first 24 weeks after enrollment.,Negative beta-HCG pregnancy test (urine or serum) for women presumed to be of reproductive potential. Breast-feeding or planning to become pregnant during the first 24 weeks after enrollment.,0,Excluded,0
NCT02929823,Excluded,0,0,Neither,0,Pregnant individuals are explicitly excluded from the trial as it requires a negative pregnancy test and the use of effective contraception throughout the study.,"Is a female of childbearing potential with a negative pregnancy test result at Screening and Randomization and agrees to use effective contraception throughout the study, or is a postmenopausal woman with a negative pregnancy test result at Screening and Randomization",0,Excluded,0
NCT02026297,Included,1,0,Postpartum intervention,0,The study explicitly includes pregnant individuals undergoing cesarean delivery and evaluates a treatment (tranexamic acid) administered during cesarean delivery and its effects postpartum.,"The aim of this study is to characterize the coagulation changes, using thromboelastography (TEG), after prophylactic tranexamic administration during cesarean delivery.",0,Included,"The aim of this study is to characterize the coagulation changes, using thromboelastography (TEG), after prophylactic tranexamic administration during cesarean delivery."
NCT02908126,Included,1,0,Postpartum intervention,0,"The study explicitly includes healthy term pregnant females undergoing a caesarean section, and it evaluates oxytocin administration for postpartum uterine contractility.","Healthy, term pregnant female with a gestational age of 37-42 weeks (singleton)",0,Included,"Two administrations of oxytocin will be tested, after which uterine contractility will be assessed."
NCT01968733,Unspecified,0,0,Neither,0,"The study does not mention pregnancy, lactating, contraceptives, or childbearing in the inclusion or exclusion criteria. It focuses on adult patients with community-acquired bacterial pneumonia.",Unspecified,0,Unspecified,0
NCT02062801,Included,1,0,Neither,0,The study explicitly includes pregnant individuals as it involves labor analgesia and measures fetal outcomes.,The combined spinal epidural (CSE) technique has become increasingly popular for labor pain because of its rapid onset and superior first stage analgesia.,0,Included,0
NCT02705755,Unspecified,0,0,Neither,0,"The study does not mention pregnancy, lactating, contraceptives, or childbearing in the inclusion or exclusion criteria. It focuses on subjects with neurogenic orthostatic hypotension due to Parkinson's disease, multiple system atrophy, or pure autonomic failure.",Unspecified,0,Unspecified,0
NCT00835770,Unspecified,0,0,Neither,0,"The study does not mention pregnancy, lactating, contraceptives, or childbearing in the inclusion or exclusion criteria. It focuses on the long-term safety and efficacy of BG00012 in subjects with relapsing-remitting multiple sclerosis who participated in previous studies.",Unspecified,0,Unspecified,0
NCT01828697,Included,1,0,Enrolls postpartum,0,"The trial explicitly includes pregnant individuals as it is studying the efficacy of low-molecular-weight heparin (LMWH) in pregnant patients with a history of previous venous thromboembolism (VTE). The intervention continues until 6 weeks postpartum, and follow-up continues until 3 months postpartum.",Patients enter the study and will be randomized as soon as a home test confirms pregnancy.,0,Included,LMWH will be administered until 6 weeks postpartum. Follow-up will continue until 3 months postpartum.
NCT05277350,Excluded,0,0,Neither,0,Pregnant and lactating individuals are explicitly excluded from the trial. Participants must agree to use highly effective contraception for the entire study duration.,"Pregnancy or lactating or intention of becoming pregnant (all females to agree to use highly effective contraception (defined as those, alone or in combination, that result in a low failure rate i.e., less than 1% per year) for the entire study duration",0,Excluded,0
NCT04909723,Excluded,0,0,Neither,0,Pregnant individuals are explicitly excluded as participants must not be pregnant and must agree to use highly effective contraceptives.,"If woman of child-bearing potential, must not be pregnant, and must also agree to use an appropriate highly-effective contraceptive.",0,Excluded,0
NCT05985785,Unspecified,0,0,Neither,0,"The trial does not mention pregnancy, lactating, contraceptives, or childbearing in the inclusion or exclusion criteria. Therefore, the status of pregnant individuals in the trial is unspecified.",Unspecified,0,Unspecified,0
NCT00576394,Unspecified,0,0,Neither,0,"The study does not mention pregnancy, lactating, contraceptives, or childbearing in the inclusion or exclusion criteria. It focuses on diabetic patients undergoing Coronary Bypass Surgery.",Unspecified,0,Unspecified,0
NCT03824119,Included,1,0,Postpartum intervention,0,The study explicitly includes pregnant individuals with hypertensive disorders and evaluates a treatment (NSAID use) deployed only after birth in the postpartum period.,The objective of this study is to determine whether postpartum standard care withholding NSAID use is associated with a clinically significant reduction in postpartum hypertension in women with pregnancy induced hypertension.,0,Included,The objective of this study is to determine whether postpartum standard care withholding NSAID use is associated with a clinically significant reduction in postpartum hypertension in women with pregnancy induced hypertension.
NCT02009722,Included,1,0,Postpartum intervention,0,The study explicitly includes pregnant women undergoing cesarean delivery and evaluates pain control methods post-delivery.,"Women presenting for elective cesarean delivery with no major co-morbidities, including pregnancy induced co-morbidities (e.g. pre-eclampsia)",0,Included,Both hydromorphone and morphine are administered as part of spinal anesthesia to help improve pain control after cesarean delivery.
NCT03740243,Included,1,0,Neither,0,The study explicitly includes pregnant women seeking medication-assisted treatment for opioid use disorders.,This is a randomized controlled trial to a cohort of pregnant women seeking medication-assisted treatment for opioid use disorders.,0,Included,0
NCT02528981,Included,1,0,Neither,0,The trial explicitly includes pregnant individuals as it studies the effect of probiotics on GBS colonization during pregnancy. The inclusion criteria specify that participants must be pregnant.,We therefore propose to study the use of Lactobacillus rhamnosus GR-1 and Lactobacillus reuteri RC-14 (Lactobacillus fermentum RC-14) in the colonization status of GBS in pregnant people.,0,Included,0
NCT04922021,Excluded,0,0,Neither,0,The trial explicitly excludes pregnant or lactating participants.,Participant is pregnant or lactating.,0,Excluded,0
NCT04006210,Unspecified,0,0,Neither,0,"The trial does not mention pregnancy, lactating, contraceptives, or childbearing in the inclusion or exclusion criteria. It focuses on Parkinson's disease in individuals aged 30 years and older.",Unspecified,0,Unspecified,0
NCT03421288,Excluded,0,0,Neither,0,Pregnant and breastfeeding individuals are explicitly excluded from the trial. The inclusion criteria require women of childbearing potential to use contraceptive methods and have a negative pregnancy test before starting the treatment.,Pregnancy or breast feeding or planning to become pregnant within 5 months after the end of treatment. Women of childbearing potential must have a negative serum pregnancy test result within 7 days prior to initiation of study treatment.,0,Excluded,0
NCT03437824,Unspecified,0,0,Neither,0,"The study does not mention pregnancy, lactating, contraceptives, or childbearing in the inclusion or exclusion criteria. It focuses on the effects of vitamin B12 treatment on voice performance in singers aged 18 to 65 years.",Unspecified,0,Unspecified,0
NCT00219024,Unspecified,0,0,Neither,0,"The trial does not specify inclusion or exclusion based on pregnancy status. There is no mention of pregnancy, lactating, contraceptives, or childbearing in the inclusion or exclusion criteria.",Unspecified,0,Unspecified,0
NCT04649476,Excluded,0,0,Neither,0,Pregnant individuals are explicitly excluded from the trial as female patients must test HCG negative and use contraception.,Female patient tested HCG negative in serum or urine within 7 days prior to the start of investigational product. Both patient and partner must agree to use contraception prior to study entry and for the duration of study participation and for up to 120 days after the last dose of PD-1 blockade.,0,Excluded,0
NCT00682097,Unspecified,0,0,Neither,0,"The study does not mention pregnancy, lactating, contraceptives, or childbearing in the inclusion or exclusion criteria.",Unspecified,0,Unspecified,0
NCT00191126,Unspecified,0,0,Neither,0,"The trial does not specify inclusion or exclusion based on pregnancy status. There is no mention of pregnancy, lactating, contraceptives, or childbearing in the inclusion or exclusion criteria.",Unspecified,0,Unspecified,0
NCT00795262,Excluded,0,0,Neither,0,"Pregnant or nursing women are explicitly excluded from the trial. Additionally, women of childbearing potential must use acceptable methods of birth control, and any subject that becomes pregnant during the study will be discontinued.",Pregnant or nursing women... any subject that becomes pregnant during the study will be discontinued from the trial.,0,Excluded,0
NCT01321255,Excluded,0,0,Neither,0,Pregnant or premenopausal women are explicitly excluded from the trial.,Exclusion Criteria: Pregnant or premenopausal women.,0,Excluded,0
NCT00458003,Included,1,0,Neither,0,The trial explicitly includes pregnant individuals with preeclampsia undergoing cesarean delivery. It does not study nonviable pregnancies or postpartum interventions.,The aim of our study is to compare intravenous infusion regimens of phenylephrine versus ephedrine for the treatment of spinal anesthesia induced hypotension in preeclamptic patients undergoing cesarean delivery.,0,Included,0
NCT05139238,Excluded,0,0,Enrolls postpartum,0,The study explicitly enrolls postpartum individuals within 6 weeks of delivery and does not include pregnant individuals.,The purpose of this study is to assess which blood pressure medication (intravenous labetalol or oral nifedipine) works better in treating severely elevated blood pressure in women who have just delivered a baby.,0,Excluded,"Postpartum, immediately to 6 weeks postpartum"
NCT04662073,Excluded,0,0,Neither,0,Pregnant individuals are explicitly excluded from the trial as participants must yield a negative urine pregnancy test at screening and adhere to contraceptive measures.,Participant yields a positive urine pregnancy test at screening.,0,Excluded,0
NCT00803712,Excluded,0,0,Neither,0,Pregnant individuals are explicitly excluded from the trial as indicated by the exclusion criteria requiring a negative pregnancy test and the use of contraceptives.,"Subject is pregnant (eg, positive HCG test) or is breast-feeding~Refusal to use highly effective contraceptive measures (as determined by the investigator) throughout the study (screening and post enrollment)",0,Excluded,0
NCT03393364,Unspecified,0,0,Neither,0,The study does not mention pregnancy or related terms in the inclusion or exclusion criteria. It focuses on pain management after outpatient urologic surgeries for patients aged 18 and over.,Unspecified,0,Unspecified,0
NCT00361868,Unspecified,0,0,Neither,0,"The trial does not specify inclusion or exclusion based on pregnancy status. There is no mention of pregnancy, lactating, contraceptives, or childbearing in the inclusion or exclusion criteria.",Unspecified,0,Unspecified,0
NCT03706313,Unspecified,0,0,Neither,0,"The study does not mention pregnancy, lactating, contraceptives, or childbearing in the inclusion or exclusion criteria.",Unspecified,0,Unspecified,0
NCT04397458,Excluded,0,0,Postpartum intervention,0,The study explicitly excludes pregnant individuals as it only includes those who have undergone a cesarean delivery. The intervention is evaluated for its effectiveness in the postpartum period.,Inclusion Criteria: elective or non-elective cesarean delivery on prior day,0,Excluded,The purpose of this study is to assess whether quadratus lumborum (QL) block performed 1 day after cesarean delivery will provide supplemental post-cesarean analgesia and reduce opioid requirements.
NCT00215124,Unspecified,0,0,Neither,0,"The study does not specify inclusion or exclusion based on pregnancy status. There is no mention of pregnancy, lactating, contraceptives, or childbearing in the inclusion or exclusion criteria.",Unspecified,0,Unspecified,0
NCT05069012,Included,1,0,Postpartum intervention,0,"The study explicitly includes pregnant women undergoing cesarean delivery and evaluates a treatment (intrathecal morphine) for postoperative analgesia, which is administered after birth.",Healthy women (ASA 2)~Between 18 and 45 years old~Singleton term pregnancies~Planned neuraxial anesthesia,0,Included,"The study evaluates the duration of pain relief after cesarean delivery, which is a postpartum intervention."
NCT00208299,Excluded,0,0,Neither,0,Pregnant or breast-feeding individuals are explicitly excluded from the trial.,"Pregnant or breast-feeding, or (if pre-menopausal), not practicing acceptable method of birth control",0,Excluded,0
NCT00004317,Included,0,0,Neither,0,"The trial includes pregnant women with evidence of toxoplasma infection, indicating that pregnant individuals are explicitly included.",Pregnant women with evidence of toxoplasma infection by clinical observation and amniotic fluid sampling,0,Included,0
NCT00204230,Excluded,0,0,Neither,0,Pregnant and lactating individuals are explicitly excluded from the trial.,Exclusion Criteria: Gravidity or Lactation,0,Excluded,0
NCT05744687,Excluded,0,0,Neither,0,Pregnant or lactating women are explicitly excluded from the trial.,Pregnant or lactating women.,0,Excluded,0
NCT00229437,Excluded,0,0,Neither,0,"Pregnant and lactating individuals are explicitly excluded from the trial as female subjects of childbearing potential must be nonpregnant, nonlactating, and on an acceptable form of contraception.","Female subjects of childbearing potential must be nonpregnant, nonlactating and on an acceptable form of contraception.",0,Excluded,0
NCT00229476,Unspecified,0,0,Neither,0,"The study does not specify inclusion or exclusion based on pregnancy status. The inclusion criteria focus on a clinical diagnosis of unipolar major depression, and the exclusion criteria mention substance abuse, psychotic disorder, and history of severe head trauma. There is no mention of pregnancy, lactating, contraceptives, or childbearing.",Unspecified,0,Unspecified,0
NCT02444143,Unspecified,0,0,Neither,0,"The study does not mention pregnancy, lactating, contraceptives, or childbearing in the inclusion or exclusion criteria. It focuses on obese kidney transplant recipients.",Unspecified,0,Unspecified,0
NCT01156025,Unspecified,0,0,Neither,0,"The study does not mention pregnancy, lactating, contraceptives, or childbearing in the inclusion or exclusion criteria.",Unspecified,0,Unspecified,0
NCT04900220,Unspecified,0,0,Neither,0,"The study does not mention pregnancy, lactating, contraceptives, or childbearing in the inclusion or exclusion criteria. It focuses on comparing two corticosteroids for treating trigger finger.",Unspecified,0,Unspecified,0
NCT02596074,Excluded,0,0,Neither,0,Pregnant and breastfeeding individuals are explicitly excluded from the trial.,"Pregnant, breast feeding or trying to conceive",0,Excluded,0
NCT02977286,Excluded,0,0,Neither,0,Pregnant or actively lactating females are explicitly excluded from the trial.,Pregnant or actively lactating females,0,Excluded,0
NCT03757351,Excluded,0,0,Neither,0,"The study explicitly excludes women of childbearing potential, indicating that pregnant individuals are not eligible to participate.","Women of non-childbearing potential and men, aged 21-80 years",0,Excluded,0
NCT00240513,Excluded,0,0,Neither,0,"Pregnant, breast-feeding, or lactating individuals are explicitly excluded from the trial.","Exclusion Criteria:~Pregnancy, breast-feeding or lactating",0,Excluded,0
NCT02638207,Excluded,0,0,Neither,0,Pregnant and breastfeeding women are explicitly excluded from the trial. Participants must use effective birth control methods.,"Women who are breast feeding, pregnant, or planning to become pregnant, or are unwilling to use an effective birth control method (such as implants, injectables, combined oral contraceptives, some intrauterine devices (IUDs), sexual abstinence or vasectomized partner) while on study",0,Excluded,0
NCT00367783,Excluded,0,0,Neither,0,"The study explicitly excludes women of childbearing potential, indicating that pregnant individuals are excluded from the trial.",Exclusion Criteria: Women of childbearing potential,0,Excluded,0
NCT04667143,Unspecified,0,0,Neither,0,"The trial does not specify inclusion or exclusion based on pregnancy status. There is no mention of pregnancy, lactating, contraceptives, or childbearing in the inclusion or exclusion criteria.",Unspecified,0,Unspecified,0
NCT00588731,Excluded,0,0,Neither,0,"Pregnant and nursing women are explicitly excluded from the trial, and participants must use appropriate birth control measures.","Exclusion Criteria: Women who are pregnant, nursing or unwilling to use appropriate birth control measures during study participation.",0,Excluded,0
NCT03852563,Unspecified,0,0,Neither,0,"The study does not mention pregnancy, lactating, contraceptives, or childbearing in the inclusion or exclusion criteria. It focuses on the effect of dexpanthenol cream on skin recovery after a dermatological procedure in adult women aged 30-60 years.",Unspecified,0,Unspecified,0
