NCT_ID,Enrolls_postpartum,Postpartum_intervention,C_section_pain,Labor_delivery_pain,Postpartum_quote,Reasoning
NCT05743244,0,0,0,0,,"The trial focuses on the safety and efficacy of JAK inhibitors for preserving pancreatic β cell function in newly diagnosed Type 1 Diabetes Mellitus. There is no mention of enrolling postpartum individuals, interventions given during the postpartum period, or pain management related to C-sections or labor and delivery."
NCT03556761,1,1,0,0,New diagnosis of HDP within 24 hours from delivery,"The trial enrolls individuals postpartum as it includes participants with a new diagnosis of hypertensive disorders of pregnancy within 24 hours from delivery. The intervention, furosemide, is administered postpartum to control blood pressure, and there is no mention of it being used during pregnancy, labor, or delivery. The study does not focus on pain management related to C-sections or labor and delivery."
NCT04950127,0,0,0,0,,"The trial focuses on the treatment of cholestatic pruritus in participants with Primary Biliary Cholangitis (PBC) and does not mention postpartum individuals, postpartum interventions, or pain management related to C-sections or labor and delivery."
NCT00710086,0,0,0,1,Remifentanil would be a superior intravenous drug used with patient-controlled technique for labor analgesia.,"The trial focuses on labor analgesia using remifentanil for nulliparous women during labor. It does not enroll postpartum individuals or study interventions given after delivery. The intervention is specifically for pain management during labor, not postpartum or C-section specific."
NCT00710242,0,0,0,1,Time to delivery will be measured from the time of at least 3 cm cervix dilatation and 3 contractions of minimum one minute's duration/10 minutes.,"The trial focuses on preventing protracted labor by administering DF01 during late pregnancy and measuring time to delivery, which directly relates to labor and delivery pain management."
NCT02278562,0,0,0,0,,"The trial focuses on patients with End-Stage Renal Disease (ESRD) and does not mention postpartum individuals or interventions related to the postpartum period. The exclusion criteria specifically mention pregnancy, which implies that postpartum women are not the target population. Additionally, there is no mention of pain management related to C-sections or labor and delivery."
NCT00356187,0,0,0,0,,"The trial focuses on beta-blockade to reduce catabolism in critically injured trauma patients. There is no mention of postpartum individuals, interventions given during the postpartum period, or pain management related to C-sections or labor and delivery."
NCT00674310,0,0,0,0,,"The study focuses on the bioequivalence of Ropinirole tablets and does not mention postpartum individuals, postpartum interventions, C-section pain, or labor and delivery pain. The inclusion and exclusion criteria do not specify postpartum women or related conditions."
NCT03091192,0,0,0,0,,"The trial is focused on assessing the efficacy and safety of Savolitinib versus Sunitinib in patients with MET-driven, unresectable, and locally advanced or metastatic Papillary Renal Cell Carcinoma (PRCC). There is no mention of postpartum individuals, postpartum interventions, or pain management related to C-sections or labor and delivery. Therefore, all relevant variables are marked as 0."
NCT02321436,0,0,0,0,,"The trial focuses on the administration of Dysport® injections for upper limb spasticity within 12 weeks after a stroke. There is no mention of postpartum individuals, postpartum interventions, C-section pain, or labor and delivery pain management."
NCT02614287,0,0,0,0,,"The study focuses on the long-term safety of galcanezumab in patients with episodic or chronic migraine. There is no mention of enrolling postpartum individuals, interventions given during the postpartum period, or pain management related to C-sections or labor and delivery."
NCT03638011,1,1,1,0,The primary objective is to reduce or eliminate the use of all narcotics/opiates for post Cesarean section pain management.,"The trial enrolls women who have undergone a Cesarean section, which is a postpartum period. The intervention (TAP block with liposomal bupivacaine) is administered after the Cesarean section for pain management, making it a postpartum intervention. The study specifically targets pain management related to Cesarean sections, hence the classification for C_section_pain."
NCT02917291,0,0,0,0,,"The trial focuses on the safety and efficacy of a stem cell-based treatment for acute traumatic spinal cord injury. There is no mention of postpartum individuals being specifically included or excluded within two months after giving birth. The intervention is not related to postpartum care, C-section pain, or labor and delivery pain management."
NCT00171132,0,0,0,0,,"The trial focuses on hypertensive overweight postmenopausal women with impaired exercise tolerance. There is no mention of postpartum individuals, interventions given after delivery, or pain management related to C-sections or labor and delivery."
NCT05566795,0,0,0,0,,"The trial focuses on pediatric low-grade glioma and does not mention postpartum individuals, postpartum interventions, or pain management related to C-sections or labor and delivery."
NCT03195413,0,0,0,0,,"The study focuses on pain management for hand injuries in the emergency department and does not mention postpartum individuals, postpartum interventions, C-section pain, or labor and delivery pain. Therefore, all relevant variables are marked as 0."
NCT04229615,0,0,0,0,,"The trial focuses on the efficacy and safety of Fluzoparib and Apatinib for maintenance treatment in patients with advanced ovarian cancer. There is no mention of postpartum individuals, postpartum interventions, or pain management related to C-sections or labor and delivery."
NCT00000543,0,0,0,0,,"The trial focuses on calcium supplementation for pregnant women with chronic hypertension to reduce blood pressure, antihypertensive drug requirements, and pre-eclampsia incidence. There is no mention of postpartum enrollment or interventions, nor is there any focus on pain management related to C-sections or labor and delivery."
NCT02568280,0,0,0,0,,"The trial focuses on postprandial glucose metabolism in subjects with type 1 diabetes and does not mention postpartum individuals, interventions during the postpartum period, or pain management related to C-sections or labor and delivery."
NCT00181077,1,1,0,0,Women must have delivered their infant(s) prior to initiating therapy,"The trial enrolls women who have already delivered their infants, indicating that it targets postpartum individuals. The intervention (hypertonic saline vs. Lactated Ringer's solution) is administered after delivery, making it a postpartum intervention. There is no mention of pain management related to C-sections or labor and delivery."
NCT00405392,0,0,0,0,,The trial focuses on postmenopausal osteoporosis in Korean women and does not mention postpartum individuals or interventions related to the postpartum period. There is no mention of pain management related to C-sections or labor and delivery.
NCT02439359,0,0,0,0,,"The trial does not specifically mention enrolling postpartum individuals or providing interventions during the postpartum period. The inclusion criteria specify healthy males and females, with females being non-pregnant and non-lactating, which excludes postpartum women. There is no mention of pain management related to C-sections or labor and delivery."
NCT04496908,0,0,0,0,,"The trial focuses on the induction of labor using a Foley catheter and pharmacologic cervical ripening in women at least 37 weeks gestation. It does not enroll postpartum individuals, nor does it study interventions given during the postpartum period. The trial does not specifically address pain management related to C-sections or labor and delivery."
NCT04824872,0,0,0,0,,"The trial focuses on the efficacy and safety of dasiglucagon for treating post-bariatric hypoglycemia in adults who have undergone Roux-en-Y gastric bypass surgery. There is no mention of postpartum individuals, postpartum interventions, or pain management related to C-sections or labor and delivery."
NCT00538174,0,0,0,0,,"The trial focuses on evaluating the safety, tolerability, pharmacokinetics, and pharmacodynamics of dapagliflozin in diabetic Japanese subjects. There is no mention of postpartum individuals, postpartum interventions, or pain management related to C-sections or labor and delivery."
NCT04545541,0,0,0,0,,"The trial focuses on mechanically ventilated patients with COVID-19 and does not specifically mention postpartum individuals or interventions related to the postpartum period. Additionally, pregnant women are part of the exclusion criteria, which implies that postpartum women are not the target population. There is no mention of pain management related to C-sections or labor and delivery."
NCT03487198,0,0,0,0,,"The trial focuses on the efficacy and safety of brexpiprazole as adjunctive therapy in the treatment of Major Depressive Disorder. There is no mention of enrolling postpartum individuals specifically, nor is there any indication that the intervention is given during the postpartum period. Additionally, the exclusion criteria specifically mention that females who are breast-feeding or lactating are excluded, which implies that postpartum women are not the target population. There is no focus on pain management related to C-sections or labor and delivery."
NCT03482440,0,0,0,0,,"The trial enrolls women who have delivered within two years, which is beyond the two-month postpartum period. The study focuses on cardiovascular disease risk and microvascular dysfunction following preeclampsia, not on interventions or pain management related to postpartum, C-sections, or labor and delivery."
NCT00185952,0,0,0,0,,"The trial focuses on the maintenance tocolysis of preterm labor using nifedipine compared to a placebo. It does not mention enrolling postpartum individuals, nor does it study interventions given after delivery. The exclusion criteria do not specifically mention postpartum women. There is no focus on pain management related to C-sections or labor and delivery."
NCT03103100,0,0,0,1,Pregnant patients over the age of 19 who are scheduled for an induction of labor and request an epidural are eligible for the study,The study focuses on pain management during labor through the use of epidural anesthesia. It does not enroll postpartum individuals or study interventions given after delivery. The intervention is specifically for labor pain management.
NCT02873936,0,0,0,0,,"The trial focuses on the efficacy and safety of Filgotinib for treating rheumatoid arthritis. There is no mention of postpartum individuals, postpartum interventions, or pain management related to C-sections or labor and delivery."
NCT02605187,0,1,1,0,post-operative pain treatment protocols,"The trial does not enroll postpartum individuals less than two months after giving birth as it focuses on women scheduled for elective Cesarean deliveries. The intervention is given after delivery during the postpartum period, as it involves post-operative pain management. The study specifically addresses pain management related to Cesarean sections, hence the classification for C_section_pain. There is no mention of pain management related to labor and delivery, so Labor_delivery_pain is marked as 0."
NCT05533411,0,0,0,0,,"The trial is focused on evaluating the safety, tolerability, and pharmacokinetics of donanemab in healthy Chinese participants. It explicitly excludes lactating women and women of childbearing potential, which implies that postpartum women are not included. There is no mention of any intervention or drug being administered during the postpartum period, nor is there any focus on pain management related to C-sections or labor and delivery."
NCT02393573,0,0,0,0,,"The trial focuses on patients undergoing major lung or abdominal surgery and investigates the effects of metformin on post-operative insulin resistance and protein loss. There is no mention of postpartum individuals, interventions given during the postpartum period, or pain management related to C-sections or labor and delivery."
NCT04307953,0,0,0,0,,"The trial does not specifically mention enrolling postpartum individuals or studying interventions given during the postpartum period. It also does not focus on pain management related to C-sections or labor and delivery. The exclusion criteria include women who are pregnant or breastfeeding, which further indicates that postpartum women are not the target population."
NCT02673593,0,0,0,0,,"The study is focused on the safety, pharmacokinetics, and food effect of DS102 in healthy subjects aged 18-45 years. There is no mention of postpartum individuals, interventions given after delivery, or pain management related to C-sections or labor and delivery."
NCT04258397,0,0,0,0,,"The trial focuses on evaluating pirfenidone for chronic kidney disease and does not mention postpartum individuals or interventions related to the postpartum period. The exclusion criteria specifically mention pregnancy and breastfeeding, indicating that postpartum women are not included. There is no mention of pain management related to C-sections or labor and delivery."
NCT00461305,0,0,0,0,,"The study focuses on the efficacy of ethinylestradiol for intracyclic bleeding profile in patients with dysmenorrhea and does not mention postpartum individuals or interventions specifically related to the postpartum period. The exclusion criteria do not mention postpartum women, and there is no focus on pain management related to C-sections or labor and delivery."
NCT00374621,0,0,0,1,labor induction,"The trial focuses on cervical ripening and labor induction using oral misoprostol and intravaginal isosorbide mononitrate. This intervention is administered during labor and delivery, not postpartum. Therefore, it does not enroll postpartum individuals or study postpartum interventions. However, it does study pain management/analgesia related to labor and delivery."
NCT01999400,0,0,0,0,,"The study focuses on the pharmacokinetics of mesalamine in the gastrointestinal tract and does not mention postpartum individuals, interventions given after delivery, or pain management related to C-sections or labor and delivery. Additionally, pregnant or lactating females are part of the exclusion criteria, which implies that postpartum women are not included."
NCT02922959,0,0,0,0,,"The trial focuses on a peer-delivered intervention to reduce recurring opioid overdoses and facilitate entry into medication-assisted treatment for individuals who have experienced a non-fatal opioid overdose. There is no mention of postpartum individuals, postpartum interventions, or pain management related to C-sections or labor and delivery."
NCT00847886,0,0,0,0,,"The trial focuses on subjects with stable rheumatoid arthritis and evaluates the pharmacokinetics, pharmacodynamics, safety, and tolerability of LX3305 and methotrexate. There is no mention of postpartum individuals, postpartum interventions, or pain management related to C-sections or labor and delivery. Additionally, pregnant or nursing women are part of the exclusion criteria."
NCT00374309,0,0,0,0,,"The trial is focused on evaluating the safety and immunogenicity of an Ebola vaccine in healthy adults aged 18 to 50 years. There is no mention of enrolling postpartum individuals or studying interventions specifically for the postpartum period. Additionally, the exclusion criteria specifically exclude women who are breastfeeding or planning to become pregnant, which implies that postpartum women are not the target population. The study does not address pain management related to C-sections or labor and delivery."
NCT02929823,0,0,0,0,,"The study focuses on the efficacy of SJP-0035 ophthalmic solution for corneal epithelial wound healing and does not mention postpartum individuals, postpartum interventions, C-section pain, or labor and delivery pain. The inclusion and exclusion criteria do not specify anything related to postpartum status or pain management related to childbirth."
NCT02026297,0,0,0,0,,"The trial does not enroll postpartum individuals less than two months after giving birth as it focuses on patients undergoing elective cesarean delivery. The intervention (tranexamic acid) is administered before and during the cesarean delivery, not specifically during the postpartum period. The study does not focus on pain management or analgesia related to C-sections or labor and delivery but rather on coagulation changes and blood loss during cesarean delivery."
NCT02908126,0,0,0,0,,"The trial involves healthy term pregnant females undergoing a caesarean section and tests oxytocin administrations to assess uterine contractility. The intervention is administered during the caesarean section, not postpartum. There is no mention of pain management related to C-sections or labor and delivery."
NCT01968733,0,0,0,0,,"The trial focuses on the treatment of community-acquired bacterial pneumonia in adult patients. There is no mention of postpartum individuals, interventions specific to the postpartum period, or pain management related to C-sections or labor and delivery."
NCT02062801,0,0,0,1,The combined spinal epidural (CSE) technique has become increasingly popular for labor pain because of its rapid onset and superior first stage analgesia.,"The trial focuses on labor pain management using combined spinal epidural (CSE) analgesia. It does not enroll postpartum individuals or study interventions given after delivery. The study is specifically about managing pain during labor, including the use of prophylactic ephedrine to reduce fetal bradycardia associated with CSE."
NCT02705755,0,0,0,0,,"The trial focuses on neurogenic orthostatic hypotension in subjects with conditions like Parkinson's disease, multiple system atrophy, or pure autonomic failure. There is no mention of postpartum individuals, postpartum interventions, or pain management related to C-sections or labor and delivery."
NCT00835770,0,0,0,0,,"The trial focuses on the long-term safety and efficacy of BG00012 in subjects with relapsing-remitting multiple sclerosis. There is no mention of postpartum individuals, interventions given after delivery, or pain management related to C-sections or labor and delivery."
NCT01828697,0,0,0,0,,"The trial enrolls pregnant individuals and administers the intervention (LMWH) starting from pregnancy until 6 weeks postpartum. However, it does not specifically enroll postpartum individuals less than two months after giving birth, nor does it focus on interventions given exclusively during the postpartum period. The study does not address pain management related to C-sections or labor and delivery."
NCT05277350,0,0,0,0,,"The trial is a Phase 1 study investigating the safety and pharmacodynamics of SNIPR001 in healthy subjects aged 18-65 years. There is no mention of enrolling postpartum individuals, nor is there any focus on postpartum interventions, C-section pain, or labor and delivery pain management. The exclusion criteria specifically mention pregnancy and lactation, further indicating that postpartum women are not the target population."
NCT04909723,0,0,0,0,,"The study focuses on the safety, tolerability, and pharmacodynamics of NOV-001 in healthy volunteers and patients with enteric hyperoxaluria. There is no mention of postpartum individuals, interventions given during the postpartum period, or pain management related to C-sections or labor and delivery."
NCT05985785,0,0,0,0,,"The trial focuses on the treatment of knee osteoarthritis using Bone Marrow Aspirate Concentrate (BMAC) or corticosteroid injections. There is no mention of postpartum individuals, postpartum interventions, or pain management related to C-sections or labor and delivery."
NCT00576394,0,0,0,0,,"The trial focuses on glycemic control in diabetic patients undergoing Coronary Artery Bypass Graft Surgery. There is no mention of postpartum individuals, postpartum interventions, or pain management related to C-sections or labor and delivery."
NCT03824119,1,1,0,0,The objective of this study is to determine whether postpartum standard care withholding NSAID use is associated with a clinically significant reduction in postpartum hypertension in women with pregnancy induced hypertension.,"The study enrolls women postpartum as it begins at the time of delivery and continues through the postpartum period. The intervention (withholding NSAIDs) is applied during the postpartum period, not during pregnancy, labor, or delivery. The study does not focus on pain management related to C-sections or labor and delivery."
NCT02009722,0,0,1,1,pain control after cesarean delivery,"The trial focuses on pain management specifically related to cesarean delivery, which includes both the labor/delivery period and the postpartum period. The intervention (intrathecal opioids) is administered during the cesarean delivery, not exclusively postpartum. Therefore, 'Enrolls_postpartum' and 'Postpartum_intervention' are marked 0. 'C_section_pain' and 'Labor_delivery_pain' are marked 1 because the study is directly related to pain management for cesarean sections."
NCT03740243,0,0,0,0,,"The study focuses on pregnant women with opioid use disorder and assesses the efficacy of buprenorphine/naloxone vs buprenorphine during pregnancy. There is no mention of postpartum enrollment or interventions specifically targeting the postpartum period. Additionally, the study does not address pain management related to C-sections or labor and delivery."
NCT02528981,0,0,0,0,,"The trial focuses on the use of probiotics during pregnancy to reduce GBS colonization and does not involve postpartum individuals or interventions given after delivery. The exclusion criteria and study design indicate that the intervention is administered during pregnancy, not postpartum. There is no mention of pain management related to C-sections or labor and delivery."
NCT04922021,0,0,0,0,,"The trial focuses on adult participants with moderate to severe atopic dermatitis and does not specifically mention enrolling postpartum individuals or studying interventions given during the postpartum period. Additionally, it does not address pain management related to C-sections or labor and delivery."
NCT04006210,0,0,0,0,,"The trial focuses on Parkinson's disease and does not mention postpartum individuals, postpartum interventions, C-section pain, or labor and delivery pain. The inclusion and exclusion criteria do not specify anything related to postpartum status or interventions."
NCT03421288,0,0,0,0,,"The trial focuses on the efficacy and safety of atezolizumab in combination with FLOT chemotherapy for patients with gastric cancer and adenocarcinoma of the oesophago-gastric junction. There is no mention of enrolling postpartum individuals, studying interventions given during the postpartum period, or addressing pain management related to C-sections or labor and delivery."
NCT03437824,0,0,0,0,,"The study focuses on the effects of vitamin B12 treatment on voice performance in singers. There is no mention of postpartum individuals, postpartum interventions, or pain management related to C-sections or labor and delivery."
NCT00219024,0,0,0,0,,"The trial focuses on the efficacy and safety of aliskiren in patients with essential hypertension. There is no mention of postpartum individuals, postpartum interventions, C-section pain, or labor and delivery pain management."
NCT04649476,0,0,0,0,,"The trial focuses on neoadjuvant PD-1 blockade and TPF induction chemotherapy for oral squamous cell carcinoma. There is no mention of postpartum individuals, postpartum interventions, or pain management related to C-sections or labor and delivery."
NCT00682097,0,0,0,0,,"The study focuses on patients with type 2 diabetes mellitus and does not mention postpartum individuals, interventions during the postpartum period, or pain management related to C-sections or labor and delivery."
NCT00191126,0,0,0,0,,"The trial focuses on preoperative chemotherapy for non-small cell lung cancer and does not mention postpartum individuals, postpartum interventions, or pain management related to C-sections or labor and delivery."
NCT00795262,0,0,0,0,,"The trial focuses on evaluating the combination of quinapril and alpha lipoic acid in patients with diabetes mellitus and hypertension. There is no mention of enrolling postpartum individuals, nor is there any intervention specifically targeting the postpartum period. Additionally, the study does not address pain management related to C-sections or labor and delivery."
NCT01321255,0,0,0,0,,"The trial focuses on cardiovascular prevention in patients with a history of ST-elevation AMI and does not mention postpartum individuals or interventions related to postpartum care. Pregnant or premenopausal women are excluded, which implies that postpartum women are not the target population."
NCT00458003,0,0,0,1,Hypotension remains a common clinical problem after induction of spinal anesthesia for cesarean delivery.,"The trial focuses on managing hypotension induced by spinal anesthesia during cesarean delivery, which is directly related to labor and delivery pain management. It does not enroll postpartum individuals less than two months after giving birth, nor does it study interventions given exclusively during the postpartum period. The primary focus is on labor and delivery pain management, specifically related to cesarean sections."
NCT05139238,1,1,0,0,"Postpartum, immediately to 6 weeks postpartum","The trial enrolls women who have just delivered a baby and are within 6 weeks postpartum, which qualifies for the 'Enrolls_postpartum' variable. The intervention (blood pressure medication) is administered after delivery, qualifying for the 'Postpartum_intervention' variable. There is no mention of pain management related to C-sections or labor and delivery, so both 'C_section_pain' and 'Labor_delivery_pain' are marked as 0."
NCT04662073,0,0,0,0,,"The trial focuses on evaluating the efficacy and safety of investigational therapeutics for COVID-19 in adults. There is no mention of enrolling postpartum individuals specifically, nor is there any intervention or drug studied that is given during the postpartum period. Additionally, the trial does not study pain management related to C-sections or labor and delivery."
NCT00803712,0,0,0,0,,"The trial focuses on the efficacy and safety of Cinacalcet treatment in combination with low dose Vitamin D for subjects with secondary hyperparathyroidism recently initiating hemodialysis. There is no mention of postpartum individuals, postpartum interventions, or pain management related to C-sections or labor and delivery."
NCT03393364,0,0,0,0,,"The trial focuses on pain management after outpatient urologic surgeries and does not mention postpartum individuals, interventions given during the postpartum period, or pain management related to labor, delivery, or C-sections."
NCT00361868,0,0,0,0,,"The trial focuses on the efficacy and safety of a fixed combination of fenofibrate and metformin versus rosiglitazone in patients with Type 2 diabetes mellitus and dyslipidemia. There is no mention of postpartum individuals, postpartum interventions, C-section pain, or labor and delivery pain management."
NCT03706313,0,0,0,0,,"The trial focuses on the analgesic efficacy of genicular nerve blocks for pain after total knee replacement. There is no mention of postpartum individuals, postpartum interventions, C-section pain, or labor and delivery pain."
NCT04397458,1,1,1,0,quadratus lumborum (QL) block performed 1 day after cesarean delivery will provide supplemental post-cesarean analgesia,"The trial enrolls individuals who have undergone a cesarean delivery on the prior day, which is within the postpartum period. The intervention (QL block) is performed after delivery, specifically 1 day postpartum, and is aimed at managing post-cesarean pain. Therefore, it qualifies as a postpartum intervention and is related to C-section pain management."
NCT00215124,0,0,0,0,,"The trial focuses on the safety and efficacy of Filgrastim in patients with acute myocardial infarction. There is no mention of postpartum individuals, postpartum interventions, or pain management related to C-sections or labor and delivery."
NCT05069012,0,0,1,1,Optimal Dose of Intrathecal Morphine for Postoperative Analgesia After Cesarean Delivery,"The trial focuses on postoperative analgesia specifically for Cesarean delivery, which involves pain management related to C-sections. The intervention (intrathecal morphine) is administered during the perioperative period, not exclusively postpartum. Therefore, it does not qualify as a postpartum intervention. The study does not enroll individuals postpartum but rather during the perioperative period for Cesarean sections."
NCT00208299,0,0,0,0,,"The trial does not specifically mention enrolling postpartum individuals or studying interventions given during the postpartum period. It focuses on myocardial perfusion imaging and excludes pregnant or breastfeeding women, which implies postpartum women are not the target population. There is no mention of pain management related to C-sections or labor and delivery."
NCT00004317,0,0,0,0,,"The trial focuses on treating congenital toxoplasmosis in infants and pregnant women with evidence of toxoplasma infection. There is no mention of enrolling postpartum individuals less than two months after giving birth, nor is there any intervention specifically targeting the postpartum period. Additionally, the study does not address pain management related to C-sections or labor and delivery."
NCT00204230,0,0,0,0,,"The trial focuses on the effect of mycophenolatmofetil (MMF) and CNI withdrawal in patients with chronic allograft nephropathy after renal transplantation. The inclusion and exclusion criteria do not mention postpartum individuals, and the intervention is not related to the postpartum period, C-section pain, or labor and delivery pain."
NCT05744687,0,0,0,0,,"The trial focuses on the treatment of locally advanced or metastatic breast cancer with SPH4336 combined with letrozole. There is no mention of enrolling postpartum individuals, nor is there any intervention specifically targeting the postpartum period. The exclusion criteria specifically mention pregnant or lactating women, which implies that postpartum women are not the target population. Additionally, the trial does not study pain management related to C-sections or labor and delivery."
NCT00229437,0,0,0,0,,"The trial focuses on the efficacy and safety of TAK-128 in treating subjects with diabetic peripheral neuropathy. There is no mention of postpartum individuals, interventions given after delivery, or pain management related to C-sections or labor and delivery. The inclusion and exclusion criteria do not specifically address postpartum women or related conditions."
NCT00229476,0,0,0,0,,"The trial focuses on using EEG and symptom measurements to determine responses to medication or placebo treatment for depression. There is no mention of postpartum individuals, postpartum interventions, C-section pain, or labor and delivery pain."
NCT02444143,0,0,0,0,,"The trial focuses on the pharmacokinetics of Tacrolimus ER in obese kidney transplant recipients. There is no mention of postpartum individuals, interventions given during the postpartum period, or pain management related to C-sections or labor and delivery."
NCT01156025,0,0,0,0,,"The trial focuses on the efficacy and safety of GV 550 in patients with acute adenoviral keratoconjunctivitis. There is no mention of postpartum individuals, interventions given after delivery, or pain management related to C-sections or labor and delivery."
NCT04900220,0,0,0,0,,"The trial focuses on comparing the effects of two corticosteroids for treating trigger finger. There is no mention of postpartum individuals, postpartum interventions, or pain management related to C-sections or labor and delivery."
NCT02596074,0,0,0,0,,"The trial focuses on the pharmacodynamics, safety/tolerability, and efficacy of topical Omiganan in patients with usual type vulvar intraepithelial neoplasia (uVIN). There is no mention of enrolling postpartum individuals, interventions given during the postpartum period, or pain management related to C-sections or labor and delivery. Additionally, pregnant or breastfeeding women are excluded from the trial."
NCT02977286,0,0,0,0,,"The study does not specifically mention enrolling postpartum individuals or providing interventions during the postpartum period. The exclusion criteria include 'Pregnant or actively lactating females,' which implies that postpartum women are not included. The study focuses on the impact of naloxegol on lower GI tract paralysis in critically ill adults requiring opioid therapy, with no mention of pain management related to C-sections or labor and delivery."
NCT03757351,0,0,0,0,,"The trial focuses on evaluating the safety, tolerability, pharmacokinetics, and pharmacodynamics of DNL747 in subjects with Amyotrophic Lateral Sclerosis (ALS). There is no mention of postpartum individuals, postpartum interventions, C-section pain, or labor and delivery pain in the study description or criteria."
NCT00240513,0,0,0,0,,"The trial does not enroll postpartum individuals as it excludes pregnant, breast-feeding, or lactating women. The intervention is related to acne treatment and not related to postpartum care, C-section pain, or labor and delivery pain."
NCT02638207,0,0,0,0,,"The trial focuses on evaluating the efficacy and safety of NewGam in patients with Chronic Inflammatory Demyelinating Polyneuropathy (CIDP). There is no mention of enrolling postpartum individuals, studying interventions given during the postpartum period, or addressing pain management related to C-sections or labor and delivery."
NCT00367783,0,0,0,0,,"The trial focuses on evaluating the effect of CP-741,952 on weight loss in overweight and obese adults. There is no mention of postpartum individuals, postpartum interventions, C-section pain, or labor and delivery pain management. The exclusion criteria include women of childbearing potential, which implies that postpartum women are not specifically targeted or excluded."
NCT04667143,0,0,0,0,,"The trial focuses on evaluating the safety and efficacy of Retagliptin plus Henagliflozein added to Metformin in subjects with Type 2 Diabetes who have inadequate glycemic control on Metformin alone. There is no mention of postpartum individuals, postpartum interventions, or pain management related to C-sections or labor and delivery."
NCT00588731,0,0,0,0,,"The trial focuses on the treatment of cognitive dysfunction in schizophrenia using cannabidiol. It does not specifically enroll postpartum individuals, nor does it study any interventions given during the postpartum period. Additionally, it does not address pain management related to C-sections or labor and delivery."
NCT03852563,0,0,0,0,,"The trial focuses on the effect of dexpanthenol cream on skin recovery after a dermatological procedure on the face. There is no mention of postpartum individuals, postpartum interventions, or pain management related to C-sections or labor and delivery."
NCT00371306,0,0,0,0,,"The trial focuses on the treatment of gestational diabetes and Type 2 diabetes during pregnancy. There is no mention of postpartum enrollment or interventions, nor is there any focus on pain management related to C-sections or labor and delivery."
NCT05402111,0,0,0,0,,"The trial focuses on the gastric emptying rate in patients with schizophrenia and does not mention postpartum individuals, postpartum interventions, C-section pain, or labor and delivery pain. The inclusion and exclusion criteria do not specify anything related to postpartum status or pain management related to childbirth."
NCT06122194,0,0,0,0,,The trial enrolls healthy adult participants aged 18 years or older and does not specifically mention postpartum individuals or interventions related to the postpartum period. There is no mention of pain management related to C-sections or labor and delivery.
NCT04344860,0,0,0,0,,"The trial enrolls pregnant women and administers the intervention at delivery and for 2 days postpartum. It does not specifically enroll postpartum individuals less than two months after giving birth, nor does it study a drug or intervention given exclusively during the postpartum period. The focus is on preventing postpartum hemorrhage, not on pain management related to C-sections or labor and delivery."
NCT04615351,1,1,0,0,A Pilot of Metformin Postpartum,"The trial enrolls individuals postpartum as it is a study of metformin use after delivery for those who had gestational diabetes. The intervention (metformin) is given during the postpartum period, not during pregnancy, labor, or delivery. There is no mention of pain management related to C-sections or labor and delivery."
NCT03427463,0,0,1,1,The purpose of this study is to determine the ideal dose of spinal morphine for use in Cesarean section.,"The trial does not enroll postpartum individuals less than two months after giving birth as it specifically targets parturients undergoing elective cesarean delivery under spinal anesthesia. The intervention (spinal morphine) is administered during the cesarean section, not after delivery, so it does not qualify as a postpartum intervention. The study focuses on pain management related to C-sections, thus marking 'C_section_pain' as 1. Since the intervention is also related to pain management during labor and delivery (C-sections), 'Labor_delivery_pain' is marked as 1."
NCT04970654,0,0,0,0,,"The trial focuses on comparing the efficacy and safety of two growth hormone treatments in children with growth hormone deficiency. There is no mention of postpartum individuals, postpartum interventions, or pain management related to C-sections or labor and delivery."
NCT00565279,0,0,0,0,,"The trial focuses on the efficacy and safety of ASF1057 cream for seborrhoeic dermatitis and does not mention postpartum individuals, postpartum interventions, or pain management related to C-sections or labor and delivery."
NCT00414687,0,0,0,0,,"The study focuses on the long-term treatment of primary or secondary pulmonary hypertension and does not specifically mention enrolling postpartum individuals or studying interventions given during the postpartum period. Additionally, it does not address pain management related to C-sections or labor and delivery."
NCT03033511,0,0,0,0,,"The trial is focused on evaluating the efficacy of rovalpituzumab tesirine as maintenance therapy for extensive-stage small cell lung cancer following first-line platinum-based chemotherapy. There is no mention of postpartum individuals, postpartum interventions, or pain management related to C-sections or labor and delivery."
NCT05828485,0,0,0,0,,"The trial does not specifically mention enrolling postpartum individuals or studying interventions related to the postpartum period. The exclusion criteria include pregnant or lactating women, which implies that postpartum women are not the target population. Additionally, there is no mention of pain management related to C-sections or labor and delivery."
NCT00714519,0,0,0,0,,"The study focuses on the healing of partial-thickness wounds in nursing home residents and does not mention postpartum individuals, postpartum interventions, or pain management related to C-sections or labor and delivery."
NCT04580797,0,0,0,0,,"The trial is focused on evaluating the pharmacokinetics, safety, and tolerability of PF-06700841 in healthy adult participants. There is no mention of postpartum individuals, interventions given after delivery, or pain management related to C-sections or labor and delivery. The inclusion and exclusion criteria do not specify postpartum women, and the study does not target postpartum conditions."
NCT03140293,0,0,0,0,,"The trial focuses on pain management during chorionic villus sampling, which is a procedure performed during early pregnancy (<13 weeks gestation). It does not involve postpartum individuals, interventions given after delivery, or pain management related to labor, delivery, or C-sections."
NCT00717561,0,0,0,0,,"The study focuses on the treatment of community-acquired pneumonia in hospitalized non-ICU patients. There is no mention of postpartum individuals, postpartum interventions, or pain management related to C-sections or labor and delivery."
